Post Content,Themes,Thought Leadership?
"dbt Labs dropping some drastic user experience improvements in dbt Cloudâ€¦Too many to list, but a few of my favorites include the foundation of dbt Mesh showcased at our keynote session this morning at Coalesce:- dbt Explorer- Cloud CLI- Cross-Project ref- Column level lineage ðŸ‘€Plenty of other other exciting releases in this quick read.",User Experience,
Google focused on enhancing advertising experience and performance for its users and brands. Smartly is proud to be part of the earliest partners to build and launch Demand Gen.,"Digital transformation,User Experience,Product Development",
"Whirlpool Corporation has supported the newly launched Matter 1.2 smart home connectivity update. This update is the first step in bringing major kitchen and laundry room appliances into the Matter (Connectivity Standards Alliance) ecosystem.

“The number of connected devices in peoples’ homes is increasing,” said Murat Genc, Whirlpool Corporation's global technology and data officer. “Our work to bring Matter support to Whirlpool Corp. appliances will improve user experience with more interoperability across these devices while simplifying development and improving reliability.”

#Tech #IOT #Data","Digital transformation,User Experience,Customer centricity,Research & Development,Product Development",
"Disney+ continues to enhance measurement and verification on its ad-supported tier. Learn how Oracle Advertising is helping Disney+ unlock actionable verification, viewability, and attention insights: https://lnkd.in/eusmky4m","Customer centricity,User Experience,Data and Analytics",
Smartly OG Innovation. Drives performance well beyond the marketplace average.,"User Experience,Data and Analytics,Digital transformation,Innovation",
"For many people, energy bills are higher in the winter as they spend more time indoors and turn on their heating systems. However, #weatherization techniques – such as sealing up leaky windows, improving insulation, and even simple actions like opening shades on sunny days and keeping vents clear – can make a big difference in energy usage during the colder months.

Our own Bill Stack recently spoke to Boston.com about how renters and homeowners can reduce energy use this winter, including through Eversource Energy’s no-cost Home Energy Assessment, which connects residential customers to personalized weatherization recommendations and more. Read the full article here: https://bit.ly/3MIgk6L ",User Experience,checked
"Have you heard? 🙌 We’ve expanded our relationship with #PNC Bank to bring corporate and commercial clients a whole new #payment experience! 

Now, PNC’s business clients will have the ability to access Trovata’s API-based payment processing, which allows them to create templates and workflows for approval, tracking, and logging. 

Don’t take our word for it, see what Howard Forman, Senior Vice President and Head of Digital Channels for PNC Treasury Management, has to say about Trovata’s revolutionary payment tool. 💯 

➡️ Learn more about our relationship: https://bit.ly/3CYxk3t","Product Development,User Experience,Value Creation",checked
"We are seeing a growing interest in #EVs from our customers. If you’re one of them, Sean Tully, manager of Electric Mobility at Eversource Energy, has advice for how people can get started on their EV journey. Watch the full interview on Mass Appeal with WWLP-22News. #electricmobility #climatechange #cleanenergy","Innovation,User Experience",
How will hashtag#Identity based security evolve in 2024? Increased use of hashtag#CIAM solutions and advanced tech like hashtag#ML and hashtag#AI are expected to strengthen hashtag#security capabilities and enhance user experiences. Thanks to @Forbes for discussing with me. @Deloitte. hashtag#cyber,"User Experience,Innovation",
"I commend the Massachusetts Department of Transportation (MassDOT) for outlining a plan that leverages National Electric Vehicle Infrastructure (NEVI) program funding to add more DC fast chargers along major roads. The state will need an estimated 10,000 publicly accessible electric vehicle chargers by 2030 to support future hashtag#EV adoption. We expect to move quickly on these efforts over the next several years, and Eversource will be supporting MassDOT through our EV charging programs.","Company Updates/News,Product Development,Innovation,Customer centricity,User Experience",
"Design teams should be organized more in line with customer journeys than they should be with business units. I both understand and am sympethetic to the practice of business units setting the budget and building their own design hiring roadmap and teams. This is a natural way for business teams to think, but the result will ultimately be a very bad user experience and will impact overall business conversion. In conversations with companies and recruiters regarding company team structures, I am alarmed at how many companies donâ€™t see the risk involved. Customers simply do NOT experience digital products within a business unit silo and your effectiveness to cross-sell value to customers disappears when you have not paired overall customer experience with overall business value. hashtag#userexperience hashtag#cxstrategy hashtag#cx hashtag#organizationdesign hashtag#userexperience","Organizational Design,User Experience",
"Iâ€™m thrilled and humbled with the long list of innovations our cross functional team has worked tirelessly to launch at re:Invent this year. The collaboration these launches took has been incredible, and the way weâ€™ve rallied across disciplines has been nothing short of inspiring. Iâ€™m especially proud of our UX Design & Research team and the role they played bringing these new generative AI capabilities to our customers, helping them revolutionize their CX.hashtag#TeamPride hashtag#GlobalInnovation hashtag#genai hashtag#reinvent2023 hashtag#amazonconnect hashtag#aws hashtag#awsapplications hashtag#ai hashtag#ux hashtag#cx","Innovation,AI/Machine Learning,User Experience,Customer centricity,Human-centered design",
Excited to be a part of this great initiative!,"Digital transformation,User Experience,Research & Development,Data and Analytics,Customer centricity",
"News: edge computing startup Armada is looking to bring AI to remote places like oil rigs and mines. Led by CEO Dan Wright, one-year-old Armada has a ""close collaboration"" with SpaceX and is already valued at close to $250 million, raising $55 million.Cofounded with Jonathan Runyan, Armada was backed pretty much out of the gate by a who's who of defense and industrial minded VCs like Trae Stephens at Founders Fund, Shahin Farshchi at Lux Capital and Shield Capital. It's still in trials with customers, meaning no meaningful revenue yet.Its flagship hardware product is the Galleon, a 40 ft. container of military-grade heavy gauge steel that can fit on a trailer and house 6 racks of GPUs for running AI models in remote environments like oil rigs, mines, and advanced combat ops bases. But it also offers its own app store of AI applications running at the edge, as well as software for managing the use of Space Starlink terminals.Armada also represents something of a comeback for CEO Wright, the former AppDynamics COO who resigned as CEO of AI software unicorn DataRobot last summer amid reported controversy around insider stock sales.And it represents an interesting, and possibly the first, effort by a startup to build on top of SpaceX's Starlink satellites, making them more commercially useful for media companies and others looking to stream video or run AI apps in remote locations.hashtag#edgecomputing hashtag#AI hashtag#edge hashtag#cloud hashtag#cloudcomputing hashtag#spacex hashtag#starlink hashtag#armada hashtag#armadagalleon hashtag#artificialintelligence hashtag#Infrastructure hashtag#Industry hashtag#defense hashtag#venturecapital hashtag#VC hashtag#startups hashtag#tech hashtag#technology","User Experience,AI/Machine Learning",checked
"Exciting news from Wells Fargo and Centerbridge Partners, L.P. that will help elevate support for hashtag#middlemarket clients and provide a differentiated borrower experience. Link to release in the comments.hashtag#wellsfargo hashtag#commercialbanking hashtag#directlending hashtag#privatecredit","Customer centricity,User Experience",
"Mercedes-Benz is readying itself for a busyÂ CES 2024Â show in Las Vegas in January, with the car giant teasing an AI-powered MBUX infotainment system among a handful of other concept cars and pieces of tech.It claims the MBUX Virtual Assistant is ""game-changing"" in the way it combines high-resolution graphics from gaming specialist Unity, as well as the next chapter in its experimentation with Artificial Intelligence via its 'Hey Mercedes' voice assistant.A single teaser image is all that has been revealed so far, with the interior of the brandâ€™s Concept CLA Class, which will also be on display at the show, revealing a new graphic interface on the extended 'Superscreen' that now takes up the majority of the dash.","User Experience,AI/Machine Learning",
"As AI technologies continue to advance and data becomes increasingly valuable to industry leaders, the world is undergoing rapid change. At Honeywell weâ€™re embracing these technologies to help our customers lead their customers to a better future. The Future of Aviation, Automation and The Energy Transition are exciting mega trends to be a part of. I recently had the opportunity to share my thoughts with Forbes on the key areas of focus for commercial teams to enable transformation. Check out the story here:","AI/Machine Learning,Customer centricity,User Experience",
"ðŸš€ Exciting News in AI: Apple Aims to Bring AI to iPhones ðŸ“±Apple is making a bold move in the world of artificial intelligence (AI) by focusing on running AI directly on its hardware instead of relying on the cloud. In a recent research paper titled ""LLM in a Flash,"" Apple's researchers propose a solution to the current computational bottleneck of running large language models (LLMs) on devices with limited memory. This signifies Apple's intention to catch up with its Silicon Valley competitors in generative AI, a technology that powers applications like ChatGPT.Here are the key takeaways from Apple's research:ðŸ”¹ Apple's research offers a solution to running LLMs on devices with limited memory, paving the way for effective inference on iPhones.ðŸ”¹ Apple's focus on AI running directly on iPhones is a departure from its competitors, such as Microsoft and Google, who prioritize delivering AI services from their cloud platforms.ðŸ”¹ This move by Apple aligns with the trend of AI-focused smartphones entering the market, with estimations of over 100 million AI-focused smartphones shipping by 2024.ðŸ”¹ Bringing AI to smartphones has the potential to revolutionize the user experience, allowing for new innovations and anticipating users' actions.ðŸ”¹ Running AI models on personal devices presents technical challenges, but it could result in faster response times, offline capabilities, and enhanced privacy.Apple's research paper offers a glimpse into the company's cutting-edge research and sets a precedent for future AI development. Optimizing LLMs for battery-powered devices is a growing focus for AI researchers, and Apple's approach opens doors for harnessing the full potential of AI in various devices and applications.As the AI landscape continues to evolve, it is crucial for technology companies to ensure that the benefits of AI reach the widest audience possible. Apple's focus on running AI on iPhones presents an opportunity to enhance user experiences and protect privacy.To learn more about Apple's research on AI, read the full article here: https://lnkd.in/gUNFTEE4hashtag#AI hashtag#ArtificialIntelligence hashtag#Apple hashtag#iPhone hashtag#Inference hashtag#GenerativeAI hashtag#Smartphones hashtag#Technology hashtag#Privacy hashtag#UserExperience hashtag#FutureOfTech","AI/Machine Learning,User Experience,Product Development",checked
"I enjoyed reconnecting with Morgan L Brennan and Jon Fortt on CNBC Closing Bell: Overtime in a live broadcast interview where we discussed how 2024 is shaping up to be a big year for cyber given increasing geopolitical tensions around the world, upcoming elections and hashtag#GenAI. We also covered new SEC cyber regulations and how, despite shrinking IT budgets, Zscaler continues to win more than its fair share of new customers with a unique value proposition - improving cybersecurity and delivering a better user experience, while reducing IT complexity and cost.Please view the full interview here: https://lnkd.in/dAktY3ZdThank you for the opportunity and Happy New Year to you both. As always, it was a pleasure and I hope we talk again soon.","User Experience,Innovation",
"I enjoyed reconnecting with Morgan L Brennan and Jon Fortt on CNBC Closing Bell: Overtime in a live broadcast interview where we discussed how 2024 is shaping up to be a big year for cyber given increasing geopolitical tensions around the world, upcoming elections and hashtag#GenAI. We also covered new SEC cyber regulations and how, despite shrinking IT budgets, Zscaler continues to win more than its fair share of new customers with a unique value proposition - improving cybersecurity and delivering a better user experience, while reducing IT complexity and cost.Please view the full interview here: https://lnkd.in/dAktY3ZdThank you for the opportunity and Happy New Year to you both. As always, it was a pleasure and I hope we talk again soon.","User Experience,Innovation",checked
"Whatâ€™s next for phygitals: (market & key trends for 2024)Products turn into acquisition channels. Here's how: In 2023, major brands started connecting physical goods to virtual counterparts to create phygital experiences.Zoom in:â€¢ Often, this means that owning a physical products unlocks a corresponding digital ID or collectible, or vice-versa. â€¢ Users connect their â€œwalletâ€ to the physical product connected to a visual or electronic tag (RFID or NFC).Understanding the market:We have three types of technology providers enabling this:1.Â Infrastructure providers like EON , Arianee, KORE Technologies Switzerland who are focused on equipping big brands with the tech needed for the Digital Product Passport.2.Â Marketing-focused like â€¢ Swiss-based ZATAP by collectID (shown in picture) and VIVENTS, â€¢ or New York-based Solaire and IYK* (funded by a16z crypto ), who focuses on creating an end-to-end solution for brands to create marketing campaigns with â€œtokenizedâ€ products.3. Translators who turn physical into digital, such as â€¢ NAK3D, bringing physical product to virtual worlds or â€¢ SOL3MATES , who partners with leading brands to facilitate exclusive phygital drops. Sol3mates is part of @Chalhoub Group, one of the leading luxury retailers in the middle east.Context: Most often, this happens collaboratively and includes players like Crossmint or Aura Blockchain Consortium. Whatâ€™s next?ðŸ”®Phygitals enable brands to create:â€“Â blockchain-secured limited editions,â€“Â authenticate products,â€“Â engage in post-purchase marketing,â€“Â establish direct customer relationships,â€“Â and gather more first-party data.And I think in 2023 we were just scratching the surface.For 2024, I see two big trends:1. Richer, more engaging, gamified phygital experiences, driven by a new wave of Web3 ready, digitally native consumers.Phygitals will turn from top-of-the-funnel collectibles to powerful experiences within a brandâ€™s ecosystem â€“Â and into acquisition channels for brands. 2. Trust-minimized, tokenized commerce: This will unlock buying and selling of phygitals without relying on intermediaries â€“Â DeFi style, with complete freedom to transact.The problem?For phygitals, trustless transactions are still an unsolved issue, i.e. tokenizing both goods and the commitment to trade the phyiscal item as NFTs.A company that solves this is Boson Protocol (partner of Dematerialzd.xyz). It enables the exchange of real world assets without centralized intermediaries or hardware on the product.So what? ðŸ’¡Once a product has a unique ID and is on-chain, itâ€™s traceable, intelligent, and more valuable.Just imagine: A brand selling phygitals through a retailer could use the product to win back the customer relationship.The potential is limitless.What's next for consumer Web3?I'll soon drop a deep dive.Subscribe to get it: https://lnkd.in/e5W8x8QxFollow me for Web3 insights",User Experience,checked
"The UHC App - The Number One Mobile App (in the Medical Category) on both Apple and Google app stores!! Congratulations to all the product and tech team members that relentlessly and carefully listen to consumers, find and build new features every week and repeat it the next week and the week after with 100X speed to make the member experience amazing! Hans Hage Julie Durham and team......we are all so proud of you! and I know we are just getting started......so much to come in 2024.
Download the UHC app today!
#LetsGo
#100X
#ZeroDistance
#BeMore
Zack Sopcak","Digital transformation,Product Development,User Experience,Customer centricity",
"With a strong focus on reimagining the future of customer experience, we met this week with my Customer Engagement team to create unforgettable experiences that will elevate Colgate-Palmoliveâ€™s  brands to new heights. ðŸ’ªTogether, we'll explore cutting-edge strategies, leverage emerging technologies, and implement customer-centric solutions that will exceed expectations.hashtag#Colgate hashtag#CustomerEngagement hashtag#Innovation hashtag#CustomerExperience hashtag#TransformingTheFutureTorrey Moore Michelle Ives Angela Hood Amanda Marshall Jessica T. Joy Ericson Tina L. Orpha Garcia","Customer centricity,User Experience",
"âœ¨ Integration Highlight: Zendeskâ€œMonterey AI allows us to invest in product improvements that have the biggest leverage for customer success, instead of wasting time categorizing zendesk tickets and writing reports.â€","AI/Machine Learning,User Experience,Customer centricity",
"I’m thrilled/chuffed/relieved to share that I’m starting a new position as Engineering Manager, User Experience & Engagement at Panopto!
It has been a very long road and I cannot thank enough those who have supported me on my journey. Excelsior!","MISC,User Experience",
"Iâ€™m thrilled/chuffed/relieved to share that Iâ€™m starting a new position as Engineering Manager, User Experience & Engagement at Panopto!It has been a very long road and I cannot thank enough those who have supported me on my journey. Excelsior!","MISC,User Experience",
"🤸🎯 Frank Delfino was diagnosed with Parkinson's six years ago, but he found a way to prolong his mobility.

Delfino visits Sagewell Health and Fitness Center four to five times a week to exercise, including participating in a Parkinson's class lead by Cone Health Wellness instructor, Karen Simmers.

🏋️🏊‍♀️ See what you can do to boost your health at Sagewell, from Chair Yoga, to Water Walking, to the SWIFT program for Cancer patients and more:
https://lnkd.in/e9x2JZ6C",User Experience,
"We had the privilege of spending the day immersed in the world of data economics with the Dean of Big Data himself Bill Schmarzo. To say we learned a lot is an understatement. Some key takeaways:1. Itâ€™s not about being data driven, itâ€™s about being value driven.2. Design thinking and data science are 2 sides of the same coin. By applying design thinking methodologies, such as empathy, ideation, prototyping, and iteration, organizations can develop data-driven solutions that truly resonate with users and deliver value.3. Focus on 10% of your data that has 90% of the value. When breaking down business problems into desired outcomes and KPIâ€™s, you will start to notice the same KPIâ€™s coming up over and over again. Focus on those KPIâ€™s.4. AI initiatives need to start small and address a real business problem. 5. Let your voice be heard as the world of AI evolves. Itâ€™s not too late to affect change. Write to legislators. Stay educated. Highly recommend Billâ€™s books especially â€˜The Economics of Data, Analytics and Digital Transformationâ€™. He is also a very charismatic and energetic speaker who loves Caribou coffee! hashtag#DataEconomics hashtag#Innovation hashtag#valuedriven hashtag#BillSchmarzo hashtag#designthinking","Digital transformation,AI/Machine Learning,User Experience,Customer centricity,Product Development",checked
"We had the privilege of spending the day immersed in the world of data economics with the Dean of Big Data himself Bill Schmarzo. To say we learned a lot is an understatement. Some key takeaways:1. Itâ€™s not about being data driven, itâ€™s about being value driven.2. Design thinking and data science are 2 sides of the same coin. By applying design thinking methodologies, such as empathy, ideation, prototyping, and iteration, organizations can develop data-driven solutions that truly resonate with users and deliver value.3. Focus on 10% of your data that has 90% of the value. When breaking down business problems into desired outcomes and KPIâ€™s, you will start to notice the same KPIâ€™s coming up over and over again. Focus on those KPIâ€™s.4. AI initiatives need to start small and address a real business problem. 5. Let your voice be heard as the world of AI evolves. Itâ€™s not too late to affect change. Write to legislators. Stay educated. Highly recommend Billâ€™s books especially â€˜The Economics of Data, Analytics and Digital Transformationâ€™. He is also a very charismatic and energetic speaker who loves Caribou coffee! hashtag#DataEconomics hashtag#Innovation hashtag#valuedriven hashtag#BillSchmarzo hashtag#designthinking","Digital transformation,AI/Machine Learning,User Experience,Customer centricity,Product Development",checked
"Maybe it was growing up in a house where people knit sweaters and wrote books, but Iâ€™ve always thought it was important to make stuff. In the agency world, I gravitate towards the kind of work where our teams help build things (brands, experiences, spaces) that make life better.Thatâ€™s one reason Iâ€™m excited to be working with Modus again (my first boomerang!): we are a digital agency that designs, builds and markets products and experiences that people love. If youâ€™re looking for a capable partner with balanced strategy, UX/UI design and engineering capabilities, letâ€™s talk. Actually, get in touch either way, Iâ€™dÂ love to hear whatâ€™s on your mind. snewkirk@modusagency.com","User Experience,Human-centered design",
"We had the privilege of spending the day immersed in the world of data economics with the Dean of Big Data himself Bill Schmarzo. To say we learned a lot is an understatement. Some key takeaways:1. Itâ€™s not about being data driven, itâ€™s about being value driven.2. Design thinking and data science are 2 sides of the same coin. By applying design thinking methodologies, such as empathy, ideation, prototyping, and iteration, organizations can develop data-driven solutions that truly resonate with users and deliver value.3. Focus on 10% of your data that has 90% of the value. When breaking down business problems into desired outcomes and KPIâ€™s, you will start to notice the same KPIâ€™s coming up over and over again. Focus on those KPIâ€™s.4. AI initiatives need to start small and address a real business problem. 5. Let your voice be heard as the world of AI evolves. Itâ€™s not too late to affect change. Write to legislators. Stay educated. Highly recommend Billâ€™s books especially â€˜The Economics of Data, Analytics and Digital Transformationâ€™. He is also a very charismatic and energetic speaker who loves Caribou coffee! hashtag#DataEconomics hashtag#Innovation hashtag#valuedriven hashtag#BillSchmarzo hashtag#designthinking","Digital transformation,AI/Machine Learning,User Experience,Customer centricity,Product Development",checked
"I've always said that pay by bank, using open banking, had failed to launch because the experience sucked. That's changing. In high-value payments (like car deposits) or recurring payments, expect to start seeing discounts or loyalty and rewards for using the pay-by-bank method.Can it ever displace cards?Tough question.hashtag#fintech hashtag#openbanking hashtag#payments Full long read over at fintechbrainfood .com","Customer centricity,User Experience",
"Every day at Leaf Home our marketing, sales and field teamsÂ are in touch with thousands of homeowners who are looking to learn more about the products and services we provide. We strive to deliver a seamless and exceptional customer experience and our online Self-Scheduler is the latest example of this commitment. Â We nowÂ allow homeowners to schedule home visitsÂ for estimates in a few quick clicks through our web experience. ðŸ™Œ Simple but powerful because previously, the process involved speaking with up to three separate people ðŸ¤¯ , which could be frustrating and time-consuming for busy homeowners.Â This improvement is not onlyÂ good for our customers, but it also benefits our business. We see a higher number of appointments, lower cancellation rates and higher sell-through rates when homeowners are setting up their own appointments. ðŸ“ˆ Leveraging this tool has also freed up time for our team from calendaring tasks, creating a true win-win from both a customer experience and operational efficiency standpoint.  Launched as an A/B test and now being rolled out to all our users, this is the outcome of aÂ phenomenal partnership between our Growth Product, Technology and Transformation teams Brian Swedenberg Phil Newlon Jeremy Hough Samantha Albarran ðŸ‘ Giving more power to the customer is at the heart of building a great hashtag#d2c business and we are always looking for new digital ideas to test that simplify and elevate the hashtag#customerexperience in the home services space.ðŸ’¡ If you have an idea, we would love to hear from you.","User Experience,Product Development,Human-centered design,Customer centricity,Digital transformation",
"Iâ€™m excited to share our latest pharmacy innovation- a brand new CenterWell Pharmacy App. Itâ€™s a game changer that lets our customers manage their prescriptions anytime, anywhere, and however they want. Designed with seniors in mind, the simple user experience makes it easy for our patients to access their prescription refills, real-time order status, savings, transfers, and more. It takes the complexity out of something they do daily- staying on top of their prescriptions- which we know plays a big role in health outcomes and well-being.To my amazing team who made this possible for our customers, thank you! Tom Kirtz Daniel Polk Gaurav Khanna Craig Klopatek Dalia Powers The work you do every day to prioritize and focus on the health and well-being of our members is amazing and always appreciated.","User Experience,Human-centered design",
So proud of Humana’s newest awesome app that simplifies our customer experience and improves developer productivity all at once! Congratulations!,"Digital transformation,Human-centered design,User Experience,Customer centricity,Product Development",
