postContent,theme
"Feeling honored that Oxfam America was chosen again this year among the Top-100 Women-Led organizations in Massachusetts by The Women's Edge and Boston Globe Media and so grateful for my colleague Callie McDermott and Board member Margie Alt joining me in this celebration. It is always a pleasure to be surrounded by inspiring women leaders making a difference in the world. I appreciated keynote speaker Lisa Sun sharing her personal journey and reflecting on ways to build confidence through embracing our strengths, and how societal biases and expectations lead women to undervalue our strengths and capabilities. Heartening to be at this gathering with powerful leaders at a time when feminist leadership is needed more than ever.",MISC
"Birdeye crosses $100M in ARR. A momentous milestone! Heartfelt gratitude to our customers, partners, investors, and above all, our passionate employees.
We help 100K local brands and businesses offer digital experiences to their 100M customers. However, there are 30M businesses in US alone. And they all need Birdeye, now more than ever. Our vision is to 10x our scale, ie 1M businesses and their 1B customers. We'll do that by doubling down on investments in R&D and AI, and continuing to relentlessly focus on our core principles: product innovation, customer obsession, world-class execution, and family spirit. *Special thanks to Nasdaq for sharing our joy. It was surreal to see Birdeye up on the Nasdaq tower.
Our CFO's blog: https://lnkd.in/dfzYPW64
Neeraj Gupta David Lehman Yang Chao Ajay Chopra Rob Theis Joseph Porten Christian Stewart Tony V. Deepak Bahree Jason Blais Aaron Steinfurth Anil Panguluri Pietro Consavari Tiffany Humphrey Ameya Virkar Kamal Joshi Senthilnathan Shanmugam Vandana Agarwal Jennifer Campisi Lauren Adamo Olga Traskova Sarah Bennett Nate Henry Steven M. Zach Watson",Economic Outlook
"Join us on November 14 for a live webinar, ""Diversity Journey: Where Do I Start?"" In this insightful session, our expert panel, featuring Cristina Jimenez, Jimmy Davis, Ph.D., and Adam Magerman, PhD, will guide you through the essential questions:
-Where to start on your DI&B journey?
-How to rally leadership support for DI&B initiatives?
-Defining success and creating followership.
-Techniques to promote belonging among employees.
-The significance of measurements and individual experiences.
This webinar is a must-attend for DE&I professionals committed to fostering DI&B as a core leadership principle. Register today: https://bit.ly/3Q839gf
#DEI #RHRGlobalLeadership #DIandB",DEI
"It was great to see Qualcomm partners like Visteon Corporation showcase how #Snapdragon is helping them transform the future of automotive at #CES2023.
https://lnkd.in/gWc2Thsh",MISC
"Successful kickoff event in Riyadh! Great panels, energy and supporters.
Just sharing our opening video, and special thanks to Steve Chen (Co-founder & Former CTO at YouTube), Lili Cheng (Corporate VP at Microsoft, AI & Research Division), Amr Awadallah (Co-founder & CEO at Vectara / Co-founder & Former CTO at Cloudera), and Vint Cerf (Vice President & Chief Internet Evangelist at Google / One of the ""Fathers of the Internet"") for their encouraging words to the entrepreneurs in Saudi Arabia. hashtag#startups hashtag#founders hashtag#saudiarabia hashtag#riyadh hashtag#entrepreneurs hashtag#venturecapital hashtag#founder hashtag#accelerator hashtag#startup hashtag#middleeast hashtag#tech hashtag#innovation hashtag#NTDP hashtag#startupecosystem",MISC
"I was so proud and honored to host investors at our 2023 investor day at the New York Stock Exchange this week. For the first time in 3 years we were able to meet in person and dive deep on our strategy, report on the success we're seeing through the business model transition, and talk about our medium and long term financial plan and opportunity. Some key highlights:
+ Our consumption business has been growing above market rates and more than 30% yoy excluding the effects of the migration and more than 50% including migrations. Consumption now accounts for more than 80% of our nearly $1B in revenue.
+ We have more engaged customers than any other Observability platform, and we've been adding new paid customers to our consumption business at market leading rates thanks to our highly efficient product-led GTM motion. In the last three years, nearly half of our customers are brand new to New Relic, and more deeply engaged in our platform!
+ Given our unique ""all-in-one"" platform model, more customers use multiple products (we call them capabilities since they do not have distinct package or price) than leading competitors""that translates to deeper customer engagement and more value on New Relic!
+ Our innovation engine has been accelerating in last few years and delivering first to market generative AI capabilities in just the last few months. We demoed our platform including our new AI assistant New Relic Grok to investors and showed them how distinctly differentiated and valuable our strategy and technology really is.
For a look at this and more, check out the presentation or watch the webcast on:",Economic Outlook
"Interested in expanding your knowledge in hashtag#genai hashtag#LLMs ? Vectara is discussing new retrieval model hashtag#boomerang, which performs on par with OpenAI and Cohere, Register for free ONLINE STREAMING now!
https://lnkd.in/g4hb5xPc
hashtag#rag hashtag#retrievalaugmentedgeneration hashtag#ai hashtag#ml hashtag#mlengineer",MISC
"Thrilled to welcome Blake Grayson as the new CFO of DocuSign, starting June 9! And grateful to Cynthia Gaylor for her great contributions to the company - both on the board and as CFO for the last 3 years.",MISC
"NEWS RELEASE: DOI Announces Options for Medicare Eligible Idahoans Losing Medicaid
https://lnkd.in/dERvEWiB
The Public Health Emergency permitted Idaho consumers who would have qualified for Medicare to remain enrolled in Medicaid. Consequently, some eligible consumers may have missed the guaranteed issue period for obtaining a Medicare Supplement plan in Idaho.",Health Insurance
"We're proud to be named to PrivateEquityCXO and FALCON's list of the Top 50 PE Firms for Executives, which highlights firms whose governance style, engagement and fit are seen as best enabling their executives to achieve success.
Read more: https://lnkd.in/eUcsn7nN",Economic Outlook
"Beyond our focus of delivering outstanding service and solutions to our clients globally, our insights we provide are also key to our relationships as our clients navigate the complexities of the capital markets.
Created with a range of data and expertise across our firm, including our #AssetServicing team, I'm pleased to share the latest edition of BNY Mellon's Alta Report.
Download the full report here:",Economic Outlook
"As the new semester begins in earnest this week and conference submission deadline rush fades, I spent some time reflecting on my holiday readings and the insights they offered to the ESG movement. Hoping you fight those reflections and authors of interest as you look ahead to 2023. #WhartonESG",MISC
"Celebrated new beginnings for DocuSign in Germany at our Momentum event in Munich - the future location of our new head office in Germany. Fantastic to share our vision for the future of agreements and meet with great customers and partners, including BMW, Celonis, Continental, Deutsche Telekom, Infineon, ProSiebenSat, SAP, Telefonica and more. Look forward to returning to Germany in September!
Special thanks to my colleagues Inhi Cho Suh , Prakash Nanduri Ronan Copeland MihAly GA14ndisch Karen Schuppe and Alexander Rock for the great work preparing and delivering Momentum Munich!",MISC
"With a multitude of potential opportunities in Medical Marketing, Generative AI Applications, #ChatGPT and other #AI chatbots can serve as an indispensable assistant to professionals in the field.
I participated in FirstWord Group's webinar on the ChatGPT Revolution where we share our knowledge how these #GenAI Products and AI Assistants are being applied to #Pharma #Marketing. Some applications that can enable your work immediately include the ability to create content, answer healthcare queries, summarize data into digestible narratives and shape marketing strategies.
Thank you to Jessica D'Amico for leading the conversation and my fellow panelist, Shawna Boynton.
Roche Genentech The Alliance for Artificial Intelligence in Healthcare (AAIH) Steve Guise Alan Hippe Richard Wright Ashley Magargee Kate Rowbotham Jonathan Witt
Catch the recording here: https://lnkd.in/gBbBPc5d and share how you are using GenAI to augment your efforts below!",MISC
"As we begin a new year, I'm reflecting on the many energizing conversations that I've been fortunate to have with our Bain & Company community throughout 2022. Among those, I recently had a wonderful visit to Warsaw with 200+ clients, alumni, and fellow Bainies. I had the chance to lead a fireside chat for our clients with U.S. Ambassador Mark Brzezinski about the war in neighboring Ukraine, the longstanding relationship between Poland and the U.S., and the importance of partnering in both business and education. We also gathered with our Bain community and business partners to honor the 10th anniversary of our Warsaw office. Many thanks to our Warsaw Bainies and business partners for an energizing few days. #atBain",MISC
"Wishing a Happy Father's Day to all who are celebrating this weekend!
As a dad, family and work-life balance are very important to me. Prioritizing family and time with my kids is my top priority, and I'm lucky to work for an organization that values professional growth and places an emphasis on personal wellbeing as well. Today, I'll be spending quality time with my wife and kids to celebrate!",MISC
"The U.S. economy added 187,000 jobs in July "" the most modest gains since late 2020. Job growth appears to be normalizing while strong wage growth and a steadily low unemployment rate illustrate the labor market's resiliency. The gap between job openings and available talent remains significant at nearly 1.6 jobs for every available worker. And while the labor participation rate remains steady at 62.6%, it's still below the 63.3% last seen in February 2020. This persistent imbalance requires creative approaches to skill acquisition through a combination of upskilling, reskilling and outside talent.
https://lnkd.in/giKMa-5s
#JobsReport #WorkforceTrends #DareToWorkDifferently",Economic Outlook
"I am pleased to share that Greg Rodetis, CFA has been named Head of Investor Relations for BD, expanding on his current role as Senior Vice President and Treasurer. Greg will lead all aspects of communicating progress of our BD 2025 strategy to investors and the financial community while overseeing our earnings process and investor engagement forums. Greg brings a deep knowledge of BD, expertise of the capital markets and existing relationships with the investment banking community that make him well-positioned to serve our investor base as a valued partner, as BD continues to deliver on its innovation-led growth strategy. Congratulations, Greg! https://lnkd.in/eWV4ZKPs",Economic Outlook
"Just got back from an incredible trip to India where our leadership team and I met with our board of directors.
Businesses around the world continue to diversify supply chains and it's fascinating to see how is India evolving economically. We met with a handful of Indian entrepreneurs and each one of them had a compelling story to tell.
We also had a chance to spend time with our people in our Bengaluru office and beyond. India is our largest location outside the U.S. and I'm excited for our future there. When people look at India, they see opportunity.",Economic Outlook
"Next week, on April 28, we will celebrate EY Connect Day in the US. It's a day our people can participate in volunteer opportunities focused on advancing environmental sustainability. I'll be virtually joining a team to volunteer with Lemontree Foods, an organization that helps connect people with free food resources "" like food pantries and soup kitchens - near them. Are you giving back this EY Connect Day? Tell me in the comments what you have planned!
https://lnkd.in/erYxHN-M",Environmental Sustainability and Climate
"Megan Greene, Kroll's Global Chief Economist, appeared on CNBC on 6 March, where she shared her insights on the global economic outlook. During the interview, Megan shed light on the growth and inflation outlook for U.S. and APAC, broader impact of China's reopening on the global economy, as well as her expectations of the upcoming central bank decisions. Learn more: http://ms.spr.ly/604552n7X
#GlobalEconomy #EconomicOutlook",Economic Outlook
"Interesting report from Marketplace Tech analyzes how #AI will disrupt the workplace.
Historically, every new technology has caused some disruption, but I would argue that when implemented as part of the business strategy, AI can serve as a valuable business contributor in the workplace, empowering companies to enhance their offerings and improve client experiences while increasing the bottom line.
For example, automation driven by AI streamlines administrative and recurring tasks, granting employees more bandwidth to focus on critical areas and provide personalized support for clients. This combination of efficiency and human touch creates a powerful synergy, allowing AI to be a friend rather than a foe in the workplace:",Economic Outlook
Excited about this new platform investment in Poland!,MISC 
"Together with other European business leaders, we have written to President Von Der Leyen, Executive Vice-President Vestager, Commissioner Breton, and the Swedish Presidency, urging them to pause and rethink the #DataAct.
Our three major concerns are:
a Under the business-to-business data-sharing chapter, there are still not enough safeguards to ensure that trade secrets, cybersecurity, and health and safety are secure.
a Regarding business-to-government data sharing, the text is far too open, leading to potential misuse and risking data breaches.
a On the parts that facilitate #cloud switching, the text should preserve contractual freedom, to allow customers to get the best deals possible.
SAP welcomes the objectives of the EU Data Act to create a common EU regulatory framework for the #DataEconomy and to facilitate data sharing. However, in its current state, it poses a major risk to both cybersecurity and European competitiveness.",Data privacy and cybersecurity
"KPMG just released our latest edition of #CEOoutlook, and it was great to speak to Forbes about this year's findings. I encourage you to take a look as I was struck by how the stats tell one of the clearest stories yet.
We've been running this research for 9 years, where we speak to thousands of leaders across a vast array of territories and industry groups. Results typically vary from one region to the next, but this year, there was greater consistency across regions and sectors.
From a shifting geopolitical landscape to AI and ESG "" executives are juggling with a raft of new opportunities and threats "" on top of the day-to-day challenge of balancing the books during a period of economic unease. But despite it all, confidence in the wider economy is broadly positive "" echoing my own view that better market conditions are on the horizon even as we face numerous obstacles.
The key to success will be a relentless focus on long-term, strategic planning that avoids the danger of reactive decisions limited by a narrow short-term horizon. That's certainly been the case at KPMG as we've regularly had to update our strategy and reaffirm our commitment to it.
2020, 2021, 2022, 2023"" Each year unpredictable, each year creating a new norm. It's impossible to believe that any five-year plan has been left untouched. Yet businesses are moving forward, learning new ways to build resilience, and focusing on the bigger picture.
I'll leave you with my favorite statistic in this report: 69% of CEOs have now fully embedded ESG into their businesses as a means to value creation. It's a very encouraging finding and if the KPMG 2023 CEO Outlook tells us anything, it's that leaders are prepared and ready to do what it takes to build a more sustainable world that benefits every one of us.",Economic Outlook
"#Construction is a bellwether industry where the effects of a recession can be felt earlier than in other sectors. Many of AvidXchange, Inc.'s customers are contractors and subcontractors, and they are wise to be on alert for a potential downturn that could slow down work in their markets. That said, none of us know or can influence what's going to happen. Rather than focusing on hypotheticals, I'm encouraging our customers to focus on what they can control. What changes can they make in their businesses to reduce costs and increase efficiency? What changes would make their overhead and business model more competitive? Automating office operations is always a good place to start, and AvidXchange is an absolute game-changer for so many companies. Why wait for a recession? Make your company stronger and more profitable now. #APautomation #digitaltransformation",Cost management / reduction / optimization
"The U.S. retail real estate market strengthened further in the second quarter of 2023, defying the gravitational pull of an uncertain economic outlook and several high-profile bankruptcies. I invite you to learn more about the state of retail in addition to our other #CRE MarketBeat reports about office, multifamily and industrial markets: https://cushwk.co/3Y0RKSY
Access more of the latest news and insights in Cushman & Wakefield's Weekly Digest >> https://cushwk.co/43Aocgf",Economic Outlook
"Excited to announce my new role as CEO of Crownpeak! I wouldn't be here without the support and guidance of exceptional individuals throughout my career. Looking forward to this exciting new chapter! hashtag#CEO hashtag#Crownpeak
Crownpeak Appoints Samuel Monti as Chief Executive Officer (prnewswire.com)",MISC
"Yesterday, I had the opportunity to join Sara Eisen and Carl Quintanilla on CNBC Squawk Box to discuss the last 72 hours in the banking industry. I shared that Key is well capitalized, with strong credit quality and deposit profiles. KeyBank has a moderate risk profile with a wide range of funding sources and a very diversified deposit base. I remain confident in the banking industry's soundness, the important role of regional banks, and the KeyBank team, who remains focused on supporting our clients and delivering value to all our stakeholders.",Economic Outlook
"The #jobs report from last week painted a picture of both growth and slowing in the labor market. Although over 200,000 jobs were added in June, downward adjustments of more than 100,000 for the prior two months exemplify this dichotomy. For #CRE investors, this provides further evidence supporting the low likelihood of a recession this year, which indicates a positive outlook for demand. Conversely, the sustained robust annual wage growth of 4.4% and the extremely low unemployment rate of 3.6% suggest the Fed will continue its track of raising interest rates. The path to normalized trading and financing activity in the market hinges on acknowledging realistic valuations and accepting that interest rates won't be decreasing anytime soon.",Economic Outlook
"The world needs Africa to thrive. Home to the youngest and fastest-growing population on Earth, the continent will play a critical role in our ability to make the transition to net zero and lessen the emerging impact of demographic decline.
My McKinsey Global Institute colleagues have just published a new report on Africa. They describe it as a ""clarion call for sustainable, inclusive growth."" It takes a granular look at Africa's economic performance, highlighting successes across its countries, cities, and companies.
You can read it here: https://lnkd.in/gmBdRT7K
The report finds that Africa's growth has downshifted since 2010 and lags that of its global peers. But there's no "" one Africa.' Almost half its people live in countries where economies have grown consistently over the past 20 years.
By learning from what's working, focusing on productivity, and removing obstacles to growth, Africa could return to a growth trajectory in the decade ahead. One example: if the continent could increase productivity in the services sector""even if only to the level it achieved between 2000 and 2010""it could increase gross value added by $400 billion by 2030.
Achieving results like that across sectors and markets won't be easy, especially amid today's headwinds. But it will be essential to help the continent""and the global economy""thrive.
#SustainableInclusiveGrowth #AfricanOutlook #Africa",Economic Outlook
"I continue to be inspired by how we help our customers leverage the latest technologies to drive meaningful business outcomes. If you are interested in hearing from Data and AI experts and learn how you can best leverage #OpenAI in your business, be sure to connect with our team of Rackers to secure your spot.",MISC
I'm happy to share that I've started my Master's Degree in Legal Studies at University of Oklahoma College of Law!,MISC
"This weekend, three generations of my family came together to celebrate Diwali. My father led a small prayer, followed by dinner filled with love and laughter. This photo of my mother, daughter and me is one of my favorites from the night. The festival of lights symbolizes the victory of light over darkness, good over evil, and we leave the lights on in the house to welcome the light. With so much sadness in the world, it's not always easy""but we must remain hopeful. May light give you hope for a brighter tomorrow. Happy Diwali to all who celebrate!",MISC
"On today's coffee klatch: Consequences of the Trump indictment, Tennessee's return to Jim Crow, and the disgrace of the U.S. Supreme Court. Please grab a cup and join us.",MISC
"If you haven't received the news about the American economy being in surprisingly good shape by most metrics, you're not alone. Good economic news doesn't make it through the negative sludge of Fox News or Newsmax. It barely gets through the mainstream media. Is that why many Americans are pessimistic about our economic outlook? Or is there something deeper at play?",Economic Outlook
"Cushman & Wakefield's latest MarketBeat reports explore Q4 2022 supply, demand and pricing trends in key sectors, including #industrial, #office and #retail.
Find U.S. reports here >> https://cushwk.co/3w6G8ke
Find Canada reports here >> https://cushwk.co/3WwWldv
Access more of the latest news and insights in Cushman & Wakefield's Weekly Digest >> https://cushwk.co/3HaIpB8",Economic Outlook
Tragic to read how much personal debt Americans in their 30s have piled up in the past few years. This will have serious economic and social ramifications.,Economic Outlook
"Data Mining is the process of discovering patterns, relationships, and insights from large datasets using various techniques like Machine Learning, statistics, and Artificial Intelligence. By leveraging data mining, your company can gain valuable insights to improve operations and drive efficiency. Here's how:
- Identify inefficiencies - Reveal hidden patterns and trends within your operational data, helping you pinpoint areas where processes can be streamlined or automated
- Enhance decision-making - Uncovering insights from historical data, data mining can help you make better-informed decisions, allowing you to optimize resource allocation, reduce downtime, and boost overall operational efficiency
- Predictive maintenance - Analyzing equipment data can help you predict potential failures or maintenance needs, enabling you to schedule repairs proactively
- Supply Chain optimization - Identify trends and patterns in supplier performance, customer demand, and inventory levels to optimize procurement, warehousing, and transportation processes
- Quality control - Identify factors that contribute to product defects or variations, enabling enhanced quality control measures
By leveraging data mining, your company can uncover hidden opportunities for operational improvement, leading to increased efficiency, cost savings, and a stronger competitive edge.
#datamining #data #machinelearning #artificialintelligence",Supply chain
Healthmap Solutions wishes a very happy Hanukkah to all who celebrate! May your holiday be filled with joy and light.,MISC
"The ongoing housing shortage does more than drive up housing prices and rent, thus squeezing the budget of working families "" it may actually be the root cause of a number of societal ills, as reported by Jacob Zinkula for Insider Business. Longer commuting times reduces productivity, and the inability to upgrade means smaller families. And since the best way to build generational wealth is through home ownership, the inability to even purchase that first starter home only exacerbates wealth inequality.
This is an area where the public and private sector, in cooperation with all levels of government, can cooperate to ease the tight housing market and make a basic home more affordable "" thus easing a substantial burden on American families, and strengthening our society as a whole. #housingcrisis #wealthinequality
https://lnkd.in/ef32KT_S",Economic Outlook
"Will the labor market and consumer resilience that we saw this summer continue through the new year? In EY-Parthenon Chief Economist Gregory Daco's latest newsletter he outlines his concerns about the economic outlook and shares why he believes current global optimism will eventually dissipate. Despite unexpected consumer spending and surprisingly robust job growth this summer, Greg warns that cost fatigue, rising hashtag#InterestRates and a cooling hashtag#LaborMarket will soon be felt more widely by consumers and businesses alike. For more on the latest macroeconomic outlook and predictions, read the full newsletter.",Economic Outlook
"As we continue discussing the ways AI will transform our industry and others, it's important that #trust is on the same agenda. And foundation to all of this is data protection and policy.
PwC's latest Trust Survey found roughly 7 out of 10 consumers say it's very important for companies to disclose their data privacy policies. It's important for companies to consider how data protection and transparency will foster trust among key stakeholders and be key to successfully implementing AI.",Data privacy and cybersecurity
"People have come to expect more from their experiences with brands."" I couldn't agree more with JosA R., EY Americas Chief Creative Officer. The bar continues to be raised by consumers, and it's up to brands to meet their expectations.
Success comes from being willing to learn and grow. Mentors that provide unwavering support and direction are an absolutely critical part of any leader's journey. January is #NationalMentoringMonth and it's a great time (but not the only time) to thank our mentors for their guidance, while also remembering how important it is to serve as a mentor to help build up the next generation. Personally, I would like to thank my parents, past teachers, and the many leaders I've worked with for their mentorship over the years. You have pushed me to where I am today and I look for ways to pay forward your support every day.
I am thrilled to share the third installment of EY's sustainable supply chain 4-part series led by my colleague, Sumit Dutta. In this video, Sumit shares how to look beyond cost savings and to consider the intangible benefits of sustainable supply chains.
I'm excited to share the first installment of a 4-part series about sustainable supply chains with my colleague, Sumit Dutta. In this video, Sumit talks about the different ways organizations can start their sustainability journey.
This #InternationalWomensDay, I would like to recognize and honor my incredible wife.",Supply chain
"Live from the NYSE, our Founder and Managing Partner Orlando Bravo joined CNBC's Squawk on the Street with Sara Eisen to discuss his outlook on M&A, valuations, tech and software growth.
Watch the interview here: https://lnkd.in/gvucXXnK",Economic Outlook
"APPLICATION OPEN!! The AAMC Center for Health Justice is looking for 5 ""Virtual Community Ambassadors"" who will be engaged in co-facilitating discussions, events, and collaborations in the CHARGE virtual community.
The AAMC Collaborative for Health Equity: Act, Research, Generate Evidence (CHARGE) cultivates the health equity community by advancing collaborative research, policy, and programmatic solutions to health and health care inequities. The vision of AAMC CHARGE is an equitable and just society in which academic health centers and their multisector and community partners:
--> Prioritize health equity research, action and policy change.
--> Partner with communities, families, patients, and sectors outside health care to address the many factors that contribute to a community's health.
--> Advocate for structural changes that address the root causes of health inequities.
Apply by Dec. 12 to lead the AAMC CHARGE virtual community with discussions, events, and more! Each ambassador will receive reimbursement for professional development opportunities of their choosing that relate to the AAMC CHARGE mission.
Apply now: https://lnkd.in/gp_KbmUC
Learn more about (and join!) CHARGE: hashtag#healthequity hashtag#healthjustice hashtag#collaboration hashtag#communityengagement",MISC
Very pleased to announce a vital and important new educational offering for FPA members from our friends at CAIA Association. A terrific opportunity to learn about alt investments to better serve our clients.,MISC 
"Today Bright software development has announced its acquisition of Irish Payroll Association IPASS.
For almost 23 years IPASS has been dedicated to nurturing the payroll profession by offering training, support, and development.
Stephen Murdoch, CEO of Bright said ""After getting to know the IPASS team, we're thrilled that they share our values and commitment to serving payroll requirements in Ireland. This is a significant milestone in Bright's mission to further support businesses and payroll professionals across the UK and Ireland.""
Read more: https://lnkd.in/e2i37VRz
To keep up to date with Hg and portfolio news, sign up to our newsletter: https://lnkd.in/eainQmHU",Economic Outlook
"I sometimes think of the Federal Reserve as akin to the nation's air traffic control. Just as we hope experienced controllers with good technology can keep airplanes from colliding, we expect the Fed's expertise and models will keep our economy from crashing. Yesterday, data showed that the US unemployment rate is at a 54 year low of 3.4%. This is good news in that it underscores recession clouds are not building. But, this is bad news because it basically means the Fed has lost track of where the planes are flying. Larry Hatheway, one of the best economists out there, outlined this worrisome state perfectly in the The Washington Post:",Economic Outlook
"The 2023 Executive Leadership Council Recognition Gala was one to remember. I was fortunate to attend alongside more than a dozen colleagues to support and recognize the 2023 ELC Scholars, including six who are sponsored by UnitedHealth Group. Congratulations to Victoria Amisial, Franbert Jolteus, Kasey Newkirk, Stephen Piner, Abigail Russ and Nailah Wheeler "" you have a bright future ahead of you and we're all excited to see what you can do!",MISC 
"Congratulations to our 23 recently promoted employees! We are so grateful for your contributions, hard work and dedication to the firm. We look forward to seeing how you continue to drive success at Thoma Bravo and grow in your careers.
Investment Team: Brendan Fox, Jamie Hutter, George Jaber, Matt LoSardo, JD Ardell, Carl Chan, Alexander Park and Kyle Warren.
Investor Relations and Marketing: Megan Frank, Emma Kirkland, McKenzie Collins and Kellie Hoverter.
Finance: Lauren Burley, Julie Burns, CPA, Kevin Kim, CFA, Alex Chapman, Jenny Chong and Liam Stewart.
Human Resources: Christy Hart and Bianca Trabanino.
IT and Security: Christopher JimAnez.
Support: Lindsay Batlowski and Kristi Cassidy.",MISC
