PostContent,Theme
"Last week, I had the opportunity to tour the new Cleveland Foundation headquarters. For more than a century, we have worked alongside the Cleveland Foundation who shares our purpose of helping communities thrive. Key's investment in the vibrant new space in the MidTown and Hough neighborhoods will further enable the Cleveland Foundation to partner with the entire community, from nonprofit organizations to individuals and families, with the ultimate goal to enhance the quality of life for everyone who calls Greater Cleveland home.
To learn more: https://lnkd.in/gCNrFiJV",MISC
"Iâ€™m thrilled to welcome Darcy Connors and Michele Giordano to the SAGE family as the Executive Directors of our two new divisions, SAGEServes and SAGEVenture. It is an exciting time for SAGE as we execute our current strategic plan to expand our reach to diverse LGBTQ+ elder communities and ensure that every LGBTQ+ elder has the opportunity to thrive and live fully.",DEI
"Fine-tuning is the ðŸ”‘ to creating ChatGPT-like models for your data, right? With risks like model poisoning, copyright issues, and bias ... maybe not!
CEO @[Amr Awadallah](urn:li:person:L-RR4JipQY) shares why fine-tuning may not be the best solution for hallucinations and other ways to improve accuracy and data privacy in AI ðŸ”’
Check out his recent talk at Stanford â¬‡ï¸
#finetuning #GroundedGeneration #GenAI #EthicalAI",Data privacy and cybersecurity
"Our hearts go out to everyone who has been affected by the devastating earthquake in Turkey and Syria. The images of destruction and the loss of life are unimaginable, and the stories of lives disrupted are heartbreaking.
We are closely monitoring the situation and ready to provide support to our colleagues and their families who are in the region. Additionally, we will match all donations made through The Pfizer Foundation to any of our five disaster relief partners who are already responding to the affected areas. As more response efforts are launched, we will continue to assess ways in which Pfizer can help, including any requests for donated medicines or vaccines.",MISC
"Today is National Fentanyl Prevention and Awareness Day, a day to remember all who have been lost to this devastating epidemic and to increase awareness of this growing threat to all families. Fentanyl is now the #1 cause of death in the U.S. among adults younger than 45 years old. On June 1, this became more than a statistic to us when our 31-year-old son Connor died from fentanyl poisoning. Fentanyl is a synthetic opioid that is 50x stronger than heroin and 100x stronger than morphine. It is a legitimate pharmaceutical used as an anesthetic during surgery and as an analgesic for the treatment of breakthrough pain. However, because it is inexpensive to manufacture and highly addictive, Mexican drug cartels using Chinese supplied precursor chemicals are adding fentanyl to virtually all illicitly supplied drugs, including counterfeit prescription medicines. Sometimes users are aware they are taking fentanyl, but often they are not. Because of poor quality control, any one pill can include a lethal doseâ€¦thus the DEAâ€™s awareness campaign: â€œOne pill can kill.â€
My son was recently married, had a successful career, was a leader of teams, with a large support group of loving family and friends, and he was a long-time sufferer of chronic pain stemming from sports injuries. He thought he was getting Oxycontin from someone he knew, but one of the pills was laced with a lethal dose of fentanyl that likely killed him instantly. Doctors, pilots, attorneys, teachers, teenagers, and others from all demographic and socioeconomic groups taking what they believe to be Vicodin, Percocet, Valium, Xanax, or Adderall. Dying from fentanyl poisoning.
There are no easy answers, and it will get worse before it gets better. The addictive power and profit motive too great. It is a war being waged against us that is costing billions of dollars and killing some of our best and brightest. The only control most of us have over an uncontrollable situation is to be prepared to save someoneâ€™s life. Nalaxone (Narcan) is a cheap and now widely available drug that can be easily administered to someone in distress or dying from any opioid overdose â€“ including fentanyl. Itâ€™s a cheap, easy-to-use, miracle antidote. But you have to have it within reach. 911 is too late. Naloxone will soon be available OTC. Put one in your car, office, or briefcase/purse. Or all three. Think of it as like an AED, except smaller, cheaper, easier, and more effective. And something you are more likely to use, statistically. You may think there is no need to have one, that you donâ€™t know anybody at risk, but neither did I.
Given the rapid growth in opioid deaths, there are two groups of people in the U.S. nowâ€¦those who know someone who has died from an opioid overdose and those who will. You can potentially save someoneâ€™s life by being preparedâ€¦buy them some time to figure it out, get the help they need. And maybe spare another parent the excruciating pain of losing a child.",MISC
"Digital dexterity is altering the course of business in new ways. It's breaking patterns and charting new ones all with the hopes of accelerating change.
Learn more: https://lnkd.in/gpQSqx34",Data privacy and cybersecurity
"Tech companies: Find out how generative AI can help improve customer retention, increase revenue and more, via BDO.
#ArtificialIntelligence #Tech",MISC
Looking forward to an insightful discussion and seeing many of you joining!,MISC
"â€œWe gave the system 10 to 20 facts and asked for a summary of those facts [...] That the system can still introduce errors is a fundamental problem.â€
â€“ Amr Awadallah on detecting and solving AI hallucinations in the NYTimes ðŸ—žï¸
Read the full article â¤µ",MISC
"Rummaging through my office drawer â€“ filled with precious objects representing early-career memories â€“ I am reminded of the many lessons I am grateful to have learned throughout a career spanning three decades!
As I enter my 30th year at PwC, objects such as my college accounting textbook, my old name badges, and even my wedding invitation, remind me of these three key lessons:
ðŸ’¡ Donâ€™t be afraid to embrace different experiences that come along.
ðŸ’¡ Not only will the firm shape you, but so will your clients if you are curious enough. ðŸ’¡ And, there is special joy when work and life intersect in surprising ways, if you are open to it.
More than a mere article, this piece represents an opportunity to reiterate to myself â€“ and share with others â€“ the ideals that have pushed me along my journey, as well as an opportunity to express gratitude for how far I have come.",MISC
"Nearly 8 in 10 senior IT and security leaders lack confidence in their company's security posture (via BitSight).
If you're not 100% confident, take this quiz to reveal your Cyber Threats Readiness Score and what actions you can take next:",Data privacy and cybersecurity
"For the seventh year, KeyBank has been named a Leading Disability Employer by the National Organization on Disability. This award recognizes companies for leading the way in disability inclusion. I am incredibly proud of KeyBank's many teammates who work each and every day to make recognitions like this possible, including our 300+ teammates who are members of Key's Champions for People with Disabilities Employee Resource Group. Congratulations, team!",DEI
Labracadabra! See how Stitch worked its #ETL magic to improve PuppySpot analytics and business decision-making. https://bit.ly/3YRCmbp #StitchCustomers #StitchAtWork,MISC
"If you believe in the rule of law, and if the evidence shows that Trump willfully violated the law (as we must assume, given that a grand jury has chosen to indict him), then he must be tried by a jury, and, if found guilty, bear the responsibility.
Holding him accountable is not an act of partisanship. Itâ€™s a defense of our democracy.",MISC
"Happy National Pet Day! Today, weâ€™re giving Simba and Charlie some extra hugs (and treats) to celebrate the incredible joy they have brought to our family over the past few years. We simply couldnâ€™t imagine our lives without them!",MISC
"Amazing energy earlier this week with the team in Singapore. In addition to an all-hands, and a series of round tables, the team took it over the top with a Diwali celebration. Kudos to everyone and looking forward to my next visit.",MISC
"Excited to share BlueMarkâ€™s latest â€œMaking the Markâ€ report with the impact and sustainable investing market! This report leverages our largest research sample to date (84 verifications), which has allowed us for the first time to publish custom benchmarks by investor type (e.g., asset manager vs. asset allocator), asset class (e.g., private markets vs. public markets) and thematic focus (e.g., climate funds vs. multi-theme funds). We hope the rich data set, in addition to our flagship BlueMark Practice Benchmark, will provide clarity into the opportunities and challenges facing the impact and sustainable investing market.",Economic Outlook
"Sharing some news about our latest efforts to harness the power of artificial intelligence: a new collaboration with Microsoft.
Together we will leverage generative #AI to help industrial companies drive innovation and efficiency across the design, engineering, manufacturing and operational lifecycle of products.",Supply chain
"The Thanksgiving holiday is an opportunity to become reenergized for the historic fight we face in coming months, when the anti-democracy forces of neofascism and bigotry seek to take over America.",MISC
"As we spring into 2024, PSEG’s Business Resource Group ASPIRE is excited to bring enriching opportunities for networking, team building, talent cultivation, volunteerism, and cultural engagement. 
As part of our ""Passport to Asia"" roadshow, ASPIRE leaders Krishna Prasad K P, @Jalpa Desai and YU SUN took the New Brunswick Gas District BU employees on a virtual trip to 6 countries in Asia – The Philippines, Sri Lanka, China, India, Tatar Culture and Bangladesh. They introduced and acquainted the employees on the culture, history, major landmarks, and fun facts of Asia through a fun and interactive session. 
ASPIRE brought with them a taste of Asia and served Asian delicacies like Samosas, Kachoris, and various Asian candies along with bagels and coffee. 
We Thank Robert M Blache, District Manager, Wade Miller, P.E., Sr. Director and the 100 BU employees of New Brunswick Gas for welcoming ASPIRE.",Geopolitics
On the amazing power of self-belief. A lesson in leadership.,MISC
Qualcommâ€™s commitment to accelerating Indiaâ€™s #DigitalTransformation is stronger than ever.,MISC
Fantastic job opportunity! Charles and Lynn Schusterman Family Philanthropies is an incredible organization!,MISC
"247 years ago today, the Declaration of Independence, the founding document of the United States, which underscored that people have guaranteed rights: rights to life, liberty, and the pursuit of happiness, was approved by the Continental Congress. On this 4th of July, we celebrate the vitality, creative energy, innovation, and strength of America. Wishing all my friends in America, Happy Independence Day Cognizant",MISC
"Missing your garden and looking for something to do to pass the winter months? Check out these fun ideas and projects from Gingham Gardens. https://lnkd.in/ebRj6EjE
#SmileFarms #IndoorGardening #Gardening #DisabilityEmployement",MISC
"I am very excited and honored to kick-off HUEAâ€™s debate series on the 31st of March at 3 PM in Fong auditorium. Professor George Serafeim from Harvard Business school and Alan Hippe will be debating over the future of finance, followed by a Q&A session.",MISC
Renee has been a great Insurance Complaints Investigator focused on health problems. She gets to the bottom of people's problems in a way that people understand and can relate to. She's a great public servant.,MISC
"Today marks the beginning of Hispanic Heritage month, a time to reflect on and celebrate the history and many contributions of Hispanic and Latino Americans in the United States. At KeyBank, the Hispanic-Latinx Employee Resource Group is an immense source of pride, engagement, and community support.
In honor of Hispanic Heritage month, the KeyBank Foundation is proud to support a number of nonprofits across our footprint with community grants, including El Centro de la Raza in Seattle, WA, and Julia De Burgos Cultural Arts Center in Cleveland, OH. Thank you for the important work you are doing to support and lift our communities.
To our many Hispanic-Latinx KeyBank teammates, I am proud to celebrate Hispanic Heritage month alongside you.",DEI
"Highmark Health is now midway through our five-year business transformation centered on #LivingHealth, a blended model of health, coverage, and care that will deliver a simpler, more personalized, and proactive health experience for individuals and clinicians.

In 2022, that bold vision became more tangible for consumers as we began rolling out a new generation of digitally enhanced health solutions that provide simpler, proactive, personalized support for conditions like diabetes and joint and muscle pain. In November, we launched MyHighmark, an app that serves as the digital front door to Living Healthâ€™s integrated health experience platform. This is a big step forward in our goal of providing health plan members with a â€œone-stop shopâ€ for all the tools, resources, and information they need to manage their health. Learn more in our 2022 Annual Report.",Health Insurance
"We are seeking a Medical Director (Part-Time) to join our team in Puerto Rico! This is a great opportunity to make a meaningful impact on Kidney Health Management!
If you or someone you know is interested, please reach out to me.
#hiring #md #mdjobs #nephrologist #prjobs",MISC
"Have a watch of Juan Ignacio Echeverria, CPO at Santander UK, in conversation with Barbara Ray, North Highland President. He talks about why you must consider your people throughout your transformationâ€”they really are the crucial ingredient to success or failure. https://lnkd.in/g6MBd_qu",Workforce strategy
"This article is the second of a two-part series in which I examine global health inequity in low- and middle-income countries. In the first article, I focused on access to medicines and vaccines, and how Pfizer is helping to improve access. In this article, I look at public-private partnerships (PPPs) between the pharmaceutical industry and other organizations, and how PPPs are working to help close health equity gaps. #HealthForAll",Health outcomes
"Beyond our focus of delivering outstanding service and solutions to our clients globally, our insights we provide are also key to our relationships as our clients navigate the complexities of the capital markets.
Created with a range of data and expertise across our firm, including our #AssetServicing team, Iâ€™m pleased to share the latest edition of BNY Mellonâ€™s Alta Report.
Download the full report here:",Economic Outlook
"I am absolutely thrilled to share that Intel Corporation has selected WrocÅ‚aw, Poland, as the planned site of a new, state-of-the-art semiconductor assembly/test facility.
Semiconductor manufacturing that is too concentrated in any one region can cause rapid and extraordinary disruption that leads to a variety of shortages. The creation of more resilient systems without single points of collapse is critical. Nothing should be reliant on a single port â€“ whether in the U.S., Europe, or Asia.
Intel welcomes and strongly supports the EU Chips Act package and its ambition to develop a more geographically diversified, sustainable, and resilient semiconductor supply chain. Intel is one of a handful of global companies that can bring leading-edge and sustainable chips technology to Europe! #IntelEurope
https://lnkd.in/g-P5YauN",Supply chain
"Regardless of where your organization sits today, future-proofing your business depends on laying the groundwork for data analytics maturity.
Learn how to ensure that your most valuable asset - your data - is put to use to edge out your competition. https://bit.ly/3SPDh9V
#DataDriven #DataAnalytics #AI",MISC
"Nearly all children will get an RSV infection by the time they are two years old. In this article, I take a closer look at the recent approval of Pfizerâ€™s maternal RSV vaccine and what it means for protecting infants from illnesses caused by this virus. #RSV #RespiratoryHealth",Health outcomes
"Unlock Exclusive Savings with FPA Membership!
As an FPA member, you gain access to the FPA Marketplace, your ultimate source of savings on essential products and services for financial planning professionals. From marketing and fintech to education, compliance, insurance, and more - find it all in one place, powered by Chalice NetworkÂ®.
But that's not all! BenefitHub grants you access to incredible savings from top companies like Verizon, Costco, Geico, Disney, and many more. The best part? The savings you enjoy through the FPA Marketplace more than cover your membership cost!
Don't miss out on this unbeatable benefit! Log in now with your FPA credentials and start saving!
#FPAofMiami #Savings #FPAmarketplace #MembershipBenefits #FinancialPlanning #JoinNow",MISC 
This vulnerability is as worthy of addressing as they comeâ€¦ Might as well be an indicator of who cares and who doesnâ€™t. ðŸ§‘â€ðŸ’»,MISC
"We stand with the people of Turkey, Syria and all those impacted by the devastating earthquakes. Like many of you, Iâ€™m deeply saddened to see the destruction and humanitarian crisis unfold. Thank you to all our leaders and to everyone helping to keep our EY family safe, offering support to our colleagues, their families and friends. We will keep them in our thoughts and prayers and do all we can to support those in need.",MISC
"I am currently #hiring! Looking for an Executive Director for our wonderful community in Charlottesville. Do you know someone who might be interested in this position? Link is below to apply!
#seniorliving #executivedirector #commonwealthseniorliving",MISC
"I wanted to share this wonderful tribute from my colleague Mikael Dolsten on a tremendous accomplishmentâ€”while extending my own congratulations to Katalin KarikÃ³ and Drew Weissman for receiving The Nobel Prize in Physiology or Medicine 2023! #mRNA technology is a triumph for science and a triumph for humanity, and their groundbreaking work laid the foundation for the development of effective mRNA vaccines against #COVID19. These two scientific giants are my heroes, and together, we share a passion for harnessing science to make the world a better place.",MISC
"While far less influential than the rebuke of the illberal and nativist Polish government from Biden or the European Union that the authors call for in this New York Time opinion piece, I am proud to have co-organized two sessions in the Academy of International Business (AIB) Annual meeting in Warsaw highlighting the importance for international business leaders in academia and practice of checks and balances against executive discretion including a free judiciary and media and LGBTQ rights and commend the organization for also supporting a panel women's leadership. I hope the conversations in these sessions provide some space for discussions that are increasingly (self-)censored in my native Poland. Silence in the face of oppression and the suffocation of liberty is complicity. For the program, see https://lnkd.in/e5pbbNgV and, in particular, sessions 231430, 231431 and 230653. Hope to see you in Warsaw or have you add your voice to calls for a free European Poland!! Democracy dies in silence. #leadership",MISC
excited to participate in the #TIEcon2023 Cybersecurity forum. Should be a great set of sessions on some very pressing topics...,Data privacy and cybersecurity
"Joining this yearâ€™s #JPM2023 conference, I was impressed by the vast number of companies deploying cutting-edge science and innovations with one overarching ambition: to relentlessly drive personalised healthcare forward for patients. We, at Roche, are eager to partner and join forces with our peers to leverage each otherâ€™s expertise, better understand diseases, develop novel diagnostics and uncover valuable insights from data and genomics. Ultimately, we aim to transform healthcare and improve peopleâ€™s health, something we will only achieve by closely #partnering with all stakeholders in the healthcare ecosystem.
#futureoffinance #rocheproud",MISC
"LinkedIn Colleagues, if you are looking for a new place to work where you can grow, contribute and make an impact, check out Panduit. I've been here for 12 years and have had an amazing career, and you can too. It's great to work for a privately held company that focuses on the long game, with a vision for growth and investments that match that vision.",MISC 
"Sustainability is deeply embedded into everything we do at HP. The latest edition of our annual Sustainable Impact Report was released today, and details our progress toward our climate action, human rights, and digital equity goals. The report reflects strong collaboration between all of us at HP, our supply chains, NGO partners, and countless others. Our vision is to become the most sustainable and just technology company. hp.com/go-beyond
#HPGoBeyond #HPproud #sustainability #climateaction #digitalequity #humanrights",Environmental Sustainability and Climate
"Welcome, Jim Ginther, Kevin Weaver, and U.S. Compliance (Environmental, Health & Safety Consulting). Excited to have more Minneapolis DNA in the family!",Workforce strategy
"The EY team certainly made its presence known at the Milken Institute Conference this week. Listen below to a podcast from Bloomberg Businessweek that features Marna Ricker, Global Vice Chair â€“ Tax as she shares insights on the impact of major reforms to the global tax system and the role that AI plays in the profession.
https://lnkd.in/ef6FtyZC",Regulation/Legislation
"An OMS, or Order Management System, is a software solution that streamlines and automates the various stages of an order's lifecycle, from order placement to fulfillment and delivery. It enables businesses to efficiently manage orders from multiple channels, such as e-commerce platforms, physical stores, and marketplaces, while also integrating with other essential systems such as inventory management, warehouse management, and customer relationship management.
An OMS can improve the efficiency and accuracy of your order processing, which will enhance customer satisfaction and increase overall revenue. Here's how:
- Evaluate needs - Determine your business requirements, such as order volumes and product types
- Choose the right OMS - Select a system that meets your needs, considering factors like scalability and integration capabilities
- Integration - Connect the OMS with existing systems, such as e-commerce platforms and inventory management
- Monitor and optimize - Review OMS performance and make adjustments as needed
Does your company have an integrated OMS in your ERP or a standalone solution?
#software #commerce #scalability",Supply chain
"hashtag#SnapdragonSummit starts Tuesday. Be sure to tune in to see Qualcommâ€™s latest innovations across compute, mobile, hashtag#AI, and more.",MISC
"Seeking a new job this new year? Our HR team is looking for a Clinical Recruiter to join the CCP family! If you have experience working in Human Resources, are an out-of-the-box thinker, and are interested in working in a team environment, apply for our Clinical Recruiter position. This position works on-site at 711 Troy Schenectady Road in Latham. The Clinical Recruiter is responsible for sourcing, recruiting, and onboarding clinical staff to work at various CCP practices across the Capital Region. You will develop recruitment strategies, cultivate relationships, and administer clinical recruiting and selection activities, including but not limited to reviewing resumes, interviewing, and communications with applicant and hiring manager(s). Enjoy competitive salaries and a comprehensive benefits package, including medical, dental, vision and life insurances, paid holidays, paid time off, 401K, and much more! For more details on the position and to apply, visit http://ow.ly/plqt50Mfoby. Share with fellow friends and family pursuing a job in Human Resources!",MISC
"I discovered my purpose watching my father take care of patients, and I am honored that Jill Donahue, Empowering MSLs to be more engaged and engaging asked me to share that purpose story with you.
Learn more about my journey in A Dose of Inspiration: 100 Purpose Stories From Pharma Leaders.
The e-book is free. Click https://lnkd.in/eFyV5Yre to pre-order yours. Coming this fall.",Health outcomes
"At Nike, our purpose is to move the world forward through the power of sport.
Every day, as youâ€™ll read in our NIKE, Inc. FY22 Impact Report (https://swoo.sh/3ZbTOq8), Nike teammates make a remarkable impact â€” whether itâ€™s championing women and girls, building a more diverse and inclusive culture, expanding access to sport for youth, or innovating to meet the challenges of climate change.
Above all, our inspiration comes from listening to the voice of the athlete. And this year, weâ€™re deeply honored to open our Impact Report with a letter from six defining Nike athletes who continue to push us forward.
To Serena, Shelly-Ann, Megan, Li Na, Bebe, and Ada â€” thank you for raising your voices. And thank you, from all of us at Nike, for inspiring us to think even bigger about the change we can create.
To learn more about our purpose, please visit: about.nike.com/en/impact",Environmental Sustainability and Climate
"What a tremendous experience to be at #CGI2023 and discuss the ideas, moments and endeavors that spark curiosity, wonder and awe. For me, those feelings are ignited by Pfizerâ€™s relentless commitment to advancing human health.
Three years ago, we made the impossible possible by producing a vaccine for COVID-19 in just nine months. I saw firsthand the passion, dedication and commitment of my talented colleagues as they took on an unprecedented health challenge and found a solution for it. It is with that same spirit that we now tackle other major health issues.
Weâ€™re not going to do this alone. Weâ€™re going to work with partners, suppliers, governments, institutions, and most importantly, our patients, to improve global health. But make no mistakeâ€”weâ€™re all in, and weâ€™re determined to win the battle against disease.",Health outcomes
"In the year ahead, trade disruption, customs valuation, transfer pricing and the interplay between trade policy and the environmental, social and governance (ESG) agenda will continue to influence the trade policies of governments and the trade strategies of corporations in 2023 and beyond.
The latest article by our EY global trade team analyzes how, in the face of this continued geopolitical uncertainty, these factors create new challenges but also opportunities for companies worldwide, elevating trade and supply chain issues to the boardroom, and putting the trade function in the spotlight as never before.
Find out more: https://lnkd.in/e8kW4v9P
Missed the first articles in our global indirect tax megatrends series? Read them here.
âž– Introduction article: https://lnkd.in/eN32bBTY
âž– Transformation article: https://lnkd.in/ewsnX-S3
www.ey.com/globaltrade
#IndirectTax23 #GlobalTrade #FutureOfTax #sustainability #transformation",Geopolitics
"Breaking news! In todayâ€™s edition of The New York Times, journalist Cade Metz details how Vectara is helping to solve the fundamental challenge in Generative AI: how often and severely do chatbots hallucinate?
Drawing extensively from Vectaraâ€™s research for our new Hallucination Evaluation Model and conversations with CEO Amr Awadallah and AI scientist Simon Hughes, PhD, the article explains why large language models veer from the truth and how Vectara was able to measure and rank the performance of popular systems like GPT-4 and Llama 2.
The article is live! Check it out â¬‡ï¸
https://lnkd.in/gRXMDT93
hashtag#AI hashtag#ML hashtag#LLMs hashtag#GenAI",MISC
"We would like to wish all of our clients, partners, and colleagues our very best wishes for the holidays and a peaceful and prosperous new year.

Our offices are closed until January 2. We look forward to continuing our partnership into 2023.

#HappyHolidays",MISC
