postContent,theme
"The question of merit and who deserves what is a very complicated one that we are grappling with as a society. With an increasing focus on diversity in many domains, backlash sometimes focuses on the departure from ""pure merit.""
Usual arguments for ""pure merit"" include some measure of test scores, academic performance, previous experiences, publications, etc. But those of us who have been involved in selection processes for academic programs or jobs need to fess up. Pure merit is always contextual. And context is incredibly hard to measure and imperfect.
And because of context is hard to measure""we often take shortcuts. We look at the schools from which someone graduated. The names of the companies on someone's resume. A recommendation from a someone we know. We see these as proxy measures for merit. But they are imperfect at best.
And time and time again, unless prompted to do otherwise by force or by circumstance, it is human nature to always seek and select the familiar. To apply proxies for merit instead of doing the hard, imperfect work to see if someone who comes in a different package from the one we know is capable of success. Which is to say""whatever the changing and sometimes unjust law of the land""we must constantly contend with the imperfections of our judgment. To try to be fair to everyone. To create and give opportunity to people whose merit may come in unfamiliar forms. Because when we fail to do so, we rob ourselves of access to the kind of transformational talent we need to challenge our own broken status quo.",DEI
"Last week, Karen Sowell, EY Global Transaction Advisory Leader spoke with CFO Dive about the recent IRS guidance on the Corporate Alternative Minimum Tax (CAMT), highlighting the importance for taxpayers engaging in capital market transactions. Read more:",Regulation/Legislation
"Thank you Laura Ipsen and Ellucian for having me as a panelist during Ellucian Live 2023. Thank you Susan Morrow, Dr Chris Howard and Dr Kimberly Beatty for great discussion on unique opportunity to align higher education and K12 institutions with technology and insights integration to improve graduation rates and career readiness. I am excited to share that PowerSchool and Ellucian are teaming up to unlock possibilities with integrating our Connected Intelligence and Higher Education PeopleAdmin Talent / Faculty management solutions. Check out our press release with the integration annoucment - https://bit.ly/3Kf8K2G",MISC
Great example of thought leadership. Saint Joseph's University,MISC 
"Happy International Women's Day! I'm taking a moment to celebrate a few women who have made an impact on my life not just today but everyday.
To my wife, Cindy Oh, you inspire me with your work ethic and compassion. I will forever have an open IOU to my mother who gave me life and training - I owe her a lot! And to Kathryn Kaminsky, it's an honor to co-lead Trust Solutions with you. I admire your dedication to working alongside our clients.
There are many women leaders""both here at PwC and elsewhere""that are changemakers and influencers. And it was great to celebrate #IWD2023 with so many at PwC during our International Women's Day breakfast this morning.
Thank you to all who help shape a workplace where all are valued.",MISC
"Today we observe #Juneteenth in the US by acknowledging and honoring the emancipation of enslaved Black Americans. I thank HP's Racial Equality and Social Justice Task Force for their work. They have been a catalyst for positive change across the company. Our goal is not just to fight against racism in our society but to do our part to end it. I challenge you to ask yourself, what can I do to drive positive change within my community right here and now?",DEI
"As we get closer to the 2024 election, I want to reiterate my belief that Joe Biden has earned a second term through exemplary leadership in challenging times. I will be strongly supporting his re-election.
As a businessperson, I can add my voice to the bipartisan praise for ""Bidenomics"". Unemployment hasn't been this low since 1954. In defiance of Wall Street critics, Biden's team seems to have engineered the rare ""soft landing"" where inflation is coming under control, but nearly everyone who wants a job can get one. Indeed, The Economist recently reported that under Biden, America's economy has been ""astonishing"" "" the world's most productive, innovative, and richest.
And yes, President Biden does deserve credit. He never gave up on America. He used the bully pulpit not to attack the other party, but to turn down the temperature in national politics. That set the stage for historic bipartisan legislation to rebuild infrastructure, promote manufacturing, tackle climate, and reduce inflation. America's greatness set the conditions for these achievements, but Joe Biden's leadership got them done.
Over the longer term, my businesses rely on America's constitutional order. We all benefit enormously from a President who defends the rule of law, here and abroad. Joe Biden stood up to his own party by calling for full funding of police at home. And he united the world against Vladimir Putin's brutal invasion of Ukraine.
Of course, I do not agree with every one of this administration's policies. President Biden's appointees have ranged from center-right to far-left progressives, and I have disagreed with some of their decisions. Those disagreements, however, are the sorts we are supposed to have in a vibrant democracy. Any missteps by this administration pale in comparison to the economic and societal disaster that would result from a return to the criminality and incompetence of his predecessor.",Economic Outlook
"The Real Estate Roundtable, a great industry organization focused on education and information sharing, recently published its Q1 2023 Sentiment Survey. As expected, uncertainty around price discovery, future interest rates and recession risk remain primary concerns, which in turn is leading to larger bid-ask spreads and hindered CRE trading volumes. On a positive note, investor sentiment recovered from the fourth quarter low, and expectations for improving capital market conditions over the next 12 months, also stood out. Our own findings, based on Marcus & Millichap's proprietary research and investor surveys, are consistent with the general theme of the Roundtable's report. Importantly, we reiterate as does the report, that generalizations by property type and/or market, can result in missed investment opportunities.
See the full report here: https://lnkd.in/gQZTssqz",Economic Outlook
"It was energizing and inspiring to be with colleagues across the sector in community at hashtag#IAForum23 InterAction. I was especially grateful to have some time with my friend and Oxfam America board member, Oussama Mezoui. I'm so fortunate for Oxfam America's dedicated board members, who generously share their skills, experience and expertise that are so vital to our governance, strategic oversight, and organizational accountability. Thank you for your service, sage counsel, and support, Bisrat Aklilu, Mohamad Ali, Margie Alt, Anthony Bebbington, Latanya Mapp Frett, Joe Hamilton, Kaitlyn Henderson, Sherine Jayawickrama, Lionel C. Johnson, Yana Watson Kakar, Homi Kharas, Sara Gaviser Leslie, Carl MuAana, Roshan Paul, Jack Regan, Naima Green-Riley, Kitt Sawitsky, N. James Shachoy, Michael Silberman, Smita Singh, Tara Torrens, Dabie Tsai, Kim Williams.",MISC
"Happy International Women's Day to all of my amazing colleagues. Thank you for your inspiring stories, passionate leadership and unwavering commitment. It is an honor to work with you! @bealight",MISC
"Very excited to be sharing the stage with our Collective Health partners Carrot Fertility, Lyra Health, WTW, and Zoom at The Conference Board next week in San Diego. Looking forward to discussing how forward-thinking employers should evaluate the ROI of their employee healthcare investments alongside Courtney Stubblefield, David Ebersman, Sheila M. Krueger (she/her/ella), MBA, CCP, and Tammy Sun.",Workforce strategy
"Collective Health is looking for a Deputy General Counsel, Commercial & Regulatory. In addition to working in a highly dynamic regulatory environment developing innovative legal solutions for employee health benefit plans, you would get the opportunity to work with the one-and-only Ron Bell! No more needs to be said!",MISC
"Unlock the power of smarter, easier and trusted agreements at DocuSign Momentum!
I am thrilled to announce that DocuSign will be hosting its annual series of customer conferences across the globe. I invite you all to join us next month in Santa Clara, New York, London, Munich, Paris & Sao Paulo, as well as Sydney & Singapore later this year, to learn how transforming your agreement processes can take your business to new heights.
I look forward to seeing you all there to learn about your needs and share exciting news on how DocuSign is building the future of agreement technology! #DocuSignMomentum https://lnkd.in/dB2Y3AbP",MISC
"Glenmede is proud to be included in the Philadelphia Business Journal's Thought Leader Forum about Diversity, Equity and Inclusion (DEI). Nina Cohen, CAP , Glenmede's Chief DEI Officer, shares how DEI is at the core of who we are, what we stand for, and how we operate. Thank you PBJ for elevating such an important topic.
Read the full article here > https://bit.ly/3EuS3g4
#Diversity #Equity #Inclusion #DEIChampions",DEI
"Tis the season! Visit our Holiday Shop online or in one of our stores today. Discover unexpected gifts and stocking stuffers, beautiful entertaining and dAcor pieces, premium gift wrap, storage and more: https://lnkd.in/gakcfxfa",MISC
"Tomorrow, we will honor our nation's heroes on Veterans Day. Thank you to all veterans, including our many KeyBank teammates, for your steadfast bravery, dedication, and service to our country. I would also like to express sincere thanks and support to the families of our military members, who make countless sacrifices each day to support their loved ones and our country. Finally, I'd like to extend congratulations to the KeyBank team, as KeyBank was named a 2024 Military Friendly Employer and Military Spouse Friendly Employer for the tenth and eighth time, respectively. Thank you for making KeyBank a special place to work for all - including for our Military community and their families.",MISC
"The Global Parity Alliance "" a cross-industry group committed to advancing Diversity, Equity and Inclusion (DEI) around the world "" created the DEI Lighthouse Program to identify initiatives and share insights on what drives DEI impact in the workplace.
I am proud to share that Walmart's Live Better U education program was recognized this year for enabling equity in education. Our more than 1 million associates in Walmart stores, Sam's Club locations, and distribution/fulfillment centers in the U.S. can start earning a college degree or certificate on their first day of work. Walmart pays 100 percent of tuition costs, books and fees for associates.
We are committed to growing our learning programs and accelerating our focus to create a sense of belonging through Walmart's diversity, equity and inclusion efforts. #TeamWalmart #Belonging #DiversityEquityInclusion",DEI
"Engaging healthcare providers is crucial to driving patient adoption of digital health solutions.
However, as oncologists can be particularly challenging to engage, should digital health companies look to other players to drive adoption?
Apply now azi  https://lnkd.in/enVd3tvq
Hosted by Andrew Norden and SMIT PATELYSY2, this meeting will explore the potential adoption drivers of different players in the healthcare ecosystem including:
Y Payers are key stakeholders - should digital health companies focus on meeting payer requirements over providers?
Y Can we look to providers within speciality practices to boost engagement of digital oncology solutions?
Y How can we ensure adoption across different oncology patient cohorts? What is the role of patient-led groups such as patient associations or communities?
#oncology #digitalhealth",MISC
"az hipn.news/HMapPR080823
Healthmap Solutions, an NCQA-accredited Kidney Population Health Management company, announced its partnership today with Triple-S Management Corporation, a health services organization based in San Juan, Puerto Rico. This partnership introduces Healthmap's proven NCQA-accredited Kidney Population Health Management program to Triple-S members living with chronic kidney disease (#CKD).
""... Triple-S's mission is closely aligned with Healthmap Solutions' value proposition, and we are excited to work together to make an impact on kidney health outcomes in Puerto Rico. In addition, at Healthmap we know that healthcare is local, especially on the island, so to be a part of the Puerto Rico healthcare community, we will be establishing a service center on the island while looking to hire residents of Puerto Rico,"" said Healthmap's President, Joseph Vattamattam.
For Triple-S, offering its #HealthPlan members the best care is part of its mission to enable healthy lives. ""Our patients with chronic kidney conditions require and deserve specialized care like the program Healthmap is offering us. Now, through this enhanced program, they will receive holistic care and treatment focused on improving their health. At the same time, we continue strengthening our health services with this agreement,"" said Dr. JosA Novoa, Triple-S's Chief Medical Officer.
media contacts:
The WilMark Group's Chris Cooney and Kristin McHugh |
Healthmap Solutions' Angela Quaglio
#healthplan partnerships contact: Chief Growth Officer Tom Gaffney
a subscribe #HIPN free hipn.news/subscribe",MISC
"This week I returned to Norway for Arendalsuka, or Arendal Week, the annual gathering in Norway dedicated to political empowerment, democracy, and openness.
This was my second time at the event, and I left feeling even more inspired than last year. Why? In three words: resilience, collaboration, and courage.
Geopolitics, climate change, shifting demographics, tech innovation. Navigating any one of these would be enough to define a career. Leaders today face all four at once.
The leaders I spoke with in Norway are focused on building their resilience muscles to meet this moment. They are finding ways to not only recover""but recover stronger and thrive as disruptions continue. And they are finding the best solutions in the world for problems that don't respect borders.
What does this take? One thing is agility, the ability to act and react quickly without stumbling. Another is balance, the notion that you're managing for near-term performance without losing sight of long-term potential.
Lastly, it takes real courage. The courage to be decisive and move fast amid persistent headwinds. Leaders in Arendal exemplified these qualities. I aspire to do the same. You can learn more about building a resilience agenda here: https://lnkd.in/gnnsaE2P
#SustainableInclusiveGrowth",Geopolitics
We are hiring! Come join our great team at Business Group on Health: Membership Coordinator,MISC
"The Qualcomm Oryon CPU will make its debut in powerful new PCs. But the innovation won't stop there. You'll also see it in future smartphones, cars, hashtag#XR devices, and more. hashtag#TeamQualcomm hashtag#SnapdragonSummit",MISC
"Wishing a happy Mother's Day to all who are celebrating this weekend!
Personally, I am deeply appreciative to the person who makes our family complete. You are not only a loving partner and fantastic physician, but an amazing mother whose impact on our children cannot be appreciated enough. Your patience, nurturing spirit, and unwavering support help our kids and me grow and thrive every day. Thank you for everything you do for all of us. We love and appreciate you more than words can express!",MISC
"This year's RSA Conference 2023 had the theme of ""Stronger Together,"" and I couldn't agree more. I had the opportunity to engage with a diverse group of customers, partners, and colleagues at the conference, and together, we shared ideas and worked on solving some of the most pressing cybersecurity issues facing our society.
I also had the privilege of meeting with EAD Eric Goldstein and Technical Director Chris Butera, from the U.S. Cybersecurity and Infrastructure Security Agency (CISA) to discuss our growing relationship. Among other things, we discussed our recent partnership as the newest member of the Joint Cyber Defense Collaborative.
I look forward to continuing to work together to strengthen our national cybersecurity efforts and make our digital world a safer place for everyone. #RSAC2023 #StrongerTogether #CISA #JCDC #elastic",Data privacy and cybersecurity
"This week, Intel Corporation's Ohio One construction teams began to pour more than 1,500 cubic yards of concrete, signaling our official shift into the next phase of #construction in the Silicon Heartland. I am very proud of our team and construction crew members for reaching this project milestone.
Our Ohio One site is reported to be the largest single private sector company investment in Ohio's history "" one that will create of tens of thousands of jobs across the state. This site is critical to our strategy to expand U.S. leading-edge semiconductor capabilities and develop a more resilient #semiconductor supply chain. As we begin setting the foundation for our future leading-edge factories, I want to thank our Intel team members, suppliers, partners, and the communities across the #BuckeyeState who are all involved in this project for making great progress on the site as we build a vibrant Intel future in Ohio. #IAmIntel #OhioOne #SiliconHeartland #Manufacturing",Supply chain
"Spread the word...St. Luke's is hiring for a Chief Operating Officer. It is an incredible opportunity to join a top performing hospital, and be a part of an amazing team! #hiring #healthcarecareers #teamslukes
https://lnkd.in/gYGSHxy3",MISC
"Never a dull moment with this exceptional group of leaders - from sharpening your financial planning expertise to showcasing your putt-putt skills, you inspire me at every turn. Thanks for a fantastic couple of days together on my home green!",MISC
"The #jobs report from last week painted a picture of both growth and slowing in the labor market. Although over 200,000 jobs were added in June, downward adjustments of more than 100,000 for the prior two months exemplify this dichotomy. For #CRE investors, this provides further evidence supporting the low likelihood of a recession this year, which indicates a positive outlook for demand. Conversely, the sustained robust annual wage growth of 4.4% and the extremely low unemployment rate of 3.6% suggest the Fed will continue its track of raising interest rates. The path to normalized trading and financing activity in the market hinges on acknowledging realistic valuations and accepting that interest rates won't be decreasing anytime soon.",Economic Outlook
"Today we observe Veterans Day in the United States to honor those who have served in the military. We have many veterans on our team here at Alteryx, and I believe they bring a unique perspective and strength to our business. I am proud to honor and support not only those who've served but also their loved ones who have sacrificed alongside. hashtag#veteransday2023 hashtag#honoringheroes",MISC
"At Upwork, we're dedicated to unlocking human potential, and our Chief People Officer Sunita Solao is leading the charge in transforming our workforce strategy and team member experience. I loved this Q&A with Sunita on our blog, which illuminates her unique leadership and invaluable perspectives for CPOs and People teams around the trajectory of work as it changes rapidly with the advent of more flexible work and AI.
Sunita's insights on the modern world of work are invaluable, and I'm thrilled she's here to play a pivotal role in our company's next chapter of growth and furtherance of our mission of creating economic opportunities so people have better lives.
Sunita unpacks the power of our hybrid workforce model, where independent talent seamlessly integrates with our full-time employees. Her approach aligns perfectly with our goal of staying nimble, innovative, and adaptable in today's fast-paced business environment and her advice for organizations looking to embrace a similar workforce model isn't to be missed.
Sunita's leadership extends beyond work, and it's wonderful to learn about her interests outside the office, from her passion for learning languages to her love for exploring new cuisines. And, of course, her dedication to coffee "" something many of us can relate to! a i ",Workforce strategy
"If you want to make an impact in the #SFBayArea community this holiday season, here's a great opportunity: Adam Nash, Gokul Rajaram, Josh Hannah and I are aiming to provide up to 400,000 healthy meals this holiday season as part of the #FeedBayArea campaign. Here's how we hope to hit this goal:
YTM Donate. I'm personally matching up to $100,000 in donations to Second Harvest of
Silicon Valley. Your donation, no matter how big or small, will have a direct impact. To donate, simply visit my campaign page here: https://lnkd.in/gZMQAdki
Y Spread the Word. Share this fundraiser with your network to help us reach more
people. Every share counts and brings us closer to our goal. Your support means meals for families in need. If you can, please join me to make a positive impact on the lives of those in our community who need it most.",MISC
"Looking to build a data ethics program that fosters trust with your customers? Tune in to BDO's 8/29 webcast for actionable insights on the process.
#Tech #DataPrivacy",MISC
"For my auditor and revenue accounting friends, check out this article on risks associated with internally developed revenue systems. Stephanie Hewlett Mitch M. Mark Lundin and Doug Hart did a great job getting to what matters most.
Does your tech organization rely on an internally developed revenue system? BDO shares the potential challenges and provides key considerations to help assess efficacy and mitigate risks.
#Technology #InternalControls",MISC
"The maternal health crisis necessitates more solutions to detect complications earlier and more often. A new study revealed the use of an AI-enabled digital stethoscope may increase the detection rate of peripartum cardiomyopathy in pregnant and postpartum women, showcasing its potential to improve outcomes particularly in underserved regions. https://mayocl.in/46dONRu Demilade Adedinsewo",Health outcomes
"Announcing another major milestone for our portfolio company Vectara! They've launched their NextGen Retrieval Model named hashtag#Boomerang. Boomerang is a neural information retrieval model designed to reduce the risk of AI hallucination and improve the accuracy of Vectara's Generative AI platform. According to Amr Awadallah, Co-founder and CEO of Vectara, hashtag#Boomerang generates vector embeddings that represent the meanings behind the words, regardless of language. hashtag#AI hashtag#LLMs hashtag#ML hashtag#GenerativeAI hashtag#Boomerang",MISC
Things are getting a little...spooky around here. Y Are you ready? Find everything you need for a hauntingly happy Halloween! Y https://bit.ly/407TsD8,MISC
"Last week, I had the honor of sharing the candid story of General Mills' journey over the last three years "" from the pandemic to supply chain disruption and historically high inflation "" and how we've come out stronger, more profitable and well-positioned for what's next. We didn't get to where we are by accident. Through resilience, perseverance and adaptability, we became a bold company that leans into change. I couldn't be prouder of our global team and the behaviors we've developed. We're playing for more than the fiscal year ahead "" we're playing to be the undisputed leader in food. #GeneralMillsLife",Economic Outlook
"Come join my team! Apply directly through link if interested. No external recruiters, please.
#vectra #hiring #cybersecurity",MISC
"Wishing our friends and colleagues a wonderful Easter Weekend, who celebrate this holiday. May the long weekend for our Canadian colleagues bring spring-like weather.",MISC
"I'm happy to share that I'm starting a new position as Chief Human Resources Officer at Standard BioTools! I am so excited and grateful to be part of an incredibly talented team and a Company with an inspiring mission!
Thank you Michael Egholm for this opportunity.
#grateful
#StandardBioTools
#Fluidigm
#biotech
#biotechnology",MISC
"This morning, Roche published its financial results for the first half of 2023. We had strong sales growth in both division's base business. The Group sales at Half-Year reflect the declining demand for COVID-19 products - as expected. Moreover, we confirmed the outlook for 2023. https://lnkd.in/dHjxH7yN
I am very proud of the amount of innovation we delivered to patients and our important pipeline milestones. We continue to invest in innovation, we continue to invest in our future.
I would like to express my gratitude to my colleagues at Roche for everything you do for our company everyday. It's a real privilege to be part of this team and make a difference for patients worldwide.
#RocheFinancialResults #RocheProud #DoingNowWhatPatientsNeedNext",MISC
"We were honored to participate at the yesterday's event Zurich Life Science Impact  Data for Health  Conference where experts from #academia and #Industry showcased their projects and fostered a dialogue between research, healthcare and economy. Hans Clevers, Head of pRED at Roche, was giving a keynote speech sharing his unique insights and experiences in the field. Our booth was buzzing with activity as we had the opportunity to showcase a selection of our products, driving many enlightening conversations.
It was inspiring to be among so many dedicated professionals, all of whom share a common goal: To leverage data for health and improve outcomes for all.
#Roche is proud to be a part of this journey, and we look forward to continuing our work in improving health outcomes through the power of data.
#LifeScience #ZurichImpact #DataForHealth #HealthcareInnovation #Networking #Data #Health #healthcare
Astrid Kiermaier, MICHAEL J FLYNN, Thomas Zaugg, Livia Albin, Yves KrAhenbA14hl, Johannes Kastner, Yarin Dizayee, Mark Rominski",MISC
"YZTMi  Thoma Bravo's Behind the Deal Podcast is Back for Season 2! Hear even more stories behind our industry-leading software and technology portfolio.
Our top-ranking business podcast goes behind the scenes of some of our largest hashtag#privateequity acquisitions, carveouts, mergers, and innovative strategies. On new episodes, you'll hear from Orlando Bravo, our investment partners and portfolio company CEOs, including J.D. Power, ConnectWise, Flexera and Syntellis Performance Solutions (now part of Strata Decision Technology), on their collaboration to make great companies even greater, accelerate innovation and unlock further growth.
YZ Listen and subscribe wherever you get your podcasts: https://bit.ly/40odAB8 hashtag#thomabravo hashtag#behindthedealpodcast",MISC
"Megan Greene, Kroll's Global Chief Economist, appeared on CNBC on 6 March, where she shared her insights on the global economic outlook. During the interview, Megan shed light on the growth and inflation outlook for U.S. and APAC, broader impact of China's reopening on the global economy, as well as her expectations of the upcoming central bank decisions. Learn more: http://ms.spr.ly/604552n7X
#GlobalEconomy #EconomicOutlook",Economic Outlook
"#throwbackthursday

Attendees from all over joined us in Seattle for connection, learning, and community at FPA Annual Conference 2022.

Will you be joining us in Phoenix, Arizona for FPA Annual Conference 2023?
Learn More: https://bit.ly/3MTqUJ6",MISC 
"Humane launched its Ai Pin last week, and it's a great example of edge AI innovation. Powered by hashtag#Snapdragon, you can send a voice message, listen to music, and get a news update all by simply talking to the device. That's the power of hashtag#AI.",MISC
EY.ai was created from the intersection of human capabilities and AI and helps us capture the transformative power of this technology. Excited to see the impact this ecosystem has on our capabilities as well as the opportunities it provides our people.,Cost management / reduction / optimization
"Join us Thursday, September 21st, at 1pm ET for WIL's next Rising Women Speaker Series! This month we are hearing from the glittering, Traci Taylor-Roberts, President of Sodalis Senior Living. Each month, you'll hear directly from female leaders as they share effective practices and some of the lessons they have learned along the way. Learn about important topics such as: choosing a path of purpose, the value of mentorship, why networking is important, how you can lead during challenging times and more. This is a free resource and open to anyone working in the senior living field.
Link to RSVP: https://lnkd.in/g5Dd56Vp
If you have questions or would like to be a Rising Women Speaker Series Sponsor, please contact, Meredith Bonyun at mbonyun@argentum.org.
#celebratewomensleadership",DEI
"BDO explains why manufacturers and suppliers looking to mitigate risks should invest in end-to-end visibility within their supply chains.
#Manufacturers #SupplyChainVisibility",Supply chain
"As we observe Juneteenth today, let us pause and reflect upon the importance of this day. I'm proud to work at a firm that encourages us to be stronger allies and advocates for our Black colleagues and local communities.
#Juneteenth #DEI",MISC
This is a must-read feature on Qualcomm inventor Lin Lu. She is just one example of the many brilliant minds on #TeamQualcomm helping to bring our technologies to life.,MISC
"MedTech is advancing new technology that is enabling access to care outside of traditional healthcare settings "" even into the home "" relieving added stress on patients and caretakers of those with chronic health issues. Our CEO, Tom Polen, shared his thoughts on the potential to make the hospital-at-home vision a reality, a trend that is already underway.
hashtag#medtech hashtag#innovation",MISC
The Investments Office at Memorial Sloan Kettering is looking to hire an Investment Analyst. We would appreciate any referrals. Details can be found here:,MISC
"Cisco believes security and inclusion are critical for AI to benefit society, and President Biden's executive order on AI today strikes the right balance in encouraging innovation and cybersecurity while also advancing equity, civil rights, and workforce development.",Data privacy and cybersecurity
Labor Day is almost here and I hope you can take the long holiday weekend to disconnect and recharge with loved ones. I am grateful for the energy that our EY people bring to their work each day and wish everyone a restorative break! #LaborDay,MISC
"Between talent shortages, a possible recession and growth projections, conditions are complicated for organizations considering layoffs. Before reducing headcounts, consider some new approaches to lowering costs and streamlining operations without sacrificing talent. #talent #investinpeople",Workforce strategy
Very grateful for the honor of sitting down with US Ambassador Susan Rice at Dreamforce to discuss the future outlook for businesses and their stakeholders amidst ongoing geopolitical uncertainty and global challenges. #df23,Geopolitics
"Frankly, I don't give a fig about the Republican Party. But I do care deeply about this nation. And America needs two major political parties capable of governing. Right now, only the Democratic Party has that capacity.
As long as the Trump Republican Party exists, it poses a profound danger to American democracy.",MISC
"""You have the confidence now that the response being given is the correct [or balanced] response.""
CEO Amr Awadallah shares how Vectara combats AI misinformation by providing trusted facts and citing sources in the latest AI Decoded newsletter by Mark Sullivan in Fast Company Y Subscribe below a
#AIDetection #GroundedGeneration #RetrievalAugmentedGeneration",MISC
"RIP, Jimmy Buffett. A friend to the Navy. He flew in a Tomcat in 1987 in Miramar, and performed at the U.S. Naval Academy (for free) in 2017, in front of the entire Brigade of Midshipmen. The lost shaker of salt will never be replaced. Fins Up.",MISC 
"Yesterday, I had the pleasure to meet with more than 40 remarkable female leaders in Finance and Informatics. We had a deep conversation about the current business topics, career decisions as well as personal experiences.
All participants are part of our Global Female Leadership Program which is one of our key company-wide initiatives to build a strong pipeline of emerging leaders and make sure we grow and retain the best talents.
It was a privilege to be part of this exchange and I left our meeting inspired and energised since it reminded me of the incredible power of diverse teams. Keep thriving!
#RocheProud #WomenInLeadership #Talents",DEI
