PostContent,URL,Theme
"Great joining CNBCâ€˜s â€œThe Exchangeâ€ with Kelly Evans to discuss the cybersecurity threat landscape and concerns about spy balloons, AI.",https://www.linkedin.com/posts/ayoran_widely-available-ai-is-dangerous-territory-activity-7030985344401473536-KU-O?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"The U.S. Securities and Exchange Commissionâ€™s (SEC) new rule on cyber risk management and incident disclosure is right on the money. Too many companies have treated cybersecurity as a nice-to-have, not a must get done. Now itâ€™s abundantly clear that corporate leaders are responsible for the cybersecurity of their organizations.
When cyber breaches have material impact, investors have the right to know about an organizationâ€™s cyber risk management pactices. This is a dramatic step toward greater transparency and accountability and will greatly improve our cybersecurity preparedness as a nation. The SECâ€™s rule will force what companies should have been implementing all along; informed cyber risk management practices. Requiring companies to provide annual updates of their cybersecurity risk management strategy and governance and report material breaches within four business days will force leadership to pay attention and keep customers and investors better informed as to who they trust with their business.",https://www.linkedin.com/posts/ayoran_the-us-securities-and-exchange-commission-activity-7090467231423205378-hz52?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Great to speak with Jon Fortt today on CNBC to discuss Cybersecurity, Tenable, AI, China, Microsoft and more",https://www.linkedin.com/posts/ayoran_tenable-ceo-amit-yoran-discusses-ai-and-preventive-activity-7102020859216736257-E56l?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
Glad to join Amara Walker on CNN this morning to discuss the ongoing ransomeware attacks on casinos.,https://www.linkedin.com/posts/ayoran_cnn-this-morning-sat-9-16-23-amit-yoran-activity-7108814296704323584-_CuE?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Last week we were privileged to host a dinner featuring a select group of startup leaders operating at the cutting edge of GenAI. While the conversation was lively and wide-ranging, we honed in on what some of the core implications for modern enterprises would be. Here were 3 key takeaways:
1) The path to widespread AI adoption in enterprises will likely take 2 to 5 years. Currently, there is a lot of enterprise experimentation with applications where hallucinations remain an issue. Additionally, there are challenges with scaling infrastructure to meet large-scale adoption. 2) We are still in the early days of figuring out what we can do with this technology similar to the early days of the Apple app store where the current set of GenAI applications are not necessarily revolutionary. The more interesting use cases are still to come. As a result, emerging players will have to help enterprises learn where and how to adopt these new applications, plus define their outcomes and return on investment. 3) For company builders, governance and safety need to be a bottom-up priority where you are able to respond to the evolving regulatory landscape. However, determining the appropriate regulations for GenAI is difficult because predicting the societal risks at the burgeoning stages of AI is akin to predicting the risks of social media at its onset in the early 2010s.",https://www.linkedin.com/posts/geodesiccapital_last-week-we-were-privileged-to-host-a-dinner-ugcPost-7132463165023420416-vDdx?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Excited about the possibilities of #GenAI, but worried about the dangers? Hereâ€™s what to watch out for when integrating #LargeLanguageModels:
ðŸ” Security risks like bad actors injecting nefarious code into models
ðŸ” Fraud enabled by voice cloning and other sophisticated deep fakes
ðŸ” Legal liability: who is accountable for algorithmic decision-making?
Check out Vectara CEO Amr Awadallah's Seamless North Africa presentation to learn more about these risks, plus those around #AIbias, #AIexplainability, and #hallucinations â¬‡ï¸",https://www.linkedin.com/feed/update/urn:li:activity:7092150970477924353?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"#ChatGPT has been banned in #Italy over #dataprivacy concerns. The Italian DPA is worried that ChatGPT might be in breach of the European Unionâ€™s General Data Protection Regulation (#GDPR) and is opening an investigation.
Good thing we've been cooking up a solution ðŸ¥¸Want to be the first to know when we launch Private ChatGPT?
http://ow.ly/CiTC50NxFSR",https://www.linkedin.com/feed/update/urn:li:activity:7047682295222140928?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Weâ€™re setting the new gold standard for generative AI use of business data with Grounded Generation ðŸ¤– Learn more about how Vectaraâ€™s best-in-class retrieval, summarization, and data privacy capabilities are empowering developers to build AI products that all but eliminate LLM hallucinations:
http://gag.gl/i3QEZy
#GroundedGeneration #ML #AIHallucinations #AI #LLMs",https://www.linkedin.com/posts/awadallah_groundedgeneration-ml-aihallucinations-activity-7069395740782919680-3b_k?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Learn all things #GenAI and how to balance Q&A, conversational AI, and research & analysis abilities with concerns about hallucinations, data privacy, and cost ðŸ¤– Register now to join tomorrowâ€™s webinar on #GroundedGeneration from Vectara with Justin Hayes https://lnkd.in/g9xfwz4U
#GenerativeAI #LanguageModels #FoundationalModels",https://www.linkedin.com/feed/update/urn:li:activity:7071558038146465793?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Fine-tuning is the ðŸ”‘ to creating ChatGPT-like models for your data, right? With risks like model poisoning, copyright issues, and bias ... maybe not!
CEO @[Amr Awadallah](urn:li:person:L-RR4JipQY) shares why fine-tuning may not be the best solution for hallucinations and other ways to improve accuracy and data privacy in AI ðŸ”’
Check out his recent talk at Stanford â¬‡ï¸
#finetuning #GroundedGeneration #GenAI #EthicalAI",https://www.linkedin.com/posts/awadallah_how-to-mitigate-gen-ai-hallucinations-bias-activity-7102376295866515456-ayrC?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"From Tel Aviv to Zurich: it was wonderful to host GTM Capitalâ€™s first international CIO/CISO dinner in Zurich last night with our PortCos. Engaging and insightful conversations around cloud/IT spend & management, Generative AI & LLMs, and challenges in cybersecurity and securing data in the cloud and on-premise.
Vectara Cyera",https://www.linkedin.com/feed/update/urn:li:activity:7082642397112758272?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
Cybersecurity Awareness Month is upon us and Hewlett Packard Enterprise recently opened a state-of-the-art Cyber Defense Center at our Houston HQ. Learn highlights about the new center and our approach to cybersecurity:,https://www.linkedin.com/posts/antonio-neri-hpe_hpe-opens-cyber-defense-center-in-houston-activity-7118331365116268545-yC_G?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"At #FortuneBrainstormTech today, I will join Jo Ling Kent and Jonas Andrulis for a discussion on advancements in AI and supercomputing.
AI has the ability to solve some of the most pressing societal challenges we face today, and it is imperative it is done so sustainably, responsibly, and with data privacy at the helm. Scaling AI intentionally and ethically in a way that aligns with business values and societyâ€™s well-being should be non-negotiable.",https://www.linkedin.com/posts/antonio-neri-hpe_fortunebrainstormtech-activity-7084246069559078915-umX3?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"The 2023 Elastic Global Threat Report is available now! Elastic Security Labs threat researchers have identified threats and trends that you should prepare for. Download the free 2023 Elastic Global Threat Report to learn how you can prevent cybersecurity threats through enhanced visibility, novel capabilities, and seasoned expertise. Learn more here â†’ https://gag.gl/iPSs6Q",https://www.linkedin.com/posts/kulkarniashutosh_the-2023-elastic-global-threat-report-is-activity-7122275692112723968-UbK3?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
Data privacy will be one of the most important considerations for public and private organizations as they think about leveraging large language models (LLMs) for building their own generative AI applications. Great insights from David Erickson on how to get this right using (Elasticsearch Relevance Engine) ESRE from Elastic.,https://www.linkedin.com/posts/kulkarniashutosh_privacy-first-ai-search-using-langchain-and-activity-7067164492605915136-e0M3?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Elastic has a unique role in the Generative AI ecosystem. With our Elasticsearch Relevance Engine (ESRE), we enable everyone to build generative AI applications. Today, we launched one such generative application of our own - the Elastic AI Assistant - a generative AI sidekick powered by ESRE to boost the abilities of every cybersecurity practitioner. Check out this blog from H. Michael Nichols.",https://www.linkedin.com/posts/kulkarniashutosh_elastic-introduces-elastic-ai-assistant-activity-7074460479485575169-tfw0?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
excited to participate in the #TIEcon2023 Cybersecurity forum. Should be a great set of sessions on some very pressing topics...,https://www.linkedin.com/posts/kulkarniashutosh_cybersecurity-tiecon2023-tiecon2023-activity-7054203796435959809-HmKg?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"This year's RSA Conference 2023 had the theme of ""Stronger Together,"" and I couldn't agree more. I had the opportunity to engage with a diverse group of customers, partners, and colleagues at the conference, and together, we shared ideas and worked on solving some of the most pressing cybersecurity issues facing our society.
I also had the privilege of meeting with EAD Eric Goldstein and Technical Director Chris Butera, from the U.S. Cybersecurity and Infrastructure Security Agency (CISA) to discuss our growing relationship. Among other things, we discussed our recent partnership as the newest member of the Joint Cyber Defense Collaborative.
I look forward to continuing to work together to strengthen our national cybersecurity efforts and make our digital world a safer place for everyone. #RSAC2023 #StrongerTogether #CISA #JCDC #elastic",https://www.linkedin.com/posts/kulkarniashutosh_rsac2023-strongertogether-cisa-activity-7060038074990292992-uZho?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"There has never been a greater need for strengthened public private partnership around critical areas like #cybersecurity and #generativeai. Many thanks to Iranga Kahangama,Steven M. Kelly, CISSP, Travis Berent, Jen Easterly, and Ambassador AndrÃ© Haspels for graciously hosting us earlier this week.",https://www.linkedin.com/posts/kulkarniashutosh_started-this-week-with-a-visit-to-dc-from-activity-7067362182547591168-8buw?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Generative AI represents an inflection point in cybersecurity. It presents both an opportunity and a challenge. Thereâ€™s a new opportunity to elevate and advance the skillset of your analysts but the challenge is your adversaries are using GenAI, too.
My perspective is that security is a data problem. This is even more clear now that generative AI is on the scene. Companies that approach modern security challenges through a search lens have the advantage. If youâ€™re interested in learning more about this approach, check out the latest report from IDC on the Elastic AI Assistant:",https://www.linkedin.com/posts/kulkarniashutosh_idc-market-perspective-published-on-the-elastic-activity-7095878202299977729-kLaw?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Announcing a first-of-its kind #cybersecurity professional certificate program on edX from EC-Council.
This is an exciting one: demand for cybersecurity specialists is SOARING, and I donâ€™t see it slowing across industries. Unemployment for cybersecurity is basically 0%.
Further, EC-Council is the best corporate partner I can think of here. Theyâ€™ve certified over 230,000+ people around the world. Weâ€™re about to supercharge that. #NoBackRow",https://www.linkedin.com/posts/chippaucek_ec-council-launches-cybersecurity-professional-activity-7021829013761327104-usSf?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Justine Lupul at Lumen Public Sector joins other #fedIT experts from #IRS, #USArmy and #DHS #CISA to discuss 3 areas that #federalgovernment IT should prioritize in FY23. It shouldnâ€™t be a secret that #ZeroTrust and #Cybersecurity top the list.
Read the full article on Government Technology Insider, http://bit.ly/3HlYcfB",https://www.linkedin.com/feed/update/urn:li:activity:7026189218490064896?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Black Lotus Labs has discovered three malware campaigns in the past year that used compromised business-grade and small office/home office (SOHO) routers. China-based actors have been observed targeting several industries, and recently, Lumen rediscovered malware being used in a campaign to research US military websites. Stay vigilant and prioritize cybersecurity measures to protect your organization. #cybersecurity #malware #infosec",https://www.linkedin.com/feed/update/urn:li:activity:7098753495784161280?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Together with other European business leaders, we have written to President Von Der Leyen, Executive Vice-President Vestager, Commissioner Breton, and the Swedish Presidency, urging them to pause and rethink the #DataAct.
Our three major concerns are:
â–¶ Under the business-to-business data-sharing chapter, there are still not enough safeguards to ensure that trade secrets, cybersecurity, and health and safety are secure.
â–¶ Regarding business-to-government data sharing, the text is far too open, leading to potential misuse and risking data breaches.
â–¶ On the parts that facilitate #cloud switching, the text should preserve contractual freedom, to allow customers to get the best deals possible.
SAP welcomes the objectives of the EU Data Act to create a common EU regulatory framework for the #DataEconomy and to facilitate data sharing. However, in its current state, it poses a major risk to both cybersecurity and European competitiveness.",https://www.linkedin.com/posts/christian-klein_dataact-cloud-dataeconomy-activity-7061398525359607808-0Quw?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Today marks the end of #CybersecurityAwarenessMonth here at Cisco and across the industry.
One of the most pressing issues we face when it comes to cybersecurity is the skills gap. Nearly 3.4 million cybersecurity jobs will go unfilled by 2025, and just 15% of companies globally feel their infrastructure is mature enough for todayâ€™s cybersecurity demands.
Itâ€™s more important than ever to bridge this gap by expanding the talent pool and reducing industry burnout. I'm incredibly proud of the work our Cisco teams are doing to address the skills gap in the industry through Cisco Networking Academy. In fact, this month we introduced an Ethical Hacker course along with new multi-cloud certifications that are focused on networking & securityâ€¦ we're excited about the impact these programs can have.
Cybersecurity Awareness is important year-round, not just during this one month. I believe together, we can create a ripple effect of cyber awareness and action at a time when security is more critical than ever.",https://www.linkedin.com/posts/chuck-robbins_hack-your-way-to-a-new-career-in-cybersecurity-activity-7125202770235678720-kZ_H?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Cisco believes security and inclusion are critical for AI to benefit society, and President Bidenâ€™s executive order on AI today strikes the right balance in encouraging innovation and cybersecurity while also advancing equity, civil rights, and workforce development.",https://www.linkedin.com/posts/chuck-robbins_fact-sheet-president-biden-issues-executive-activity-7124850949155651584-SBOk?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Out today, Ciscoâ€™s #Cybersecurity Readiness Index highlights that only 15% of organizations have a cybersecurity posture thatâ€™s mature enough to defend against the threats of a hybrid world. We measured the cybersecurity readiness of companies across five key pillars - identity, devices, network, application workloads, and data - and the results were clear: no matter what kind of business you operate and no matter where you are in the world, security resilience is imperative in todayâ€™s world.
At first this may sound frightening, and itâ€™s true that weâ€™re facing a threat landscape thatâ€™s more expansive than weâ€™ve ever seen, with attack methods changing at a rapid pace and bad actors getting more sophisticated. In fact, 82% of leaders expect a cybersecurity incident to disrupt their business within the next two years. Weâ€™ve been living and working in new ways for over three years, and we know people, devices, workloads, and applications will continue to be more and more distributed moving forward. Organizations are accelerating their multi-cloud adoption more quickly than many expected. In this dynamic environment, a number of my peers have expressed that they donâ€™t worry about if a breach will happen, but when.
But despite so much uncertainty, I remain optimistic. I believe the data highlights the opportunities that exist for the public and private sectors to work together to close the readiness gap. With tighter alignment and partnership, we can truly reap all the benefits of our connected world, without fear of disruption. We all depend on a secure world, and if we share threat intelligence, cooperate on legislation to keep everyone safe, and rally around the idea that security and privacy are human rights, we can realize a truly secure and inclusive future for all.
As the builders of the internet, security remains critical for Ciscoâ€™s business and our ability to support our customersâ€™ resilience. Our team is dedicated to building the simple, intelligent, interoperable, and platform-driven solutions our customers demand today and will need tomorrow. Youâ€™ll be hearing more from us in the weeks and months to come, and Iâ€™m so excited about whatâ€™s ahead for Cisco and security.
To learn more about Ciscoâ€™s study, check out the full report:",https://www.linkedin.com/posts/chuck-robbins-9b47a195_cybersecurity-readiness-index-cisco-activity-7043983918861045760-D4T8?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Today, Iâ€™m thrilled to announce Ciscoâ€™s intent to acquire Splunk, the leader in cybersecurity and observability. Weâ€™re bringing together two powerful innovation engines to create one of the worldâ€™s largest software companies, and together we will help make organizations more resilient and secure in an AI-powered world. Learn more:",https://www.linkedin.com/posts/chuck-robbins_cisco-and-splunk-driving-the-next-generation-activity-7110592793403604992-4VNL?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"Wrapping up an incredible week in Europe! After Mobile World Congress, I traveled to London and Brussels. It was fantastic to engage with both customers and government leaders on critical topics for the region like cybersecurity, digital #skills, and Ciscoâ€™s support of Ukraine.
In addition to many other impactful government meetings in Brussels, I had the opportunity to meet European Commission VP Margaritis Schinas and we announced that Cisco will train 250,000 people in #cybersecurity skills over the next three years through our Cisco Networking Academy program. This is just one way we are continuing to address the cyber skills gap and train the workforce to address the constantly evolving threat landscape. You can learn more here: https://lnkd.in/emN8bRe5
As always, nothing energizes me more than being back with our employees! I was thrilled to have the opportunity to host All Hands with our teams in the UK and Ireland, as well as Belgium and Luxembourg. For both meetings, we had employees joining us in-person, as well as virtually from across the region. Our teams asked thoughtful questions about our business and culture, and we had a lot of fun getting together! Itâ€™s so important for me to continue to hear from you, and your customers, and I look forward to seeing more of you around the world during my future travels!
Jeff Sharritts David Meads Arnaud Spirlet",https://www.linkedin.com/posts/chuck-robbins-9b47a195_skills-cybersecurity-activity-7037183456597958656-W9u9?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
"This week, we are hosting over 9000 customers in Amsterdam for #CiscoLiveEMEA. While I wasnâ€™t able to attend in-person, our teams have shared incredible #innovation across #security and networking, #sustainability, and skills. Here are a few of the highlights!
Security is a top priority for Cisco and our global customers, and we introduced new risk-based capabilities across our security portfolio to protect multi-cloud environments. We believe Risk-Based Authentication and our industry-first Business Risk Observability Platform will both be game-changers for our customers.
We also know that customers are extending their networks to new places, while looking to simplify their IT operations. We announced new cloud management tools for industrial #IoT applications, a simplified dashboard to converge IT and OT operations, and flexible network intelligence across all industrial assets, all aimed at keeping our customers as agile as possible.
Iâ€™ve talked many times about our commitment to building sustainability into our technology products to help our customers achieve their own goals. Soon, Carbon Emissions Insights in Webex Control Hub will provide collaboration customers with Scope 2 emissions data and recommendations for optimizing energy consumption.
Finally, we continue to be focused on promoting digital skills through our Networking Academy program. This week, we shared our goal to train 10M people across EMEA in digital and cybersecurity skills over the next 10 years, as part of our plan to train 25M people worldwide in the same timeframe.
Iâ€™m so proud of our teams and all theyâ€™ve done to bring this incredible innovation to customers, as well as their continued focus on sustainability and skill-building. Iâ€™m excited to see even more great innovation from the teams this year! Learn more about Cisco Live EMEA here: https://lnkd.in/gdrrBDRV",https://www.linkedin.com/posts/chuck-robbins-9b47a195_ciscoliveemea-innovation-security-activity-7028973166102282240-MESw?utm_source=share&utm_medium=member_desktop,Data privacy and cybersecurity
