PostContent,Theme
"We're committed to closing the health equity gap around the world. Thatâ€™s why, today, at the World Economic Forum in Davos, Pfizer announced a substantial expansion in our commitment to An Accord for a Healthier World to offer the full portfolio of medicines and vaccines for which we have global rights to enable greater access for 1.2 billion people living in 45 lower-income countries. This greatly expands our initial commitment to offer all of our patented medicines and vaccines available in the U.S. or EU to include off-patent medicines, as well. It brings our portfolio offering on a not-for-profit basis to the 45 lower-income Accord countries from 23 to around 500 products. In just the first seven months since the launch of the Accord, weâ€™ve made important progress. Weâ€™ve delivered our first shipments of Pfizer medicines and vaccines to Rwanda, supported healthcare trainings and deployed a Global Health Team to help identify opportunities for long-term supply chain optimization. Weâ€™re now in advanced discussions with 16 other countries around access and health systems support. Itâ€™s this type of cooperation that is so critical to creating sustainable access and resilient health ecosystems that will bring long-term health and prosperity to many. These are just our first steps. We know that we have a long way to go before we can reach our goal, but we are proud of the progress we are making, and we are grateful to the governments and others that share our collective mission. You can learn more here: https://lnkd.in/eaMG4pHm
#HealthEquity",Health outcomes
"â€œIncreased temperatures create a more hospitable environment for vector-borne diseases such as dengue; severe flooding can result in cholera outbreaks; extreme heat, floods, fires, and other climate-related disruptions threaten already unstable areas, forcing more people to leave their homes.â€
Important points raised by my colleague Caroline Roan. Every day, but especially on #EarthDay, my Pfizer team and I are committed to doing what we can to reduce greenhouse gas emissions and apply our expertise to helping meet patientsâ€™ needs as the world around us changes. We only have one homeâ€”letâ€™s do everything we can to protect it.",Health outcomes
"I just wrapped up an amazing and thoroughly enjoyable visit to Singapore. Pfizer began working in this beautiful country in 1964. We now have four sites with more than 900 colleagues working on a range of products including vaccines, anti-infectives, treatments for cancer, heart and autoimmune diseases. Thank you to my colleagues for planning such a memorable visit and for making me feel so welcome. Highlights from my trip:
- Meeting with our Pfizer Singapore colleagues to discuss the future of medicine and manufacturing. What a robust dialogue!
- Visiting the National University of Singapore and getting to share my career journey with students and academic staff in pharmacy, chemistry, biological sciences, and medicines. Thank you NUS Department of Pharmacy and Singapore Economic Development Board (EDB) for organizing this great event.
- Discussing healthcare collaborations with Health Minister Ong Ye Kung and the great work done by his team at the Ministry of Health (Singapore).",Health outcomes
"Some of my Pfizer Oncology colleagues recently attended this yearâ€™s American Society of Clinical Oncology (ASCO) Annual Meeting (#ASCO23), where they shared details about our latest advancements in oncology treatment. We know that every second counts for cancer patientsâ€”and I wanted to share an update on how we are working around the clock to deliver breakthroughs.",Health outcomes
"We had a lot of good news to share during Pfizerâ€™s Q1 2023 earnings call this morning. Some highlights:
- More than 250 million patients* were treated with our medicines and vaccines this quarter.
- We have received approval for our nasal spray for migraine, a new patient population for our eczema treatment, and a new patient population for our 20-valent pneumococcal vaccine.
- We are working to potentially help more patients living with cancer through our planned merger with Seagen, subject to fulfillment of customary closing conditions.
- We continued to build trust, as evidenced by receiving two accolades this quarter from Fortune and Ethisphere respectively, both for the second year in a row! At Pfizer, trust is everything--a key driver of our ability to deliver breakthroughs that change patientsâ€™ lives.
https://lnkd.in/eHyhW8FE
*Patient counts are estimates derived from multiple data sources.
#PfizerProud $PFE",Health outcomes
"#WorldImmunizationWeek is an important time to reflect on the value of vaccines and their tremendous potential for protecting people of all ages against disease, as well as to work together to provide communities with the tools and support they need to implement high-quality immunization programs.
In that spirit, I am proud to share that parents have a new way to help protect their children from invasive pneumococcal disease. The FDA has approved Prevnar 20, our pneumococcal conjugate vaccine, for infants and children six weeks through 17 years of age. This vaccine offers the broadest serotype coverage of any pediatric pneumococcal conjugate, helping to protect against all 20 serotypes contained in the vaccine, which are responsible for the majority of disease in children under five.
I am so proud of our Pfizer team, who have spent more than 20 years innovating and developing vaccines to help protect people of all ages from invasive pneumococcal disease!
https://lnkd.in/eEf-e8fG",Health outcomes
"Nearly all children will get an RSV infection by the time they are two years old. In this article, I take a closer look at the recent approval of Pfizerâ€™s maternal RSV vaccine and what it means for protecting infants from illnesses caused by this virus. #RSV #RespiratoryHealth",Health outcomes
"What a tremendous experience to be at #CGI2023 and discuss the ideas, moments and endeavors that spark curiosity, wonder and awe. For me, those feelings are ignited by Pfizerâ€™s relentless commitment to advancing human health.
Three years ago, we made the impossible possible by producing a vaccine for COVID-19 in just nine months. I saw firsthand the passion, dedication and commitment of my talented colleagues as they took on an unprecedented health challenge and found a solution for it. It is with that same spirit that we now tackle other major health issues.
Weâ€™re not going to do this alone. Weâ€™re going to work with partners, suppliers, governments, institutions, and most importantly, our patients, to improve global health. But make no mistakeâ€”weâ€™re all in, and weâ€™re determined to win the battle against disease.",Health outcomes
"Patients are the reason we do what we do. Theyâ€™re our â€œwhy.â€ That is why I look forward to our #PatientsinFocus Week every year. This weeklong series of events gives us the opportunity to hear directly from our patients and patient advocates, and to discuss the issues that are important to them. This yearâ€™s theme is, â€œAll In for All Patients,â€ reinforcing our belief that healthcare progress is only achieved when patients are at the center of our work.
To kick things off, my colleague Mikael Dolsten and I recently sat down with Beth Battaglino, President and CEO of HealthyWomen.org, and more than 240 global patient advocates for a fireside chat. We covered several topics, but two that were particularly important to me are captured below:
- We measure our success at Pfizer not only through financial metrics, but also by how many patients we have impacted each month, each quarter, and each year. We report on our patient impact every quarter to remind ourselves of the important work we do.
- There is a significant health equity gap in our world, and we view it as our responsibility to help close that gap.
A big thank you to Beth for moderating this discussion, to my #PFEcolleagues for organizing this important event week, and most of all, to our patients, advocates and caregivers, who graciously agreed to share their time, questions, and experiences with us this week. #PfizerProud
Learn more about how Pfizer engages with patients and advocates: https://lnkd.in/e_KwaFwa",Health outcomes
"#HealthEquity is a topic that is always top of mind for us at Pfizer. A few weeks ago, I discussed global health equity in terms of access and partnerships. Here, our Chief People Experience Officer, Payal Sahni, shares her thoughts on how non-healthcare professionals and organizations can help drive health equity through workforce cultures and business actions.",Health outcomes
"This article is the second of a two-part series in which I examine global health inequity in low- and middle-income countries. In the first article, I focused on access to medicines and vaccines, and how Pfizer is helping to improve access. In this article, I look at public-private partnerships (PPPs) between the pharmaceutical industry and other organizations, and how PPPs are working to help close health equity gaps. #HealthForAll",Health outcomes
"Today is World Health Day, and this yearâ€™s theme is #HealthforAllâ€”which aligns perfectly with our core value of equity. We believe that every person should be seen, heard and cared for, but we know there is a lot to do before that is possible. Here are some of the ways weâ€™re working to make a difference:
- As of March 12, 2023, we have delivered more than 4.5 billion doses of our COVID-19 vaccine to 181 countries and territories in every region of the world. This includes nearly 1.8 billion doses to low- and middle-income countries.
- Through the Pfizer Refugee Leadership Initiative, we continue to hire refugees from Afghanistan, Ukraine and other parts of the worldâ€”helping them rebuild their careers, their homes and their health. And last April, I joined 34 other CEOs to launch the Welcome.US CEO Council, pledging more than $75 million to support refugee resettlement organizations and non-profits to welcome Afghan and Ukrainian refugees coming to the U.S.
- Through An Accord for a Healthier World, we're offering the full portfolio of medicines and vaccines that we have global rights to on a not-for-profit basis to 45 lower-income countries, while also collaborating with governments and global health leaders to address gaps in diagnosis, education, infrastructure, storage and more to enhance access to our products for those who need them. The World Health Organization has found that 30% of the global population is not able to access essential health services. I know every single one of my colleagues shares my view that that is unacceptableâ€”so every day, we come to work determined to help keep people healthy by discovering and delivering breakthroughs to everyone, everywhere.",Health outcomes
A typically insightful proposal from Bill Gates on how to best prepare for the next pandemic on a global level. I hope governments are listening.,Health outcomes
"Great research by Steven Callander at the Stanford University Graduate School of Business and Stanford Institute for Economic Policy Research. Nowhere is this more prevalent than in the US healthcare market. Regulation can and should play a critical role in enabling competition andâ€”by consequenceâ€”innovation by making the path to market entry for industry disruptors easier and clearer, not harder and more opaque, which only serves the interest of the incumbents in the market.",Health outcomes
"Healthcare is a key vertical for Rackspace Technology. We are very committed to partnering with and delivering the right business outcome for our healthcare customers around the globe.
https://lnkd.in/gMBva_kX
#Healthcare #HealthcareTech",Health outcomes
"ABS Capital is thrilled to partner with Sebastian Seiguer, JD, MBA and the entire team at Scene Health to improve health outcomes through clinically validated medication engagement and adherence services. Scene's solution directly aligns with the key goals for improving the healthcare system -- enhancing the patient experience, improving a population's clinical and quality outcomes, improving care providers' work lives, and reducing costs. Looking forward to working closely with fellow investors Claritas Capital, PTX Capital, Healthworx, Kapor Capital, and others to build an industry leader!",Health outcomes
"50 years ago, BD played a key role in inventing flow cytometry technology to drive a deeper understanding of the human immune system and help fight life-threatening diseases. Today, we continue to be a pioneer and a leader in this multibillion-dollar market, as demonstrated by several recent product launches that are fueling a supercycle of innovation and growth for BD. In this latest episode of BD Innovates, hear how BD Biosciences continues to lead the way in single cell analysis through our unique products and solutions that are truly transforming healthcare and shaping the future of scientific discovery. https://lnkd.in/eRZcBxgB",Health outcomes
"At BD, we know thereâ€™s a patient at the end of everything we do. Thatâ€™s why our global teams work hard every day to provide products and solutions that are safe, reliable and effective for our customers and the patients we serve around the world. One of our core values â€“ we do what is right â€“ is central to our quality culture, and our BD associates continue to demonstrate their commitment to excellence and doing what is right as they deliver on our purpose of advancing the world of health. #worldpatientsafetyday",Health outcomes
"This week AF - Group announced the completion of its acquisition of AmeriTrust Group, Inc. Adding a trusted and respected company like AmeriTrust to the Blue Cross Blue Shield of Michigan enterprise is exceptional news for our organization.
Blue Cross Blue Shield of Michigan continues to look for ways to diversify our business beyond health insurance and we are excited for new opportunities to expand our portfolio. As a diversified business, we are better equipped to keep health care costs affordable and predictable for members and group customers, while offering high-quality health care solutions and a best-in-class provider network.",Health outcomes
"We have so much to learn from others, and, when it comes to hashtag#vitality, thatâ€™s especially true of todayâ€™s seniors. People who are 65 and older have higher vitality than any other age group. Thatâ€™s what we found with our latest research, and my colleague J.B. Sobel, MD, MPH, MBA joined our latest Health Unscripted podcast to talk about their secrets for living life on their terms â€“ and how they can help all of us be more resilient. â€œThey have a life of experiences, which builds opportunities to develop resiliency,â€ said Dr. Sobel, chief medical officer for Cigna Healthcareâ€™s Medicare Advantage business. â€œThey have learned how to deal with lifeâ€™s ups and downs, and as they have done that, it gives them better capacity to adapt to the changing world around them.â€
https://lnkd.in/gDQrZtMn",Health outcomes
"Please join J. Joshua Wilda (Michigan Medicine), Jackie Gerhart (Epic), Diana L. Nole (Nuance Communications), Kathleen Mitford (Microsoft, moderator) and me at #HIMSS23 (Tues April 18, 2023 at 3pm CT), as we discuss new ways of using #AI-powered solutions to improve health outcomes, while reducing costs and removing inefficiencies across your healthcare organization.
For additional details: https://lnkd.in/efx_EKZw",Health outcomes
"Georgia has the second-highest maternal mortality rate in the nation, and due to a number of factors, black women in our state are three times more likely to die from pregnancy-related complications. It was an honor to have Atrium Health Navicent Chief Medical Officer Dr. Patrice Walker and fellow panelists to present during the American Hospital Associationâ€™s session at this weekâ€™s National Association of Health Services Executives' Annual Educational Conference.
Raising awareness about health care disparities, providing education and making needed changes are all great steps toward hashtag#health equity and better outcomes for mothers and their babies.
hashtag#ForAll
hashtag#NAHSE2023",Health outcomes
"Many thanks to Dale Boylston for his hard work as CEO for TC2 Health! During his tenure, Dale and his team have managed the health and wellness, and case management programming for thousands of Medicare beneficiaries in central Georgia, while also working to improve care coordination and outcomes for patients.
Dale, congratulations on your retirement and best wishes in your next adventures!",Health outcomes
"I'm not an expert in value-based care, but given that the American health care model seems to lack any focus on long-term outcomes, this seems to be a promising development?
https://lnkd.in/gZcBvSXN",Health outcomes
"Where you Live Matters: Maternity Care Deserts and the Crisis of Access and Equity, March of Dimes new state reports include in-depth research that examines maternity care deserts as well as other factors that impact access to care, health outcomes, and unique barriers for pregnant women. It is time to act now to improve outcomes for all moms and babies.
Learn more at marchofdimes.org/mcdr.
#MaternalHealth #MaternityCare #MaternityCareDeserts #HealthcareAccess #HealthEquity",Health outcomes
"A delayed diagnosis in #RareDisease worsens health outcomes and has a significant financial impact on families, including paying for doctor visits, medical equipment, prescriptions, transportation, and more.
In one week, we are publishing a research report about the #CostOfDelayedDiagnosis that examines the impact of #DelayedDiagnosis across seven #RareDiseases.
How did your diagnosis journey impact your life?
To learn more, join us on September 14th for the Rare Disease Caucus Briefing https://bit.ly/3E63xqc",Health outcomes
Innovation from our industry has never been more exciting. But there are still inequalities in health outcomes both between countries and within countries and certain health conditions disproportionately impact marginalised and already vulnerable communities. Thatâ€™s why weâ€™re working to make sure our research includes the most impacted people and to find new ways to reach more patients. Hear about how GSK is approaching this challenge and the progress weâ€™re making with Kimberly Smith and Maya Martinez-Davis,Health outcomes
"The physicians on Healthmap Solutionsâ€™ multispecialty Scientific Advisory Board (SAB) provide us with clinical insights and expertise to support innovative value-based solutions that improve care and lower costs for patients with kidney disease. Follow us over the next 2 months as we introduce the talented healthcare professionals who make up this amazing team!
Today, meet SAB member Brian K. Lee, MD, an accomplished board-certified transplant nephrologist who serves as the medical director of the Kidney Transplant Program within the Abdominal Transplant Center, the clinical partnership between Ascension Seton and UT Health Austin. Dr. Lee specializes in caring for patients with end-stage kidney disease who may benefit from a kidney transplant. He is also a professor in Dell Medical Schoolâ€™s Department of Internal Medicine.
As a transplant nephrologist, Dr. Lee shares Healthmapâ€™s passion for optimizing renal replacement therapy and improving outcomes for patients. â€œBeing a transplant nephrologist is so rewarding. It allows me to care for a unique population of patients who are extremely complex and vulnerable, while supporting them through their entire transplant journey,â€ said Dr. Lee.
Learn more about Dr. Lee and the rest of our SAB members here: https://hubs.li/Q01_wQ7h0",Health outcomes
"Thinking back to how fun my SXSW Real Chemistry panel with Homeward's Jennifer Schneider, M.D., M. S. and 7wireVentures' Lee Shapiro was.
Together, we can leverage technology to better support our doctors, nurses, and healthcare professionals moving to a more patient-centric healthcare industry driven by outcomes.
That starts with focusing on âœ¨ prevention âœ¨
One way to do that? The convergence of retail and health. This convergence can help us reach consumers who typically fall through the cracks of the traditional healthcare system.
Read more about our #SXSW2023 panel in Fierce Healthcare âž¡ï¸ https://bit.ly/3GD56xr
#SXSW #Retail #Health #HealthAdvocate #HealthTech",Health outcomes
"Doesn't matter what language you're speaking, all of us can be vunerable to misinformation and disinformation.
As a patient-forward industry combating both MUST be part of our focus for better health outcomes and equity. Asking the tough questions on Real Chemistry's SXSW panel this year! Had a great time speaking with Lee Shapiro and Homeward's Jennifer Schneider, M.D., M. S.
#Misinformation #Disinformation #HealthEquity",Health outcomes
"Transforming healthcare requires us to harness innovative tools like AI, large language models, robotics, and automation. To achieve digital and physical transformation of healthcare we must simultaneously reimagine the physical spaces where we provide care â€“ integrating human-centered design, novel technology, and new care models to create better outcomes and an unparalleled experience for patients and healthcare staff.
Our Bold. Forward. Unbound. strategy in Rochester is our vision for the future of healthcare infrastructure that will transform healthcare at Mayo Clinic and beyond. Read more about whatâ€™s on the horizon: https://lnkd.in/gKdxFaH2 hashtag#BoldForwardUnbound",Health outcomes
"The maternal health crisis necessitates more solutions to detect complications earlier and more often. A new study revealed the use of an AI-enabled digital stethoscope may increase the detection rate of peripartum cardiomyopathy in pregnant and postpartum women, showcasing its potential to improve outcomes particularly in underserved regions. https://mayocl.in/46dONRu Demilade Adedinsewo",Health outcomes
"Personalized support for minority patients has been proven to reduce racial disparities in care, improve outcomes, and can provide meaningful education surrounding clinical trials.
This article gives a firsthand account of Mayo Clinicâ€™s patient navigators, who are helping minority cancer patients overcome common barriers in the health care system: https://bit.ly/4108UBi",Health outcomes
"Dynamic care models designed to enable patients and providers to seamlessly move between physical and virtual modalities have shown promise for producing better outcomes and more positive patient experiences.
Learn more about the increasing relevance of utilizing remote patient monitoring systems in the health care ecosystem, touching nearly every medical specialty: https://mayocl.in/3ZtxyZQ Mayo Clinic Platform",Health outcomes
"This article shares evidence gaps that doctors face when managing treatment decisions. Evidence gaps are especially prevalent when dealing with patients who have complex medical histories and multiple conditions. With advancements in technology and access to electronic medical records, new services aim to improve patient care, reduce costs, and bridge the evidence gap that currently exists in health care decision-making. Read the entire article: https://lnkd.in/gsuEU7SZ",Health outcomes
"I have discussed that for platform-driven health care transformation to occur we need new and better ways to protect and share patient information.
Mayo Clinic Platformâ€™s expanded relationship with TripleBlind will allow for greater data analysis and collaboration in a secure environment, driving new innovations and improved outcomes. Learn more: https://lnkd.in/gRk_sJws",Health outcomes
"Mayo Clinic's commitment to a more innovative, accessible, and collaborative platform model of health care is only possible when excellence in patient safety and experience is upheld.
Newly released rankings reflect this vision and the dedication of our staff to provide our patients with Category of One care. Read more:
Centers for Medicare & Medicaid Services: https://mayocl.in/3VKGR6L
The Leapfrog Group: https://mayocl.in/3NNCgyy
DiversityInc: https://mayocl.in/42hDI0w",Health outcomes
"My connection to Bristol Myers Squibb's blood thinning medicine is a personal one. My fatherâ€™s history of atrial fibrillation, or #AFib, put him at 5x greater risk for stroke. I was incredibly proud when the researchers at BMS were able to deliver a treatment option to help reduce the risk of stroke. The medicine is now used by millions of Americans, a testament to its wide accessibility and relatively low out-of-pocket costs. Today, access to this medicine and future treatments could be at risk. My op-ed in The Wall Street Journal looks at how so-called â€œnegotiationsâ€ under the #InflationReductionAct threaten not just access to medicines for Medicare beneficiaries, but put our ability to deliver future medical innovation in jeopardy.",Health outcomes
"My connection to Bristol Myers Squibb's blood thinning medicine is a personal one. My fatherâ€™s history of atrial fibrillation, or #AFib, put him at 5x greater risk for stroke. I was incredibly proud when the researchers at BMS were able to deliver a treatment option to help reduce the risk of stroke. The medicine is now used by millions of Americans, a testament to its wide accessibility and relatively low out-of-pocket costs. Today, access to this medicine and future treatments could be at risk. My op-ed in The Wall Street Journal looks at how so-called â€œnegotiationsâ€ under the #InflationReductionAct threaten not just access to medicines for Medicare beneficiaries, but put our ability to deliver future medical innovation in jeopardy.",Health outcomes
"Although #NationalSuicidePreventionMonth has concluded for this year, we recognize the importance of #suicideprevention work year-round.
Carelon Behavioral Health has a Suicide Prevention and Intervention program that is focused on preventing suicide attempts, reducing emergency room and inpatient utilization, and achieving positive health outcomes for our members. Managed by our Recovery and Wellness #Peer Specialists, this program focuses on safety planning, risk reduction, family support, connection to community resources, and after hours support to help reduce suicidal events. Using predictive analytics and data for this program, we saw a 47% decrease in suicidal events for members in the program.
You can learn more about our suicide prevention work for youth members here: https://lnkd.in/dxcjT_9n
If you or someone you know is in need of crisis support, you can call or text #988 at anytime for immediate support.",Health outcomes
"Increased reporting of maternal mortality rates is critically important. In Pennsylvania, Act 5 of 2023 requires additional data to be made available on incidents of maternal mortality and morbidity rates, providing additional insight â€” and facilitating better health care policies and outcomes â€” for expectant mothers. Independence Blue Cross was proud to support Act 5 as it was signed into law over the summer, and we were honored to have members of our team join Governor Shapiro as he highlighted the measure in a ceremony last week. Our thanks to the Governor, Representatives, and Senators who made this crucial step forward a reality for communities throughout Pennsylvania. hashtag#PABlackMaternalHealth hashtag#EndMaternalMortality hashtag#MaternalHealthEquity",Health outcomes
"Iâ€™m proud to share that Independence Blue Cross is working with Carallel to provide extra support to caregivers.
When someone returns home from the hospital in a new state of â€œnormal,â€ their loved ones often have to adapt to unfamiliar challenges and responsibilities. Thanks to this new collaboration, they wonâ€™t have to go it alone. Now, caregivers of #IBX Medicare Advantage plan members discharged from the hospital will have access to a variety of supports, including expert advice, practical assistance, planning resources, support groups, and more.
Iâ€™m looking forward to the ways this will make a positive difference for caregivers and patients alike!
#caregivers #supportsystem #collaboration #supportseniors #supportservices",Health outcomes
" The Independence Blue Cross Foundation Institute for Health Equity convened a three-day forum earlier this month on three critical topics for advancing health equity:

â˜‘ building a diverse medical workforce,
â˜‘ making digital health more equitable,  
â˜‘ and eliminating racial disparities in maternal health.

Round of applause for Steve Fera, Rev. Dr. Lorina Marshall-Blake, Heather Major, and the entire Foundation team for pioneering this important event.  
I moderated a leadership panel about the need for greater equity in medical education to improve the delivery of culturally responsive care. Thank you to the panelists â€“ Edith Peterson Mitchell, MD, MACP, FCPP, FRCP, professor of Medicine and Medical Oncology, Thomas Jefferson University; Ana Nunez, MD, FACP, vice dean, Diversity, Equity, and Inclusion, University of Minnesota Medical School; and John Paul SÃ¡nchez, MD, MPH, executive associate vice chancellor, Diversity, Equity, and Inclusion, The University of New Mexico Health Sciences Center â€“ for an engaging dialogue that all attendees appreciated.

#HealthEquityForum23 #HealthEquity #Philadelphia #DEI #DigitalHealth #MaternalHealth ",Health outcomes
"Every year, the Independence Blue Cross Foundation hosts a group of regional community health centers to discuss ways to achieve equitable access to care for all. On Monday, PA Department of Human Services Secretary Valerie Arkoosh, MD, MPH, joined the conversation. She discussed Medicaid redetermination and how the Office of Governor Josh Shapiro is working hard to make sure all Pennsylvanians have the support and information they need to complete renewals and stay covered.
#health #insurance #healthequity #leadership #publicprivatepartnership",Health outcomes
"Such an insightful article written by our very own Crystal Ashby, executive vice president, chief people, DEI, and communications officer, detailing how we at Independence Blue Cross are addressing health inequities in the Philadelphia region and beyond. As a leader in the health care industry, #IBX believes it is essential to acknowledge the root causes of racial disparities, while also taking the necessary actions to address and rectify them. Our DEI Committee, collaborations with care providers, and openness to facilitating conversations about disparities are just a few of the ways we remain committed to improving access to care and creating a system that prioritizes the health of all community members.
Thank you to Savoy for showcasing the work and dedication of Crystal and our colleagues as well as our collective commitment to health equity. We are proud to have such an outstanding leader on our executive team and such a supporting team of colleagues and associates working together to drive impact.
#healthequity #healthdisparities #racialdisparities",Health outcomes
"Iâ€™m incredibly proud of our innovative, industry leading Optum Rx Guided Pharmacogenomics program, uniquely specialized in helping the people we serve, and the providers who treat them, choose the right treatment by identifying links between patient genes and medicines to assess how their unique genetic variations may influence their response to a given treatment. The journey for the appropriate treatment can last months, or even years, resulting in adverse health outcomes, lost time and unnecessary costs, and this program can help members find the right drug, at the right time and right dose.
Advancing medication safety and effectiveness for our consumers through clinical expertise and continuous innovation is at the heart of everything we do at Optum Rx. Take a moment to learn more about our differentiated approach to Pharmacogenomics.",Health outcomes
