postContent,theme
"My thanks to President Alain Berset, President Filipe Jacinto Nyusi, Health Ministers and all the guests who joined us at a historic #WHA76. I met most of them to discuss how World Health Organization can better support their countries to deliver #HealthForAll through health promotion and prevention, through enabling access to quality and affordable health care services in communities, through improving our defence mechanisms for outbreaks and pandemics.
To pathogens, we are all one, and that's how we must see ourselves: one people, sharing one planet, working together with one purpose "" the highest attainable standard of health for all people. #WHO75",
"#COVID19 demonstrated the incredible power of vaccines, tests, treatments and other medical technologies to save lives.
But it also exposed the vast inequalities of our world, in terms of access to those products. And this was not the first time in human history.
At the World Local Production Forum today, I called on government to foster an ecosystem for local production by:
1. providing an enabling environment and incentives for local production, and ensuring compliance with quality standards
2. providing investment and funding
3. facilitating the exchange of knowledge and technology between the public and private sectors
4. building the capacity of the workforce
5. ensuring market access for local manufacturers, by improving supply chain management and expanding market reach
If we can do all this, the sustainability of local production and hashtag#AccessToMedicines will be guaranteed.",Supply chain
"Later this afternoon, Karen Knudsen MBA PhD will join leaders from the #colorectalcancer community at The White House, focused on accelerating efforts to reduce the deadly impact of colorectal cancer. Participants will share updates on the progress of several key initiatives around awareness, prevention, screening, and treatment "" all to deliver on the President and First Lady's re-ignited #CancerMoonshot goal of reducing cancer deaths by 50% over the next 25 years.
The event will be livestreamed at 3pm ET: https://lnkd.in/gm7NGrVZ",
"Y INADIT - C'est la 1A re fois dans le monde qu'une banque est attaquAe en justice pour sa contribution aux dArA glements climatiques.
AprA s avoir envoyA en octobre dernier une mise en demeure A  BNP Paribas, nous attaquons la banque en justice pour non respect de son devoir de vigilance en matiA re climatique, avec Les Amis de la Terre France et Notre Affaire A  Tous, Oxfam France .
Depuis..
- 10 ans on Achange avec #BNP
- 5 ans le Gouvernement refuse de rAguler les banques
- 3 mois on a mis en demeure BNP
On passe donc A  la vitesse supArieure !
Pourquoi BNP ?
- Elle a une empreinte carbone A  la France entiA re
- C'est la 1ere banque au monde A  financer 8 grandes entreprises du pAtrole et gaz, comme Total, BP, Shell...
BNP nous a rApondu fin janvier. Mais sa rAponse est insuffisante pour rApondre aux exigences scientifiques AlAmentaires : est-ce que la banque demande A  ses entreprises clientes de cesser de dAvelopper de nouveaux projets de pAtrole et gaz ? Non. Est-ce qu'elle demande aux entreprises d'avoir un plan de sortie progressif en dehors du pAtrole et gaz d'ici 2050 ? Non.
Par exemple, le 6 fAvrier 2023, soit quelques jours aprA s ses nouveaux engagements, BNP Paribas participait A  l'Amission d'une obligation d'une valeur de 2,5 milliards de dollars pour le gAant BP. Les projets pAtroliers et gaziers prAvus A  court terme par BP Amettraient autant de gaz A  effet de serre que six nouvelles centrales A  charbon sur toute leur durAe de vie.
Elle continue d'utiliser l'argent de ses +7 millions de clients pour financer le dAveloppement des Anergies fossiles A  travers le monde.
Soutenez-nous, signez la pAtition Y
See translation",
"Great win for our UK team. The UK Department for the Environment, Food & Rural Affairs (Defra) just signed a partnership with Cognizant. Defra selected us to deliver essential digital services to enable them to enhance the UK's landscapes, improve biodiversity and encourage innovation. Congrats Rohit Gupta!",
"""Resilient supply chains in a dynamic world"" was the topic of this year's DHL Forum, and I had an insightful fireside chat with Will Heywood, VP of DHL Supply Chain.
We discussed lessons learned during the chaotic times of the pandemic and how #SupplyChains have transformed over the last four years. Throughout our discussion, one thing remained constant: the need to embrace change.
Times of disruption give us the best opportunity to shape the future, and as I shared with Will, digitalization and industrial technologies are driving new ways we're thinking about supply chains and #manufacturing at Siemens.
Amid #SupplyChain disruptions, we've seen that the future of the industry is what I've been calling "" glocal.' Global innovation is and will continue to be essential, but local production capabilities will be vital to increasing resilience against future disruptions.
Roger Libby",Supply chain
"Today concludes this year's World Economic Forum Annual Meeting in Davos. It's been an honor to meet with industry and policy leaders to help shape the partnerships needed to tackle the challenges facing the world today. This year's theme was ""Cooperation in a Fragmented World,"" and in both casual conversations and official presentations there was clear agreement that the challenges addressed in Davos will require unprecedented levels of cooperation between governments, research institutions, NGOs, and many other entities.
The event's organizers not only acknowledged the importance of cooperation in the abstract sense, but pointed specifically to increased cooperation between governments and business as essential to solving a range of economic, energy, and food crises.
We've had a close working relationship with WEF for 20 years, and much of our recent collaboration has focused on these very issues. For example:
""We're exploring the many ways that food system transformation can alleviate poor nutrition, reduce carbon emissions, create good jobs, and reduce waste. As we note, public/private partnerships and action-oriented multi-stakeholder coalitions will become increasingly important if we are to understand, assess, and navigate the trade-offs in complex food system transformations.
""Our Circular Transformation of Industries initiative, launched in collaboration with WEF, INSEAD, and the University of Cambridge, explores how leaders can scale efforts in circularity (the economic model based on reduce/reuse/recycle), going beyond current small-scale partnerships that limit impact to more inclusive models that dramatically accelerate results.
""Discussions at WEF also underscored the importance of policy in driving decarbonization and energy transition. Attendees noted the Inflation Reduction Act should prove truly transformative for the United States, and expressed hope that other regions will step up their policy support. We continue to work with WEF on a number of climate initiatives, including the Leaders for a Sustainable MENA (Middle East North Africa) group, the Alliance of CEO Climate Leaders, and our joint research into voluntary carbon markets.
As a global organization with nearly 20,000 employees, we are committed to reducing our own environmental footprint. Last year we achieved carbon net negative status, and we continue to take our decarbonization and sustainability efforts further. At Davos I saw similar passion and commitment among many of the attendees""quite a few of whom are, I'm proud to say, our friends and clients. I know the challenges we face are not easy, but I remain confident that even in these fragmented times we can achieve virtually anything when we all work together.
#WorldEconomicForum #Davos2023 #BainatDavos #atBain Bain & Company",
"An OMS, or Order Management System, is a software solution that streamlines and automates the various stages of an order's lifecycle, from order placement to fulfillment and delivery. It enables businesses to efficiently manage orders from multiple channels, such as e-commerce platforms, physical stores, and marketplaces, while also integrating with other essential systems such as inventory management, warehouse management, and customer relationship management.
An OMS can improve the efficiency and accuracy of your order processing, which will enhance customer satisfaction and increase overall revenue. Here's how:
- Evaluate needs - Determine your business requirements, such as order volumes and product types
- Choose the right OMS - Select a system that meets your needs, considering factors like scalability and integration capabilities
- Integration - Connect the OMS with existing systems, such as e-commerce platforms and inventory management
- Monitor and optimize - Review OMS performance and make adjustments as needed
Does your company have an integrated OMS in your ERP or a standalone solution?
#software #commerce #scalability",Supply chain
"Now more than ever, it is time for business leaders to analyze and transform their #supplychain. With 42% of executives ranking suppliers as a top-3 important stakeholder, the supply chain plays a critical role in a business' resiliency and agility as it navigates pressures from inflation, geopolitics and unsettled equity markets.
Read more of my thoughts on how leaders should evaluate their supply chain strategy over the next year here:",Supply chain
"Following our stop in Wisconsin this week, the NAM met with manufacturing leaders and policymakers in Indiana and Louisiana as we continue our #CompetingToWin Tour.
In Fishers, Indiana, Sen. Todd Young joined us at INCOG BioPharma Services' brand-new facility, where we discussed the importance of advanced manufacturing. Sen. Young was a lead sponsor for the CHIPS and Science Act""bipartisan legislation that makes manufacturers in America stronger.
Next, we headed to Harahan, Louisiana, where Rep. Garret Graves joined us for a tour of Laitram LLC, a manufacturing leader in seafood and nuts processing equipment. Rep. Graves is committed to boosting U.S. manufacturing competitiveness by modernizing our broken permitting process.
Read more about our latest stops below. (Photos by David Bohrer/NAM)
Indiana: https://lnkd.in/ehdZXbYC
Louisiana: https://lnkd.in/e2PMJYTF",Supply chain
Ravi Kumar S addresses the European analyst and advisor community. He talks about Cognizant's past heritage and how India's second-largest stable of tech talent must tool up for the future... https://lnkd.in/ec4YhXtb,
"Last week, Torod B. Neptune and I had the privilege of visiting Ireland and meeting with our dedicated employees, valued customers, and Irish government officials. The commitment and passion I witnessed from our Medtronic team in Ireland was nothing short of inspiring, and I'm immensely proud of the incredible work they do to improve lives each day. We're not just building innovative medical technologies; we're forging meaningful connections and making a real difference in the world. I'm also thrilled to announce our new partnership with the University of Galway, which will enable significant expansion of the University's MedTech ecosystem, progress its current range of STEM programs, and support the establishment of two new research institutes. It's an investment in our future, a testament to our shared commitment to advancing healthcare, and a promise of even greater things to come. Learn more about this exciting partnership here: https://bit.ly/3QvxIhv
Thank you to Gerry Kilcommins, Briony Wade, Alma Curran, Medtronic EMEA, and the entire Ireland team for your warm welcome. I'm already looking forward to a return trip!",
"Proud of the progress Intel Corporation is making in Ohio and this multi-year journey we're on to build more resilience in our supply chains.
This ""Silicon Heartland"" site will support our most advanced process technologies so our foundry customers can create next-generation products across a range of applications, from high-performance mobile to AI.",Supply chain
"Data Mining is the process of discovering patterns, relationships, and insights from large datasets using various techniques like Machine Learning, statistics, and Artificial Intelligence. By leveraging data mining, your company can gain valuable insights to improve operations and drive efficiency. Here's how:
- Identify inefficiencies - Reveal hidden patterns and trends within your operational data, helping you pinpoint areas where processes can be streamlined or automated
- Enhance decision-making - Uncovering insights from historical data, data mining can help you make better-informed decisions, allowing you to optimize resource allocation, reduce downtime, and boost overall operational efficiency
- Predictive maintenance - Analyzing equipment data can help you predict potential failures or maintenance needs, enabling you to schedule repairs proactively
- Supply Chain optimization - Identify trends and patterns in supplier performance, customer demand, and inventory levels to optimize procurement, warehousing, and transportation processes
- Quality control - Identify factors that contribute to product defects or variations, enabling enhanced quality control measures
By leveraging data mining, your company can uncover hidden opportunities for operational improvement, leading to increased efficiency, cost savings, and a stronger competitive edge.
#datamining #data #machinelearning #artificialintelligence",Supply chain
"We're expanding our AI partnership with Meta, as we bring the power of Bing to Meta AI's chat experiences.",
"So many amazing ways that our communities celebrated the pineapple yesterday! Have fun, and celebrate success! #pineapplepeople #greatplacetowork",MISC
"We couldn't be more excited and grateful to announce the final close of our fourth generation of funds. It is a great privilege to work with our team, our network of entrepreneurs and partner companies, and most importantly our limited partners who entrust us with their capital and mission. Great opportunity ahead!!",
"The Constitution makes it clear that Congress's power to borrow money does not include the power to default on such borrowing.
My advice to Joe Biden on how to deal with the debt ceiling? Ignore McCarthy and the Republican radicals and continue to pay the debts of the United States.",
"Wrapped up an inspiring week at #Perform2023 in Las Vegas, where we announced the most significant innovations for the platform in our history. Data is exploding in volume and complexity, increasingly moving observability from optional to mandatory. These innovations will provide the answer-driven automation needed to help enterprises manage the modern cloud. I am proud to be part of the Dynatrace team. Plus a huge thank you to our customers and partners for making this a breakthrough event. https://lnkd.in/eevnRU89",
"This International Women's Day, learn how investing in gender diversity, equity and inclusion can potentially increase a company's""and your portfolio's""bottom line. Emily Thomas, CFA, Head of Investing with Impact, explains. https://mgstn.ly/3ZL1Kj2",
"Help the State of MN find diverse members for the Governor's Advisory Council on Climate Change!
Minnesota is on the path to a clean energy future "" and you can play an important role in that future. The Governor's Advisory Council on Climate Change is accepting applications now. Apply here.
Spread the word and encourage others to apply. Minnesota's Climate Action Framework, launched by Governor Walz and the Climate Change Subcabinet in September 2022, serves as our North Star in making decisions about climate actions. The Framework offers the climate vision for our state as one where we are carbon-neutral, resilient and equitable.
We are seeking members from all corners of the state, with individuals who have experience in business, agriculture, conservation, economic protection, and other relevant stakeholders, who will give voice to Minnesotans who have historically not had a voice in decisions impacting Minnesota's climate.
The board has 15 members who will be appointed by Governor Walz. They will serve from September 2023 through April 2025, with meetings each quarter. Board members also serve as important advocates to communities across the state to help Minnesotans understand and take action to protect our climate "" and our children's future.
For info on how to apply:
https://lnkd.in/gciGmkAb
For more info about Minnesota's Climate Action Framework:
climate.state.mn.us
Thanks for taking time to apply or to encourage others to apply.
#climate #publicservice",
"Last fall Walmart agreed to acquire Alert Innovation, a robotics automation company that develops material-handling technology for automating order fulfillment in retail supply chains. Thankful to spend some time today in the Boston area with this group as well as have the opportunity to meet with the full people team. Excited about the partnership and continued evolution of our supply chain and market fulfillment centers at Walmart! #Digital
Link to announcement last fall: https://lnkd.in/gQgAy-v4",Supply chain
"Today, we launch TSG Advisors, a national consulting firm specializing in education. We aim to convert insights into impact and help businesses and organizations grow and thrive as they navigate increasingly complex governmental waters. Check out our website to learn more: www.tsgadvisors.com",
"Quantum technology is rapidly advancing, bringing us closer to solving previously unsolvable problems. And at IBM, we're laser-focused on bringing useful quantum computing to the world.
Yesterday, at the G7 Summit, we took a big step forward towards this new era with the announcement of our 10-year, $100 million partnership with the University of Tokyo and University of Chicago to develop a 100,000-qubit quantum system by the year 2033.
Already, we've charted the path to scale quantum processors to thousands of qubits but we recognize we cannot usher in this new era of supercomputing alone. As ever, we see the potential and scale that comes from collaboration with like-minded, similarly ambitious institutions.
Together, we will explore and advance four key areas required to realize a system as this scale: quantum communication, middleware for quantum, quantum algorithms and error correction, and components with the necessary supply chain.
We do not underestimate the challenge before us, but we also see a clear path forward with the collective effort and resources IBM and our partners will bring to bear.
I invite you to learn more about how we are charting the course to 100,000 qubits and the era of quantum-centric supercomputing here: https://lnkd.in/g6d-SDbu",Supply chain
"One year ago today, we launched Amazon Clinic with the mission to make health care easier and more accessible. By connecting customers to trusted, high-quality telehealth providers and offering choice and price transparency, we believed we could create a different health care experience "" one that is focused on the customer. Amazon Clinic's 24/7 virtual health care marketplace connects customers (via the Amazon website or mobile app) to third-party, licensed clinicians who quickly provide affordable and trusted care for more than 35 common health concerns. Customers browse a list of available telehealth providers and select the one that best meets their schedule and budget, then connect directly via message- or video-based consultation. They can receive the treatment they need, whenever and wherever they need it, in minutes and hours vs. days or weeks. And we've continued to expand our ""what, who, and how."" We launched with message-based consultations in 32 states and now offer video visits nationwide for more than 35 common conditions. Since launch we've grown our list of treatable conditions, and decreased patient wait times and cost. We've doubled our roster of third-party telehealth providers. All of this has contributed to a 97% customer satisfaction rating. I'm incredibly proud of the team behind Amazon Clinic and their relentless customer obsession and commitment to delivering a world-class service. We made great progress in our first year and can't wait to share what we're building for year 2. At Amazon, we're no strangers to tackling complex challenges. We start with a core customer need and work backwards to build innovative solutions. Step one of our Amazon Health Services journey was removing common barriers to accessing medication by leaning into Amazon's world-class logistics capabilities with the launch of Amazon Pharmacy. Next, we leveraged our unique ability to create a marketplace and connect customers to the products and service they need through Amazon Clinic. Lastly, we've leaned into our ability to create a delightful membership experience for customers with One Medical. We're using the best of Amazon to make it easier for customers to get care, get meds, and stay healthy. As we build the everything store for health, we see this as an important first aisle.
Activate to view larger image,",Supply chain
"People think GoodRx is the place with the coupons, but we also publish amazing research about prescription access and affordability. We recently published this article in the Journal of the American Academy of Dermatology (JAAD) in partnership with the Henry Ford Health medical system in Detroit. We're working to fix our healthcare system, and our researchers are leading the way.",
"We know it feels like the world is on fire right now. You can provide some hope and fight with Oxfam for the most vulnerable among us this hashtag#GivingTuesday. All gifts are doubled if you give today. Make a life-changing impact from Ethiopia to Ukraine to Gaza and beyond. You can help fight for a more equal future.
https://lnkd.in/eWJpnd5C",Environmental Sustainability and Climate
"What a great week having our global leader Roland Busch with us in the U.S. for meetings, an #OptimisticOutlook podcast recording (more on that to come), and a very big announcement: our $220 million investment in a new rail manufacturing hub in Lexington, N.C.
I'll share just one quick takeaway""that in the announcement we saw a core theme in our meetings become a reality: our world is becoming more ""glocal."" Like the internet fueled globalization, shifting many American manufacturing to other countries, technologies now coming of age and supply chain realities will be every bit as influential in *localizing* production here in the U.S.
Now, as Roland said, this doesn't mean decoupling "" taking production from one area and moving it elsewhere. Rather, it means that, as the transformation of industry and infrastructure accelerates "" and as global events spotlight the need for supply chain resilience "" global production networks are now diversifying. Companies are growing their overall manufacturing capabilities and, as glocalization takes hold, choosing to do this closer to the point of the demand.
Which is exactly what we see in Lexington! Siemens is meeting growing U.S. demand for rail by tapping into rail innovation that's been tested and continually refined across our global team, then bringing production close to our East Coast customers. This provides Siemens with a bicoastal #manufacturing presence!
This is only the start of glocalization and the benefits we'll see to jobs, our economy, and to sustainability. And I'm so proud to be part of #TeamSiemens in this moment where we can make such a significant impact.
Activate to view larger image,",Supply chain
"The most recent "" Take Action to End Violence' event hosted by Brady was a great night to raise awareness and work towards making our communities stronger for all. W. Kamau Bell was a thought-provoking and engaging moderator, asking hard-hitting and important questions of Coach Steve Kerr and Stephen Curry. The team raised over $1M, making it one of their most successful fundraising events ever. Thank you to the Brady organizers for continuously working to make our communities safer and bringing attention to this important issue. hashtag#endgunviolence hashtag#whatwestandfor",
"We're investing $100 billion to build a more resilient and secure semiconductor supply chain in the U.S.""boosting our economy, bolstering national security, and ensuring America's ongoing technology leadership. Learn more: https://intel.ly/47gFIJ6",Supply chain
"What an exciting day to see our very first HEYDUDE stores open this week!! Congrats to the whole team for making this happen""they look beautiful!! #goodtogoto",
"The Qualcomm 212S and 9205S modems combine cellular and satellite connectivity, enabling real-time device tracking in remote areas. This is game changing for Qualcomm Aware, our cloud-based #IoT supply chain platform for device management. #TeamQualcomm",Supply chain
"Great article and video showing how SOLARCYCLE is creating an industrial-scale recycling process for solar. This diverts old panels from going to the landfill, reduces carbon pollution from making new panels, builds the supply chain for domestic solar manufacturers, and creates lots of jobs in the process. So great! #solar #supplychain #recycling #video",Supply chain
"we need more insight into how to design sustainable supply chains and Chris van Bergen, MBA knows of what he speaks...order the book!",Supply chain
"We will be presenting the latest clinical, preclinical and manufacturing data from our investigational #GeneTherapy portfolio at this year's American Society of Gene & Cell Therapy 26th Annual Meeting, and we look forward to seeing you at our booth #455! Read more about our presentations here: https://lnkd.in/e9QMNZKk
#ASGCT23 #RareDiseases",Health outcomes
"We're excited to introduce KPMG Trusted AI, our pledge to responsibly and ethnically harness the transformative power of artificial intelligence. As it continues to reshape our world, we're navigating this change with integrity and responsibility. With this pledge, our clients can count on us to deliver AI-powered solutions that are not only innovative but also transparent and reliable "" and it's a promise to our professionals that we will continue to foster an environment that encourages innovation but never at the expense of ethical considerations. Join us on this journey as we shape a future where technology and ethics go hand in hand, setting a new standard for the responsible use of AI in business. hashtag#AI hashtag#ethicalAI hashtag#responsibleAI",
"Leaders must have confidence that their #AI systems are functioning reliably and accurately, and they need to be able to trust the #data being used. This article has fantastic insights on the #transformative potential of AI: https://lnkd.in/gGw7H79X",
"The month of June is always special to me, and I'm feeling especially proud this year. Newsweek just named Nike one of America's Greatest Workplaces for LGBTQ+, and I had the great honor of appearing on Fast Company's 2023 Queer 50 list. These lists recognize our progress and commitment to diversity, to inclusive benefits, and to our teammates. As CHRO for NIKE and a member of the LGBTQ+ community, there is nothing more important to me than our culture of belonging. We want each and every teammate to feel valued, respected and free to be their most authentic self. As I celebrate PRIDE with my teammates around the world, my heart is full. I am so thankful to be part of this incredible team and caring company that puts its people and purpose first. Y Y3i ""Y Y
#PrideMonth #SwooshLife #FCQueer50
https://lnkd.in/ga_Peewj",
The #semiconductor supply chain has been particularly volatile over the past few years. Governments are looking to invest in more secure and reliable systems to safeguard and diversify the global #supplychain. Investment across the entire supply chain is needed for true risk reduction. Read my thoughts in Fortune: http://bit.ly/3YyxWFj,Supply chain
"I'm excited to share our work examining the use of AI to predict whether colorectal cancer has spread elsewhere just by looking at the primary tumor tissue itself.
In this study, we use clustering of machine-learned embeddings to generate human-interpretable visual features of tumor regions, and then select those features that add the most in predictive value when combined to known clinical and pathological variables associated with cancer spread. In this way we prevent simply selecting visual features corresponding to what is already known.
We demonstrate that this approach does indeed boost predictive performance, can improve risk stratification of cancer patients, and use visual analysis of the selected features to build on work suggesting the interaction of fat and tumor may be important in tumor behavior and outcome.
Full paper: https://lnkd.in/gFq5Me7q
Nature Health blog post: https://lnkd.in/g5nR-tEW",
Extending thanks and praise to all veterans and their families. Happy Veterans Day!,MISC
"Microsoft and Qualcomm align forces to accelerate and scale on-device #AI. On-device AI brings more reliability, privacy and personalization for #GenerativeAI applications in PCs, cars, phones and more. Even when there's no connectivity.",MISC
"It was an honor to meet with President Yoon Suk Yeol this week. Qualcomm has many key partners in South Korea, and these expanding collaborations are driving digital transformation across industries, accelerating the paths to #5G Advanced and #semiconductor supply chain resiliency.",Supply chain
"I find our Hewlett Packard Enterprise Customer Innovation Centers (CIC) a constant source of inspiration. The global experiential showcases highlight our edge-to-cloud technology solutions through compelling demonstrations and thoughtful, collaborative dialogues between HPE SMEs and our customers and partners. Last week, I had the pleasure of celebrating the first phase of the London CIC refresh, which now better highlights how our innovation accelerates outcomes and advances the way we all live and work.
Thanks, Matt Harris, Marc Waters, Rebecca Wright, and the local HPE team for an incredible visit. https://lnkd.in/erhE3FzT",
"Saturday is Earth Day, a day that calls attention to environmental issues and the need to address them. At Thermo Fisher, we realize our responsibility as the world leader in serving science is to create a healthier, cleaner and more sustainable world. That's why we're continuing to reduce our impact on the environment and helping to address climate changes.",
"Special dinner with Chef Daniel Thomas, Dr. Lisa K. Fitzpatrick MD, MPH, MPA, and Deloitte #healthequity leaders Josh Lee and Nicole Kelm discussing #foodasmedicine. We can change our health and the health of millions if we undo what we've been programmed to think about food, rethink manufacturing and supply chains, and unleash its power to feed and heal the world.

Anthony Waelter Barb Renner Jay Bhatt Kulleni Gebreyes Kwasi Mitchell",Supply chain
"Energized by two hours with 80+ ESG leaders in The Wharton School's state of the art WAVE classroom exploring the toughest critiques faced by the ESG movement as well as the promise offered and challenges faced by trailblazers like Engine No. 1 in a rich live discussion. Thanks to the amazing support of Fida Kanaan, Erika Callaghan, Cindy Payne , Michael Marolla , Erik J. Froelich , Quentin Stoltzfus, Donald Custer, Eric Hamberger, Patti Williams and all the others at Wharton Executive Education who helped it feel as if we were all together in the classroom. #whartonesg #executiveeducation #esg #esginvesting #esgleadership #esgstrategy",Environmental Sustainability and Climate
"A defunded IRS means a tax evasion free-for-all for the ultra-rich.
The richest 1% already evade as much as $163 billion a year in taxes.
This is why the GOP relentlessly tries to gut IRS.
It's all a ploy to help their wealthy mega-donors.",
