profileUrl,postContent,Linked Record Field,Themes,Content Format,type,First Name (from Linked Record Field),Last Name (from Linked Record Field),Company (from Linked Record Field),Industry (from Linked Record Field),Title (from Linked Record Field),timestamp,postUrl,imgUrl,Created/Cultivated/Curated,error,Subthemes,Thought Leadership?,likeCount,commentCount,repostCount,postDate,commentContent,commentUrl,sharedPostUrl,action,Action Type,viewCount,postTimestamp,videoUrl,sharedJobUrl,articleTitle,articleSubtitle,articleReadingDuration,articleCoverUrl,eventUrl,eventTitle,Weekday,Time of Post,Date of Post,Day of the Week,3/24-4/23?,Posts vs Engagements,Hour of Post,Month of Post,4/23-5/23?,documentTitle,documentPageCount,thought leadership
https://www.linkedin.com/in/jordansheila/,"Summer is here...which means interns are HERE! 30 in the US, 24 in India, 7 in the Czech Republic, & 12 in Mexico. I love that I still get to work with college students as they explore careers in IT!",https://www.linkedin.com/in/jordansheila/,MISC,,Image,Sheila,Jordan,Honeywell,Consumer & Industrial Products,"Senior Vice President, Chief Digital Technology Officer at Honeywell",2024-07-01 16:42,https://www.linkedin.com/feed/update/urn:li:activity:7199731908572758016,https://media.licdn.com/dms/image/D4E22AQFlPyTYrfZc_w/feedshare-shrink_2048_1536/0/1716490888992?e=1722470400&v=beta&t=5hYBgHfPcsIT9oBHHqk8sZ8WmNAgOkbNqkbucxtblDs,,,,,130,5,6,1mo,Love love love! Best time of the year is when the interns join!  Thanks for leading Paige!,"https://www.linkedin.com/feed/update/urn:li:activity:7199484605282828289/?commentUrn=urn:li:comment:(activity:7199484605282828289,7199731899592847360)",https://www.linkedin.com/feed/update/urn:li:activity:7199484605282828289,Sheila Jordan commented on this,,,2024-05-23 19:01,,,,,,,,,Thursday,11:01 PM,5/23/2024,,,,,,,,,
https://www.linkedin.com/in/jordansheila/,"I'm thrilled to share that our team at Honeywell has been honored with the Most Effective Use of Generative AI award from DataIQ AI Awards 2024! This recognition underscores the incredible talent and dedication of our team, who have pushed the envelope every step of the way through this changing world of GenAI. Fatima Aghla, Ashok Kumar, and the rest of the team, this is a testament to your relentless work and innovation, congratulations!

A special thanks to Sheila Jordan and Angela Bhurji for their unwavering support and advocacy which has been crucial to our success, this wouldn’t be possible without you!

#GenerativeAI #Innovation #dataiqaiawards",https://www.linkedin.com/in/jordansheila/,MISC,,Article,Sheila,Jordan,Honeywell,Consumer & Industrial Products,"Senior Vice President, Chief Digital Technology Officer at Honeywell",2024-07-01 16:42,https://www.linkedin.com/feed/update/urn:li:activity:7199607463313125377,,,,,,130,30,3,1mo,,,https://www.dataiq.global/articles/most-effective-use-of-generative-ai--honeywell,Sheila Jordan liked Erick Vienrich’s comment on this,,,2024-05-24 03:09,,,,,,,,,Friday,7:09 AM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/edward-paik-838ba541/,"#ImHiring looking for a QA Manager (VP level) to oversee quality assurance for 1LOD client onboarding activities. Candidate should have a proven track record  building and designing andan effective QA program and is able to produce metrics and reporting month over month on overall quality, trends and patterns, recommendations. Hybrid role based in Delaware (no remote options available)",https://www.linkedin.com/in/edward-paik-838ba541/,MISC,post,Text,Edward,Paik,City National Bank,Banking,"Senior Vice President, Strategy & Transformation",2024-07-01 15:50,https://www.linkedin.com/feed/update/urn:li:activity:7199565666230624256,,,,,,27,1,4,1mo,,,,Edward Paik likes this,,,2024-05-24 00:23,,https://www.linkedin.com/jobs/view/3885782795/,,,,,,,Friday,4:23 AM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/jordansheila/,"When Snowflake set out over a decade ago, the premise was simple -- Disrupt the Cloud Data Warehouse space. This morning, my team was awarded with the 2024 Ally Disruptor of the Year Award, a representation of the power of our cloud platform & tech. To Ally, thank you for believing in us 4+ years ago - it feels like we are just getting started.

Sathish M., Scott Richardson, Derick Salkowitz, Rajiv Prakash, Sudip Barat, Ashish Pandey & Chris Roberson and the entire EDA team - thank you! It is a honor to continuously work with such brilliant minds in the digital banking space - you are a truly an industry leader.

PS - this is probably one of the coolest awards ever to be given, we did it Andy Bouts !!! (Thanks again Ally)",https://www.linkedin.com/in/jordansheila/,MISC,,Image,Sheila,Jordan,Honeywell,Consumer & Industrial Products,"Senior Vice President, Chief Digital Technology Officer at Honeywell",2024-07-01 16:42,https://www.linkedin.com/feed/update/urn:li:activity:7199743475896963072,https://media.licdn.com/dms/image/D5622AQE7lZ5MEBJWng/feedshare-shrink_800/0/1716480810290?e=1722470400&v=beta&t=Vl2UFj32ICMk6CYfCuMh9r5JOnA8RlrR2i7jT9qnTJA,,,,,207,37,7,1mo,,,,Sheila Jordan likes this,,,2024-05-24 12:10,,,,,,,,,Friday,4:10 PM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/jordansheila/,"Chad Rice is Chief Financial Officer for McLane Company and a valued member of the Temple Chamber’s Board of Directors. Chad is an experienced leader, having led finance and controllership teams at large multinational organizations. Thank you, Chad for choosing to contribute your time and talent in service to the Chamber!

#LeadershipExcellence
#CommunityImpact
#FinanceLeadership",https://www.linkedin.com/in/jordansheila/,MISC,,Image,Sheila,Jordan,Honeywell,Consumer & Industrial Products,"Senior Vice President, Chief Digital Technology Officer at Honeywell",2024-07-01 16:42,https://www.linkedin.com/feed/update/urn:li:activity:7199822067238662147,https://media.licdn.com/dms/image/D5622AQGgdGs73j71vg/feedshare-shrink_800/0/1716562497815?e=1722470400&v=beta&t=2PTQd-oBnKj4wZoq_azAkRk946t3bd3IqAd_Bs4sH_Y,,,,,102,4,1,1mo,This is awesome! Hope all is going well!,"https://www.linkedin.com/feed/update/urn:li:activity:7199784953692266496/?commentUrn=urn:li:comment:(activity:7199784953692266496,7199822061454655488)",https://www.linkedin.com/feed/update/urn:li:activity:7199784953692266496,Sheila Jordan commented on this,,,2024-05-24 14:54,,,,,,,,,Friday,6:54 PM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/gitanjali-joshi-76107595/,"It was an honor to help represent Comerica Bank in conjunction with Tech United and United Way for Southeastern Michigan as we collectively distributed another 220+ laptops to children in Detroit. Huge thank you to Anup Popat, Tonya Adair, Andre Ebron, MSOL, CDE, Levi Stubbs III for allowing me to be a part a amazing opportunity for the last 18 months. Thank you Bruce Mitchell for the constant and unrelenting support needed to achieve well over 1,000 devices since Comerica's inception of our program.

Tech United has an aspirational goal of conquering the digital divide in the Detroit area in which we believe the catalyst is getting a 1 to 1 ratio of computer to student which enables technology to be part of their everyday lives, not just a class in school or an assignment.

Thank you to Detroit Edison Public School Academy for allowing us to visit your beautiful school and interact with some of your students, meeting Dr. Bland was treat as well to hear the story of the building starting at a tomato plant and now the home for 1000+ scholars focused on their future and the future of the local community.

Thank you to follow Comerica colleagues for attending with me and supporting this effort Derek Calus, Audrey Sims-Carr, Ryan Smoyer, and Ryan Orkwis. We could never imagine doing this work at this scale without Derek and Audrey carrying the load each and ever day.",https://www.linkedin.com/in/gitanjali-joshi-76107595/,MISC,,Image,Gitanjali,Joshi,Comerica,Banking,"SVP, Head of Digital Engineering",2024-07-01 15:52,https://www.linkedin.com/feed/update/urn:li:activity:7199571313642934273,https://media.licdn.com/dms/image/D5622AQGUwYFBFo8nnQ/feedshare-shrink_800/0/1716465471104?e=1722470400&v=beta&t=eYK_pWlfzMpkShZpU0ANnWBq7qXPKdFMpermC9KFVjw,,,,,64,6,1,1mo,,,,Gitanjali Joshi celebrates this,,,2024-05-24 00:46,,,,,,,,,Friday,4:46 AM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/jacquelinenevils/,"Happy to share that the rating agencies, Moody's Ratings’s and S&P Global Ratings, upgraded Fresenius Medical Care’s (FME) rating outlook to stable. Throughout 2023 and the first quarter of 2024, we have improved our operational and financial performance, strengthened our balance sheet, and delivered on our transformation program FME25. On the back of our progress, both rating agencies expect FME to maintain good growth momentum and continue to further improve operational performance.

With restoring our credit metrics and a stringent capital allocation policy, we are committed to maintain our investment grade rating, while continuing to execute on our mid-term plans.

Read more in our press release: https://lnkd.in/eaWsfSjC

#PressRelease #Rating #ProudToBeFME",https://www.linkedin.com/in/jacquelinenevils/,MISC,,Image,Jacqui,Nevils,Fresenius,Healthcare Providers,"SVP, Digital Technology & Innovation",2024-07-01 17:35,https://www.linkedin.com/feed/update/urn:li:activity:7199811215278100481,https://media.licdn.com/dms/image/D4E22AQFXoxblA66tiw/feedshare-shrink_2048_1536/0/1716561028123?e=1722470400&v=beta&t=irSOpHTfb1VBv9IyCjSl_KroWsTyhWMGKddPkO9JF2w,,,,,425,10,4,1mo,,,,Jacqui Nevils likes this,,,2024-05-24 16:39,,,,,,,,,Friday,8:39 PM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/jordansheila/,Proud mom moment combined with the power of Snowflake’s  and Ally’s vision of the value of data in an enterprise!,https://www.linkedin.com/in/jordansheila/,MISC,,Image,Sheila,Jordan,Honeywell,Consumer & Industrial Products,"Senior Vice President, Chief Digital Technology Officer at Honeywell",2024-07-01 16:41,https://www.linkedin.com/feed/update/urn:li:activity:7199744074759708674,https://media.licdn.com/dms/image/D5622AQE7lZ5MEBJWng/feedshare-shrink_800/0/1716480810290?e=1722470400&v=beta&t=Vl2UFj32ICMk6CYfCuMh9r5JOnA8RlrR2i7jT9qnTJA,,,,,157,7,0,1mo,,,https://www.linkedin.com/feed/update/urn:li:activity:7199442413436743681/,Post,,,2024-05-24 12:12,,,,,,,,,Friday,4:12 PM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/asha-devasia-abab127/,I’m happy to share that I’m starting a new position as Chief Operating Officer at EV Connect!,https://www.linkedin.com/in/asha-devasia-abab127/,MISC,celebration,Celebration,Asha,Devasia,Schneider Electric,Consumer & Industrial Products,SVP Strategy & Innovation at Schneider Electric,2024-07-01 16:52,https://www.linkedin.com/feed/update/urn:li:activity:7199530323364175872,https://media.licdn.com/media/AAYQAQQSAAgAAQAAAAAAABqdcB5EZ18gQPCF4HzBOFBBhw.gif,,,,,768,206,0,1mo,,,,Asha Devasia likes this,,,2024-05-23 22:03,,,,,,,,,Friday,2:03 AM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/ulerio/,"Cynthia Bowman Departs Bank Of America, Named Apple Inc's New Head Of Diversity",https://www.linkedin.com/in/ulerio/,MISC,,Article,George,Ulerio,Bank of America,Banking,Senior Vice President - Head of Executive Technology & Trading Support at Bank of America,2024-07-01 15:44,https://www.linkedin.com/feed/update/urn:li:activity:7199645531797680128,,,,,,3304,200,118,1mo,,,https://www.blackenterprise.com/cynthia-bowman-apple-diversity-head/?utm_term=Autofeed&utm_medium=Social&utm_source=LinkedIn#Echobox=1716414654,George Ulerio likes this,,,2024-05-24 05:40,,,,,,,,,Friday,9:40 AM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/muratgen/,Great summary of insights from Analytics Unite sharing a pulse of what is on top of CTOs & CDOs’ mind.,https://www.linkedin.com/in/muratgen/,MISC,,Article,Murat,Genc,Whirlpool,Consumer & Industrial Products,"
Global Technology, Data & Digital Officer",2024-07-01 16:58,https://www.linkedin.com/feed/update/urn:li:activity:7199806516374249472,,,,,,23,1,0,1mo,,,https://consumergoods.com/analytics-unite-uncovering-keys-unified-intelligence,Post,,,2024-05-24 16:20,,,,,,,,,Friday,8:20 PM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/megan-i-b46205a3/,She did it!  My little sister graduated from Pine Forest High School today!  I’m so proud of her and excited I got to be apart of her journey. #bigbrotherbigsister,https://www.linkedin.com/in/megan-i-b46205a3/,MISC,,Image,Megan,I.,Navy Federal Credit Union,Banking,"Senior Vice President, Contact Center Strategy & Technology",2024-07-01 16:11,https://www.linkedin.com/feed/update/urn:li:activity:7199724394070319106,https://media.licdn.com/dms/image/D4E22AQEtvFP74fdN7A/feedshare-shrink_800/0/1716513438527?e=1722470400&v=beta&t=RnJX-Dc6xdYZgR26PsNl4gCiv7JrzKcKYemqMuGGHrM,,,,,44,2,0,1mo,,,,Megan I. celebrates this,,,2024-05-24 10:54,,,,,,,,,Friday,2:54 PM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/jordansheila/,"I'm thrilled to share that our team at Honeywell has been honored with the Most Effective Use of Generative AI award from DataIQ AI Awards 2024! This recognition underscores the incredible talent and dedication of our team, who have pushed the envelope every step of the way through this changing world of GenAI. Fatima Aghla, Ashok Kumar, and the rest of the team, this is a testament to your relentless work and innovation, congratulations!

A special thanks to Sheila Jordan and Angela Bhurji for their unwavering support and advocacy which has been crucial to our success, this wouldn’t be possible without you!

#GenerativeAI #Innovation #dataiqaiawards",https://www.linkedin.com/in/jordansheila/,MISC,,Article,Sheila,Jordan,Honeywell,Consumer & Industrial Products,"Senior Vice President, Chief Digital Technology Officer at Honeywell",2024-07-01 16:42,https://www.linkedin.com/feed/update/urn:li:activity:7199607583106551809,,,,,,130,30,3,1mo,,,https://www.dataiq.global/articles/most-effective-use-of-generative-ai--honeywell,Sheila Jordan liked Chuck Jones’ comment on this,,,2024-05-24 03:10,,,,,,,,,Friday,7:10 AM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/jordansheila/,"Just back from Lisbon, and wow, what a retreat! A vibrant mix of our firm's leaders from around the globe all gathered in one place.

It was a whirlwind of insightful conversations, strategic planning, and a celebration of what makes AlixPartners truly exceptional.

Amidst the workshops and strategy sessions, there were plenty of moments to catch up with old friends, make new connections, and feel the global team's heart beat as one.

Of course, as Francesco (pictured below) prepares to spread his wings and embark on his new venture, I had to snap a pic of what might be our last PMD retreat together.

Thank you to the events team and everyone in Lisbon. Couldn’t be more excited of the future we're building together.",https://www.linkedin.com/in/jordansheila/,MISC,,Image,Sheila,Jordan,Honeywell,Consumer & Industrial Products,"Senior Vice President, Chief Digital Technology Officer at Honeywell",2024-07-01 16:42,https://www.linkedin.com/feed/update/urn:li:activity:7199745660022124545,https://media.licdn.com/dms/image/D4E22AQHw0ag7MHzy2g/feedshare-shrink_800/0/1716496378061?e=1722470400&v=beta&t=si1fOFmbr3iZBpwBDIrPCqxMd_EBqIrNg_JnLoYzmWs,,,,,207,8,0,1mo,,,,Sheila Jordan likes this,,,2024-05-24 12:18,,,,,,,,,Friday,4:18 PM,5/24/2024,,,,,,,,,
https://www.linkedin.com/in/ulerio/,Proud Dad!!!,https://www.linkedin.com/in/ulerio/,MISC,,Image,George,Ulerio,Bank of America,Banking,Senior Vice President - Head of Executive Technology & Trading Support at Bank of America,2024-07-01 15:44,https://www.linkedin.com/feed/update/urn:li:activity:7199616878955102208,https://media.licdn.com/dms/image/D5622AQGdhURAi2mtNQ/feedshare-shrink_800/0/1714756189536?e=1722470400&v=beta&t=xasTSDy0oew-KV6ig0WlrrVb3ASQPTKUS4vmGoVf7CQ,,,,,48,2,0,1mo,,,https://www.linkedin.com/feed/update/urn:li:activity:7192208748151496704/,George Ulerio likes this,,,2024-05-24 03:47,,,,,,,,,Friday,7:47 AM,5/24/2024,,,,,,,,,
