PostContent,Theme
"As I consider the future of the tax profession, diversity continues to be a top priority. Creating a more diverse, equitable and inclusive workforce is mission critical, and leaders â€“ myself included â€“ need to prioritize tangible solutions that create more opportunities for diverse talent to enter and succeed in our profession. A more balanced workforce ultimately leads to an improved culture and more profitable business. Today, KPMG US launched its 2023 Impact Report sharing the many strides weâ€™ve made as a firm and practice in support of our people and planet. The report is one more great example of our commitment to diversity, transparency, culture, sustainable practices and our principles. In Tax specifically, one tangible example of our commitment to diversity is our recently launched Tax Scholarship Program. The program is designed to enable individuals from traditionally underrepresented groups to further their studies at a school of their choice and grants up to $40K in funding to eligible students, giving them access to the vast KPMG Tax network, including mentors, coaches, internship opportunities and more.
Below are just a few more examples of ways KPMG is working to expand our diversity, as outlined in the report: - Rehires have increased year over year, especially for those from underrepresented backgrounds - 49% of new hires identify as part of an underrepresented racial/ethnic group - Over two-thirds of our FY23 promotion class are from underrepresented backgrounds. To learn more about how a continued investment in our people has been fundamental to our success as a firm, I hope you'll read through this latest Impact Report. While there's always more work to do, we have much to be proud of and I'm looking forward to continuing our important work #Together.
https://lnkd.in/dU79qPdU #KPMGProud #DEI #2023USImpactPlan #CorporateTransparency #ESG",Workforce strategy
"This #PrideMonth, itâ€™s not enough to loosely pledge support; itâ€™s about creating meaningful action that benefits individuals and organizations. We are making progress, and Iâ€™m determined to make even more in the year ahead. #inclusion",DEI
"This week, the Supreme Court began hearing oral arguments on Moore v. US, a case being hailed as perhaps the most significant tax case in decades. At issue is a provision passed under the 2017 Tax Cuts and Jobs Act, though a ruling in favor of the Moores could also put at risk taxes on other forms of unrealized income, according to my colleague in our Washington National Tax practice Gary Scanlon. Read more about what the outcome of this case might mean for our tax system from Stephen Foley via Financial Times:
hashtag#SupremeCourt hashtag#TCJA hashtag#tax hashtag#KPMGTax",Regulation/Legislation
"At Syneos Health, we are committed to honoring and celebrating Juneteenth for its significance in the United States. The importance of diversity, equity, and inclusion in our workforce and in the communities we serve cannot be understated. #Juneteenth #SyneosHealth #Equity",MISC
"Our Tech valuation experts Tom Mannion and Jim Clayton provide an important update on the state of the technology industry and explains why tech leaders have reason to remain optimistic about the valuation view.
#Tech #Techvaluation
#Technology #Valuation",MISC
"August 14 may be #FinancialAwarenessDay, but there rarely goes a day in my life where Iâ€™m not talking about, in some way or another, the importance of financial health â€” especially for women.
We built Ellevest because we believe that your financial health is connected intrinsically with your overall health. Itâ€™s not just about dollars and cents â€” itâ€™s about having control over your life, your choices, and your future.
Deciding you want to take control of your money is the easy part. The tricky part can be figuring out how. It starts with establishing an essential set of habits and practices that create the lasting financial security and stability you need to design, build, and live the life you want. That includes checking in on your finances regularly, budgeting for spending *and* debt, investing a part of every paycheck, keeping a healthy emergency fund, and having an overall financial plan in place.
What difference does this all make?
Research shows that people with a financial plan have 3x the net worth of those who donâ€™t. Triple the wealth!
And for women, the difference is compounded â€” because we start out with less than men, have fewer financial opportunities than men, and end up with less than men.
These gender gaps can be crippling: Women are more likely to end up in poverty in retirement than men.
So if you donâ€™t feel in control of your finances yet, todayâ€™s a good day to start. Start investing, start budgeting, start planning â€” and if you need some expert help â€¦ well, you know where to go:
https://lnkd.in/dDTEuRak",Cost management / reduction / optimization
"Dear Jorge, big congrats and thank you so much for your great contributions and loyalty! Best, Alan",MISC
"*** I lost my job 7 months ago ***
Please read this post as I need your help.
Even if you don't personally know me or have a role for me, please don't ignore this post.
All I ask is that you kindly like, comment, and share so that it reaches your network, where someone may be able to help connect me to my next position. Also, if you know of anyone that I should speak with I would appreciate an introduction.
I bring 10+ years of senior sales leadership experience in multiple industries. While my expertise is in building strong inside sales organizations and call centers, I am open to any opportunity. I have worked for large corporations, medium sized companies, and startups. My target area is New Jersey, Philadelphia, or remote.
This extended job search has been difficult on my wife, 6 children, and me. I am hungry to get back to work and contribute to an amazing company. Thank you so much for reading this and sharing, I truly appreciate it.
Sincerely,
Bill Doyle
480-980-2777
azbilld@gmail.com
**** Update 3/14/23 **** Thank you to everyone for the incredible outpouring of support. I truly appreciate it. I am having many great conversations, however as of now I am still seeking a new role. I know that my experience, loyalty, and personality would be of value to a great company in any industry.
Please keep sharing and commenting!
#opentowork #careers #jobsearch #recruiting #talentacquisition #jobinterviews #jobseekers #hiringandpromotions #salesleadership",MISC
The just-announced hashtag#Snapdragon 8 Gen 3 and Snapdragon X Elite are key to offering on-device hashtag#AI experiences across devices. hashtag#TeamQualcomm hashtag#SnapdragonSummit,MISC
"Thank you to everyone who participated in our Fusion Fund 2023 Annual Meeting last week! It was a great pleasure to welcome the broader Fusion Fund community of LPs, founders, and ecosystem members to Silicon Valley, and hear from our special guest Eric S. Yuan (he / him / his), CEO of Zoom, our portfolio founders, and members of our Fusion CXO Network.
Reflecting on our fund's trajectory, I am proud of the growth and accomplishments we've achieved over the past years. It was a privilege to share these insights and to discuss the technological trends and opportunities that lie ahead for us in venture capital. Meanwhile, my Partner Trevor Mottl's analysis of the expanding influence of AI provided a comprehensive look at its role in shaping both public and private markets.
One of the eveningâ€™s highlights was the fireside chat with our guest speaker Eric S. Yuan (he / him / his). The conversation was super inspiring, offering us deep insights into the tech ecosystem's evolution and the future of AI, and reminding us of the entrepreneurial spirit that propels our industry forward.
The ambition and creativity of our portfolio founders shone through as they outlined the groundbreaking platforms they are building. Their presentations were a testament to the innovation that we are proud to support at Fusion Fund. A special thank you to Adam Abate of Mission Bio, Chetan Venkatesh of Macrometa, Lana Feng, Ph.D. of Huma.AI, Charlie Silver of Ruby Bio, Sabina Bruehlmann of Nimble Science, Jiantao Jiao of Nexusflow, and Amr Awadallah of Vectara!
Our panelists, including Fusion CXO member Mark Silis, CIO of Massachusetts Institute of Technology, Venture Partner Rohini Kosoglu, Partner Shane Wall, and moderator Amit Srivastav, engaged in a riveting discussion on the interplay between AI, regulatory frameworks, and market dynamics. With the recent Executive Order on AI safety and security, we couldnâ€™t have wrapped up a more timely discussion!
Finally, and most importantly, our heartfelt appreciation goes out to our Limited Partners. Your unwavering support and commitment are the bedrock upon which our success is built. As we look to the future, we are grateful for your partnership and excited about the opportunities that lie ahead. Together, we will continue to pioneer, invest, and grow in the ever-evolving landscape of technology innovation!
hashtag#FusionFundAGM hashtag#VentureCapital hashtag#Technology hashtag#Innovation hashtag#ArtificialIntelligence",MISC
Nice story from TechCrunch on Vectara in the #genai movement as well! Have I mentioned we're #hiring? :).,MISC
"Just another Tuesday morning deal team meeting. Living the firm values of taking the work but not ourselves too seriously. hashtag#HappyHalloween from the Clearhaven Partners team! Paul Chang
Christopher Ryan",MISC
Big year *so far* for Susquehanna Private Capital! A lot of really special businesses and operators in this family. Susquehanna Growth Equity (SGE) Kyle Squillario Ken Parsons John McGinley Daniel Schupper Tejas Kapadia,MISC
"We are hiring a bunch! Check out the latest roles we are recruiting for (most remote unless stated otherwiseâ€”see links in comments):
ðŸ“… Executive Assistant / Coordinator (San Diego County, CA; most work will be done remotely) â€” Are you based in San Diego, CA, and love getting things in order? Help our co-founders stay organized and ready to rock!
ðŸ”¢ Investment Analyst and Senior Investment Analyst (both remote) â€” Do you have the know-how to get deals done across industries and investment strategies? Think you can determine the likelihood of a deal getting approved and what deal structure might work? We embrace a philosophy of looking for yes, and you fit right in identifying possibilities, not just pain points. Do you value relationships and manage timelines so that deal closings feel like a breeze?
ðŸ˜ï¸ Senior Director of Real Estate Asset Management (remote) â€” Are you inspired by the power of real estate to transform lives and communities? Our child care REIT CARE is looking for someone who will steward CAREâ€™s national portfolio of residential and commercial properties. This role is fully remote but includes travel to our various markets across the country.
ðŸ¦º CARE Construction Project Manager (Clark County, NV) â€” Are you an organized construction project manager and passionate about making a difference in the community? Are you looking for flexible part-time work that you can fit into your schedule? This role would be our eyes and ears on how each child care home construction project is going.",MISC
"People have come to expect more from their experiences with brands.â€ I couldn't agree more with JosÃ© R., EY Americas Chief Creative Officer. The bar continues to be raised by consumers, and itâ€™s up to brands to meet their expectations.
Success comes from being willing to learn and grow. Mentors that provide unwavering support and direction are an absolutely critical part of any leaderâ€™s journey. January is #NationalMentoringMonth and itâ€™s a great time (but not the only time) to thank our mentors for their guidance, while also remembering how important it is to serve as a mentor to help build up the next generation. Personally, I would like to thank my parents, past teachers, and the many leaders Iâ€™ve worked with for their mentorship over the years. You have pushed me to where I am today and I look for ways to pay forward your support every day.
I am thrilled to share the third installment of EYâ€™s sustainable supply chain 4-part series led by my colleague, Sumit Dutta. In this video, Sumit shares how to look beyond cost savings and to consider the intangible benefits of sustainable supply chains.
Iâ€™m excited to share the first installment of a 4-part series about sustainable supply chains with my colleague, Sumit Dutta. In this video, Sumit talks about the different ways organizations can start their sustainability journey.
This #InternationalWomensDay, I would like to recognize and honor my incredible wife.",Supply chain
We're honored to be named a winner in the Exabeam 2022 Partner of the Year Awards for the third consecutive year. We're recognized explicitly as 'Services Partner of the Year in the U.S. and Canada' for our ability to help clients thwart digital adversaries. #cybersecurity,MISC
Are your expectations for your digital transformation balanced?,Workforce strategy
"Iâ€™m happy to share that Iâ€™m starting a new position as Chief Human Resources Officer at Standard BioTools! I am so excited and grateful to be part of an incredibly talented team and a Company with an inspiring mission!
Thank you Michael Egholm for this opportunity.
#grateful
#StandardBioTools
#Fluidigm
#biotech
#biotechnology",MISC
"We are hiring! Our shared services center in Richardson, Texas is currently accepting applications for Staff Accountant, Payroll Financial Analyst, Payroll Specialist, and Accounts Payable Coordinator. Come join a fun team with a company that invests in you! #hiring #payroll #accounting #team #gorving",MISC
"Great document on an evergreen SaaS tax issue. Thanks Angela Acosta and Matthew Dyment for putting this together.
For SaaS companies, state and local tax compliance can be daunting. Because SaaS products and services can be used in every U.S. state, these companies need a strong understanding of their state and local tax obligations and how they vary from state to state.
Do you know the secret to solid SALT compliance?
SaaS companies can increase their confidence in their tax compliance by combining the speed and accuracy of sales tax software with the human touch and professional judgment of tax advisors.
Read our insight on The Power of an Advisor + Sales Tax Software.
https://lnkd.in/erEv3XEj
#techtax #saastax #compliance",MISC
"As we enter this holiday weekend, I want to acknowledge our deep appreciation for all of the individuals who made the ultimate sacrifice in defense of this great nation. We salute and honor them and we pray for the families that they left to mourn and cherish their memories.
#honor #remember #neverforget",MISC
"Our incredible people are the core of our culture at BD, and weâ€™re proud to foster an environment where the diverse perspectives of our associates are embraced, encouraged and sought after. As the executive sponsor of BDâ€™s Hispanic Organization for Leadership and Advancement Associate Resource Group (HOLA ARG), I was honored to join HOLA co-leads Mernis Ayala Freeman and Carissa Vega, eMBA in recognition of Hispanic Heritage Month for a passionate discussion on celebrating our unique backgrounds and learning from each other to build stronger connections that play an important role in getting to the best outcomes. The most inspiring part was hearing their personal stories on being a cultural ambassador at BD and advancing the important work of our ARGs daily. hashtag#proudtobebd hashtag#diversityandinclusion",DEI
"Today is an incredibly proud day for me and for all of us at Cisco - weâ€™ve been named #1 on Fortuneâ€™s list of the â€œ100 Best Companies to Work Forâ€ for the third year in a row! This award is purely based on employee feedback, which means itâ€™s a testament to the incredible culture weâ€™ve built together and reflects the work our employees do to support their customers, partners, communities, and each other! Congratulations to our entire team! https://lnkd.in/eBut7vid
#100BestCos #WeAreCisco",MISC
"At HealthHelp, our Diagnostic Imaging (Radiology) program is structured around the latest evidence-based medical criteria to ensure the most appropriate testing is ordered for patients.
Our intuitive web platform is backed by a powerful rules engine, PROTOS, which deploys the latest machine learning and natural language processing capabilities to constantly evolve the effectiveness of our clinical workflow to create the most efficient path to approving appropriate care. This results in improved provider and member experiences for our clients.
Learn more about the transformational impact of HealthHelp's DI/Radiology Program here:
https://bit.ly/3Mihtl8
hashtag#HealthHelp hashtag#Radiology hashtag#Collaboration hashtag#PatientOutcomes hashtag#diagnosticimaging hashtag#advancedimaging",Health outcomes
"Introducing new modems, with satellite coverage in addition to cellular. Both these chips also support Qualcomm Aware and are designed to help #IoT enterprises streamline the complex task of monitoring and tracking assets regardless of cellular coverage. #TeamQualcomm",Cost management / reduction / optimization
"Please share: starting to hear from hashtag#svb banked startups and VCs who are panicking. If you need any advice, happy to give 30 mins of my time gratis to discuss capitalization strategies and options. Second, we have a team of analysts at Apertura who develop startup structuring, financial planning, investor reports, and presentations quickly. We'll give some hours for free to any startup that needs help. Message me if any of this is needed. hashtag#startups hashtag#venturecapital hashtag#venturefunding hashtag#siliconvalleybank",Cost management / reduction / optimization
"Veterans Day is a special day to honor the men and women who have served our country in the military. They have risked their lives, left their families, and sacrificed their freedom to protect our nation and its values. They have fought for our rights, our democracy, and our peace. They have shown us what it means to be brave, loyal, and patriotic. To the soldiers of the past and present, you have taught us the importance of teamwork, leadership, and resilience. You have made us proud and have made a difference and we owe you a debt of gratitude today and every day.",MISC
Kudos to our #Rackers for providing an immersive look into our data centers and showcasing the impressive partnership with Dell Technologies at #DellTechWorld. It's great to see the power of #VR and #AR being utilized to bring the future of technology closer to us.,MISC
"At Justworks, we are committed to leveling the playing field for entrepreneurs who have historically faced inequities in opportunity.
In honor of #Juneteenth, Omar McKenzie from our team sat down with Justworks community members Denise Umubyeyi, Jill Johnson, & Joseph Ifiegbu to discuss their experience as Black founders and the milestones theyâ€™ve encountered along the way.
https://lnkd.in/eWx-EbVv",DEI
"Great to be on CNBC to discuss how we can unlock the full potential of manufacturing investments like the Bipartisan Infrastructure Law and the CHIPS and Science Act by implementing balanced regulations that advance U.S. economic competitiveness.
Learn more about the regulatory onslaught facing manufacturers and how the NAM is pushing back: https://lnkd.in/eAnNK5kw
#CompetingToWin",Regulation/Legislation
"Happy Diwali to you and your loved ones âœ¨ðŸª”â¤ï¸
hashtag#Diwali hashtag#Diwali2023 hashtag#DiwaliFestival",MISC
Tragic to read how much personal debt Americans in their 30s have piled up in the past few years. This will have serious economic and social ramifications.,Economic Outlook
"Compiled by Vatan HÃ¼zeir, the latest cache of internal documents describing Big Oil's concealed knowledge of global warming is a gold mine.
One bombshell is a confidential Shell scenario report from 1989 which imagined two futures: SUSTAINABLE WORLD and GLOBAL MERCANTILISM.
In SUSTAINABLE WORLD, greenhouse gas emissions would peak around the year 2000 and decline rapidly thereafter, and total CO2 concentrations would be limited to 400 ppm. GLOBAL MERCANTILISM, on the other hand, would see emissions continue to rise (this is the path we're on).
What would the world be like under GLOBAL MERCANTILISM (the path we're on)? According to Shell, ""There would be more violent weather - more storms, more droughts, more deluges. Mean sea level would rise at least 30 cm. Agricultural patterns would be most dramatically changed. Something as simple as a moderate change in rainfall pattern disrupts eco-systems, and many species of trees, plants, animals and insects would not be able to move and adapt.""
""The changes would, however, most impact on humans,"" Shell
went on. ""In earlier times, man was able to respond with his feet. Today, there is no place to go because people already stand there. Perhaps those in industrial countries could cope with a rise in sea level (the Dutch example) but for poor countries such defences are not possible.""
""The potential refugee problem in GLOBAL MERCANTILISM could be unprecedented,"" Shell predicted. ""Africans would push into Europe, Chinese into the Soviet Union, Latins into the United States, Indonesians into Australia. Boundaries would count for little - overwhelmed by the numbers. Conflicts would abound. Civilization could prove a fragile thing. The logic of SUSTAINABLE WORLD is a society choosing to channel some investments into environmental maintenance against this contingency.""
And yet despite these predictions, Shell chose to push the world into the high-carbon scenario it knew would be so disastrous.
The company spent the next decade denying the existence of global warming through disinformation groups like the Global Climate Coalition. And then spent the last two decades giving false reassurances that it's moving away from fossil fuels, all while actually expanding its fossil fuel business and blocking the fossil fuel controls it knows are needed to avoid irreversible global damage.
Other nuggets from Shell's document:
- admits the ""principal source"" of CO2 is ""fossil fuel combustion""
- notes methane a powerful greenhouse gas about 25 times more potent than CO2
- foreshadows the use of offsets to enable more fossil fuel use
This document underscores the fact that Shell and the broader fossil fuel industry had a choice and knowingly chose global disaster in exchange for short term profits.
Original document: https://lnkd.in/eR_anKKR",Geopolitics
"Ahead of Thanksgiving next week, please join me in supporting Second Harvest of Silicon Valley and the 1 in 6 people in Santa Clara and San Mateo counties who are getting food from them.
Second Harvest helps 460,000 people every month get free, quality food. All month long, Iâ€™m matching donations up to $100,000 on Daffy.
Plus, the first 2,000 people get a $10 coupon automatically applied to their donation. If you donate, please use the link below:",MISC
"It was great to see our colleagues in Madrid this week. Spain is a very important and strategic location for Roche, home to around 2,400 colleagues and core for Finance and Informatics.
Two highlights really stood out:
- Visiting our IT hub, existing since 2003 and with amazing new facilities since 2020 - Informal conversations with the teams on site to explore opportunities and challenges which are always informative
Thanks to our great team for the many insights to advance healthcare for the benefit of our patients, the visit of our impressive new facilities and for the wonderful time.
#rocheproud #IThub
Sara Gomez Serra Luis_Jorge Ramirez",MISC
"We are excited to announce that our partner DoseSpot, a software-as-a-service (SaaS) platform that enables clinicians to electronically write and transmit prescriptions to pharmacies, has joined forces with pVerify, Inc, a solution that streamlines the front-end patient eligibility verification process, helps patients get necessary care and aims to reduce overall healthcare costs.
â€œDoseSpot continues to expand its capabilities and fulfill its mission of powering safer, more efficient, and more flexible care delivery,â€ said Bill Skarinka, Managing Director at PSG. â€œWe look forward to supporting the integration of these platforms and are excited about the opportunity to advance DoseSpotâ€™s market position and deliver a comprehensive solution to patients.â€ hashtag#growthequity hashtag#SaaS hashtag#healthcaresolutions",Cost management / reduction / optimization
"ðŸ¦ƒ This Thanksgiving, I encourage all of us to take a moment to express gratitude for the people who make our lives brighter, the opportunities that have shaped us, and the challenges that have made us stronger. Remember to lend a helping hand to those in need and foster a spirit of generosity within our communities.
On behalf of everyone at Independence Blue Cross, I wish you all a warm and joyful Thanksgiving filled with love, laughter and meaningful moments!
hashtag#Thanksgiving2023 hashtag#BeThankful",MISC
"GUUUUDE, Bundesliga! ðŸ‘‹ðŸ»âšœï¸ Wir sind wieder DA!
#sv98 #WirLilien #Uffstiesch #Lilien #Darmstadt #Darmstadt98 #Bundesliga
See translation",MISC
Great read from Jared Cohen on the current global landscape and how â€œgeopolitical swing statesâ€ are harnessing economic advantages to bolster their standing and influence:,Geopolitics
"Find out how strategic tax leaders can help tech companies drive business performance with insights from BDOâ€™s 2023 Tax Strategist Survey. Thans Matthew Dyment and Dan Fuller for these tax insights for Tech companies.
hashtag#TaxTech hashtag#TaxPlanning",MISC
"As we say farewell to Christoph Franz as the Chairman of the Board, we welcome our new Chairman, Severin Schwan, on the journey ahead of us ðŸŽ‰. It's been an immense privilege in having Christoph as part of Roche's continuous purpose - putting patients at the heart of everything we do.
With our strong #leadership, dedicated #employees, and trusted #partners, we're ready to navigate the future with confidence. Learn more ðŸ‘‰ go.roche.com/AGMRoche",MISC
"I'm so proud that UnitedHealth Group is being recognized once again by Points of Light as one of the 50 most community-minded companies in America. It's a testament to the people at our company who devote their time, passion and energy to their communities, including by volunteering more than 4 million hours last year. Thank you, Points of Light, and thank you to the employees across UnitedHealth Group who make this recognition possible.",Workforce strategy
"Unpredictability continues to be a theme in my conversations with other finance leaders. Many of them are expressing urgency to develop their teamsâ€™ skills in ways that maximize their ability to be agile and adapt.
To help finance leaders navigate this demanding but ultimately fulfilling challenge, I shared four steps on how to upskill finance teams with CFO.
Many of the skills needed for finance are not easy to train. However, applying the correct learning methods with an effective curriculum and clear motivations can help you launch a successful upskilling program.
I encourage you to read the article and embrace the journey. #CFO #Upskilling #AnalyticsForAll",Workforce strategy
"Congratulations to my colleague and dear friend, Rady Johnson, for being named the 2023 Executive Sponsor of the Year by Disability:IN. As Pfizerâ€™s Chief Compliance, Quality and Risk Officer, Rady has utilized his platform to significantly elevate our disability inclusion efforts worldwide.
He is the Executive Sponsor of Pfizerâ€™s Disability Colleague Resource Group (CRG), which helps promote disability awareness and inclusion to our 80,000+ Pfizer colleagues around the world by hosting events and an annual Global Disability Town Hall. Rady has been a tireless advocate for a number of disability hiring initiatives across the US, Europe and Asia. He is also an advocate for hiring students with disabilities for Pfizerâ€™s summer growth experience internship program.
It warms my heart that Rady is being recognized for his hard work, and I share his commitment to fostering an inclusive environment for people with disabilities.
#PfizerProud",MISC
Protect yourselves. And #bringbackcovidgrowth,MISC
"As healthcare undergoes an unprecedented revolution, predominantly driven by the emergence of AI, healthcare providers are shifting their mindsets from outcome-focused to outcome-based. By embracing the Outcome-Based Model (OBM) approach to transformation, leaders have the potential to create a culture of education through trial and error, allowing the organization to learn and leverage the technology to its fullest potential. https://lnkd.in/gu4Edr6J #HealthcareTransformation #Strategy",Health outcomes
"On behalf of Carelon Behavioral Health, I wish you all a very happy & safe hashtag#Thanksgiving! I hope that each of you can reflect on the good things in your life & spend some quality time with family and loved ones. Weâ€™re especially hashtag#grateful to our front-line workers, hashtag#military personnel, and staff who are working tirelessly over the holiday weekend to keep us hashtag#healthy and hashtag#safe â€“ we appreciate all of you! Stay safe, and hashtag#HappyThanksgiving.",MISC
"Exciting news from Rackspace University at Rackspace Technology! Our AWSome certification program is a great way for tech professionals to advance their skills and knowledge in Amazon Web Services (AWS). I can't wait to see how this will impact providing our customers with the best support!
#AWS #Certification",MISC
Thanks for joining! ðŸŽ‰,MISC
