Post Content,Themes,Thought Leadership?
"Today marks the beginning of National Drive Electric Week – a nationwide celebration to raise awareness for benefits of electric vehicles (#EV). 🚗 The industry is nascent with challenges that we need to work through: municipalities with “garage orphans;” affordable access for low-income customers; and the need for a reliable public charging infrastructure. At Eversource Energy we’re committed to expanding access to clean transportation solutions for as many people as possible.

Recently Sean Tully, manager of electric mobility at Eversource, spoke to Boston Globe Media about the steps we’re taking in cities like Cambridge to broaden the EV charging infrastructure. Initiatives like sidewalk charging programs will encourage more EV ownership in some of these densely populated areas, which also tend to have higher rates of CO2 emissions. Read the full article from The Boston Globe to learn more about our goals in Massachusetts: https://bit.ly/3RsCPQ7 

#NationalDriveElectricWeek #electrification ","MISC,Innovation",
"hashtag#PfizerProud of our commitment to return individual data to clinical trial participants through our new Participant Data Return initiative.  Through this program we are enabling and scaling an end of trial individual participant data return solution that is meaningful and contextualized while simultaneously respecting the scientific integrity of the trial. Pfizer has been building toward this moment for almost a decade, centering the patient from the beginning.  Returning individual participant data is another critical step toward improving the clinical trial experience, building trust with participants, and advancing health information equity. hashtag#PatientCentricity hashtag#PFEColleague","Product Development,Customer centricity,Innovation",
"Data & AI is core to our success at Whirlpool Corporation. After establishing our new Data & AI strategy, I am excited about accelerating our peoples’ learning and development with hashtag#AI with our inaugural hashtag#WhirlpoolAtlasDataAISummit2023. Looking forward to September 26th with a strong lineup of speakers: Andy Walter Danielle Brown Prashanth H Southekal, PhD, MBA, ICD.D Priya Srinivas Devon Voster, Ph.D. Rebecca Steketee Kate Stebner Jennifer Springer Juliano Pavanelli Stefanovitz Radhakrishnan Kodakkal David Bean Frederic Laluyaux Nicole McKeith Nash and many more. Thanks to all the speakers and partners for supporting us in this journey. Thanks to Yusuf Abbasi Pravallika Yemba Peter Kirer Qiqi Wu Traci Robinson Aiya Reed Cameron Myers Michael Phillips Ross Ferraro and the organizing team!","Company Updates/News,AI/Machine Learning,Innovation",
"I spoke with MedCity News at Oliver Wyman's Health Innovation Summit last week. Here are some insights into how we approach our technology investment strategy:

🔁 There are two parts to AI - the product and change management - and they must work together 

👨‍💻 Choosing a certain vendor may not be just because of their technology but also price, accessibility, EHR integration, and other secondary factors 

👍 Prioritization is overrated - focus on solving many problems at the same time in order to try out different solutions in different environments 

#healthcareinnovation #healthtech #digitalhealth","Organizational Change Management,Innovation",checked
"Thirty years ago a new financial product forever changed our industry. Learn more about the history of ETFs, its innovations, and the future of this asset class.",Innovation,checked
"In this episode, Roberta Schwartz, Executive Vice President and Chief Innovation Officer of Houston Methodist Hospital, explores the concept of smart hospitals and her vision for healthcare innovation. Dr Schwartz explains how Houston Methodist Hospital adopts a unique approach by collaborating with external innovators and startups, rather than recruiting from unrelated industries, offering operational expertise to navigate the healthcare landscape. She highlights the challenges of implementing innovation, including resistance to change, emphasizing the importance of involving operational teams in the process. Dr. Schwarz also talks about the importance of team members with dual roles, balancing operations and innovation to bridge the gap between novel solutions and practical implementation to reshape healthcare for a more patient-centric and adaptable future.Join the conversation and learn how innovation and smart hospitals are reshaping healthcare!Spotify: https://lnkd.in/gj-W7U8BApple: https://lnkd.in/ggxS6882Google: https://lnkd.in/gZ3V5cJp?iHeart: https://lnkd.in/grDtDk83Amazon Music: https://lnkd.in/gCpws-XFhashtag#SmartFromTheStart hashtag#NeverStopCaring hashtag#compassionatecare hashtag#healthcare hashtag#innovation hashtag#healthtech hashtag#digitalhealth hashtag#aihealthcare hashtag#smarthospitals hashtag#healthcaretechnology hashtag#artificialintelligence hashtag#nursing hashtag#nursingleadership","Customer centricity,AI/Machine Learning,Innovation,Organizational Change Management",
"The hashtag#electrification revolution is in full swing, with EVs leading the charge. But there's a challenge we must address: the availability of electric power. Learn how solid oxide fuel cells might solve this issue: https://okt.to/fr7NYa Bloom Energy",Innovation,checked
"In this episode, Roberta Schwartz, Executive Vice President and Chief Innovation Officer of Houston Methodist Hospital, explores the concept of smart hospitals and her vision for healthcare innovation. Dr Schwartz explains how Houston Methodist Hospital adopts a unique approach by collaborating with external innovators and startups, rather than recruiting from unrelated industries, offering operational expertise to navigate the healthcare landscape. She highlights the challenges of implementing innovation, including resistance to change, emphasizing the importance of involving operational teams in the process. Dr. Schwarz also talks about the importance of team members with dual roles, balancing operations and innovation to bridge the gap between novel solutions and practical implementation to reshape healthcare for a more patient-centric and adaptable future.Join the conversation and learn how innovation and smart hospitals are reshaping healthcare!Spotify: https://lnkd.in/gj-W7U8BApple: https://lnkd.in/ggxS6882Google: https://lnkd.in/gZ3V5cJp?iHeart: https://lnkd.in/grDtDk83Amazon Music: https://lnkd.in/gCpws-XFhashtag#SmartFromTheStart hashtag#NeverStopCaring hashtag#compassionatecare hashtag#healthcare hashtag#innovation hashtag#healthtech hashtag#digitalhealth hashtag#aihealthcare hashtag#smarthospitals hashtag#healthcaretechnology hashtag#artificialintelligence hashtag#nursing hashtag#nursingleadership","AI/Machine Learning,Innovation,Customer centricity,Organizational Change Management",
"In this episode, Roberta Schwartz, Executive Vice President and Chief Innovation Officer of Houston Methodist Hospital, explores the concept of smart hospitals and her vision for healthcare innovation. Dr Schwartz explains how Houston Methodist Hospital adopts a unique approach by collaborating with external innovators and startups, rather than recruiting from unrelated industries, offering operational expertise to navigate the healthcare landscape. She highlights the challenges of implementing innovation, including resistance to change, emphasizing the importance of involving operational teams in the process. 

Dr. Schwarz also talks about the importance of team members with dual roles, balancing operations and innovation to bridge the gap between novel solutions and practical implementation to reshape healthcare for a more patient-centric and adaptable future.

Join the conversation and learn how innovation and smart hospitals are reshaping healthcare!

Spotify: https://lnkd.in/gj-W7U8B
Apple: https://lnkd.in/ggxS6882
Google: https://lnkd.in/gZ3V5cJp?
iHeart: https://lnkd.in/grDtDk83
Amazon Music: https://lnkd.in/gCpws-XF

#SmartFromTheStart #NeverStopCaring #compassionatecare #healthcare #innovation #healthtech #digitalhealth #aihealthcare #smarthospitals #healthcaretechnology #artificialintelligence #nursing #nursingleadership","Innovation,Customer centricity",
"Pretty excited about this one… the Visualizer helps people understand what their estate plan means in real terms. Using technology to scale this type of education is not only rewarding from a product development standpoint, but also because we are creating real value for our advisor partners and their clients. The visualizer opens up conversations to help people make more informed decisions about their estate plan today and over time, breaking down barriers to estate planning 💪🏼💡 #product #tech #estateplanning #financialplanningmonth","Innovation,Product Development",
"This is what happens when your stage transforms into a real-life gym! The room was packed, and the energy was ridiculous for an excellent Optum Tech global town hall bringing our ""agile"" theme to life. We are learning new skills fast , and moving faster than ever before – and that’s how we’re making a real impact in health care. 
 
A Big Big Shout out to all the leaders that joined us to highlight the great work across the organization. Being nimble, tapping into new technologies, and striving for excellence in all that we do is helping make the health system work better for everyone. Thank you, Jennifer Zmuda, 
Amar A. Desai, MD, MPH, Mouli Venkatesan, Steven Martin, Rebecca Lieberman, Nicole Magnuson, Amy Root, MPH, Mahmoud ElAssir, Lindsay Lindsay Novascone, Angie Kalaytowicz, Mukesh Davit, Brian Thompson, and Paul Weymouth
#BeMoreofYourself
#100X
Lolita Verny-Acosta
Molly Johnson, MBA
Kristina Confer 
Optum
UnitedHealth Group",Innovation,
"Pretty excited about this oneâ€¦ the Visualizer helps people understand what their estate plan means in real terms. Using technology to scale this type of education is not only rewarding from a product development standpoint, but also because we are creating real value for our advisor partners and their clients. The visualizer opens up conversations to help people make more informed decisions about their estate plan today and over time, breaking down barriers to estate planning ðŸ’ªðŸ¼ðŸ’¡ hashtag#product hashtag#tech hashtag#estateplanning hashtag#financialplanningmonth","Innovation,Product Development",
"Incredibly powerful to hear Mars' Chief Sustainability Officer Barry Parkin equate the importance of financial performance AND sustainability. And itâ€™s not just words, the company is also taking action. The sweets manufacturer has pledged to invest $1 billion to reduce its carbon footprint and achieve net zero.",Innovation,
"Thanks to the MX team for inviting me to participate in Riff on a Lift (although technically not on a lift this time 🙂). I very much enjoyed the discussion with Nathan Quezada from BOA where we touched upon digital strategy, personalization, and driving deposits. hashtag#DigitalBanking",Innovation,checked
"Whirlpool Corporation, along with HelloFresh and Total Quality Logistics (TQL) have teamed up to enhance the Whirlpool Feel Good Fridge program. 

The program helps fight food insecurity with a network of 350 refurbished refrigerators across the country that contain fresh, free food for anyone in need. This collaboration between Whirlpool, HelloFresh, and TQL kicked off at a community food distribution event at THE MINT Foundation in Dallas, TX.

#FeelGoodFridge #CSR #Community","Innovation,Customer centricity,Product Development",checked
"Data & AI is core to our success at Whirlpool Corporation. We just completed our inaugural hashtag#WhirlpoolAtlasDataAISummit2023 enabling 3000+ hours of learning in one day to accelerate our digital journey across the company with applied data & AI products. 

Thanks to hashtag#whirlpoolpeople around the world and our partners/speakers for their support Yusuf Abbasi Danielle Brown Andy Walter Priya Srinivas Juliano Pavanelli Stefanovitz Devon Voster, Ph.D. Prashanth H Southekal, PhD, MBA, ICD.D Jennifer Springer Radhakrishnan Kodakkal Frederic Laluyaux Aaron Youngstedt Aiya Reed Pravallika Yemba Peter Kirer Traci Robinson Fallon Nyce Rebecca Steketee Christine Grammier Nicole McKeith Nash Bryan Stiekes Zach Cardwell Winnie Wu Scott Fleming Natalia Isaevich and the organizing team.","Company Updates/News,Innovation,Data and Analytics,AI/Machine Learning",checked
"Safer, smarter, faster. 

I recently got the chance to learn about and test a new crimping tool we are piloting at our training center in Salt Lake City. This tool would speed up gas line installations by replacing the traditional method of cutting, threading and wrenching, a procedure that can sometimes cause injuries. 

While other industries have been using a similar tool for years, it would be new to the gas distribution industry. A case study is being conducted by the Gas Technology Institute, which will help us learn even more about its uses. 

Thanks to the creative and customer-centric thinking of Tanner Williams, this tool could be in the hands of our colleagues early next year and will also assist with our rural expansion projects.",Innovation,
"We did it! Entergy New Orleans completed the final installation of our community electric vehicle charging program. We are now providing charging at all 25 sites equability spread across New Orleans. Before this project, the city desperately needed more charging infrastructure, and there is still a lot of progress to be made. We could not have done this without the great partners such as Solar Alternatives and the City of New Orleans. â€œOur team and the City have done an outstanding job of collaborating and completing installation of all 30 charging stations over the course of the last year,â€ said Deanna Rodriguez, President and CEO of Entergy New Orleans. â€œNot only will these new chargers provide equitable access to free EV charging across New Orleans, but it shows that our city is ready to walk the walk when it comes to building a cleaner energy future.â€ hashtag#wepowerlife hashtag#EV hashtag#neworleans",Innovation,
"Making packaging that’s unique and manufacturable takes expertise, technology and capabilities. Fueled by raw creativity and a long legacy in plastic bottle manufacturing, our creative team is obsessed with the balance between form and function. 

Interested in a custom design? Get ahold of our team at",Innovation,
"Corewell Health is the first health system in Michigan to implant a device to improve upper body mobility in patients who have experienced a debilitating stroke.â€œSurvivors of an ischemic stroke who have not regained significant arm and hand mobility donâ€™t have many options. This device, coupled with intensive rehabilitation therapy, has the potential to significantly improve the quality of life for these patients.â€ - Dr. Sanjay Patra, Division Chief of Neurovascular Neurosurgery at Corewell Health in Grand RapidsRead More: https://bit.ly/3PMV6p6","Digital transformation,Innovation,Product Development",
Iâ€™m passionate about the idea that AI should play a role in improving health and patient outcomes â€“ that's why I founded Health Data Analytics Institute (HDAI). We knew that data had to be simple and actionable to actually be useful. Our HealthVisionâ„¢ product converts hundreds of pages of complex data into a single page that tells providers what they need to know about a patient. It was a pleasure to present our story at hashtag#HLTH2023. Thank you to Roberta Schwartz and the Houston Methodist team for sharing both the stage and vision for AIâ€™s role in healthcare with us.,"AI/Machine Learning,Innovation,Data and Analytics,Customer centricity",
"Our CEO Nassib Chamoun had theÂ privilege to speak alongside Roberta Schwartz at hashtag#HLTH2023 to explain theÂ benefits of our putting our technology,Â HealthVisionâ„¢, into action at Houston Methodist. AI and machine learning-informed, enabled and empowered careÂ teams deliver better outcomes forÂ patients, and weâ€™re excited to continuingÂ harnessing data and making it accessibleÂ to every provider, anywhere in theÂ system all the time.Â â€‹","AI/Machine Learning,Customer centricity,Innovation",
"In a recent article, my colleagues Cedrik Kern and Oliver Rueckert dive into the transformative journey of agriculture through the lens of AI and data. They discuss the realm of precision agriculture, where the power of AI is harnessed to enhance yields, enrich decision-making, and enable sustainable practices. Though the journey to becoming data-driven has its complexities for farmers and agribusiness companies, the article offers insightful stories from organizations such as the Royal Swatini Sugar Corporation and KWS, portraying the successful embrace of data-driven solutions. The article is  a call to trust in the use of data and AI to catalyze unprecedented agricultural advancements. Read the full article for a deeper understanding of how data-driven and AI technologies are fertilizing the future of agriculture. hashtag#AI hashtag#Agriculture hashtag#DataAnalytics hashtag#Innovation hashtag#Sustainability.","AI/Machine Learning,Data and Analytics,Innovation",checked
"Meet the newest addition to our Ergo series: Wave Keys ðŸŒŠJust in time for hashtag#ErgonomicsMonth, experience feel-good typing all day long. Shaped to feel instantly familiar, and keep you comfier for as long as you need.Hear from Niall & Clara on their BTS first impressions of our latest keyboard: Logi.com/wave-keyshashtag#WaveKeys hashtag#FeelBetterDoBetter","Product Development,Innovation,User Experience,Customer centricity",
"Meet the newest addition to our Ergo series: Wave Keys 🌊

Just in time for #ErgonomicsMonth, experience feel-good typing all day long. Shaped to feel instantly familiar, and keep you comfier for as long as you need.

Hear from Niall & Clara on their BTS first impressions of our latest keyboard: Logi.com/wave-keys

#WaveKeys #FeelBetterDoBetter","Product Development,Innovation",
The Logitech Wave Keys keyboard is a great ergonomic device for office workers. Exciting launch for us today! hashtag#WaveKeys hashtag#logilife,"Product Development,Innovation,Customer centricity,User Experience",
"The U.S. Department of Energy (DOE)'s historic investment demonstrates the essential role clean hydrogen will play in accelerating California's energy goals. Â We look forward to working with ARCHES H2, Office of the Governor - California, California Governor's Office of Business and Economic Development (GO-Biz), and state policymakers to help jumpstart California's clean hashtag#hydrogen future. https://bit.ly/hydrogenhubThe White House, Renewables 100 Policy Institute, Jennifer Granholm, State Building & Construction Trades Council of California","Innovation,Company Updates/News",
"In a time when theres so much excitement around technology connecting us even more, how can it disconnect us. To efficiently measure and solve problems and then make an impact, we need to get hashtag#ZeroDistance to the frontlines! I had the opportunity to co-author an article with the ridiculously brilliant Rohan Murty published in Harvard Business Review about disconnected systems and how to proactively address them.
Through cross-functional collaboration and getting to the frontlines, we can continue to make great progress to better serve consumers, clinicians and colleagues better
Optum
UnitedHealth Group
Lolita Verny-Acosta","Innovation,AI/Machine Learning,Data and Analytics",checked
"To help people live healthier lives and help make the health system work better for everyone, we are committed to building stronger relationships that strengthen the work that we do.The first-ever Optum India Partner Tech Tank, hosted in Hyderabad, brought together a fully energized Optum team and some of our partner companies.The aim was twofold - to inform and inspire our team members with a differentiated learning experience through outside-in innovation and provide a platform for mutual enrichment where our partners showcased their ideas and innovation in the health care space.When we share a common language and understanding of the role of technology in health care, we can work together to create a healthier world, one insight, one connection, one person at a time.",Innovation,
"An AI powered advertising platform makes it possible to move fast and transform tools quickly. 

I am proud of the Smartly Gen AI Lab. Since our launch in June, we have 10 clients in alpha on a variety of features and use cases, we are transforming our platform, we are powering our clients’ team productivity, saving time and delivering outcomes that drive brand growth. 

Generative AI gives Smartly’s marketers and creators a new starting point for their advertising. Reducing tedious and time consuming tasks. 

What do you want to do with your advertising today ? Creativity at scale that stops the scroll, engages, drives a better ad experience and performance, is possible.","Product Development,AI/Machine Learning,Innovation",
"This article is written by Stuart Corr, Director of Innovation Systems Engineering, about our use cases for extended reality in the healthcare setting. ",Innovation,checked
"Wrapped up Day 2 at the #LWTSummit! 🌈✨

Our morning kickstarted with the infectious energy of our hosts, Danielle Moodie and Andrea Minkow, who kept the vibes lively and the laughter contagious throughout the day. 

CEO & Founder of Lesbians Who Tech & Allies, Leanne Pittsford, took us through #LWTSummit's history and her inspiring vision for the future. I'm grateful for her trailblazing spirit that brought this incredible summit to life.

The day unfolded with a diverse lineup of EXCEPTIONAL speakers across various tech & activism lanes. Although I couldn't be omnipresent (cue the wish for cloning technology), I was fortunate to catch some remarkable talks:

🔷 Sissie Hsiao, VP/GM, Google Assistant and Bard at Google, delved into the transformative potential of generative AI in driving innovation.

🔷 Raquel Willis, an award-winning Author and Activist, and Alicia Garza, principal of the Black Futures Lab, sparked insightful conversations on the confluence of gender, race, and societal change, drawing from their extensive activism experiences.

🔷 Pat Wadors, Chief People Officer at UGK, shed light on leveraging technology to foster inclusivity, engagement, and growth within organizations.

🔷 Julie Durham, Chief Technology Officer at UnitedHealthCare, shared invaluable insights into how digital strategies can revolutionize patient experiences and healthcare outcomes.

🔷 Jacqueline Guichelaar, Chief Experience Officer at Cisco, emphasized the critical need to fortify cybersecurity measures in our increasingly interconnected world.

The day also featured a showcase of Rising Voices Films, including 'Order for Pickup' by Jackie! Zhoe, 'Rocky Road on Channel Three' by James Rogers III, and 'Mara Has Three Jobs in San Juan, Puerto Rico' by Ana Verde. These films made me CRY and so... I NEED you to check them out at https://lnkd.in/gipTRPrq 

Beverly Jackson, VP of Brand & Product Marketing at Zillow, inspired us with insights into driving successful product marketing campaigns, highlighting how data and AI can create impactful brand experiences.

Then Layshia Clarendon discussed the intersection of Activism & Sports, beautifully moderated by Arlan Hamilton. Layshia's candid sharing about her non-binary identity struck a chord with me (I cried again), because it echoed my own journey of self-discovery & acceptance through my non-binary identity. 

The insightful session with Ryan Roslansky, CEO of LinkedIn, and Imani Dunbar, Head of Equity at LinkedIn, underscored the significance of leading through change with a skills-first mindset.

LaFawn Davis chatted with Miguel Angel Caballero, Director, Writer, Producer of 'The Ballad of Tita and the Machines,' and Rishi Rajani, CEO of Hillman Grad Productions, unpacking the profound impact of authentic storytelling.

It was a day of empowerment and heartfelt connections! 
I'm looking forward to what Day 3 has in store. 
Stay tuned for more updates! 🚀","Innovation,Value Creation,AI/Machine Learning,Data and Analytics,Research & Development",
"BE Business Fellow Madhav Acharya brings leadership experience across the private sector, government, and startups to our newest Fellows cohort. Madhav will use his technology & market knowledge to help Innovator Fellows scale their climate solutions. Learn more: https://nt-z.ro/46xBTip",Innovation,
"It was a great week for the Coastal Virginia Offshore Wind (CVOW) project! 
 
Early in the week, I was excited to join CNBC and Pippa Stevens to discuss the development of CVOW. The CNBC team spent the day visiting our pilot turbines and really took the time to understand the importance of this great project. Pippa’s reporting gives an up-close look at our pilot turbines and puts into context the sheer scale of this project: https://lnkd.in/edeAGrQx.

Then midweek, our first 8 monopiles arrived at the Portsmouth Marine Terminal (PMT). I went back to visit PMT yesterday to watch the teams unload these foundations that weigh over 1,200 tons and span the length of a football field! So impressive! 

While going from two to more than 170 turbines is no easy feat, there is no team better equipped to carry out this important task. Stay tuned for the next milestones just a few weeks of weeks away!!!","Innovation,Company Updates/News,Product Development",
"Humbled to receive this award in my journey to practice, foster, and support innovation not as a target but rather as an ongoing initiative to create a mindset. Thank you ComEd Innovation Team. #innovation #ComEdInnovation ",Innovation,
"Great meeting with our colleagues at PG&E to share Telecom strategies, best practices and architecture views. Thanks to Nick Petrakis, Dewey Day and team. Look forward to continued discussions.","Innovation,Company Updates/News",
"We're partnering with Dragonfly Financial Technologies (Dragonfly), a digital banking and treasury management FinTech, to leverage Dragonflyâ€™s Universal Online Banker platform. Learn more: https://bit.ly/3tL99nQ","Value Creation,Innovation,Product Development",
"Earlier this month, Microsoft CEO Satya Nadella outlined a strategy for integrating AI across all the company's offerings. And last week, I had the pleasure of sitting down with Microsoft's Hanna Grene to talk about how this may play out in the power sector. We talked about a range of AI applications: from back-office copilots to distributed resource management systems. Even though many utilities are still figuring out how to integrate AI, there are a lot of near-term wins. ""Weâ€™re also pulling those generative AI capabilities into a number of our products. The areas where Iâ€™m seeing customers apply those are in predictive analytics, forecasting, health and safety, supply chain, and customer service.""","AI/Machine Learning,Innovation",checked
"I’m always fascinated about ideas and inventions that make technology seamless. Thought provoking video, notably the concept of “screenless, seamless and sensing” experiences. 

Excited to see companies truly start imagining and prototyping experiences that transcend the devices and screens.","Digital transformation,Innovation",
"Now accepting letters of interest: Our U.S. Bank Foundation Opportunity Fund. A total of $75 million over five years is available to nonprofits for programs that support small businesses, homeownership and economic development in low- to moderate-income communities. #SupportLocal https://bit.ly/478WEkm","Innovation,Value Creation",
"How has River Valley Community Bank elevated its approach to IT, compliance and cybersecurity since partnering with us? Watch to find out more about their story. https://bit.ly/3FoHhZ1",Innovation,
"We are pleased to announce our strategic partnership with MEDICA S.p.A., a renowned producer of state-of-the-art water purification technologies. Their offerings include innovative membranes designed for comprehensive purification, with a particular focus on pore size and adsorbent capacity.By leveraging Medica's extensive expertise in water purification, we are ready to provide unparalleled access to purified water across various sectors including healthcare, commercial, and industrial applications. Together, we are committed to driving innovation and contributing to a healthier and more sustainable future.hashtag#Culligan hashtag#Medica hashtag#WaterPurification hashtag#Innovation hashtag#Partnership hashtag#WaterTreatment","Product Development,Innovation",
Come work with us as we do amazing things with GenAI.,"Innovation,Company Updates/News",
"To get the most out of that nifty new video software, weâ€™re often left with three (not-so-great) options:â€¢ Take the time to train people on the intricacies of video creationâ€¢ Spend money to bring in expertsâ€¢ Completely rely on AIBUTâ€¦ With the right platform, it really doesnâ€™t have to be that way!All you need to do is set up templates and guardrails to empower people across the organization to create video content on their own. Itâ€™s simple and fast. ðŸŽ¬Discover what this looks like in action â†’ https://lnkd.in/eMSahMX5","Innovation,AI/Machine Learning",
"Check out this introduction to my new series of articles exploring principles of digital trust, lessons from evolving data and technology impacts, and strategies for responsible innovation and cybersecurity leadership.  Check back regularly for new editions, to share ideas and provide further input and feedback!","Innovation,AI/Machine Learning",checked
"📣 Just announced: CancerX’s inaugural Startup Accelerator program!!!

Through this new effort, CancerX is building a community of champions, innovators, and users of digital health in oncology that will work together to solve real unmet needs to reduce the burden of cancer for all people. 

Are you an innovator, consumer, or subject matter expert in any of these five key thematic areas? 

1) Clinical research: Improve (equitable) access, efficiency, and scalability of clinical trials in oncology.
2) Screening and diagnosis: Enable early diagnosis as well as improve the efficiency of the diagnostic process, and/or match patients to appropriate treatment options.
3) Treatment and management: Enable virtual and/or at-home care management for oncology treatments and/or supportive care.
4) Clinical operations: Increase the efficiency of clinical operations within cancer care delivery.
5) Patient, caregiver, and survivor experience: Drive adoption of digital tools to improve the experience for patients, caregivers, and survivors.

If you answered “yes”, don’t miss out on the opportunity to apply to become an Accelerator Champion, Mentor, or Startup. Learn more here https://bit.ly/46dTRpe or join our information session on Nov. 16 at 11 a.m. ET. Register today: https://bit.ly/472NaHI

Applications are due Dec. 15, 2023!

Digital Medicine Society (DiMe), Moffitt Cancer Center, Office of the National Coordinator for Health Information Technology (ONC), Office of the Assistant Secretary for Health (OASH), MassChallenge ",Innovation,
"Sure, ThoughtSpot isn't using generative AI to create AI-assisted headshots on Vercel. What we do with Vercel is very boring. This morning, I saw this on our Slack. ""We moved 4,000 users to generative-AI-powered data analytics from Teradata on-prem to Snowflake cloud with Alation."" Now, they can access better retail, omnichannel, customer360, and finance outcomes. Not catchy, I know.","AI/Machine Learning,Product Development,Innovation",
"For over a century, the iconic KitchenAid Stand Mixer has been a symbol of excellence in the kitchen. Crafted with precision and care right in Greenville, Ohio, it represents our unwavering dedication to quality and innovation.

Join us in recognizing #WorldQualityDay as we continue to create products that stand the test of time and improve life at home for our consumers around the globe.

#Craftsmanship #Innovation #Quality","Company Updates/News,Customer centricity,Innovation",
"In line with the stateâ€™s direction to ensure electrical reliability across California, weâ€™ve filed a License Renewal Application with the U.S. Nuclear Regulatory Commission seeking to extend operations at hashtag#DiabloCanyonPowerPlant. The facility is the stateâ€™s largest hashtag#cleanenergy resource, generating enough carbon-free electricity to meet the needs of three million people https://lnkd.in/gb7MRA4V. hashtag#DiabloCanyon hashtag#PowerPlant hashtag#Nuclear hashtag#DCPP hashtag#nuclearenergy hashtag#cleanenergyfuture","Innovation,Company Updates/News",
Who doesn’t want to use the same kitchen space with more fridge capacity and lower energy consumption… Now it is possible with Whirlpool’s newest SlimTech innovation…,"Innovation,Product Development",
"I was excited and honored today to share my diverse background, experience and leadership knowledge at Schneider Electric with a group of global employees during a professional development webinar with IDEX Corporation. Tara Tereso and I had an open conversation about how #diversity helps drive #innovation and how employees can #amplify their voices. Thank you to Gurmeet Kharbanda and Man (Maggie) Wang for the invitation and organization. ",Innovation,
