postContent,theme
"Delighted to share that DocuSign is a leader in the Gartner Magic Quadrant for the fourth year in a row. Grateful to our customers and partners for their support, and to our teams for their tireless work to build and strengthen our market leadership position.",MISC
"As I reflect on this Thanksgiving Day, I am proud, honored and thankful to be on the same team as each of our One Chart global team members today and every day of the year.",MISC
"In 2014, Pfizer funded SAGE and Human Rights Campaign to conduct a feasibility of long-term care communities to determine their readiness and interest in LGBTQ+ welcoming retirement, assisted living, and skilled nursing communities.
I am excited to see this investment payoff as 200 long-term care communities participated in the Long-term Care Equality Index Survey 2023 https://lnkd.in/eAdHx877, showing their commitment to LGBTQ+ inclusion and equity. #lgbtqaging #lgbtqequity #lei #pfizerproud",DEI
"I still feel incredibly honored and privileged to have joined the prestigious Healthcare Businesswomen's Association Global Advisory Board. This represents an unbelievable opportunity to deepen our #DEI efforts across the healthcare sector, supporting and advancing women's careers, specifically in STEM. With HBA's long history of advocating for an equitable future, I look forward to building a more inclusive community for women worldwide. #DEI",DEI
"Great coverage of our inspiring event commemorating the 75th anniversary of integration of the Armed Forces #FreefomToServe - great lessons (and a new friendship for our org) with #icon Morgan Freeman #SecVA, #SecNav and some moving remembrances by people of substance. There was such great energy and support in the room, such a sense of patriotism and hope! Great to bring in the scholarship and civil military connections with Jonathan Soros and the great #ChamberlainProject
Scores of folks really came together to make this happen - Tom Hausman for the beautiful site and backdrop, the Office of the Secretary of Defense for the great video #VPOTUS office for the beautiful letter read by Mr. Freeman, Lindsay Knight, PhD and CT Moss, MBA Meghan Wieten-Scott keeping it going from afar with her team, Noeleen T. Brian Whiting the great leaders who through in and were so generous with their time - Thomas P. Bostick played such a large role (we really made you work Tom, thank you)! Charles F Bolden Jr person/family hero of ours, Charlene Austin, Ty Seidule great speaker, great presentation, and many many thanks to JPMorgan Chase & Co. Mark Elliott Matthew Jeppson and many many others. Brandi Jones, M.Ed Jay Parker our advance team Giacomo Mendel Jimmy Anderson Nathan Naylor great to see you Ron Keohane",MISC
"I'm excited to be speaking at DocuSign Partner Day in Chicago on October 18th. I look forward to sharing insights on the future of digital transformation and how we can work with our valued partners to help accelerate our joint success. If you are one of our #DocuSignPartners, I hope to see you there!",MISC
I'm #hiring. Know anyone who might be interested?,MISC
Pfizer once again received an hashtag#Equality100 score in HRC's Corporate Equality Index. I'm hashtag#PfizerProud of our commitment to LGBTQ+ workplace inclusion! hashtag#PFEColleague,DEI
"A diverse, inclusive workplace is bound to enhance employee morale, engagement and retention, while also encouraging new innovation and perspectives. Read more via The HR Digest on the benefits of DEI and how it can be practiced:
#DEI #workplace #innovation",DEI
"This is a moment that requires something difficult from all of us who care about human rights, dignity and security, and our common humanity: to hold two truths in our mind at the same time.",Geopolitics
So proud we're once again being recognized for disability inclusion by Disability:IN and the American Association of People with Disabilities. Diverse perspectives help our company achieve its mission. Our culture makes that possible.,DEI
"Y Calling All Job Seekers and Employers! Y
Times are tough, and many are without work right now.
Let's change that together. Ya
Y1 Employers: Comment below with the positions you're hiring for.
Y1 Job Seekers: Let us know what kind of job you're in search of.
Let's turn this post into a community job board and bridge the gap!
Y Please spread the word by sharing this post!
hashtag#jobboard hashtag#hiring hashtag#hiringnow hashtag#nowhiring hashtag#job hashtag#jobs hashtag#communitysupport",MISC
"The #Snapdragon Auto #5G Modem-RF Gen 2 platform will deliver powerful broadband connectivity to connected vehicles, providing more personalized entertainment experiences for passengers and safer autonomous driving for drivers. #MWC23 More via Forbes: https://lnkd.in/gkzrqVBn",MISC
"All of us at Vectara are deeply saddened by the sudden passing of Dr. Simon Hughes, PhD (44). He joined our AI team five months ago. In loving memory of Simon we are renaming HEM to be the Hughes Hallucination Eval Model. Deepest condolences to his familyY",MISC
"Happy #Pride from all of us at Collective Health! Y3i ""Y
This past month's been full of learning and fun thanks to our Employee Resource Group, Collective Pride. They've hosted history lessons, a LGBTQIA+ trivia hour led by a drag queen, and everything in between!
How are you celebrating Pride this year? Y Y",DEI
"At Vectara, we're committed to hashtag#GenAI transparency. To showcase this core value, we collaborated with OpenSource Connections to provide customers with an objective evaluation of our Boomerang retrieval model. Learn how we assure the quality of AI-powered search and the results of OSC's measurements in our latest announcement a hashtag#AI hashtag#ML hashtag#GenerativeAI hashtag#SemanticSearch",MISC
"We hosted our Momentum event in Santa Clara yesterday. It was fantastic to share our vision and roadmap for smarter, easier and trusted agreements with customers and partners. You can watch the one hour keynote below. Special thanks to our customers Nvidia and Uber who appeared on stage sharing their success with DocuSign solutions, and congratulations to the many DocuSigners who helped define, develop and share our vision for the future of agreements.
We will host similar events in New York, London, Munich, Paris, Sao Paolo, Sydney and Singapore over the next two months. Please join us!
#docusign #momentum2023",MISC
"Today, I reflect on our commitment, as colleagues and citizens in our communities, to driving change for equity and inclusion. I respect and am active in the hard work that is underway to shift the narrative of segregation and inequality to one where diverse voices are included at the table and heard across all avenues.
#Juneteenth celebrates people of African ancestry's independence from slavery, a proclamation given over 150 years ago. The order was delivered some two and a half years after President Abraham Lincoln signed the Emancipation Proclamation.
Since January 1, 1980, when Texas officially recognized Juneteenth as a State holiday, more than 40 other states passed legislation following. This culminated in the signing into law by President Joseph R. Biden, Jr., establishing Juneteenth National Independence Day. Historians have observed that Juneteenth is one of the earliest continuously observed holidays that African Americans established in the United States. It is important to recognize and acknowledge Juneteenth and remember it was the beginning of a long journey towards racial equality in North America.
Throughout the year, lets celebrate the heritage of African American/Canadian people in our country and in our communities, reflect on the many contributions they have made since the 1600s and hear their hope of participating equally in a just society. As we educate ourselves and become better allies, we can make a difference.
This is a moment to unite and celebrate freedom.",MISC
To all the women and girls out there... never dim your light. The world needs YOU to shine bright. YY YS tag a woman or girl in your life and pass it on... #WomensHistoryMonth,DEI
"Thank you Rachael Sampson, Ronald V. Johnson, Jr. and Jeffery J. Weaver for sharing your perspectives and highlighting #BlackHistoryMonth. I am incredibly proud to have you on #TeamKey.",DEI
"Read my opinion on President Biden's first veto at CNN, #whartonesg",MISC
Sharing a quick update on the SVB topic.,MISC
"Very proud that #Roche ranked 1st in the PatientView 'Corporate Reputation of Pharma 2022' survey, out of 15 large, multinational pharma companies. The result is based on feedback from 2,200+ patient groups from around the world. This recognition is a testament to our approach to partnering with the patient community and putting patients at the center of everything we do.
We will continue delivering on our promise of patient-centricity also in an ever changing environment, especially when it comes to digital transformation. Roche plays a decisive role in shaping this transformation as the only company that unites pharma, diagnostics, health data, and digitalisation under one roof. This puts us in a unique position to help patients get diagnosed and cured as early as possible.
#RocheProud #StrongerTogether #PatientsFirst #Informatics",Health outcomes
"Moms hold a special place in our hearts - and with heart disease being the leading cause of death in the United States, there is a huge need for more research and programs for women's health. Please show your support and take advantage of a matching gift offer. Just in time for Mother's Day! Donate now for 2X the lifesaving difference. ai 
#MomIsWhy
http://spr.ly/6184OZ5km",MISC
Thanks for having me on EY's Real Time Insights. It was great to talk about how companies should focus on supply chain visibility to improve production and distribution from future disruptions.,Supply chain
"Sharing my op-ed out today in The Hill about the patriotic need to support our diverse force - inspired by my recent (wonderful) experience at Ellis Island Honors Society, #FlagDay (which is today) and the upcoming #Juneteenth holiday.
There is no conflict between supporting diverse families and a strong military - in fact our readiness and resilience depends on it!
https://lnkd.in/ewXY4WvK
#democracy #patriotism #militaryfamilies #civicengagement #inclusion
Thomas P. Bostick Larry Spencer, General, USAF (Ret) Gwen Bingham Charles F Bolden Jr Dr. Charles Barber JUAN G AYALA Sinclair M Harris Anthony Woods Val Nicholas Fernando Snowden-Lorence Tony Taguba Dr. Irene M. Zoppi RodrAguez Rob Wilkins Suzanne Puanani Vares-Lum Karla Ballard Mary M. Jackson Tammy Smith, DM William Rowe Bishop Garrison Beth Foster Yvette Bourcicot Alex Wagner Brian Garrett CT Moss, MBA",DEI
"I had the opportunity earlier this week to listen to our DEI panel at the AspenTech Sales meeting in Boston. DEI is a core value at AspenTech, which means it is embedded in all interactions - with colleagues and customers. And as I listened to the panel with diverse representation from all our DEI chapters around the world, I couldn't be more proud of our team and the passion they conveyed around the importance of DEI in their Sales roles. As Rosa Montesinos, one of our panelists and Director of Solution Consulting in LATAM, stated, ""DEI is about understanding peoples' cultures and being respectful with empathy. It's not only accepting people as they are but also creating an environment for people to express themselves with freedom and confidence.""
On Martin Luther King Jr. Day, I pause to recognize the gratitude I have for our team at AspenTech and how proud I am for how far we have come in building an environment that demands equality, promotes inclusion and celebrates diversity. As we look ahead, we can only continue this work in striving to follow Dr. King's example and honor his legacy.",DEI
"Today is the first day of Pride month, an opportunity to honor the history, celebrate the contributions of, and recognize the ongoing challenges faced by the LGBTQ+ community. Building an inclusive workplace and fostering safe communities are both cornerstones of our ongoing commitment to diversity, equity, and inclusion. Our commitment to the LGBTQ+ community is not just reflected in our culture, but our practices, policies, benefits, and external recognition by both DiversityInc and the Human Rights Campaign. In addition, I am incredibly proud of our Pride Employee Resource Group and of our many teammates who will support and participate in Pride events this month.
I am honored to celebrate and stand with our LGBTQ+ clients and teammates this Pride month and every day.",DEI
"As multinational brands continue to explore the digital asset space through NFTs, they must also consider the indirect tax implications. Some key ""need to knows"" include the classification of NFT revenue and which jurisdiction has the right to tax when there is no definitive location. Read more:",Regulation/Legislation
"Really proud to share the launch of an enhanced KPMG US Tax Scholarship Program that will provide financial support to underrepresented students pursuing a master's degree in Accounting/Tax at their school of choice.
As we strive to build a more balanced, inclusive and robust workforce, we're confident this program is an important step forward in bringing in more diverse talent and cultivating future leaders in our profession. Read more and please help spread the word!
#TaxTogether #tax #accounting #talent #DEI #leadership",DEI
"Look at our incredible line up of semi-final judges for this year's competition! Our investment committee is comprised of: 61% women, 45% MIINT alumni, 45% POC, 32% ICM members (Impact Capital Managers)
Bridges Fund Management Ltd. , The ESG Initiative at the Wharton School #turnermiint #themiint",DEI
"Check out and subscribe to this new podcast and newsletter from Thoma Bravo. Hitting the top podcast charts in the US, UK, and CA! Let's gooooo! Ys",Economic Outlook
"I've applied to over 200 job postings in the last 6 months..
Over 15 interviews, 8 final rounds, zero offers, and countless rejections. I've picked up hours doing Amazon flex to scrub up some extra cash and picked up a serving job as well so I can keep some type of income coming in, however, with inflation and putting all these miles on my car, working these odd jobs will never be enough.
I am still #opentowork for a recruiting position and would love any help, even if it's just sharing this post! Please keep me in your prayers as well, it would be much appreciated!
Let's connect! Y S
#help #recruiting #opentowork #sharethispost #positivevibes",MISC
"Extremely disappointed to read this. Muslim communities and societies should be bastions of diversity, inclusion, and tolerance, as they have been throughout history. This is not the Islam I know.",DEI
I'm happy to share that I've started my Master's Degree in Legal Studies at University of Oklahoma College of Law!,MISC
"On #WorldRefugeeDay, I'm proud to co-sign this statement with Pfizer's partner, the International Rescue Committee, alongside other business leaders to call on the private sector to help create new, long-term solutions to address the growing refugee crisis. With more than 100 million people displaced globally, advocating for the private sector's role in tackling the global refugee crisis is more important than ever. In line with Pfizer's core value of #equity, we are committed to doing our part to support the economic inclusion of refugees and other displaced people through hiring, mentoring and advocating. In September 2021, we launched the Refugee Leadership Initiative with a commitment to hire 100 refugees and mentor an additional 150 refugees by the end of 2022. We achieved both goals ahead of schedule, and now our expanded pledge includes hiring 500 refugees in the U.S. and an additional 100 refugees in Europe, and mentoring 300 refugees, by the end of 2025.",DEI
Afzal Shah is #hiring. Know anyone who might be interested?,MISC
"Since I first started working in the pharma industry, I've witnessed positive change toward creating more equitable opportunities for women in the workforce. And while I remain optimistic for the future, I recognize that we still have a long way to go to change the gender parity for female leaders. We all know unconscious biases still exist in the workplace today. But many focus more on the glass ceiling aspect of female leadership and less on what happens when women rise to the top of leadership ranks. A recent study from Women of Influence+ examined thousands of working women from 100+ countries to determine how their mental health, well-being, engagement and performance were affected by interactions with their colleagues surrounding their success and accomplishments. Almost 90 percent of women worldwide reported being penalized or undermined because of their achievements at work. We must do better. As we celebrate International Women's Day this year, I encourage everyone to support the female leaders in their lives; hold others accountable; and, if you are a leader, deliberately seek out opportunities to create inclusive environments that #EmbraceEquity "" both at work and beyond. At home, I bring up this topic with my son, as fostering an equitable society will take the work of men and women, alike. #IWD2023",DEI
"This morning, our Global disAbilities Business Impact Network (BIN) and HP Office of Aging & Accessibility hosted an annual event to celebrate Global Accessibility Awareness Day. Panelists shared how HP is working to expand accessibility features, products and services, as well as inspirational personal stories. I want to especially thank David McQuarrie, Mike Nash and the HP Global disAbilities BIN leadership team for leading this important event and sharing their own journeys of caring for family members with disabilities. I'm proud of the culture we have at HP that enables our team to bring their whole selves to work while championing our ongoing efforts to develop inclusive technology solutions. Together, we can build a more accessible world that empowers individuals of all abilities. #GAAD #AccessibilityMatters",DEI
"I'm so proud of everything we're doing to make DocuSign more diverse, equitable and inclusive. Upleveling important conversations that further a sense of belonging within our organization is a crucial part of our DEI work. I'm really looking forward to the insights and perspectives that come from our Global Inclusion Speaker Series. I hope you can join us!",DEI
"One of my favorite courses in business school was called ""The Moral Leader"". We discussed decisions made by great leaders during defining moments in history. Marc Rowan is demonstrating moral leadership. Rishi Sunak and Joe Biden have demonstrated moral clarity. The Board of Trustees and the President of University of Pennsylvania (and The Wharton School) should follow suit and stop propagating messages of moral equivalency. Call out evil. hashtag#neveragain.
https://lnkd.in/dDr6evYS",MISC
I'm happy to share that I'm starting a new position as Chief Financial Officer at Vectra AI!,MISC
"This Memorial Day, as many of us mark the start of the summer season, please make sure to mark the fallen heroes this day is meant to honor. Men and Will men who sacrificed their lives for freedom, in a singularly meaningful act of service to this country and its enduring idea that liberty and freedom are not granted by the state but by right of birth. Bless our fallen service members.",MISC 
"Each indictment against Trump provides even more ammunition for him in his campaign against the so-called ""Deep State."" But it also gives the rest of America further confirmation of how dangerous and loathsome Donald Trump really is, and how far the Republican Party has gone in rejecting the rule of law. Could this put the current GOP into a death spiral?",MISC
"We are proud to share our annual DEI report today, #WeAreMicron. The data and stories we've published are a testament to Micron's global commitment of promoting diversity, equality, and inclusion "" qualities we believe are essential to spurring innovation and driving lasting global competitiveness.
From front-line employees to our CEO staff "" our entire team contributes to an inclusive global culture. Micron has made great strides toward our DEI goals, but we recognize there is work to do. We pledge to continue to hold ourselves to high standards and seek opportunities that will help advance Micron, our team members, and the communities where we work and live.",DEI
"A very happy Trans Day of Visibility to everyone! Y3i ""asi ",DEI
"Yesterday, I had the privilege of speaking at the 2023 APEC CEO Summit about the importance of curing the exclusion epidemic. Our world is ailing right now. And just as with a patient, those of us who want to heal this world need to look for the deeper conditions that are underneath our surface-level problems. What I see when I look for the root cause of many of today's challenges is exclusion "" economic exclusion, social exclusion, political exclusion and personal exclusion. During my remarks, I shared my thoughts on each and on the responsibility that leaders of the business community have not only to build more inclusive cultures within our individual companies, but also to help build a more inclusive society in the places where we operate. Being the optimist that I am, I believe we can cure the ills brought on by this epidemic, and I invite you to read or view my speech to learn why.",DEI
"As a person who often travels for work and uses my laptop to close out some work on a flight, here are a few things to think about:
Use a privacy screen filter: A privacy screen filter is a thin, plastic film that you can place over your laptop or mobile device screen. It obscures the view of your screen from anyone who is not directly in front of it, making it difficult for people sitting next to you or behind you to see what you're doing.
Adjust your screen brightness: By turning down the brightness of your screen, you can make it more difficult for others to see what's on your screen. This is especially useful if you're working on sensitive or confidential information.
Use a VPN: When you're traveling and using public Wi-Fi on a plane, your internet connection may not be secure. To keep your data and online activities private, you can use a corporate VPN.
#privacy #travel #remotework #cybersecurity",Data privacy and cybersecurity
"The ongoing housing shortage does more than drive up housing prices and rent, thus squeezing the budget of working families "" it may actually be the root cause of a number of societal ills, as reported by Jacob Zinkula for Insider Business. Longer commuting times reduces productivity, and the inability to upgrade means smaller families. And since the best way to build generational wealth is through home ownership, the inability to even purchase that first starter home only exacerbates wealth inequality.
This is an area where the public and private sector, in cooperation with all levels of government, can cooperate to ease the tight housing market and make a basic home more affordable "" thus easing a substantial burden on American families, and strengthening our society as a whole. #housingcrisis #wealthinequality
https://lnkd.in/ef32KT_S",Economic Outlook
"In honor of Black History Month, check out this article highlighting some of the Black advocates in the disability rights movement. https://lnkd.in/drT9ANc",DEI
"I highly recommend reading this post by Margaret-Mary Wilson MD, which so eloquently captures both the challenges and the freedom of living authentically as a member of the LGBTQ+ community. I can think of no better way to celebrate #pridemonth than taking a few minutes to read about her inspiring journey.",DEI
"AI can have an enormous impact on the UK - with the potential to create over  400 billion(!) in economic value for the economy by 2030. But we've always said that to have a healthy economy, everyone must have the opportunity to participate. That's why for years we've been focused on digital skills training, delivering free training to more than 1 million Brits in more than 500 locations across the UK since 2015.
Today, we're expanding our digital skills training to include AI - and offering new, free AI training to everyone in the UK. Our new AI-focused New Fundamentals training series offers people and businesses practical skills and knowledge to capture the benefits of AI, whether it's to save time, get a new job or grow their business. Google experts have designed 10 easy to follow modules that are packed with practical advice and tips focused on essential AI skills, including two that launch today:
az Grow your Productivity with AI: An introduction, for everyone, to the smartest ways AI tools can save you time. It includes an explanation of what AI is, how it already helps out in everyday products, what Large Language Models are and what they can do, and how to be much more productive with AI - from brainstorming new ideas, to writing code, or reducing the burden of administrative tasks; and
az Understanding Machine Learning: A module designed specifically for small and medium-sized businesses leaders, this course teaches the potential of machine learning to improve efficiency, reduce costs, and drive growth. According to the Federation of Small Businesses (FSB), only 2% of British small and medium-sized businesses are using machine learning tools: so there's huge potential to expand.
Yesterday Google leaders Debbie W. and Ruth Porat, SVP and CFO Google and Alphabet, joined 85 enthusiastic learners - the first to complete the training - at a Google Digital Garage event. And we're excited to release the next eight modules in the coming weeks, covering topics like how to use data, cloud computing, cybersecurity, and leadership in a digital world "" skills and expertise needed to run an AI-enabled business.
Read more & find out how to take the courses here a",Data privacy and cybersecurity
"We have a great line up of EY Supply Chain sessions this week at Blue Yonder ICON. Our team will be speaking on key topics like supply chain planning and execution, gender equity in manufacturing, the metaverse, and more! Please join us if you are attending Blue Yonder ICON this week. https://lnkd.in/g36pstHj #BYICON2023",Supply chain
"Silence is the greatest challenge to meaningful diversity and engagement in the workplace. I can help you stop the silence with one of my fully interactive presentations, motivating and inspiring leaders and/or team members to engage in dialogue for understanding and change.
Book an in-person or virtual speaking engagement on one of the following topics:
ai ZKeeping DEI Top of Mind
ai ZHR Vision of the Future
ai ZHow Will You Be Remembered?
Learn more at https://lnkd.in/gwmNRuaX.
#DiversityAndInclusion #DiversityEquityInclusion #HRCommunity",DEI
"The team at Oscar sure got a lot done in 2022. Our medical loss ratio landed at 85% (down 12 points since 2017), while our direct and assumed policy premiums more than doubled from the prior year's quarter. Insurers don't usually grow a huge amount and ALSO manage costs well, so thank you to the team for getting this done. Oh and also our net promoter score is the highest it's ever been.",Economic Outlook
"#throwbackthursday

Attendees from all over joined us in Seattle for connection, learning, and community at FPA Annual Conference 2022.

Will you be joining us in Phoenix, Arizona for FPA Annual Conference 2023?
Learn More: https://bit.ly/3MTqUJ6",MISC 
"Today is Juneteenth, which commemorates the emancipation of enslaved Black Americans. It's a day to recognize the progress we have made against racism""and reaffirm our duty to end it.
Three years ago this month, McKinsey announced 10 actions toward racial equity, our public commitment to anti-racism and social justice. We have made measurable progress in that time.
For example, we have published more than 20 pieces of research on inclusive-growth topics through the McKinsey Institute for Black Economic Mobility.
Working with more than 20 partner organizations, we have conducted more than 25 pro bono projects supporting Black lives.
More than 67,000 Black, Asian, Hispanic, and Latino professionals have been engaged through our Connected Leaders Academy, which is offered at no cost to attendees.
And we have more than doubled our spend with diverse suppliers""while more than quadrupling our spend with Black-owned businesses since 2019.
I'm proud of these and all the actions we are taking as a firm to advance inclusion. I'm also eager to do much more""and help ensure we continue to accelerate toward a more just and equitable society.
You can learn more about our 10 actions here: https://lnkd.in/ggJ8ZAPX
#SustainableInclusiveGrowth",DEI
"It was a privilege to connect with a diverse group of 60 CFOs from around the world at #harvardbusinessschool's CFO Leadership Program last week. After the first session on the joint Roche/HBS case study, we had a fruitful discussion about the five Future of Finance theses and received insightful feedback on Roche's Finance Strategy and the way forward. I'm inspired and excited about the future and how Roche will continue to execute our strategy.
Thank you very much for the very valuable thoughts and dialogue. What a great experience!
#FutureOfFinance #RocheProud #HarvardBusinessSchool #HBS",DEI
This is how hard #racialjustice can be -- and this is just for a holiday for #MLK! #civilrights,MISC
It was an honor to be back in Puerto Rico with the Bravo Family Foundation and some of my amazing Thoma Bravo colleagues and these talented and visionary entrepreneurs! YYYs,MISC
"The question of merit and who deserves what is a very complicated one that we are grappling with as a society. With an increasing focus on diversity in many domains, backlash sometimes focuses on the departure from ""pure merit.""
Usual arguments for ""pure merit"" include some measure of test scores, academic performance, previous experiences, publications, etc. But those of us who have been involved in selection processes for academic programs or jobs need to fess up. Pure merit is always contextual. And context is incredibly hard to measure and imperfect.
And because of context is hard to measure""we often take shortcuts. We look at the schools from which someone graduated. The names of the companies on someone's resume. A recommendation from a someone we know. We see these as proxy measures for merit. But they are imperfect at best.
And time and time again, unless prompted to do otherwise by force or by circumstance, it is human nature to always seek and select the familiar. To apply proxies for merit instead of doing the hard, imperfect work to see if someone who comes in a different package from the one we know is capable of success. Which is to say""whatever the changing and sometimes unjust law of the land""we must constantly contend with the imperfections of our judgment. To try to be fair to everyone. To create and give opportunity to people whose merit may come in unfamiliar forms. Because when we fail to do so, we rob ourselves of access to the kind of transformational talent we need to challenge our own broken status quo.",DEI
"It was a privilege to join Citi colleagues and guests for a Closing Bell reception at the New York Stock Exchange NYSE in celebration of Juneteenth. Thanks to Guy Assad, Founder and CEO of Clerkie, and John Monagle, Co-Founder and Managing Partner at Benchstrength, for joining us. The Citi Impact Fund is committed to allocating capital to underrepresented founders, and we're proud to be an investor in what you're building. Congrats to the Citi team for holding such a meaningful and impactful event. Candace Hewitt Victoria Ifan Nikki Darden Linda Foggie, AIA Sascha Kolakowski Mark Mason Barlow Flores Harold E. Butler, Jr. Johnbull Okpara Oury Tamboura Erika Irish Brown (she/her) Lisa Stefanowski Kelley Smith Michael Hinton Richard Mariso
Activate to view larger image,",DEI
"We are hiring a Sr. Digital Marketing and Campaign Specialist!
Join our outstanding employee owned team! See below!
#digitalmarketing #hiring #team",MISC
"Calling all hashtag#AI hashtag#developers Y You're invited to join Vectara's week-long AI challenge from Nov 3 - 9!
In our ""choose your challenge"" hashtag#hackathon, explore how to uplevel your hashtag#LLM apps using retrieval-augmented generation for use cases like legal, finance, and more! And did we mention""cash prizes? YYY
Enrollment is open NOW! ai 
hashtag#RAG hashtag#GenerativeAI hashtag#ML Y",MISC
"On Wednesday, we celebrated International Women's Day. I have had many powerful female role models and partners, starting most importantly with my mother, Inge Thygesen, and my wife, Terry Thygesen, and continuing with many managers, peers and team members. I am proud and grateful to have led well balanced senior leadership teams at DocuSign and Google, and am deeply invested in enabling equal opportunity and progression for everyone, regardless of gender, race or other identity traits. I am generally optimistic about the future, and one of the key reasons is that I believe women will play an ever more important part in key decisions in successful societies and organizations.
#embraceequity",DEI
"Very excited to announce KPMG US' enhanced Tax Scholarship Program, which offers up to $40K in financial support to underrepresented students pursuing a master's degree in Accounting/Tax at the school of their choice!
We're confident the program will help diversify the profession and build a more balanced and robust workforce with the next generation of leaders. Please help us spread the word and encourage your networks to apply.
#tax #accounting #talent #DEI #recruiting",DEI
"Juneteenth represents an opportunity to honor the contributions of the Black community and reflect on our opportunities to create meaningful, sustainable progress toward diversity, equity, and inclusion inside and outside our company. KeyBank branches will be closed today in honor of Juneteenth. We remain steadfast in our commitment to advancing equity and access for all"" in our business and in the communities we proudly serve.",DEI
