profileUrl,timestamp,error,postUrl,sharedPostUrl,type,imgUrl,postContent,Total Engagement,likeCount,commentCount,repostCount,postDate,action,viewCount,postTimestamp,Weekday of Post,Time of Post,Day of Post,Hour of Post,Day of the Week,commentContent,commentUrl,videoUrl,sharedJobUrl,articleTitle,articleSubtitle,articleReadingDuration,articleCoverUrl,documentTitle,documentPageCount,6/24-7/24?,AI/ML,CC,DA,DT,HCD,I,OCM,PD,RD,T,UX,Themes
https://www.linkedin.com/in/jonrosner/,2024-07-24T15:13:07.527Z,https://www.linkedin.com/feed/update/urn:li:activity:7210987771249733634,https://www.linkedin.com/feed/update/urn:li:activity:7210987771249733634,,Celebration,https://media.licdn.com/media/AAYQAQQSAAgAAQAAAAAAABwEEXEeLoHISM2cU9LdzliLaQ.gif,Iâ€™m happy to share that Iâ€™m starting a new position as Managing Director of Product at JPMorgan Chase & Co.!,421,328,93,0,1mo,Jon Rosner celebrates this,,2024-06-24 12:50,Monday,4:50 PM,6/24/2024,4-5pm,Monday,,,,,,,,,,,checked,0,0,0,0,0,0,0,0,0,0,0,MISC
https://www.linkedin.com/in/john-bachner/,2024-07-24T15:51:48.328Z,https://www.linkedin.com/feed/update/urn:li:activity:7211439880009101313,https://www.linkedin.com/feed/update/urn:li:activity:7211439880009101313,https://www.linkedin.com/feed/update/urn:li:ugcPost:7210992045144907776,Celebration,https://media.licdn.com/dms/image/D5622AQHQHKJXgIHR8g/feedshare-shrink_800/0/1719234476192?e=1724889600&v=beta&t=oEUo5j0PQM2wl4utlZAxLTrKxYVjh86g6JWP2HxjzQU,"I have some exciting news about my journey with Newell Brands. I have received the opportunity to lead the companyâ€™s Home Fragrance business. 
 
This new role allows me to work with some of the most beloved brands in the industry, including Yankee CandleÂ®, WoodWickÂ®, and Chesapeake Bay CandleÂ®. I am excited to collaborate with the exceptionally talented teams here and take these brands to new heights.
 
To my friends and colleagues at Newell Brands Canada: I am grateful for your hospitality, trust, and commitment during my tenure. Together, we achieved so much, and I am confident that Jenny Leach will excel in leading this fantastic group. She is a talented leader and the perfect choice for this next chapter. #NewellBrands #NewellCanada",700,562,138,0,1mo,John Bachner commented on this,,2024-06-24 13:07,Monday,5:07 PM,6/24/2024,5-6pm,Monday,Congrats Aaron!  Happy for your new role.,"https://www.linkedin.com/feed/update/urn:li:ugcPost:7210992045144907776/?commentUrn=urn:li:comment:(ugcPost:7210992045144907776,7211439863890374658)&dashcommentUrn=(7210992045144907776,urn:li:ugcPost:7210992045144907776)",,,,,,,,,checked,0,0,0,0,0,0,0,0,0,1,0,Transactions
https://www.linkedin.com/in/stephennied/,2024-08-06T15:34:24.362Z,,https://www.linkedin.com/feed/update/urn:li:activity:7210998499239153667,,Text,,"We are hiring a procurement leader for the Software Integrity Group, a Gartner Magic Quadrant leader for Application Security Testing in Burlington, MA.  It's an exciting opportunity to build and run a new procurement function. https://lnkd.in/gXptJ7bh Please contact AlexÂ Finch at afinch@iqtalentpartners.com about this role",62,51,3,8,1mo,Post,,2024-06-24 13:33,Monday,5:33 PM,6/24/2024,5-6pm,Monday,,,,https://www.linkedin.com/jobs/view/3954496442/,,,,,,,checked,0,0,0,0,0,0,0,0,0,1,0,Transactions
https://www.linkedin.com/in/jason-krause-b0193351/,2024-07-24T15:45:09.904Z,https://www.linkedin.com/feed/update/urn:li:activity:7211006552470626304,https://www.linkedin.com/feed/update/urn:li:activity:7211006552470626304,,Celebration,https://media.licdn.com/media/AAYQAQQSAAgAAQAAAAAAABwEEXEeLoHISM2cU9LdzliLaQ.gif,Iâ€™m excited to share that I have been asked to lead our Technical Field and Centralized Technical Support teams across the US!  We have a great team focused on improving the repair capabilities across the network. I am also very happy to be back working closely with the best dealer network in the industry!,182,139,43,0,1mo,Jason Krause likes this,,2024-06-24 14:05,Monday,6:05 PM,6/24/2024,6-7pm,Monday,,,,,,,,,,,checked,0,0,0,0,0,0,0,0,0,0,0,MISC
https://www.linkedin.com/in/penni-mclean-conner-b8743912/,2024-08-06T15:59:36.598Z,,https://www.linkedin.com/feed/update/urn:li:activity:7211014095167238144,,Image,https://media.licdn.com/dms/image/D4E22AQGOvmIJpRhS8A/feedshare-shrink_2048_1536/0/1719239733534?e=1726099200&v=beta&t=QvHBK0Lzx-5uLQv2Ig41wCUn4LC6MlSBU_6Wml4TpdY,"I had the opportunity to join Gretchen Kershaw, Lawrence Susskind, and Mariama White-Hammond to discuss new approaches to siting energy infrastructure. As we build a clean energy future here in New England, the participation of policy makers, energy stakeholders, utilities and environmental advocates â€“ and discussions such as this panel â€“ are all critical to our shared successes. Iâ€™m grateful to the US DOE Deployment Office, Massachusetts Institute of Technology and the City of Boston for their leadership and collaboration. Thank you to Raab Associates, Ltd. for hosting this important conversation. 
#cleanenergy #energyinfrastructure",139,135,4,0,1mo,Post,,2024-06-24 14:35,Monday,6:35 PM,6/24/2024,6-7pm,Monday,,,,,,,,,,,checked,0,0,0,0,0,1,0,0,0,0,0,Innovation
https://www.linkedin.com/in/tilaksubrahmanian/,2024-08-06T15:58:59.064Z,,https://www.linkedin.com/feed/update/urn:li:activity:7211022829767602177,,Image,https://media.licdn.com/dms/image/D4E22AQGOvmIJpRhS8A/feedshare-shrink_2048_1536/0/1719239733534?e=1726099200&v=beta&t=QvHBK0Lzx-5uLQv2Ig41wCUn4LC6MlSBU_6Wml4TpdY,"I had the opportunity to join Gretchen Kershaw, Lawrence Susskind, and Mariama White-Hammond to discuss new approaches to siting energy infrastructure. As we build a clean energy future here in New England, the participation of policy makers, energy stakeholders, utilities and environmental advocates â€“ and discussions such as this panel â€“ are all critical to our shared successes. Iâ€™m grateful to the US DOE Deployment Office, Massachusetts Institute of Technology and the City of Boston for their leadership and collaboration. Thank you to Raab Associates, Ltd. for hosting this important conversation. 
#cleanenergy #energyinfrastructure",139,135,4,0,1mo,Tilak Subrahmanian likes this,,2024-06-24 15:10,Monday,7:10 PM,6/24/2024,7-8pm,Monday,,,,,,,,,,,checked,0,0,0,0,0,1,0,0,0,0,0,Innovation
https://www.linkedin.com/in/james-whitfill-md/,2024-08-06T15:11:13.267Z,,https://www.linkedin.com/feed/update/urn:li:activity:7211127433750593537,https://www.linkedin.com/feed/update/urn:li:activity:7211035415221284864,Image,https://media.licdn.com/dms/image/D4E10AQG8EledWYAprw/image-shrink_800/0/1719244801434?e=1723564800&v=beta&t=ntyk14TJWfRUB-Bms5ygrLB2O0R07_s4R0KDy9eLkjU,"Start #SIIM24 off right with our Welcome Reception at the Sunset Room in the heart of National Harbor. Enjoy food & drinks as you catch up with peers & make new connections!

Special Thanks to Co-Sponsor PaxeraHealth

Jun 27 | Buy Your Ticket at Registration
Register | https://lnkd.in/eGguuYCh",37,29,8,0,1mo,James Whitfill MD MBA replied to Steven Wongâ€™s comment on this,,2024-06-24 16:00,Monday,8:00 PM,6/24/2024,8-9pm,Monday,Steven Wong SIN to EWR to DC?,"https://www.linkedin.com/feed/update/urn:li:activity:7211035415221284864/?commentUrn=urn:li:comment:(activity:7211035415221284864,7211127384589094912)",,,,,,,,,checked,0,0,0,0,0,0,0,0,0,0,0,MISC
https://www.linkedin.com/in/rob-cruz-66bb26a/,2024-07-24T14:58:07.579Z,https://www.linkedin.com/feed/update/urn:li:activity:7211040478379606016,https://www.linkedin.com/feed/update/urn:li:activity:7211040478379606016,,Image,https://media.licdn.com/dms/image/D4E22AQFplty128Ucdg/feedshare-shrink_800/0/1719238994586?e=1724889600&v=beta&t=v07d220YRXkBL-UkY_SnPfFnBPcXFHcPOorA5SDdy6Y,"Leadership and inspiration are interconnected, forming the cornerstone of a high-performing team. A strong leader not only provides guidance and direction but also uplifts and energizes the team, serving as a wellspring of inspiration to spur them on to achieve remarkable results. Without inspiration, a team's performance may stagnate, lacking the fervor and impetus necessary for superior outcomes. By instilling a sense of purpose and drive, a leader can cultivate a high-performing team that is driven to accomplish remarkable feats.

Inspire your team with our Amazon bestseller, ""Unlock the Hidden Leader: Become The Leader You Were Destined To Be."" This book has already transformed countless leaders; now it's your turn. Click below to discover more. 

https://geni.us/4JmlQU

#leadershipfirst #inspiration #giffordthomas",10601,9066,187,1348,1mo,Rob Cruz likes this,,2024-06-24 16:20,Monday,8:20 PM,6/24/2024,8-9pm,Monday,,,,,,,,,,,checked,0,0,0,0,0,0,0,0,0,0,0,MISC
https://www.linkedin.com/in/cornue/,2024-08-06T15:04:42.616Z,,https://www.linkedin.com/feed/update/urn:li:activity:7211042251819425792,,Image,https://media.licdn.com/dms/image/D5610AQHqNegr8QFajw/image-shrink_800/0/1719246421900?e=1723564800&v=beta&t=D6d0PvBiozOb_DY3dBMOGvBE0YJYM6_-FdDR10I7Gms,"Yay, Angela!!! Thanks for your passion, impact and leadership!! ðŸ™Œ

Angela Shippy MD, a medical doctor turned executive at Amazon Web Services, is leading the charge for AI in healthcare at the world's biggest cloud provider.

https://buff.ly/3RHllyP https://buff.ly/3KWNYV3",9,8,1,0,1mo,Post,,2024-06-24 16:27,Monday,8:27 PM,6/24/2024,8-9pm,Monday,,,,,,,,,,,checked,1,0,0,0,0,1,0,0,0,1,0,"AI/ Machine Learning, Innovation, Transactions"
https://www.linkedin.com/in/neelchopdekar/,2024-07-24T16:10:23.097Z,https://www.linkedin.com/feed/update/urn:li:activity:7211048734413967361,https://www.linkedin.com/feed/update/urn:li:activity:7211048734413967361,https://www.linkedin.com/feed/update/urn:li:activity:7210981813932994561/,Image,https://media.licdn.com/dms/image/D4E22AQEYVq_-1ttJgQ/feedshare-shrink_800/0/1719232036655?e=1724889600&v=beta&t=JF0rSlEqp7aJUPy8aYwiUbLinjuIO1UUrAYvcg0ZP9A,"DC friends working on AI policyÂ or interested in learning more, we're hosting a conversation on Capitol Hill on Wednesday at noon that looks at one of the less discussed but quite important issues: how a lack of regulations will damage what we all love about the internet. Join us!",16,16,0,0,1mo,Neel Chopdekar likes this,,2024-06-24 16:53,Monday,8:53 PM,6/24/2024,8-9pm,Monday,,,,,,,,,,,checked,1,0,0,0,0,0,0,0,1,0,0,"AI/ Machine Learning, Research & Development"
https://www.linkedin.com/in/tilaksubrahmanian/,2024-08-06T15:58:14.502Z,,https://www.linkedin.com/feed/update/urn:li:activity:7211061015084449792,,Image,https://media.licdn.com/dms/image/D4E22AQG6Azs-ealUrg/feedshare-shrink_800/0/1719250919335?e=1726099200&v=beta&t=Tlxo13s3cZF_0NrriCEzJd5EDum9dsj_rWgGnWUSyHs,"Did you happen to notice a minor adjustment to the setting on your Wi-Fi thermostat last week? Itâ€™s what we call â€œDemand Responseâ€ in the wonky and technical energy community. On hot humid days like weâ€™ve been having, demand on the electric grid is significant. For those signed up for our ConnectedSolutions demand response program, small adjustments are made to the thermostat for a couple of hours to reduce demand on the grid. 

Last week Amy Findlay, P.E. and her team were hard at work overseeing this choreography. The chart below shows what happened on Thursday, when along with utilities across New England, we were able to drop the peak by 300 MW during the three-hour peak energy event timeframe â€“ equivalent to powering approximately 200,000 homes. Amy and her team are already delivering on the vision for Virtual Power Plants. 

#VirtualPowerPlants #VPPs #Decarbonization #DemandResponse",108,97,7,4,1mo,Post,,2024-06-24 17:42,Monday,9:42 PM,6/24/2024,9-10pm,Monday,,,,,,,,,,,checked,0,1,0,0,0,1,0,1,0,0,0,"Customer Centricity, Innovation, Product Development"
https://www.linkedin.com/in/douglas-mcneely-9060b8206/,2024-08-06T16:21:33.306Z,,https://www.linkedin.com/feed/update/urn:li:activity:7211070194549489664,https://www.prnewswire.com/news-releases/fintova-and-nexgen360-combine-forces-to-launch-fintova-partners-and-bolster-financial-services-expertise-302179750.html?tc=eml_cleartime,Article,,"I am thrilled to announce the merger of Fintova LLC and Nexgen 360 LLC to form Fintova Partners, enhancing our overall service offerings to the investment management community. Stay tuned for further announcements. DM me to learn more!",106,77,29,0,1mo,Douglas McNeely celebrates this,,2024-06-24 18:18,Monday,10:18 PM,6/24/2024,10-11pm,Monday,,,,,,,,,,,checked,0,0,0,0,0,0,0,0,0,0,0,MISC
https://www.linkedin.com/in/george-t-buddy-hickman/,2024-08-06T15:19:27.462Z,,https://www.linkedin.com/feed/update/urn:li:activity:7211157333509324800,https://www.linkedin.com/feed/update/urn:li:ugcPost:7211078665453936643,Image,https://media.licdn.com/dms/image/D5622AQH3Nc68G1w6mA/feedshare-shrink_800/0/1719255121664?e=1726099200&v=beta&t=fKBkXqcomLUTzhTZd1iJGs3-3DwImrc8h98K-ZEC3U8,"What an incredible weekend! ðŸŒŸ 

Thank you to our patients, survivors, caregivers, staff, and donors for supporting this yearâ€™s Ride for Roswell. ðŸš´â€â™€ï¸ðŸ’– 

Together, we raised over 5.7 million dollars (and counting) for cancer research at Roswell Park!ðŸ”¬ðŸŽ‰",230,217,4,9,1mo,"George T â€˜Buddyâ€™ Hickman, CDH-E, CHCIO, LCHiME, FCHiME, LFHiMSS commented on this",,2024-06-24 18:52,Monday,10:52 PM,6/24/2024,10-11pm,Monday,"Roswell Park Comprehensive Cancer Center , truly amazing!  Thank you!","https://www.linkedin.com/feed/update/urn:li:ugcPost:7211078665453936643/?commentUrn=urn:li:comment:(ugcPost:7211078665453936643,7211157311694749696)&dashcommentUrn=(7211078665453936643,urn:li:ugcPost:7211078665453936643)",,,,,,,,,checked,0,0,0,0,0,0,0,0,0,1,0,Transactions
