postContent,themes
"I'm passionate about the idea that AI should play a role in improving health and patient outcomes "" that's why I founded Health Data Analytics Institute (HDAI). We knew that data had to be simple and actionable to actually be useful. Our HealthVisiona product converts hundreds of pages of complex data into a single page that tells providers what they need to know about a patient. It was a pleasure to present our story at hashtag#HLTH2023. Thank you to Roberta Schwartz and the Houston Methodist team for sharing both the stage and vision for AI's role in healthcare with us.",Data and Analytics
"In a recent article, my colleagues Cedrik Kern and Oliver Rueckert dive into the transformative journey of agriculture through the lens of AI and data. They discuss the realm of precision agriculture, where the power of AI is harnessed to enhance yields, enrich decision-making, and enable sustainable practices. Though the journey to becoming data-driven has its complexities for farmers and agribusiness companies, the article offers insightful stories from organizations such as the Royal Swatini Sugar Corporation and KWS, portraying the successful embrace of data-driven solutions. The article is  a call to trust in the use of data and AI to catalyze unprecedented agricultural advancements. Read the full article for a deeper understanding of how data-driven and AI technologies are fertilizing the future of agriculture. hashtag#AI hashtag#Agriculture hashtag#DataAnalytics hashtag#Innovation hashtag#Sustainability.",Data and Analytics
YDeveloping a data-driven understanding of customer needs YZ Creating collaborative campaigns to target brand awareness Y Building cross-functional teams to inform decisions organization-wide Discover more about the six core capabilities for multidisciplinary teams: https://lnkd.in/geVQpVzs,Data and Analytics
"In a time when theres so much excitement around technology connecting us even more, how can it disconnect us. To efficiently measure and solve problems and then make an impact, we need to get hashtag#ZeroDistance to the frontlines! I had the opportunity to co-author an article with the ridiculously brilliant Rohan Murty published in Harvard Business Review about disconnected systems and how to proactively address them.
Through cross-functional collaboration and getting to the frontlines, we can continue to make great progress to better serve consumers, clinicians and colleagues better
Optum
UnitedHealth Group
Lolita Verny-Acosta",Data and Analytics
"You will NEVER grow on LinkedIn without using AI.Here is the Ultimate ""AI for LinkedIn"" Cheat sheet.a (Save for later)az This sheet will cover leveraging AI for LinkedIn in:1i a- Profile optimization2i a- Lead generation3i a- Analytics and data analysis4i a- Content writing5i a- Content design6i a- Networking7i a- Scheduling and strategy8i a- Job seekingY Get the high resolution version for FREE: 1. Follow me 2. Like this post 3. Comment ""SHEET""And I will DM you the PDF file right away. a  ________________Re-post it if your followers would find it valuable. aTM  Save for later.a Follow me for daily AI prompts, tools, guides, and tips. hashtag#ai hashtag#aitoolshashtag#chatgpthashtag#cheatsheethashtag#chatgptpromptshashtag#artificialintelligence",Data and Analytics
"Wrapped up Day 2 at the #LWTSummit! 

Our morning kickstarted with the infectious energy of our hosts, Danielle Moodie and Andrea Minkow, who kept the vibes lively and the laughter contagious throughout the day. 

CEO & Founder of Lesbians Who Tech & Allies, Leanne Pittsford, took us through #LWTSummit's history and her inspiring vision for the future. I'm grateful for her trailblazing spirit that brought this incredible summit to life.

The day unfolded with a diverse lineup of EXCEPTIONAL speakers across various tech & activism lanes. Although I couldn't be omnipresent (cue the wish for cloning technology), I was fortunate to catch some remarkable talks:

 Sissie Hsiao, VP/GM, Google Assistant and Bard at Google, delved into the transformative potential of generative AI in driving innovation.

 Raquel Willis, an award-winning Author and Activist, and Alicia Garza, principal of the Black Futures Lab, sparked insightful conversations on the confluence of gender, race, and societal change, drawing from their extensive activism experiences.

 Pat Wadors, Chief People Officer at UGK, shed light on leveraging technology to foster inclusivity, engagement, and growth within organizations.

 Julie Durham, Chief Technology Officer at UnitedHealthCare, shared invaluable insights into how digital strategies can revolutionize patient experiences and healthcare outcomes.

 Jacqueline Guichelaar, Chief Experience Officer at Cisco, emphasized the critical need to fortify cybersecurity measures in our increasingly interconnected world.

The day also featured a showcase of Rising Voices Films, including 'Order for Pickup' by Jackie! Zhoe, 'Rocky Road on Channel Three' by James Rogers III, and 'Mara Has Three Jobs in San Juan, Puerto Rico' by Ana Verde. These films made me CRY and so... I NEED you to check them out at https://lnkd.in/gipTRPrq 

Beverly Jackson, VP of Brand & Product Marketing at Zillow, inspired us with insights into driving successful product marketing campaigns, highlighting how data and AI can create impactful brand experiences.

Then Layshia Clarendon discussed the intersection of Activism & Sports, beautifully moderated by Arlan Hamilton. Layshia's candid sharing about her non-binary identity struck a chord with me (I cried again), because it echoed my own journey of self-discovery & acceptance through my non-binary identity. 

The insightful session with Ryan Roslansky, CEO of LinkedIn, and Imani Dunbar, Head of Equity at LinkedIn, underscored the significance of leading through change with a skills-first mindset.

LaFawn Davis chatted with Miguel Angel Caballero, Director, Writer, Producer of 'The Ballad of Tita and the Machines,' and Rishi Rajani, CEO of Hillman Grad Productions, unpacking the profound impact of authentic storytelling.

It was a day of empowerment and heartfelt connections! 
I'm looking forward to what Day 3 has in store. 
Stay tuned for more updates! ",Data and Analytics
"Hello, connections!I am sharing my project titled 'Sentiment Analysis on Brands'.The project performs Turkish Sentiment Analysis and includes the following stages:Data Collection: Instead of relying on a pre-existing dataset, I employed the Web Scraping technique to gather comments from the DonanAmHaber website.(I checked the robots.txt file on DonanAmHaber.)Natural Language Processing: I performed Turkish sentiment analysis with the collected comments, and in this stage, I had to employ a variety of different techniques. For text labeling, I used FLAN-T5 and OpenAI, for feature extraction, I utilized BERT, and for model training, I employed Keras.Sequential().Web Application with Flask: I developed a dynamic web application using Flask to visualize the results of the Sentiment Analysis with Apache ECharts graphics.You can review the project at https://lnkd.in/ds7tfKUV. It contains detailed information about the project, including extensive details in the notebook files.While the project was built dynamically with Flask, if you'd like to explore the website without running the project, you can access the static version https://lnkd.in/dSAi7a7t. Please note that the data at this address isn't dynamic like the Flask application, and it offers only the 'mercedes.html' page since there are no separate sentiment pages for each brand. To view sentiment pages for all brands, the Flask application needs to be running.",Data and Analytics
"Exciting news! Our article on Balancing Innovation and Cybersecurity in Medical Schools and Their Related Academic Health Systems has been published in Academic Medicine. Amazing to collaborate with Michael Halaas and Laura Roberts MD, MA on this! Check out the link below to read the article. hashtag#stanfordmedicine hashtag#healthit https://lnkd.in/gYAmrhzM",Data and Analytics
#goodprimer,Data and Analytics
"Thanks Professor Terech for an enlightening day with my fellow panelists, faculty and your students.",Data and Analytics
"""At the end of the day, the decision-making still resides with the humans,"" says Peyman Zand, CSO. Read more on opportunities and challenges surrounding AI, hashtag#automation, and hashtag#analytics, in this StrategicCIO360 article: https://hubs.li/Q027SJyL0",Data and Analytics
"Disney+ continues to enhance measurement and verification on its ad-supported tier. Learn how Oracle Advertising is helping Disney+ unlock actionable verification, viewability, and attention insights: https://lnkd.in/eusmky4m",Data and Analytics
Explore how this CPG manufacturer implemented hashtag#MicrosoftAzure to automate its commercial environment and use data analytics to deliver on its revenue goals.  Ready for a deep dive?  hashtag#PwCMicrosoft hashtag#MSpartner hashtag#MicrosoftAzure hashtag#Transformation hashtag#TechPowered,Data and Analytics
"Hey International Institute for Analytics community!  Pay attention to this rebranding by Gene Kim and the IT Revolution team of their flagship event (DevOps Enterprise Summit) to expand beyond the confines of hashtag#devops.  Doesn't the goal of ""culture-creating learning organizations and employee engagement"" sound familiar to us in the hashtag#data, hashtag#analytics and hashtag#AI sphere?  A unique opportunity to compare notes with peers in the hashtag#devops side of your enterprises.",Data and Analytics
Smartly OG Innovation. Drives performance well beyond the marketplace average.,Data and Analytics
"Blockchain is of utmost importance in B2B payments as it provides a secure and transparent platform for conducting transactions, eliminating the need of intermediaries and reducing the risk of fraud. Additionally, blockchain technology enables faster settlement times, improves efficiency, and lowers costs, making it an essential tool for businesses engaged in cross-border transactions.",Data and Analytics
"Besides GPT from OpenAI. There are many powerful LLMs available, and some of them are open-source.LaMDA and Bard are probably the most famous ones besides GPT, and we also have WuDao 2.0, a powerful Chinese LLM with 1.75 trillion parameters; we have Jais focus on understanding and generating text in Arabic and English, etc.These are just a few examples of the many LLMs that have been developed and published.We are living through a profound moment in the history of technology, and this is well-reflected in the stock market. While the S&P 500 has increased by around 12% this year, Meta is up 162%, symbiotic AI has risen by 180%, and Nvidia has surged by 220%.There is a significant influx of money into AI technology and AI startups, and it's becoming interesting that giants such as Google, Salesforce, and Microsoft are not betting on a single horse; instead, each of them has invested in multiple companies.*Bubble size is no. of parameters.Image credit to level up coding______________I share my learning journey and the interesting things in AI and ML here. Join me and let's grow together.For learning materials on AI, ML and Data Science, please check my previous posts. Alex Wang",Data and Analytics
"What does 24/7 access to quality measurement data mean for a health plan?We recently helped one national plan realize the power of on-demand data access, helping them establish cloud-based data pipelines to improve their quality performance. Learn how Healthcare Data Lake empowered greater efficiency and enhanced outcomes. ow.ly/14PA10541by",Data and Analytics
"In this era of digital health transformation, it is imperative to strike a delicate balance between reaping the benefits of AI and doing it safely. I'm pleased to announce our latest publication, co-authored with Kevin Mooney, Esq., Senior Director of Enterprise Data Governance. This article emphasizes the importance of a holistic, multidisciplinary approach to accelerate digital innovation while safeguarding sensitive patient information.",Data and Analytics
"More and more, top medical organizations are using analytics to personalize care. As part of its future Innovation Institute, Shepherd Center will establish a data analytics program to advance precision rehabilitation for people experiencing the most complex conditions, including spinal cord and brain injuries.
 
Shepherd Center is uniquely positioned to join other leaders in transforming healthcare for the future, says Deborah Backus, PT, Ph.D., FACRM, vice president of research and innovation at Shepherd Center. 

Learn more about how organizations are deploying analytics. https://lnkd.in/gXa9tkCd #PursuingPossible",Data and Analytics
"More and more, top medical organizations are using analytics to personalize care. As part of its future Innovation Institute, Shepherd Center will establish a data analytics program to advance precision rehabilitation for people experiencing the most complex conditions, including spinal cord and brain injuries. ""Shepherd Center is uniquely positioned to join other leaders in transforming healthcare for the future,"" says Deborah Backus, PT, Ph.D., FACRM, vice president of research and innovation at Shepherd Center. Learn more about how organizations are deploying analytics. https://lnkd.in/gXa9tkCd hashtag#PursuingPossible",Data and Analytics
"We're pleased to announced that our economist, Meghna Shah, has been featured in the third Annual Alternative Data Report from Eagle Alpha "" the leading alternative data aggregation platform.Read her blog here, which examines the economic and inflation data that's most important for a ""data-dependent"" era in global central banking: https://lnkd.in/eNA3Mf-a",Data and Analytics
"New on Best Execution: Planixs launches liquidity data insights solution, CEO Neville Roberts gives insight on how the how the new tool aims to unlock the power of financial institutions' untapped liquidity data to provide accessible and actionable data and analytics.hashtag#markets hashtag#data hashtag#trading hashtag#analytics hashtag#technology hashtag#liquidity",Data and Analytics
"It's the most wonderful time of the year! The last Optum Tech town hall of 2023 was a huge celebration of all that this amazing team has accomplished all year with a winter wonderland setting.    We celebrated the incredible progress we've made in 2023 to deliver quality solutions to our users, and we were inspired by outside perspective from two very special guests: Julie Sweet and Michael Dell A huge thank you to Julie  for joining us from Accenture to talk tech trends and personal career growth with our very own Julie Durham, and to Michael from  Dell Technologies  for speaking with Daniel Kueter and the team about the value of going zero distance to listen to customers. I'm grateful to Santiago Abraham, Paul Weymouth, Mouli Venkatesan, Francois Charette, Thomas Kiss, and Latha Budideti too for sharing some of the brightest and best work across our teams from the past 12 months including our Generative AI programming automation work. Finally, a big big big thank you to all of Optum Tech and our partners for helping us go 100X in 2023.  The progress we made in Digital, AI, Cyber, Cloud, Data and all our products and platforms was possible because of the extra oomph you put in and an amazing leadership team.  Tech has never had a higher purpose. Happy Holidays! hashtag#100x _______________________",Data and Analytics
"Data-driven decisions level the business playing field. Seize this opportunity to explore, integrate, and innovate for the tangible impacts.This white paper is quite helpful to the aspiring ""business translators"".",Data and Analytics
Excited to be a part of this great initiative!,Data and Analytics
"I was honored to share my passion for analytics in a recent Forbes article highlighting three trends paving the way for transformation in health care. Here's a recap: ai  Personalized recommendations. Tools informed by data can help care providers recommend equally effective and more affordable medications, helping reduce financial barriers to care. Y Reimagined plans and experiences. Wearable devices can provide insights about our health, but the key is knowing what to do with that information. Resources offering real-time, actionable feedback can bring significant value and encourage healthier lifestyle decisions, especially when integrated with a comprehensive care plan. Y Strategic collaborations. Cultivating new relationships can help drive innovation and bring together novel approaches, offering an opportunity to scale solutions to maximize impact. One example is the UnitedHealthcare Accelerator, which helps early startups grow and facilitates a pathway for commercialization. These approaches are driven by data and present a unique opportunity for us to make health care more equitable and affordable. Check out the photo below at the Optum Innovation Center where we are helping build the future of health care and read the article for a deeper dive on these topics: https://lnkd.in/gJwhhnaz",Data and Analytics
"More and more, top medical organizations are using analytics to personalize care. As part of its future Innovation Institute, Shepherd Center will establish a data analytics program to advance precision rehabilitation for people experiencing the most complex conditions, including spinal cord and brain injuries. ""Shepherd Center is uniquely positioned to join other leaders in transforming healthcare for the future,"" says Deborah Backus, PT, Ph.D., FACRM, vice president of research and innovation at Shepherd Center. Learn more about how organizations are deploying analytics. https://lnkd.in/gXa9tkCd hashtag#PursuingPossible",Data and Analytics
"This year, you are going to hear a lot about ""Spatial Computing"" and ""Mixed Reality."" But what exactly do these terms mean? And how do they relate to the terms we have been hearing for a while now, like ""augmented reality,"" ""virtual reality,"" and ""metaverse""? Here's a crash course on the terminology linked to the next wave of computing:Y Spatial Computing is the umbrella term for technologies and processes that enable computers to perceive, interact with, and navigate 3D space. This includes augmented reality, mixed reality, virtual reality, autonomous vehicles, robotics, and more. Y Augmented Reality (AR): AR overlays digital content on the real world. Users can see and interact with virtual content as if they are in the space around them with devices like smartphones and smart glasses. For example, you see a 3D dinosaur superimposed onto your living room through your phone, looking like it's standing next to your couch. YZ Mixed Reality (MR): The best way to think about MR is a subset or more advanced form of AR. It goes beyond the overlay and provides a deeper integration and interaction between the real and digital worlds. It typically involves advanced spatial awareness, more complex interactivity, and a higher degree of immersion (such as a headset). For example, using a headset, you see a 3D dinosaur roam around your room, walk behind your table, cast a shadow under the lamp, and playfully react when you toss a virtual ball, utilizing the entire space as its stomping ground. Yi  Virtual Reality (VR): VR immerses users in a completely digital environment where they can interact with virtual objects and scenarios as if they were real. It typically requires a headset, often called an HMD or head-mounted display. For example, wearing a headset, you find yourself in a simulated prehistoric world, standing next to a life-sized dinosaur in a fully immersive 360-degree environment.What about XR? XR stands for ""Extended Reality"" and is the umbrella term encompassing AR, VR, and MR. IMHO, it was created because people get tired of saying AR/VR/MR in one sentence ;) Y Metaverse, IMHO, is a term that describes the future online experience, much like how we used ""the information superhighway"" in the early 90s. Matthew Ball defines this as ""a persistent and interconnected network of 3D virtual worlds that will eventually serve as the gateway to most online experiences and also underpin much of the physical world."" It is enabled by spatial computing technologies. Do you have other ways you have been describing these terms to clients, friends, colleagues, or family members? Leave them in the comments! NOTE: I want to recognize that there is a lot of history behind many of these terms that have been around for a long time (e.g., Milgram's mixed reality spectrum). The definitions above reflect how I see the terms currently being used. hashtag#spatialcomputing hashtag#metaverse hashtag#augmentedreality hashtag#virtualreality hashtag#mixedreality hashtag#technology",Data and Analytics
"Thank you to Associated Bank & NEW Manufacturing Alliance for offering an upskilling course on data analytics. If you want to enhance your skills, I would recommend investing your time in this certification. https://lnkd.in/eAhGyKBB",Data and Analytics
"The existing IT landscape must not be neglected when making room for new strategies. Examining the core, building blocks, bones, and base infrastructure isn't a waste of time; it's akin to revisiting a mission statement, ensuring the foundations remain solid.The next step involves addressing the tidal wave of data change and identifying opportunities for agility, adaptability, and flexibility. Rather than waiting for it to 'happen at you,' it's an opportunity to participate in the change. hashtag#ITStrategies hashtag#DataChange hashtag#Agility",Data and Analytics
"What are 2 2 1   o2 2 s22 14 (s)    2o ?Here is an example of a simple RAG based Chatbot to query your Private Knowledge Base.First step is to store the knowledge of your internal documents in a format that is suitable for querying. We do so by embedding it using an embedding model:Y: Split text corpus of the entire knowledge base into chunks - a chunk will represent a single piece of context available to be queried. Data of interest can be from multiple sources, e.g. Documentation in Confluence supplemented by PDF reports.Y: Use the Embedding Model to transform each of the chunks into a vector embedding.Y : Store all vector embeddings in a Vector Database.Y: Save text that represents each of the embeddings separately together with the pointer to the embedding (we will need this later).Next we can start constructing the answer to a question/query of interest:Y: Embed a question/query you want to ask using the same Embedding Model that was used to embed the knowledge base itself.Y2: Use the resulting Vector Embedding to run a query against the index in the Vector Database. Choose how many vectors you want to retrieve from the Vector Database - it will equal the amount of context you will be retrieving and eventually using for answering the query question.Y3: Vector DB performs an Approximate Nearest Neighbour (ANN) search for the provided vector embedding against the index and returns previously chosen amount of context vectors. The procedure returns vectors that are most similar in a given Embedding/Latent space. Y : Map the returned Vector Embeddings to the text chunks that represent them.Y: Pass a question together with the retrieved context text chunks to the LLM via prompt. Instruct the LLM to only use the provided context to answer the given question. This does not mean that no Prompt Engineering will be needed - you will want to ensure that the answers returned by LLM fall into expected boundaries, e.g. if there is no data in the retrieved context that could be used make sure that no made up answer is provided.To make it a real Chatbot - face the entire application with a Web UI that exposes a text input box to act as a chat interface. After running the provided question through steps 1. to 9. - return and display the generated answer. This is how most of the chatbots that are based on a single or multiple internal knowledge base sources are actually built nowadays.There are many caveats you might face while building RAG Systems, I'll cover them in the following weeks.--------Follow me to upskill in hashtag#MLOps, hashtag#MachineLearning, hashtag#DataEngineering, hashtag#DataScience and overall hashtag#Data space.14'  314 2   14 1 2 Y,  2  14oo2 !Join a growing community of Data Professionals by subscribing to my 2  12  2/114 .",Data and Analytics
"Elevance Health CEO Gail K. Boudreaux gave a keynote speech at hashtag#CES about the use of technology to make hashtag#healthcare more proactive, predictive and personalized. The health insurance giant, which serves 117 million people, sees opportunities to leverage hashtag#generativeAI and other technologies to make healthcare easier to navigate, chief AI officer Shawn Wang said during an interview at CES.""We're looking at 'How do we get AI embedded in every major business?' We think about AI as being 'people-first.' You  start with why. Why do we do this? What problem are we trying to solve?"" Wang said. Heather Landi, Fierce HealthcareAt Intelliswift Software, we are helping healthcare payers and providers across a range of hashtag#GenAI applications - from summarization, generating predicting insights, to AI virtual assistant/Chatbot, to automating business processes. Reach out to our healthcare business leaders to collaborate - Hassan M. Sharif, Kristie A. Tran, MBA.",Data and Analytics
A&M Managing Director Rocco Grillo was recently interviewed by Legaltech News on his predictions for cybersecurity in 2024. He shares his insights into the continued importance of cyber risk for Boards of Directors and executive leadership teams and the role these teams will play in corporate cyber resilience strategies. Read the full article here: https://okt.to/8xa3lp hashtag#AMon hashtag#Cybersecurity hashtag#CyberResilience,Data and Analytics
"Y Using LLMs to interact with SQL DatabasesThis is one of the more popular use cases for LangChain, and we've revamped our docs in this area. This includes:Y""aTMi  QuickstartY AgentsY Prompting Strategiesa  Query ValidationY Large Databaseshttps://lnkd.in/gnjCMAZg",Data and Analytics
"When we speak about increasing transparency for AI and for platforms, are we all talking about the same thing? How should regulations treat transparency as an effective means to achieving specific goods, rather than as an unsatisfying end-in-itself? These are among questions I first began to research  while studying at Georgetown Law (with the support of the incredible Prof Julie Cohen), and the resulting paper was recently published in the peer-reviewed journal Policy & Internet:",Data and Analytics
"I've made that point before:
- LLM: 1E13 tokens x 0.75 word/token x 2 bytes/token = 1E13 bytes.
- 4 year old child: 16k wake hours x 3600 s/hour x 1E6 optical nerve fibers x 2 eyes x 10 bytes/s = 1E15 bytes.

In 4 years, a child has seen 50 times more data than the biggest LLMs.

1E13 tokens is pretty much all the quality text publicly available on the Internet. It would take 170k years for a human to read (8 h/day, 250 word/minute).

Text is simply too low bandwidth and too scarce a modality to learn how the world works.

Video is more redundant, but redundancy is precisely what you need for Self-Supervised Learning to work well.

Incidentally, 16k hours of video is about 30 minutes of YouTube uploads.

https://lnkd.in/eDq3tq4V",Data and Analytics
Record fraud case volume and losses seen across the retail banking industry as fraudsters leverage personal data from breaches and attack customer bank accouts through their telcom and e-mail accounts.,Data and Analytics
"Everfox, formerly Forcepoint Federal, has been defending the world's most critical data and networks against the most complex cyber threats imaginable for more than 25 years.  Learn more: https://www.everfox.comhashtag#Everfox hashtag#Cybersecurity",Data and Analytics
"How best to evaluate RAG (Retrieval Augmented Generation) pipelines - particularly in the absence of human-labeled data - is something that comes up in nearly every real-world project involving Large Language Models (LLMs). RAGAS is one emerging method for evaluating RAG pipelines, but it can cost a lot in terms of tokens and time. And nearly every method relies on evaluating LLMs with other LLMs, which can lead to brittleness and bias problems.As more and more LLMs get used in real-world production pipelines, I remain interested to see what kinds of evaluation metrics and methods become the industry standards.https://lnkd.in/gPhKHqTk",Data and Analytics
"We're pleased to announce the CIRCULAR program aiming to achieve a circular battery supply chain through the development of innovative solutions(A) to regenerate materials and prolong battery service life, (B) to facilitate safe and fast disassembly of battery packs through modular designs, advanced materials, and reversible manufacturing methods for rework, repair, reuse, remanufacture, and recycling,(C) to develop cell-level sensing, data analytics, and battery intelligence systems to ensure safety, extend service life, and manage end-of-life of batteries, and (D) to develop technoeconomic, lifecycle, and circularity analysis tools to justify the adoption of these technologies and inform new business models.There is more to circularity than recycling! We are looking forward to reading your concept papers due on March 19, 2024.  Please, see the funding opportunity announcement for details.",Data and Analytics
Big news! Healthcare organizations can now trust that with Microsoft Fabric their data is protected by the most recent security and privacy standards in the industry.,Data and Analytics
hashtag#populationhealth requires an hashtag#integrated data platform to surface hashtag#insights that matter for hashtag#action. hashtag#microsoftfabric is that integrated data platform and now hashtag#microsoftfabric is HIPAA compliant! Protecting hashtag#PHI is #1 priority for hashtag#microsoft and our hashtag#customers.,Data and Analytics
"How to Measure the Cost Savings of Migrating Workloads from On-Premises or COLO to the Cloud?When it comes to migrating workloads to the cloud, the very first question the leadership (the CxO team) will ask is ""how to measure the cost efficiencies of moving the workloads to the cloud""?Please take a look/read my article below and let me know your thoughts.Note: This article reflects my personal knowledge and expertise and not the viewpoint of any organization or entities.hashtag#cloud hashtag#costoptimization hashtag#enterprisearchitecture hashtag#solutionsarchitect hashtag#dataanalytics",Data and Analytics
"10 months ago I was arriving Yto Montreal, to continue my career in Digital and Data in one of the best countries in the world Y Y. Lots of expectations, uncertainties, excitement, desires in my mind; that were not even close to what I have experienced until now; and is not even a year! I feel very fortunate to be able to experience international moves, and of course Canada was not going to disappoint! I need to recognize how lucky I am YTMbecause of the AMAZING GROUP OF PEOPLE I've arrive to work with ; leaders, colleagues and friends from whom I learn every day! a  New city, new culture, new house, new boss, new team""; it is an overwhelming experience. I believe people is the most complex but vital component to succeed in any work assignment or task, and I can certainly confirm if you manage to make it work; is because of the people you have around you hashtag#dreamteam An Verhulst-Santos Marc Dicko Patricia Li Sarah-Anne DUCREUX Myriam Tambe Luc Antoine Anne-Laure Quemard-Sardais Pascal Rosello Dominique Savard Sarah CA tA-Fournier, CRHA Maxime Petit Sandra P. HernandezLukas GaffiA Thomas Dussault Ousmane SidibA Beatrice Abillama Kate Catanzano Tiffany-Ann McNeil Charles DAsilets Farhan Samin Prionta Utkarsh Nagpal Andres Gonzalez Arcaya Constantina Roumeliotis Alban D. Sandrine HAlie Sonia ChangJulie Carbone Pierre Arnaud Yahya Vargas and more! I think now is the best time to be working in Data. I am very proud of all the acceleration and the transformation we are driving with our local Marc Dicko and global teams Asmita Dubey Olivier Girard Ludovic BAguA. Just last month has been a marathon of energy and time dedicated to upskill our teams and design the future of our consumer relations and value driven by DATA. We are ready and looking forward to whats going to come! Thank you team, Merci Montreal & hashtag#LorealCanada. I feel very much at home by now! Y YYai ",Data and Analytics
Any form of automation is super helpful when it comes to performance marketing & at HelloFresh we use Smartly Y3 check out the celebs in our team talk about it Duong Le Emiri Dandoy hashtag#digitaladvertising hashtag#performancemarketing,Data and Analytics
"""Moreover, McDonald's leverages data analytics to tailor its offerings, ensuring menu items and promotions resonate with customer preferences. Automation and AI in operations, such as kiosk ordering and kitchen management systems, streamline service delivery, enhancing efficiency and profitability.""",Data and Analytics
"This is the best summary of the current state of technology for clinicans that I have heard recently""""The area where technology can help clinicians the most is""workflow"" Workflows are sacred to clinicians. They need to be protected and optimized for each clinician. ""Technology is not going to diagnose the patient, technology is going to help us treat patients"" Tech is a tool like a scalpel is a tool. ""AI will help clinicians with cognitive burden. "" We need tools that keep us from having to remember 200 things about 20 patients each day. Great perspective and interview from Margaret Lozovatsky, MD, FAMIA Paulius Mui, MD Graham Walker, MD Vinod Dasa MD Dr Avneesh Khare Alexandre Lebrun Dr Dom Pimenta M.D. Dr Avneesh Khare Sarah Gebauer, MDEd Lee, MD, MPH Ryan Hess, MBA Jeremy Carroll",Data and Analytics
