postContent,themes
"Major news from #GoogleCloud include #Gemini Pro support directly from within #BigQuery and customers are adoption it and BigQuery ML rapidly. In addition the next Generation of BigQuery #Omni is enabling advanced multi cloud use cases,  supporting materialized views against multiple clouds in a single statement to enable intelligent pushdown and caching for the most demanding customer use-cases.#Data #Analytics #AI #GenAI #MultiCloud",AI or Machine Learning
"A few years ago I worked with an airline to improve the utilization of the commercial cargo with very nifty AI-based Revenue Management solutions. The technology could get the airline 10ppt extra utilization across its entire network (worth over $100M per year in bottom line) but they could not get to that value until they got airport palletizing procedures to be optimized and cargo sales reps to use the technology in their day to day workflow. Both critical non-tech changes.For real value, it's #NeverJustTech - There is so much more to consider in order to maximize the performance of digital and AI solutions. Every time a new solutions gets introduced to optimize a process or a customer experience, there will likely be changes required upstream and downstream of that process as per my airline example. That's why business leaders must own the reimagination of that business process with technology AND also own the change management. It's also why such efforts are so often failing if they are tucked too low in the organization with managers who don't own the end-to-end process or if they are being pushed by IT. #McKinseyDigital #RewiredBook",AI or Machine Learning
"hashtag#GenAI is cutting deep into traditional business operations, and no more so than the Global Business Services model, which is no longer relevant for ambitious enterprises... With the rapid advent of real generative AI capability, the current GBS model is dated, fails to deliver much (if any) value beyond cost and efficiency and has struggled to create viable career opportunities for ambitious talent. Let's face it, GBS is still stuck squarely in the back office and fails to provide a career track for the best and brightest to pivot their firms into the generative AI era. Saurabh Gupta hashtag#GBS hashtag#globalbusinessservices hashtag#sharedservices hashtag#disruption",AI or Machine Learning
"Ys Don't let your files get out of hand!Stay organized in your development process with these tips from Andy McDonald. In his article, he shares ways you can structure your Streamlit apps: https://lnkd.in/grxYmQjg hashtag#python hashtag#code hashtag#developer",AI or Machine Learning
"Well, it's about time I update this""privileged to be part of the team at Tropicana Brands Group as Head of Corporate IT, working with some amazing individuals in the IT Business Partner and PMO space. Fortunate to help lead the separation from PepsiCo and get the foundation established to drive growth and transformation for Tropicana.  Proud to say I closed out the MBA journey in the meantime.",Not AI or Machine Learning
"I wanted to share my decision to retire as President and CEO of Heidrick & Struggles. For more than 23 years, Heidrick has been my home. I am so grateful for the amazingly talented colleagues and clients I have worked with along the way and I've been privileged to lead such a wonderful team.  I know I am leaving the company in great hands. I will continue to serve as an advisor, working closely with our clients globally.I'm delighted to share that Tom Monahan will be taking over as CEO and member of the Board, and Tom Murray, our Global Managing Partner of Executive Search, will become President.I am incredibly proud of everything we have accomplished together "" we have built a strong foundation for our next chapter of growth and client impact. I can't wait to watch Heidrick soar to new heights with Tom and Tom at the helm.",Not AI or Machine Learning
"Generative AI's meteoric rise over the past year has unleashed possibilities for early adopters, but these exciting opportunities also come with their share of risk.

Our subject matter experts explore how organizations can mitigate these challenges and apply responsible AI principles as they scale. https://lnkd.in/e8jagf-V #NeverJustTech",AI or Machine Learning
"Ys Exciting News Alert! Ys DI Squared is here and ready to revolutionize your business solutions! Y14a  Whether it's streamlining operations, boosting efficiency, or enhancing your customer experience, we've got you covered. YY Drop us a comment or message to learn more about how we can tailor our expertise to meet your unique needs. Let's take your business to new heights together! For more information, contact - Ross Conrad or Brittany Madgehashtag#DISquared hashtag#BusinessSolutions hashtag#Innovation hashtag#DataIntegration hashtag#DataAnalytics hashtag#Qlik hashtag#QlikSense hashtag#BI hashtag#DataStrategy hashtag#AI hashtag#SaaS hashtag#Snowflake hashtag#Talend hashtag#Mail&Deploy hashtag#Vizlibhttps://hubs.li/Q02mqj6N0",AI or Machine Learning
"To get 20 minutes free AI video session contact Jorge Zuazola whose AI 5.0 Leadership Roadmap underscores the importance of guidance, empowerment, and collaborationessential principles of leadership, AI, and digitalization. Book 20 minutes free AI video session in Microsoft Teams to get your AI 5.0 Leadership Roadmap.
Read here https://lnkd.in/eHj6J_3G The Best AI Training Model: 5.0 Leadership
 https://lnkd.in/e6WVADAq Artificial Intelligence Training to become a 5.0 Leader https://lnkd.in/e_q3Cu6m AI Era: 2023 Female 5.0 Leaders on the rise to capitalize in 2024 and https://lnkd.in/eGEhfJip Lets delve into the excellence of the enclosed leadership quote and how it relates to leadership growth, AI proficiency, and successful digital strategy:
Leadership Growth:The quote Dont close the book when bad things happen in your life, just turn the page and begin a new chapter holds valuable lessons for leadership.
Leaders must learn from adversity, setbacks, and failures. Rather than giving up, they should adapt, gain insights, and forge ahead. This resilience is essential for growth.
AI Proficiency:AI algorithms evolve through continuous learning and adaptation.
The phrase begin a new chapter aligns with the iterative process of improving AI models based on errors or unexpected outcomes. Each challenge presents an opportunity to enhance proficiency.
Successful Digital Strategy:Digital strategies require adaptability in a rapidly changing landscape.
Just as the quote suggests not closing the book, successful digital strategies involve staying open to innovation, embracing change, and starting fresh chapters when needed.
This quote resonates universally, whether applied to personal growth, business strategies, or technological advancements.",AI or Machine Learning
"I spend a significant part of my year travelling each week to meet and hear from our clients. Over the last few days I've been at hashtag#COP28 meeting with clients and other business and government leaders, and I'm struck once again by the array of stakeholders who are thinking deeply about the transition to a lower-carbon economy. Whether it's the CEOs of the major energy companies, founders of tech start-ups, government ministers, banks, NGOs or investors, all of them are highly focused on how technology, public policy and consumer preferences will continue to shape the energy transition.  The UAE has demonstrated leadership and vision in launching a new investment vehicle that aims to direct capital in support of the energy transition, and I'm honored that BlackRock has been entrusted to manage a portion of these investments. Yesterday afternoon I also participated in a roundtable discussion to launch the  Global Climate Finance Centre, a think tank that will bring together research and thought leadership on the energy transition.  As we see more and more capital being directed towards investments that support  the energy transition, the architecture of the financial system will continue to evolve and adapt. Asset managers will need to continue to work hard to help their clients effectively navigate this shift in the investment landscape.",Not AI or Machine Learning
"How do you comprehensively assess a bank's resilience against adverse interest rate moves? Are existing stress tests ""enough""? How to conduct regulatory required IRRBB reverse stress testing?We have developed a new quantitative toolkit (attempting) to answer the above questions, among others, in a systematic manner and illustrate its application on two hypothetical but realistic bank balance sheets: https://lnkd.in/e7gncd9Ehashtag#ReverseStressTesting, hashtag#StressTest, hashtag#InterestRateRisk, hashtag#IRRBB, hashtag#ALM, hashtag#QuantiativeRiskManagement, hashtag#MachineLearning Views are my own.",Not AI or Machine Learning
"I hope this framework, developed over the course of several successful transformations for Fortune 500 organizations, helps teams/orgs looking to navigate change across digital, tech and commercial aspects.What would you add or do differently?hashtag#digitaltransformation hashtag#ai hashtag#strategy",AI or Machine Learning
"A bunch of CEOs said in a survey that half their jobs can be done by AI. Do you think AI can replace the CEO? I say yes and no. Yes, in that I'm sure we will have some virtual companies operated mostly or entirely by AI in the future. No, in that I think as long as people need to be managed, inspired, led, etc. human leadership is unparalleled. Either way, the future is getting more interesting. Thoughts?",AI or Machine Learning
"After AI scribes, what's the next gen AI category to see widespread adoption in healthcare?Our take: - 2 14   2 2  141  14  a Zi  YZIn our recent conversations with IT leaders at health systems and large provider orgs, we're consistently hearing that contact center applications are the next key priority.In particular, we're seeing the solutions orgs are considering mapping to one of five buckets:"" Yz Inbound phone calls "" Yi  Outbound phone calls "" Y Conversational chat "" Y Agent assistants - i.e., solutions that make the human agent's job easier"" YS Contact center analytics and intelligenceWhy are providers prioritizing AI contact center tech? A few reasons:1. Lower Risk "" contact center use cases are generally lower risk, particularly relative to those that touch clinical care. 2. Cost Reduction "" these solutions show promise of materially reducing costs and addressing headcount challenges (including managing turnover of contact center staff, which is a huge problem for many orgs). 3. Patient Experience "" AI contact center products can enable significantly improved patient experience via higher quality, more convenient service.Over the next week, we'll share more about what we're seeing in these categories, including an initial mapping of the vendor landscape. In the meantime curious to hear folks' thoughts. Are AI contact center solutions the next AI scribes?",AI or Machine Learning
"Wrapped up Day 2 at the #LWTSummit! 

Our morning kickstarted with the infectious energy of our hosts, Danielle Moodie and Andrea Minkow, who kept the vibes lively and the laughter contagious throughout the day. 

CEO & Founder of Lesbians Who Tech & Allies, Leanne Pittsford, took us through #LWTSummit's history and her inspiring vision for the future. I'm grateful for her trailblazing spirit that brought this incredible summit to life.

The day unfolded with a diverse lineup of EXCEPTIONAL speakers across various tech & activism lanes. Although I couldn't be omnipresent (cue the wish for cloning technology), I was fortunate to catch some remarkable talks:

 Sissie Hsiao, VP/GM, Google Assistant and Bard at Google, delved into the transformative potential of generative AI in driving innovation.

 Raquel Willis, an award-winning Author and Activist, and Alicia Garza, principal of the Black Futures Lab, sparked insightful conversations on the confluence of gender, race, and societal change, drawing from their extensive activism experiences.

 Pat Wadors, Chief People Officer at UGK, shed light on leveraging technology to foster inclusivity, engagement, and growth within organizations.

 Julie Durham, Chief Technology Officer at UnitedHealthCare, shared invaluable insights into how digital strategies can revolutionize patient experiences and healthcare outcomes.

 Jacqueline Guichelaar, Chief Experience Officer at Cisco, emphasized the critical need to fortify cybersecurity measures in our increasingly interconnected world.

The day also featured a showcase of Rising Voices Films, including 'Order for Pickup' by Jackie! Zhoe, 'Rocky Road on Channel Three' by James Rogers III, and 'Mara Has Three Jobs in San Juan, Puerto Rico' by Ana Verde. These films made me CRY and so... I NEED you to check them out at https://lnkd.in/gipTRPrq 

Beverly Jackson, VP of Brand & Product Marketing at Zillow, inspired us with insights into driving successful product marketing campaigns, highlighting how data and AI can create impactful brand experiences.

Then Layshia Clarendon discussed the intersection of Activism & Sports, beautifully moderated by Arlan Hamilton. Layshia's candid sharing about her non-binary identity struck a chord with me (I cried again), because it echoed my own journey of self-discovery & acceptance through my non-binary identity. 

The insightful session with Ryan Roslansky, CEO of LinkedIn, and Imani Dunbar, Head of Equity at LinkedIn, underscored the significance of leading through change with a skills-first mindset.

LaFawn Davis chatted with Miguel Angel Caballero, Director, Writer, Producer of 'The Ballad of Tita and the Machines,' and Rishi Rajani, CEO of Hillman Grad Productions, unpacking the profound impact of authentic storytelling.

It was a day of empowerment and heartfelt connections! 
I'm looking forward to what Day 3 has in store. 
Stay tuned for more updates! ",AI or Machine Learning
"If you're attending hashtag#ViVE2024, make sure to join our CEO and Founder Shivdev Rao MD and Chief Clinical Officer Tina Shah MD MPH today as they take the Downtown LA stage to explore generative AI's role in reducing burnout and our commitment to the responsible deployment of AI.",AI or Machine Learning
"Transforming Business with (Gen)AI must be in the strategic agenda of every company. In this article, I am introducing the concept of $Billion Algorithms and How to Grow them as a way to accelerate value creation with AI, and offering tips on how to escape POC/MVP gravity to drive scale. Thanks to Freddy Bharucha who was the first president who called me on AI / algorithms back in 2016 in China. Harsh Kar who asked me about $Billion Algorithms during my speech at Nasscom. Isabelle Bousquette would be great to chat more about this. hashtag#BillionDollarAlgorithms hashtag#AI hashtag#BusinessTransformation hashtag#Digital hashtag#GenAI",AI or Machine Learning
Congratulations Shilpa Gupta Cleveland Clinic for being one of leading investigators of this practice changing trial for patients with bladder cancer!,Not AI or Machine Learning
"Great day with CS Week and our Lead Next team spending the day at Jacksonville Electric Authority .  Sheila Pressley, Chief Customer Officer shared her personal career journey with our group.",Not AI or Machine Learning
" Huge AI Investment Opportunity Closing on June 18th! 

AI is about to massively disrupt every industry. The real opportunity lies not in LLMs, which will be commoditized and dominated by big tech, but in startups focused on vertical applications of AI.

Jurny exemplifies this perfectly. In my opinion, they are the best-positioned company to disrupt the $4.7 trillion hospitality industry, which is riddled with inefficiencies.

Their traction is off the charts , and for a limited time, they are opening investment to customers and retail investors alongside top-tier venture capitalists. If you are considering an investment in AI, you wont want to miss this chance. https://lnkd.in/gXNv8PYm
Jurnys round closes on June 18.




Disclaimer: This is a paid advertisement for Jurnys Regulation CF offering. Please read the offering circular at https://lnkd.in/gHh_vkuV.",AI or Machine Learning
I was having a good day today...,Not AI or Machine Learning
Happy New Year! YZ Wishing you and yours health and happiness this year!,Not AI or Machine Learning
"Nvidias CEO sees AI revolution transforming energy grid.

In a recent statement, Jensen Huang, CEO of Nvidia, highlighted how AI is set to revolutionize the energy grid, leading to increased efficiency and reduced waste in energy delivery.

A few highlights: 

-  Yes AI's energy requirements will rise, but it will enhance energy companies' efficiency.
-  Data centers, AI, and accelerated computing will demand more power.
-  Benefits of AI systems will enable electric companies to deliver energy more efficiently.
-  AI will transform the energy industry, impacting demand and grid locations.
-  Collaboration between tech and energy industries crucial for future advancements.
-  AI and accelerated computing to bolster cybersecurity in the energy sector.

Partnering with AI for energy provision presents a transformative opportunity for the industry. Utilizing smart tools and AI can enhance productivity, efficiency, and security, ultimately benefiting the global population.

 https://lnkd.in/gSSHa2HH

#AI #EnergyTransformation #Nvidia #TechIndustry #EnergyEfficiency #SmartGrids #InnovationInEnergy #SustainableEnergy",AI or Machine Learning
 Excited to Share the Latest Episode of tech trek discussing responsible ai with Amir Borrmand ,AI or Machine Learning
"Lot of people asked me in past few days what Armada is and why am I so excited to be their Strategic Advisor. I've been a board advisor to multiple high-tech startups over the years but I haven't seen anything close to as groundbreaking as this technology is. Armada is the world's first full-stack edge computing platform, revolutionizing connectivity, compute, and AI solutions where they're needed most - anywhere on Earth. Check this video out to see why I'm so bullish.",AI or Machine Learning
"Another Pumps & Pipes Annual Event in the books! After many months of strategizing and preparing for this event, it was incredibly rewarding to see everything come together successfully - from the energized attendees to the stellar speakers to the inspiring entrepreneurs and exhibitors. Thank you to the entire Ion Houston team including the Lymbar restaurant who hosted our VIP lunch and Second Draught who hosted our happy hour. Jan E. Odegard Joey Sanchez Christopher Ortiz Ashton Robinson And of course, thank you to Stuart J. C. and Dr. Alan Lumsden for trusting me with the planning and organization of this hashtag#UniquelyHouston event.",Not AI or Machine Learning
I'm happy to share that I'm continuing my path in Mural as a Revenue Operations Manager!,Not AI or Machine Learning
"LOVE this new scam detecting feature from Google Gemini. 

It detects conversation patterns commonly associated with scams (like asking for gift cards or password resets).

It uses Google Gemini Nano, which lives on an Android device and keeps conversations private.

The one thing I hope is they make an API available to banks and fintech companies so they can use it in their risk modeling for payments.",AI or Machine Learning
"Finally getting around to posting more about last weeks events!Last Friday and Saturday I had the pleasure of being one of 50 students selected to participate in the #TruistImmersiveLearningEvent. Together over the two days Green Team (Tharun Kumar Reddy Vattam, Deepthi Meher, Ayisha R., Fred Schuck, Riona Adela, Ruthvika Kosuri, Trinity Wells, and myself) participated in rapid prototyping and demoing a booking solution for IHG Hotels & Resorts utilizing Amazon Web Services (AWS), Verizon, Wicket, and Figma. The entire experience was unique, exciting, and a tad stressful (of course in a good way). I'm incredibly grateful for the chance and am hoping to participate again next year if Truist will have me!While we didn't come first in the pitch competition, all of the Green Team members came first in my heart; such an amazing experience to work with all of these skilled and hard-working individuals. It was also amazing to have real-time support from individuals from each of these companies as well as #TeamTruist staff. Special shoutout to Mike DeYoung, Brandon Castagna, Spencer Hawkins, Shannon Vanderhill, Michael Senuta, and David A. Lane for being our teams facilitators and guides through our rapid-prototyping journey.Another thank you to Eric Fender and Kourtney S. Peterson, MPA as well as the other UNC Charlotte Belk College of Business staff who helped organize the event and make it all possible. Thank you as well to, Edward Lopez, CCXP, Laura Smith, and again Shannon Vanderhill, MFA for introducing me to Design Thinking and inspiring me to seriously consider it as a career field I'd like to get into.Once again, thank you again to everyone I've tagged, getting to meet any of you is already a great joy for me, getting to meet all of you was beyond that, it was inspiring. I wish all of you good things to come!#InnovativeLeadership #RapidDevelopment #Charlotte #UNCCharlotte #BCOB",Not AI or Machine Learning
" It's my 3 year anniversary with JBT!  Thank you to all my wonderful colleagues who make every day the best day.  To all the incredible candidates I meet on their #journeywithjbt and the new colleagues I welcome into the business each year ... thank you, thank you, thank you! #talentacquisition #engineering #manufacturing #hiring #candidateexperience 
 check out our JBT HOT JOBS  at https://careers.jbtc.com/",Not AI or Machine Learning
"This is one of several Domain Architect, Platform Architect and Solution Architect roles that we are seeking to join the Technology team at Comerica.  Check out this or the other roles that we are hiring for in metro Detroit, MI, or metro Dallas, TX.Comerica Bank hashtag#careers hashtag#jobs",Not AI or Machine Learning
"The people whom you surround yourself with daily have a significant influence on your life. Choose the people around you wisely because they will significantly impact your potential and how successful you become. If you surround yourself with wise people trying to improve and better themselves, those qualities will help push you to improve.On the other hand, if you associate with people who engage in self-destructive habits, those habits will negatively affect you. Keep away from people who try to belittle your ambitions, especially during these unprecedented times. According to Mark Twain, small people always do that, but the greats make you feel that you, too, can become great.Being around like-minded people will help you reach your goals and, in the process, allow you to become extraordinary.Check out our new Amazon Best Seller, ""Unlock The Hidden Leader, Become The Leader You Were Destined To Be,"" by simply clicking the link below.https://geni.us/4JmlQUhashtag#leadership hashtag#management hashtag#leadershipdevelopment hashtag#employeeengagement hashtag#leaders hashtag#people hashtag#leadershipfirst hashtag#leadershipfirstquotes",Not AI or Machine Learning
Here we gooooooo!,Not AI or Machine Learning
"Is your company well-positioned to take advantage of the coming AI wave?

There's a distinction between companies that experiment with AI, those that deploy AI for specific tasks, and companies that are truly AI-centered. 

Understanding this difference can position your company for success when Enterprise AI truly gets going. 

Let's look at what an AI-enabled company looks like versus an AI-centered company. 

AI-Enabled Company 

	Leadership team understands the benefits of embedding AI in business processes and are keenly aware of what their competition is (or is not) doing around AI enablement.

	Has staff trained on AI technologies and implementation methodologies.

	Identified processes that can be automated with little disruption to overall business. 

For example: 

Automate repetitive tasks like data entry and lead scoring (machine learning), or AI-powered sales forecasting and opportunity management tools. Chatbots for basic customer service inquiries. 

AI-Centered Company 

	An evolved version of the AI-enabled company, which has a comprehensive AI strategy and leadership in place.

	Has multiple core business processes AI-enabled, and a plan to integrate AI into operational decision-making within multiple departments like logistics, supply chain, inventory, marketing, sales, customer support, etc.

	Has a change management program and employee re-education program to help up-level their knowledge to incorporate AI. 

AI is fast becoming a core driver of innovation, growth and competitive advantage. 

What are your thoughts on the future of AI? 

Share your experiences or insights in the comments! 



___________
Join My Exclusive Circle of Executives in diverse industries and AI enthusiasts by following  Arun Rao 

 #businesstechnologyexpert #companyexecutives #AIenthusiasts #samvid #sootras #enterpriseai #neeyums samvid.ai",AI or Machine Learning
hashtag#honeywell hashtag#futureshapers WE BUILD COOL STUFF!!  Proud to work at Honeywell and our team that will send humans to the moon!,Not AI or Machine Learning
"This remains one of the most consequential experiments in AI: Bloomberg spent over $10M training a GPT-3.5 class AI on their own financial data last year"" ""only to find that GPT-4 8k, the AI available to billions of people around the world, and without specialized finance training, beat it on almost all finance tasks!There was a moment that we thought proprietary data would let organizations train specialized AIs that could compete with frontier models. It turns out that probably isn't going to happen. The largest frontier models are just much better at most complex tasks than smaller models.",AI or Machine Learning
"This past week, Google made a big move to counter the looming decline of its search business. Was it big enough, though? hashtag#AI",AI or Machine Learning
"hashtag#IABALM2024 is a wrap and we're proud to have joined the powerful conversation on the creative revolution + the role AI will play in driving real business value this year & beyondYWe hit the stage to chat vision and application to leverage GenAI to propel campaigns from idea to ad with simplicity and efficiency - reshaping the future of effective creative excellence in a new world Ys YsY sound bites to color the year ahead Y""Creativity is at the heart of marketing, but we all know how impossible it is to deliver the volume and velocity we need at the personal level. AI is making this possible."" Jason Spero Vice President, Global Product Lead, Google ""In 2010, technology drove changes in consumer behavior and we all had to adapt and evolve then. We're in a similar moment now because AI is changing the foundation of everything we do in marketing."" Jason Spero""AI helps you build trust and optimize ad spend. Unlock and accelerate the future."" Kelly M. Amazon AdsArto Tolonen & Michelle Lu for the win Y",AI or Machine Learning
I'm happy to share that I'm starting a new position as CEO at Stealth Company in Austin!,Not AI or Machine Learning
"In our recent #Exponent customer panel on #AI, experts Damon Becknel, John McClure, and Yonesy Nez , along with Colin O'Connor, delved into the crucial balance of leveraging AI to accelerate analyst productivity while safeguarding data. They emphasized the importance of establishing ""safe zones"" for experimentation and defining clear, approved AI use cases, ensuring organizations can harness AI's advantages securely against potential threats.#ArtificialIntelligence #GenerativeAI",AI or Machine Learning
"To Laura Desmond, social and commerce fit like peanut butter and jelly "" a convergence of experiences that reflect a growing consumer trend. https://lnkd.in/e45ad_BP",Not AI or Machine Learning
"We're thrilled to now be an AWS Well Architected Review Partner! We're excited to support our customers and ensure best practices within their Amazon Web Services (AWS) environment using our K8s management platform, Palette. Learn more about our AWS expertise in our dedicated page: https://lnkd.in/dBtThqT7 #kubernetes #kubernetesmanagement #aws",AI or Machine Learning
"We wrapped up our banking conversion with the release of our awesome new national brand. 

Welcome to Flagstar. Were so glad to have you with us!",Not AI or Machine Learning
"I'm meeting a lot of CEO's and their execs these days "" helping them prepare their AI strategy for their BOD (Board of Director) presentation and/or validating what they have as a sound roadmap and feasible to deploy. And I have to give credit to them "" they have come up to speed with what AI is and what AI is not fairly quickly. The part that still concerns me after having been a CDO many times over and having seen the data ecosystem for both small and large organization's is this "" DATA is still the ruler of the AI kingdom. Whether developing Applied AI or Generative AI applications "" the basics of a data ecosystems are still impeding the progress of true development. So outside of reading a Gartner or McKinsey report on the importance of data in any AI roadmap, it still hasn't truly sunk in yet. For example "" in the task & approach of either fine tuning a model vs. taking a RAG approach- Fine-tuning involves retraining an existing AI model on a new dataset ... so by default you need large amounts of training data that needs to be accessible, available, and of good hygiene.- RAG involves connecting a retrieval system with a generative model "" so taking information from a well known knowledge base ( that also needs to be accessible & of good hygiene) and using the generative model for search, understanding, and text creation.Either approach has a dependency on accessible & good data "" something we CDOs continuously need to persuade our stakeholders and peers for year after year during our financial cycles of ""I need X to fix our Y"" "" yet we never truly get the investments we need, so the can gets kicked down the road. My only request is, don't develop an AI Strategy without parallel pathing your Data Strategy. The 2 need to sync!",AI or Machine Learning
"Last week I had the opportunity to get my team together one last time before saying goodbye to hashtag#wellsfargo.  I spent almost 5 years here, working with these amazing group of individuals to build out a team that earned the trust of its partners. I am so proud of what we have accomplished and the respect we have earned! Thank you team for allowing me to learn from you everyday, it was an honor to lead such a stellar team.To my leaders and mentors Kevin Reen, Serhat Oztop, Kleber Santos and Kristy Williams Fercho thank you for trusting in me, challenging me and giving me opportunities to continue to grow, both professionally and personally.  I will forever be grateful for my experiences, and more importantly, the relationships that Wells Fargo blessed me with.Tim Seagren Debbie Knutson-Smith Laura Melton Miles A. Gustavo O. Andres Wiszberger Ramanan Ganapathy Greg Pleimling Linh Le Joya Mukherjee Wells Fargo",Not AI or Machine Learning
"We started Hippocratic AI with a clear mission: to fundamentally transform healthcare by safely harnessing the power of generative AI to improve access, equity, and outcomes. Today, I'm proud to announce that we've closed a $53M Series A funding round at a $500M valuation.Since our founding last year, we have proven our ability to build an LLM for healthcare that is safer and more effective than general-purpose generative AI models. Today, the company also released its first product for phase three safety testing: a staffing marketplace for healthcare where health systems, payors, and others can hire generative AI agents that complete low-risk, non-diagnostic, patient-facing healthcare tasks to help solve the massive shortage of healthcare nurses, social workers, nutritionists, and other healthcare professionals. These new funds will be used to accelerate further product development and conduct phase three safety testing for its LLM and the world's first generative AI-powered healthcare agents that can unlock  Super-Staffing' for healthcare and improve outcomes for patients and providers alike. Importantly, though, generative AI must be developed and deployed safely and responsibly to make a real positive impact. I can confidently say that our investors  Premji Invest - US, General Catalyst, SV Angel and Memorial Hermann Health System, as well as existing investors a16z Bio + Health, share our deep commitment to  do no harm' and focus on responsible innovation. Thank you to our backers and our 40+ leading healthcare partners for believing in us and our vision. Together, we are looking forward to ushering in the next era of healthcare abundance for all. Learn more about our new funding and what it will be used for here",AI or Machine Learning
