Post Content,Themes,Thought Leadership?
I’m passionate about the idea that AI should play a role in improving health and patient outcomes – that's why I founded Health Data Analytics Institute (HDAI). We knew that data had to be simple and actionable to actually be useful. Our HealthVision™ product converts hundreds of pages of complex data into a single page that tells providers what they need to know about a patient. It was a pleasure to present our story at #HLTH2023. Thank you to Roberta Schwartz and the Houston Methodist team for sharing both the stage and vision for AI’s role in healthcare with us. ,"AI/Machine Learning,Product Development",
"Our CEO Nassib Chamoun had theÂ privilege to speak alongside Roberta Schwartz at hashtag#HLTH2023 to explain theÂ benefits of our putting our technology,Â HealthVisionâ„¢, into action at Houston Methodist. AI and machine learning-informed, enabled and empowered careÂ teams deliver better outcomes forÂ patients, and weâ€™re excited to continuingÂ harnessing data and making it accessibleÂ to every provider, anywhere in theÂ system all the time.Â â€‹","AI/Machine Learning,Customer centricity,Innovation",
"Over my career, I have seen many initiatives fail when it’s about using technology for technology’s sake. There are three imperatives to accelerating an AI program at scale – a data foundation, strategic alignment, and partnerships. Thank you Michael Bertha and Duke Dyksterhouse for covering our story in this CIO.com article: ",AI/Machine Learning,
"Incorporating generative AI and chatbots into our daily routines has become commonplace. It's essential to remain mindful that the information generated is often meant for public consumption. While safeguarding people's privacy remains a significant challenge, if you're utilizing Bard, here are immediate steps you can take to protect privacy.",AI/Machine Learning,checked
"In a recent article, my colleagues Cedrik Kern and Oliver Rueckert dive into the transformative journey of agriculture through the lens of AI and data. They discuss the realm of precision agriculture, where the power of AI is harnessed to enhance yields, enrich decision-making, and enable sustainable practices. Though the journey to becoming data-driven has its complexities for farmers and agribusiness companies, the article offers insightful stories from organizations such as the Royal Swatini Sugar Corporation and KWS, portraying the successful embrace of data-driven solutions. The article is  a call to trust in the use of data and AI to catalyze unprecedented agricultural advancements. Read the full article for a deeper understanding of how data-driven and AI technologies are fertilizing the future of agriculture. hashtag#AI hashtag#Agriculture hashtag#DataAnalytics hashtag#Innovation hashtag#Sustainability.","AI/Machine Learning,Data and Analytics,Innovation",checked
About to go on for the keynote at a SOLD OUT Databricks Data + AI World Tour in Chicago! Great turnout at the Sears Tower! Over 1000 people registered!,AI/Machine Learning,
"Tesla revealed that Optimus, its humanoid robot, can now sort objects autonomously and do yoga!Whats next?","Product Development,AI/Machine Learning,Digital transformation",
"BS-Meter for GenerativeAI (in enterprise setting) - an attempt at calling the bluff ðŸ˜Ž3 weeks of whirlwind conversations with CIOs (thankful and gasping for breath!). Sharing early rushesA. The hype is real but this wave (we are calling it Wave 1) of investments are being channeled primarily into 2 buckets 1. Embedded stacks (offered by stack providers - MSFT, SFDC, and others) 2. Micro-utilities (Customized proofs of concept focused on company-specific use cases, largely in walled-garden secured ""lab environments"")B. Some suppliers and buyers are throwing caution to the wind when it comes to using GenAI as a motherhood term for AI. Here is a quick way to spot BS in the claims that you see floating around ðŸŽ¯GenAI output is probabilisticWhenever you see anyone claim that it can solve a deterministic (that requires accuracy, a decision tree) use case, call out the BS. For example, ""GenAI to craft regulatory submissions"". Note: Most deterministic use cases are best suited for machine learning, not GenAI ðŸŽ¯ GenAI requires human in the loopGenAI creates (text, images, and even voice). However, end products need human ownership (creator for emails, doctor for clinical notes, presenter for powerpoints) for both legal liability and accuracy check. BS example: ""You can use our GenAI product to replace your customer agent"".  ðŸŽ¯ GenAI productivity is proportional to digital maturityGenAI can significantly improve cycle times in product engineering (code generation, testing, refactoring of applications). However, this productivity is true only for stacks that have ""agility"", ""time to market"", etc. as key goals. For legacy engineering stacks and legacy organizations, GenAI is just like a Ferrari on potholed country roads. ðŸŽ¯ GenAI has ""creative potential""How many workflows and tasks in enterprise scenario actually require creativity? Enterprises prefer to work within defined guardrails of legal and compliance. Sure creativity is needed but in context. For example, its a win for a fiction author if the tool shapes the story of a drug extension to solve for ageing; it could be legal liability if the tool writes the marketing collateral for a drug on clinical trial ðŸŽ¯ GenAI needs a value equation (soon!)GenAI is great. However, the hype is being confused for value. As clients expand on micro-utilities (see above) it is clear that they have questions on opportunity cost, value calculation, and better price/solution discovery through specialized procurement. None of these questions have ready answers yetAll you folks (yes, you too!) claiming things about GenAI, I am watching you! ðŸ˜€There may be flaws in my argument (just like GenAI) but then as my brain engineers the prompt on ""Write a GenAI BS meter"" each regenerated response is getting better. Watch this space Ronak Peter Everest Group Chirajeet Vishal Yugal Nitish Eric Anil Rajesh",AI/Machine Learning,checked
"In a time when theres so much excitement around technology connecting us even more, how can it disconnect us. To efficiently measure and solve problems and then make an impact, we need to get hashtag#ZeroDistance to the frontlines! I had the opportunity to co-author an article with the ridiculously brilliant Rohan Murty published in Harvard Business Review about disconnected systems and how to proactively address them.
Through cross-functional collaboration and getting to the frontlines, we can continue to make great progress to better serve consumers, clinicians and colleagues better
Optum
UnitedHealth Group
Lolita Verny-Acosta","Innovation,AI/Machine Learning,Data and Analytics",checked
"Celebrating 4 Years of Sydney Health Platform!

Four years ago, we embarked on a journey to revolutionize healthcare access and wellness for our members. Today, we're excited to celebrate the 4th anniversary of our AI-Enabled Sydney Health Member Platform, a game-changer in the world of health and wellness! 

Our platform was designed with one goal in mind - to make health and wellness easy, personalized, and resourceful for our members. With a registered membership now standing at a staggering ~18 million, we're proud to see the impact we've had on people's lives.

Here's how the Sydney Health platform is making a real difference:

✨ Virtual Care: Access to healthcare from the comfort of your home.
✨ Claims and Bill Pay: Streamlined and hassle-free transactions.
✨ ID Card and HealthPass: Instant access to your health information.
✨ Personalized Find Care: Tailored healthcare solutions at your fingertips.
✨ AI Enabled Conversational Chat: Real-time, personalized support at your convenience.
✨ Unified Electronic Health Record Tracker: Seamlessly manage your health records in one place.

Our platform goes beyond the basics, helping our members in their wellness journey:

🥗 AI Nutrition Tracker: Smart guidance for healthier eating.
🩺 Health Assessment: Understand your health status and areas for improvement.
🏃 Activity Tracking: Stay active and motivated with ease.
📰 Personalized Health News: Stay informed about your health in a way that matters to you.

Our team and leaders have put in countless hours to create a humanized experience that combines cutting-edge technology with a human-centered design approach. This blend of tech and empathy has given birth to what we call ""Techequity,"" ensuring that everyone has easy access to their health and wellness needs.

I am incredibly proud of the work that the Elevance Health enterprise has accomplished over the past four years. Our mission is to empower individuals and elevate the health of humanity, and the success of the Sydney Member Platform is a testament to our dedication.

A big thank you and congrats to our team, leaders, and most importantly, our members, for being a part of this incredible journey. Here's to many more years of transforming healthcare and wellness together! #HealthTech #Wellness #Anniversary #Techequity #ElevanceHealth #sydneyhealth

Let's continue to make a positive impact on millions of lives!

Kimberly Rival Matthew Penwell Ajoy Ranga Kumar Gudavalli Rajeev Ronanki Katie Bradley","Human-centered design,Customer centricity,Digital transformation,AI/Machine Learning,User Experience,Product Development",checked
8 design principles for scaling AI for the enterprise from my TED talk today. hashtag#TEDAI hashtag#PromptisYOU,"AI/Machine Learning,Customer centricity",
"Exciting news! Today is my first day as a product leader at Meta where I will be focused on ""What is the future of Foundational AI?""I took seven months off to recharge and to see how the initial investments and strategies would work out in the AI space before I re-entered the market, and over that time I grew increasingly confident about Meta's ability to flourish in AI by:1. Providing more immediate, tangible value to artists, creators, and people broadly2. Doing so in a way that is respectful to creators and recognizes and rewards the value they create3. Establishing a strong vision of what the future of AI can be, and using their world-class research teams to help steer the ship there.If you combine that with my passion for building community and for giving people a space and a voice, Meta was the clear choice. I'm really looking forward to this next stage of building incredible products at truly global scale.","AI/Machine Learning,Product Development",
"An AI powered advertising platform makes it possible to move fast and transform tools quickly. 

I am proud of the Smartly Gen AI Lab. Since our launch in June, we have 10 clients in alpha on a variety of features and use cases, we are transforming our platform, we are powering our clients’ team productivity, saving time and delivering outcomes that drive brand growth. 

Generative AI gives Smartly’s marketers and creators a new starting point for their advertising. Reducing tedious and time consuming tasks. 

What do you want to do with your advertising today ? Creativity at scale that stops the scroll, engages, drives a better ad experience and performance, is possible.","Product Development,AI/Machine Learning,Innovation",
"You will NEVER grow on LinkedIn without using AI.Here is the Ultimate ""AI for LinkedIn"" Cheat sheet.â¬‡ (Save for later)âž£ This sheet will cover leveraging AI for LinkedIn in:1ï¸âƒ£- Profile optimization2ï¸âƒ£- Lead generation3ï¸âƒ£- Analytics and data analysis4ï¸âƒ£- Content writing5ï¸âƒ£- Content design6ï¸âƒ£- Networking7ï¸âƒ£- Scheduling and strategy8ï¸âƒ£- Job seekingðŸ“Œ Get the high resolution version for FREE: 1. Follow me 2. Like this post 3. Comment ""SHEET""And I will DM you the PDF file right away. âœ¨ ________________Re-post it if your followers would find it valuable. â™»  Save for later.â­ Follow me for daily AI prompts, tools, guides, and tips. hashtag#ai hashtag#aitoolshashtag#chatgpthashtag#cheatsheethashtag#chatgptpromptshashtag#artificialintelligence","AI/Machine Learning,Data and Analytics",
"Wrapped up Day 2 at the #LWTSummit! 🌈✨

Our morning kickstarted with the infectious energy of our hosts, Danielle Moodie and Andrea Minkow, who kept the vibes lively and the laughter contagious throughout the day. 

CEO & Founder of Lesbians Who Tech & Allies, Leanne Pittsford, took us through #LWTSummit's history and her inspiring vision for the future. I'm grateful for her trailblazing spirit that brought this incredible summit to life.

The day unfolded with a diverse lineup of EXCEPTIONAL speakers across various tech & activism lanes. Although I couldn't be omnipresent (cue the wish for cloning technology), I was fortunate to catch some remarkable talks:

🔷 Sissie Hsiao, VP/GM, Google Assistant and Bard at Google, delved into the transformative potential of generative AI in driving innovation.

🔷 Raquel Willis, an award-winning Author and Activist, and Alicia Garza, principal of the Black Futures Lab, sparked insightful conversations on the confluence of gender, race, and societal change, drawing from their extensive activism experiences.

🔷 Pat Wadors, Chief People Officer at UGK, shed light on leveraging technology to foster inclusivity, engagement, and growth within organizations.

🔷 Julie Durham, Chief Technology Officer at UnitedHealthCare, shared invaluable insights into how digital strategies can revolutionize patient experiences and healthcare outcomes.

🔷 Jacqueline Guichelaar, Chief Experience Officer at Cisco, emphasized the critical need to fortify cybersecurity measures in our increasingly interconnected world.

The day also featured a showcase of Rising Voices Films, including 'Order for Pickup' by Jackie! Zhoe, 'Rocky Road on Channel Three' by James Rogers III, and 'Mara Has Three Jobs in San Juan, Puerto Rico' by Ana Verde. These films made me CRY and so... I NEED you to check them out at https://lnkd.in/gipTRPrq 

Beverly Jackson, VP of Brand & Product Marketing at Zillow, inspired us with insights into driving successful product marketing campaigns, highlighting how data and AI can create impactful brand experiences.

Then Layshia Clarendon discussed the intersection of Activism & Sports, beautifully moderated by Arlan Hamilton. Layshia's candid sharing about her non-binary identity struck a chord with me (I cried again), because it echoed my own journey of self-discovery & acceptance through my non-binary identity. 

The insightful session with Ryan Roslansky, CEO of LinkedIn, and Imani Dunbar, Head of Equity at LinkedIn, underscored the significance of leading through change with a skills-first mindset.

LaFawn Davis chatted with Miguel Angel Caballero, Director, Writer, Producer of 'The Ballad of Tita and the Machines,' and Rishi Rajani, CEO of Hillman Grad Productions, unpacking the profound impact of authentic storytelling.

It was a day of empowerment and heartfelt connections! 
I'm looking forward to what Day 3 has in store. 
Stay tuned for more updates! 🚀","Innovation,Value Creation,AI/Machine Learning,Data and Analytics,Research & Development",
"Delighted to announce that our idea with the prototype, ""Virtual Service Engineer powered by Generative AI,"" has clinched the top honors at the internal hackathon, also known as the Shark Idea Tank. This award was presented to us by our Chief Information Officer Jahid at our flagship SynerGE event. The core idea revolves around empowering service engineers to drastically reduce the time required to troubleshoot equipment malfunctions, all thanks to the remarkable capabilities of Generative AI. The Generative AI uses internal knowledge repository such as service manuals and problem solution database, to swiftly provide troubleshooting insights for customer-reported issues. This innovation promises to streamline the lives of our service engineers, sparing them the laborious task of sifting through voluminous PDFs in search of relevant solutions. We've harnessed the cutting-edge Retrieval Augmented Generation (RAG) technique, which marries a retrieval system for pinpointing essential documents through similarity-based search and a generation system for creating responses based on the retrieved information. For retrieval, we've adopted Amazon Kendra, the managed search service by AWS, while our generation capabilities are powered by the LLAMA2 7B model deployed within AWS SageMaker. In addition, we've used Langchain and Streamlit for creating our prototype. Although we created a working prototype, we also have a list of lessons learnt and technical challenges. The path forward is to enhance the accuracy by working through the technical challenges. I will capture those lessons in the next post.To Karthika .., Naveen Kumar G, I extend my heartfelt appreciation for your dedicated efforts in transforming this concept into a tangible prototype. Great work. To Raghuveer ., Atmaja Apsangi, Sumit Agrawal, Sombir Kadian, I extend my gratitude for fostering the Shark Idea Tank platform, a catalyst that expedited my innovation journey and exposed me to a realm of other ground-breaking ideas. Dattaraj Rao, your insightful articles have been a beacon of knowledge, enriching my understanding of Generative AI concepts. I'm grateful for your time and the opportunity to validate our approach last week. Yogish Pai, Thank you for always being there to support. Without your assistance, resolving issues in a timely manner would have been a Herculean task, making it challenging to complete our prototype within the tight timeframe of 2-3 weeks.","Product Development,AI/Machine Learning",
