postContent,themes
"I quit my job in April with no other job lined up.This was not out of the blue "" it took months to decide, plan and prepare. I was at a pivotal point in my life - both personally (e.g., needing more ownership of my time) and professionally (e.g., less desirous of climbing the corporate ladder further, yet ready for a new challenge). So""where did that lead me? To start my own business. I will be offering data science and analytics services primarily focused on driving increased efficiency in business operations and supply chains. It's not too different from what I've done in my last few roles but this time I'll be doing it on my own.My services will be best suited for small to midsize businesses that likely do not yet have the time, needs or budget to build and grow their own analytics practice but could benefit from an analytics project or two. You can check out what I'll be doing in more detail here "" www.shireenabedin.com.I would not have gotten here without the incredible network I've had the privilege to gain over the years "" friends, family, mentors, colleagues, and classmates "" who have supported and encouraged me. I've really lucked out, and I know that is going to be a key to my success going forward.Whether you may have a project in mind, want to understand whether my services are right for you, or just want to reconnect because it's been a while "" please reach out, I'd love to connect!",Not Customer Centricity
"We are proud to unveil a refreshed brand identity and reimagined logo for Elite, as we reach another major milestone on our journey as a fully independent technology company. Our refreshed brand reflects our commitment to staying "" one beat ahead', adapting and innovating in response to a changing market and the needs of our customers. Throughout our long history, our customers have been at the heart of everything we do, and this customer-centric approach will underpin our dedication to delivering cutting-edge financial solutions to accelerate our customers' businesses. Our new logo "" a distinct ambigram which draws attention to the center "" also stands as a visual metaphor for how Elite and its products lie at the very core of our clients' businesses. To learn more about our new brand, read the full press release here: https://ow.ly/h4Fa50QvOzthashtag#Elite hashtag#technology hashtag#legaltech hashtag#SaaS hashtag#cloud hashtag#brand hashtag#newlogo",Customer Centricity
"Well to say Im proud may be the understatement of the year.  Our first college graduate. Chase Vincent sets the pace for TeamV.  She is kind, tenacious, understands the value of perseverance and would do anything to help her fellow man.  Couldnt ask for more from a child.  Watch out world ! #proudpops",Not Customer Centricity
"Calling all architects!  If you know me, you know how I roll!  Lots of opportunities to make a real difference here at Ulta Beauty!",Not Customer Centricity
"Jennifer Smith's, chief technology and operations officer at Zions Bancorporation, efforts to modernize the $88.5 million-asset bank's core systems have piqued industry-wide interest. In March, she shared her work on the bank's modernization journey at the Wells Fargo Bank Tech Summit Conference. Smith is #17 on our Most Powerful Women in Banking List. https://bit.ly/3rMNkDz",Not Customer Centricity
"We have reached agreement with Bayern Munich for the loan of Eric Dier for the remainder of the season, with an option to make the move permanent.We wish Eric Dier all the very best for the future Y",Not Customer Centricity
"What a week joining NVIDIA at #GTC2024! I enjoyed speaking with Azita Martin on the very first session of opening day at GTC, where we discussed how Lowe's Companies, Inc. continues to enhance the omnichannel experience for customers and associates. Our collaboration with NVIDIA  from computer vision to store digital twins  continues to help us transform our business and help solve problems, and we are so appreciative of the impactful work our collective technology teams have created. Watching Jensen Huang's Keynote was an incredible experience! We are so proud to see Lowe's featured among organizations who are thoughtfully leveraging AI to advance their business. #LowesTech",Customer Centricity
"It was an absolute pleasure shipping up to Boston to see some of our wonderful customers at their amazing offices. Justine Shopis at Boston Consulting Group (BCG), Benjamin French Cobb (he/him/his) at Fidelity Investments, plus D'Naysia Stonick and Bridget M Reilly over at State Street are all doing really cool things with video.And what a great visit with Gregory Manning, Chris Cooper, Nathan Welch, Michael Arguin, Katelynn Conlon and the rest of our partners at Brightcove. It was a blast getting some in-person time with you all!Of course, my great teammates truly made the cross-country trip excellent! Thank you for going on another northeastern adventure Malini Sen, MBA, Jonathan Joffe, and for making the trip from a few states over Lindsey Royer. You and all of our Socialivers make these trips so much fun.",Not Customer Centricity
"I'm thrilled to announce that I have accepted the role of Executive Assistant to the Executive Team at Soleo Health! I'm excited to be part of such a dynamic and innovative company, and I look forward to contributing to the growth and success of the organization.",Not Customer Centricity
The Growing Private-Sector Involvement in Canadian Public Health Care Systems https://buff.ly/3vKYXwB,Not Customer Centricity
"""Glenda McNeal has an exceptionally strong track record of spearheading critical partner agreements and navigating the complexity of large, global relationships to benefit both the company and our partners and she will continue to do so in this expanded role,"" said Steve Squeri, Chairman and CEO of American Express. hashtag#savoy hashtag#americanexpress",Not Customer Centricity
"With a nod to the past and an eye to the future, Culligan has a new brand identity that were in the process of rolling out worldwide.

Our rebranding efforts are centered around a clear message: choosing Culligan means choosing a brand dedicated to consumers and their well-being. Our brand story showcases our commitment to making a positive impact on people's lives every day by improving the health and safety of water.

Great to see our team members in Austria, Chile, U.K. and Florida with Culligans new logo on service vehicles, company signage, branded polos and more. I love the enthusiasm around our brand evolution.


#culligan #wateryoulove #water #rebrand #brandevolution #watertransformation",Customer Centricity
"Ever wondered what it's like to infuse pure user-centric magic into hashtag#producttesting?People-centered design, it's one of the most important aspects of product development. However, adequately testing a product for hashtag#usability before the launch date approaches can be a challenge.  ""When British folding bicycle brand, Brompton Bicycle, asked us to help test their prototype, we adopted a proven, user-centric approach that included:""a... Riding the bicycle to work""a... Riding alongside the brand's design team""a... Implementing risk analysis to understand the design, capabilities and user needs""a... Implementing a complete structure analysis  ""a... Informing design changes for improved user experience""Read the full case study azi  https://lnkd.in/evhbEfFyhashtag#innovation hashtag#consumertech",Customer Centricity
Great to host our community researchers Karina Coombes and Alex Puruntatameri from Tiwi island this week and get hands on with our project Partner Healthdirect. Translational research in action! Thanks to Sam Georgy and Mathew Simons for all their support!,Not Customer Centricity
"A new research article just came out that reminded me of the spaghetti sauce lesson. Do you know it?

A market researcher trained in psychometrics was hired in the 80s by Campbell Soup. His task was to help identify the perfect flavor for Prego brand spaghetti sauce (which was getting beat in the market by Ragu). 

Instead of a single, better-than-Ragu sauce, the researcher identified distinct clusters of customer preferences. His results led to the launch of varied sauces like Chunky, Spicy, and Extra Smooth, which, in turn, led to Prego's sales skyrocketing.

In the new article ( https://buff.ly/3wND6Fv ) published just a few days ago, customer satisfaction researchers identified the drivers of satisfaction in airline travel (the specific drivers they uncovered isnt really the point of this post, but you really want to know what they were, right? OK:

	Inflight entertainment
	Seat comfort
	Online booking
	Online support)

The primary interest of the researchers was whether machine learning algorithms beat traditional logistic regression in identifying satisfaction drivers (yes! Random Forest for the win!). 

But Its the secondary finding that reminded me of the spaghetti sauce lesson:

The satisfaction of one segment of customers was most strongly driven by service quality, while another was most strongly driven by amenities.

In my experience, companies often analyze satisfaction feedback across the customer base as a whole. But that approach often averages out distinct segments in a way that ends up reflecting no one!

If you have open-ended customer feedback and want to identify your customers satisfaction drivers, give me a call. I can help. If you dont collect open-ended customer feedback, give me a call, I can help!   carstendhohnke.com

#CustomerSatisfaction #MachineLearning #MarketSegmentation #DataScience #CustomerExperience #BusinessStrategy",Customer Centricity
"2024's Lunar New Year is upon us, bringing with it the mighty Dragon, and I'm all fired up! It's a symbol of ambition, courage, and boundless growth - all values that I know resonate with both myself and my team. Let's continue to channel  the Dragon's fiery energy to spark creativity and team synergy. YZ Wishing everyone a transformative and successful Year of the Dragon! hashtag#WeAreLenovo hashtag#YearOfTheDragon hashtag#Innovation hashtag#Kaiber",Not Customer Centricity
I'm happy to share that I'm starting a new position as VP of Product & Customer Success at Ottometric!,Not Customer Centricity
"As AI technologies continue to advance and data becomes increasingly valuable to industry leaders, the world is undergoing rapid change. At Honeywell we're embracing these technologies to help our customers lead their customers to a better future. The Future of Aviation, Automation and The Energy Transition are exciting mega trends to be a part of. I recently had the opportunity to share my thoughts with Forbes on the key areas of focus for commercial teams to enable transformation. Check out the story here:",Customer Centricity
"Rolling out v1 of an AI ICP (Ideal Customer Profile) builder soon. Here's how it works:1. Users input up to 250 URLs of their top customers and prospects.2. Each URL is enhanced with data...think firmographics, tech used, etc.3. AI highlights commonalities across your best customers4. User receives ICP report (in <1 hour) ICP report includes an Ideal Customer Profile summary, filters to use to find ideal prospects, count of prospects in your ICP, analysis of your best customers, & enhanced data CSV.Interested in beta testing? I'd love to get your feedback along the way.Feel free to message, email, or comment and I'll set up a trial for you.hashtag#idealcustomerprofile hashtag#ai",Customer Centricity
"After a whirlwind tour of Krispy Kreme UK & IRE, Krispy Kreme Australia & New Zealand, Krispy Kreme Mexico, and Krispy Kreme US, I can safely say that I have the sweetest job in the world YY. Just 34 more countries (and counting) in which to meet our amazing team members and sample the most joyful treats!",Not Customer Centricity
"The UHC App - The Number One Mobile App (in the Medical Category) on both Apple and Google app stores!! Congratulations to all the product and tech team members that relentlessly and carefully listen to consumers, find and build new features every week and repeat it the next week and the week after with 100X speed to make the member experience amazing! Hans Hage Julie Durham and team......we are all so proud of you! and I know we are just getting started......so much to come in 2024.
Download the UHC app today!
#LetsGo
#100X
#ZeroDistance
#BeMore
Zack Sopcak",Customer Centricity
"Im excited to share that I've been promoted to Lead UX Researcher at National Grid! Thrilled for the opportunity to work with an amazing team and continue our mission of creating user-centered experiences. Here's to new challenges and making a greater impact! 

Thank you Steven Callahan and Monique TeSelle for the continued support at National Grid!",Not Customer Centricity
"The impact of my time at Truist has transformed my life in numerous and positive ways, both on a personal and professional level. The memories I have at Truist are filled with immense happiness and I was fortunate to work with some who I will forever respect and am honored to call them friends. It has been an absolute joy to collaborate with such skilled and committed teammates, and I am deeply grateful for the growth, obstacles overcome, and accomplishments achieved during my tenure.As the new year arrived, I am looking ahead to the next chapter in my career and am thrilled to announce I have joined JPMorgan Chase & Co. as Chase's Head of Payments Technology. The ability to join a winning organization with such amazing leaders, employees and technologists brings tremendous respect and honor. I look forward to my future with JPMorgan Chase, the best is yet to come!",Not Customer Centricity
Complete chaos. Y14 We break down how sales pros can consistently hit their targets quarter after quarter: https://lnkd.in/gcU8r24X,Not Customer Centricity
Proud of the team at Atropos Health that announced today their Series B fund raise. Atropos has been making rapidly generated high quality real world evidence available to physicians and researchers for years and now will now enter into an exciting phase of scaling to customers across the health care spectrum.,Customer Centricity
"Caught a glimpse of the clean energy future in Quebec City this weekend, with my friend Elizabeth Mahony, on a green hydrogen-powered train""ride couldn't have been smoother!",Not Customer Centricity
To the distinguished D9  community - keep loving on your neos. We need them and they need us. #service #sisterhood.,Not Customer Centricity
I had a fantastic discussion with Lisa Martin at hashtag#CES2024! We talked about bringing the world of AI and APIs together and what's on the horizon for Boomi...there also may have been a mention of robot lawnmowers.,Not Customer Centricity
"Last week, I had the pleasure of presenting the keynote on Enterprise Architecture Evolution for TechEx Events Intelligent Automation Conference & Digital Transformation Week!  I also had the honor of chairing a panel on Customer Experience to Human Experience and discuss Digital Transformation as a strategy for sustainability as a panelist. It's been a year since I was last in Silicon Valley and it's nice to explore the latest and greatest at this event!

Thank you to my fellow panelists for the engaging discussions! Manav Khatri Saydulu Kolasani, Abhishek Nayak, Yannick Connan, Gopi Polavarapu, Saumya Vardhan, Kamala Manju Kesavan, Dina Ziadlou, D.M.

#fullstackarchitect",Customer Centricity
"I'm happy to share that I'm starting a new position as Assistant Director - Environmental Sustainability and Resiliency at New York City Mayor's Office of Management and Budget! I'm really looking forward to working with Lia Cairone, Kara Kirchhoff, and the strong team they have assembled!",Not Customer Centricity
"With Love and Gratitude: My Farewell to EPAM Family TM After four unforgettable years, it's with a heart full of gratitude that I bid farewell to my beloved EPAM Systems.To My Dear EPAM Family,From day one, I felt something truly special. EPAM isn't just a company; it's a vibrant community of brilliant minds and passionate hearts dedicated to excellence, and I owe a debt of gratitude. To My Dear Clients and Partners,Thank you for entrusting me with your visions, and aspirations. Collaborating with you has been an honor. Together, we've brought ideas to life and witnessed the impact of our collective efforts. I'm deeply grateful.Special Thanks:Regina, your belief in me has been a guiding light since 2019, and your unwavering support has been a source of strength through every challenge.Elaina, you've been my steadfast supporter and mentor. Each interaction with you was a masterclass in wisdom and inspiration.Max, your leadership has been a lifeline. I'm grateful for your unwavering coaching.Valentin, appreciate you always being there for me, and your support to my crazy ideas. Arkadiy, your down-to-earth leadership and vision have profoundly shaped my journey. Your entrepreneurial spirit has inspired us all and created a legacy that will endure for generations to come.Midwest Business Unit, Thank you for being an amazing team! Your warmth, and support have been the heart of our journey. Boris, Jorg, Antanina, Volha, Yuliya, Vlada, Tatiana, Anastasiya, Darya, Vinod, David, Troy, Kristina, Andrew, Tara, Dave!And million thanks to my partners in crime: Antanina, Vasiliy, Boris, Roman, A. Haletski, Maksim, Ihor, Ilya, Konstantin, Jos, Siarhei, Viachaslau, Artsiom, Aditya, Sai, Aleksei, Stan, Zsolt and many more! With boundless love and appreciation,P.S. I will be thrilled to share my upcoming adventure soon!Warmest regards, Ali Emir",Not Customer Centricity
"Whirlpool Corporation, along with HelloFresh and Total Quality Logistics (TQL) have teamed up to enhance the Whirlpool Feel Good Fridge program. 

The program helps fight food insecurity with a network of 350 refurbished refrigerators across the country that contain fresh, free food for anyone in need. This collaboration between Whirlpool, HelloFresh, and TQL kicked off at a community food distribution event at THE MINT Foundation in Dallas, TX.

#FeelGoodFridge #CSR #Community",Customer Centricity
"Im happy to share that I have started a new position as Global Director, Digital Customer Engagement Strategic Operations at Schneider Electric! I am excited to be joining a dynamic team focused on enhancing our Customer Experience through the optimization of MarTech, process efficiency, and data-driven insights to improve our customer journey.",Customer Centricity
"Make sure your words and actions are aligned. ""If you can't fly, then run, If you can't run, then walk, If you can't walk, then crawl, but whatever you do, you have to keep moving forward."" - Reverend Dr. Martin Luther King Jr. hashtag#MLK hashtag#MLKDay",Not Customer Centricity
"Every day at Leaf Home our marketing, sales and field teams  are in touch with thousands of homeowners who are looking to learn more about the products and services we provide. We strive to deliver a seamless and exceptional customer experience and our online Self-Scheduler is the latest example of this commitment.   We now  allow homeowners to schedule home visits  for estimates in a few quick clicks through our web experience. YTM Simple but powerful because previously, the process involved speaking with up to three separate people Y  , which could be frustrating and time-consuming for busy homeowners.  This improvement is not only  good for our customers, but it also benefits our business. We see a higher number of appointments, lower cancellation rates and higher sell-through rates when homeowners are setting up their own appointments. Y Leveraging this tool has also freed up time for our team from calendaring tasks, creating a true win-win from both a customer experience and operational efficiency standpoint.  Launched as an A/B test and now being rolled out to all our users, this is the outcome of a  phenomenal partnership between our Growth Product, Technology and Transformation teams Brian Swedenberg Phil Newlon Jeremy Hough Samantha Albarran Y Giving more power to the customer is at the heart of building a great hashtag#d2c business and we are always looking for new digital ideas to test that simplify and elevate the hashtag#customerexperience in the home services space.Y If you have an idea, we would love to hear from you.",Customer Centricity
76% of Shopify revenue came from financial services last year.Embedded finance is undefeated as the best way to drive revenue growth for SaaS businesses if they solve adjacent customer problems,Customer Centricity
