PostContent,Theme
"For more than 30 years, Iâ€™ve known that Pfizer is one of the best places to work. Itâ€™s why Iâ€™ve spent so much of my career here! Now, Iâ€™m incredibly proud to see Pfizer recognized by other organizations as well. Today, Pfizer was listed as one of Forbesâ€™ top 25 Worldâ€™s Best Employers 2023, and ranked highest in the Drugs & Biotechnology industry. This recognition belongs to each and every member of our hashtag#PfizerPfamily, who not only come to work every day dedicated to advancing breakthroughs that change patientsâ€™ lives, but also bring their unparalleled spirit of kindness, generosity and camaraderie as well. It is this spirit that makes Pfizer an amazing place to work.
They say that friends are the family you choose, but I would extend that to say that colleagues are your friends and family away from home. Iâ€™m grateful to call such amazing people my colleagues. Thank you for everything that you do. hashtag#PfizerProud
https://lnkd.in/e9msA2MF",Workforce strategy
"One day is hardly enough to recognize my amazing Pfizer colleagues, so on this #EmployeeAppreciationDay, I will simply say this with more emphasis: You continuously amaze and inspire me with your dedication to our patients. Thank you for your tireless efforts to bring hope to the people who rely on our medicines and vaccines. Joy is one of our core values, and every day that I work with you is a day filled with joy.
#EmployeeAppreciationDay #EmployeeAppreciation #PfizerProud",Workforce strategy
"Delighted to have distinguished Harvard Medical School professor, Dr. Bapu Jena, on this weekâ€™s episode of Collective Healthâ€™s The Benefits Playbook podcast. Dr. Jena, who is both a physician and economist, shares his expert perspective on how to design employee health benefit plans that maximize employee productivity and retention. Thank you, Bapu, for joining us on the podcast!",Workforce strategy
"We at Collective Health realize that Open Enrollment season can be stressful, both for benefits leaders as well as for your people. To help, we've gathered some key learnings and insights that we've amassed over the last 10 years of helping innovative organizations best engage their workforces in making good health benefit decisions. I'm sharing them below.",Workforce strategy
"Thank you, Elizabeth Mitchell, Erika Fry, and Patrick Conway for being such great co-panelists at this weekâ€™s Fortune Brainstorm Health 2023 Conference. It was great discussing how employers can improve their workforceâ€™s health while also bolstering their bottom lines with you all.",Workforce strategy
"There are a lot of misconceptions surrounding self-insuring your employee health benefit plan, including having to have thousands of employees, etc. The good news is, the majority of these misconceptions are just that and arenâ€™t true.
At Collective Health, weâ€™ve made the transition to self-insurance much more turnkey and easy to manage than ever before. To learn more, please join us on August 3 for an online webinar in which weâ€™ll explain whatâ€™s involved, how much money you should expect to save, and how our platform can help simplify the transition and your day-to-day plan administration after the transition.",Workforce strategy
"Healthcare literacy is a challenge even for the most well-educated among us. As an example, 45% of Americans don't know what a deductible is. As part of our Healthcare 101 series at Collective Health, we will be de-mystifying what many unfamiliar and unexplained terms in healthcare and health benefits actually mean. It's part of our mission to make healthcare and health benefits as easy to use as the Internet.",Workforce strategy
Iâ€™m delighted to share the launch of our Collective Health 2024 Health Benefits Strategy Guide. This 24-page guide is (hopefully) a must-read for any health benefits leader considering important changes to their employee health benefits strategy for next year. Please take a look and let us know what you think!,Workforce strategy
"Many thanks to Courtney Stubblefield, David Ebersman, Sheila M. Krueger (she/her/ella), MBA, CCP, Tammy Sun, and their teams at Zoom, WTW, Carrot Fertility, and Lyra Health for their partnership and participation on todayâ€™s panel at The Conference Board employer healthcare conference in San Diego. It was great discussing how employers should best approach assembling an effective ecosystem of employee healthcare programs and partners and what the role of platforms like Collective Health can and should play in that effort.
Thank you all. ðŸ™ðŸ½",Workforce strategy
"Very excited to share our latest Collective Health Analytics Services Report in partnership with Harvard Business Review that shows how an integrated health benefits platform like Collective Health can empower organizations and benefits leaders to get the most out of their employee health benefit programs.
If youâ€™re interested in learning more about how we at Collective Health can help your company or organization drive more value from your healthcare investment, please tap or click the â€œSchedule a Demoâ€ button on our website!",Workforce strategy
Wonderful to see Collective Health's very own Abbie Buck on an all-star panel of HR and benefits leaders discuss how employers should think about evolving their employee benefits focused on health and well-being. Worth a watch if you're interested in how benefits can positively impact your workplace strategy.,Workforce strategy
Collective Healthâ€™s very own Dr. Ari Hoffman sat down with PwCâ€™s Igor Belokrinitsky to discuss how employers can maximize the value of their healthcare budgets and objectively assess what works and what doesnâ€™t on the PwC Next in Health podcast. Details below!,Workforce strategy
"So proud of Collective Health being awarded a Best Workplaces award in the Financial Services & Insurance industry segment by Fortune this year!!! Congratulations, team!!!!! ðŸ‘ ðŸ‘ ðŸ‘",Workforce strategy
"Very excited to be sharing the stage with our Collective Health partners Carrot Fertility, Lyra Health, WTW, and Zoom at The Conference Board next week in San Diego. Looking forward to discussing how forward-thinking employers should evaluate the ROI of their employee healthcare investments alongside Courtney Stubblefield, David Ebersman, Sheila M. Krueger (she/her/ella), MBA, CCP, and Tammy Sun.",Workforce strategy
"At Collective Health, we spend a lot of time thinking about how employers can make their employee health benefit plans much more inclusive and how they can be tailored to drive their #deib strategies. To learn more, please see below.",Workforce strategy
"Yesterday, we at Collective Health had to say goodbye to 54 valued teammates as part of a workforce reduction. These colleagues fully embody our company values of engaging authentically, following your curiosity, connecting with empathy, and daring to solve hard problems and would make great additions to any team that is hiring. If youâ€™re hiring and encounter any of them during your hiring process, please give them your strong consideration.",Workforce strategy
"I am thrilled to announce two major additions to the leadership team at DocuSign. Robert Chatwani is joining as President and General Manager, Growth, and Anwar Akram is joining as Chief Operating Officer. Robert comes from Atlassian, where he was Chief Marketing Officer, and Anwar comes from Google, where he was VP, Operational Effectiveness. They join Steve Shute, Inhi Suh, Cynthia Gaylor, Shanthi Iyer, Jennifer Christie and Jim Shaughnessy on the executive leadership team. Proud to be working with all of them!",Workforce strategy
"I am pleased to welcome Anna Marrs, Group President of Global Commercial Services and Credit & Fraud Risk at American Express to DocuSign's board of directors! As a fantastic operating executive with deep global experience, she will be a great asset to the board, and to the leadership team, as we continue to focus on International expansion.
https://lnkd.in/gdFJWjuA",Workforce strategy
At Rackspace Technology our purpose is â€œto empower the worldâ€™s inspiring missions.â€ This week I was honored to participate on a panel at the MIT Sloan CIO Symposium where we discussed the Digital Enterprise of 2030 and some of the challenges leaders will face in developing the workforce and the evolving ways of working. Every day I am motivated by Rackers during this transformative time and for their relentless desire to live out our purpose and help our customers achieve their own inspiring missions. #MITCIO,Workforce strategy
"Welcome, Jim Ginther, Kevin Weaver, and U.S. Compliance (Environmental, Health & Safety Consulting). Excited to have more Minneapolis DNA in the family!",Workforce strategy
"Algorics today announced the addition of three new members to its board and leadership team, to accelerate growth, drive innovation and strengthen its strategic direction.
Alan Morgan will be joining Algorics as a member of the Board of Directors, Gregory Steffens as Strategic Advisor, and Stephen Boccardo as SVP of Business Development and Commercial Strategy.
""Each of these individuals brings a wealth of experience and insight that will be invaluable as Algorics continues to evolve and grow,"" said Nithiya Ananthakrishnan, Founder & CEO of Algorics Inc. ""Their deep industry knowledge and leadership will be critical as we work towards our strategic objectives.""
Read the full press release:
Website: https://lnkd.in/g-bui7pj
PRNewswire: https://lnkd.in/gsFvHnNw",Workforce strategy
"Tenable's favorite CFO ðŸ˜†, Steve Vintz, share's some insights into how CFO's can engage with security teams to help organizations better and more efficiently manage risk.
https://lnkd.in/du82Zdwv",Workforce strategy
I am thrilled to welcome Margaret Keane to Tenable's Board of Directors. She brings a wealth of technology leadership experience to the table.,Workforce strategy
"GenAIâ€™s role in the workplace is hotly debated. Who better to weigh in than Vectara CEO Amr Awadallah? He joined Dan Turchin, CEO of PeopleReign, on the AI and the hashtag#FutureofWork podcast ðŸ’¼
Their conversation ranged from hashtag#neuralnetworks and hashtag#semanticsearch to big questions on the future of truth ðŸ’¡ Itâ€™s thought-provoking listening perfect for holiday travel â¬‡ ðŸ”— https://lnkd.in/gCkENqRF
hashtag#EnterpriseAI hashtag#SemanticSearch hashtag#ArtificialIntelligence",Workforce strategy
"Check out this insightful post by my Cloudera cofounder, Mike Olson, on the role of a board of directors. According to Mike, a well-constructed board is a crucial governance construct that amplifies the strategic effectiveness of companies. Don't miss out on this sage advice! https://lnkd.in/g4N98uFf",Workforce strategy
"In case you missed it, our Head of Global Talent Acquisition @Aileen Ajlouni shares her tips for hiring success in the competitive world of AI recruiting â­
https://lnkd.in/gt7E5YCJ
#AIRecruiting #TechTalent",Workforce strategy
"How can you scale a successful AI startup? Our Head of Global Talent Acquisition Aileen Ajlouni, MA shares her tips for recruiting success in the fast-paced world of AI:
âœ… Be proactive vs. reactive
âœ… Build a diverse team
âœ… Support remote work
https://lnkd.in/gGjKw3XQ
#AIDevelopers #AICareers #SFTech",Workforce strategy
"An incredible opportunity and honor to hear and spend time with Tim Ryan, PwC. He shared his story, similar to so many, there was someone in the profession that inspired him! Tim said PwC employees can expect a commitment to upskilling similar to benefits like health insurance, 401k. Strong believer in transparency. He said the #cpa profession doesnâ€™t have a pipeline issue; we have a retention problem. His fireside chat with Barry Melancon, CPA, CGMA was insightful. Would have loved to work for Tim.
My presentation with Barry focused on #humancapital. How the #cpa #profession must adopt a #peoplefirst approach. Continue to embrace innovation and agility and remain invested in digital world and always deliver on trust. Perception of work is changing, young professionals are looking to be valued as individuals, having flexibility, purpose driven, having a sense of belonging and having opportunities for growth (#ey). These are keys to retaining talent.
Great to connect with my fellow board members and friends: Carla McCall, CPA, CGMA, Jonyce Bullock, Lexy Kessler, Matt Snow, Alan Whitman. Avani D..
#pwc #innovation #opportunity #digital #growth #pipeline",Workforce strategy
"Excited to announce our growth investment in MentorcliQ, a leader in employee mentoring software. PSGâ€™s investment will help support Phil George and the rest of the MentorcliQ team as they look to accelerate product innovation, expand their DEI offerings and grow their business to meet the rising demand of Fortune 500 companies that are looking to implement employee mentoring solutions. â€œMentorcliQ has created a highly differentiated product offering and exhibited significant leadership in the mentorship technology space. We are excited to partner with the MentorcliQ team and support their mission of innovating and positively impacting the employee experience,â€ commented Christopher Nesbitt, Principal at PSG. https://bit.ly/3ynXD0A
hashtag#growthequity hashtag#mentoring hashtag#software hashtag#diversityandinclusion",Workforce strategy
"With the right partner, big institutions can respond to market conditions more quickly than youâ€™d think.
The New York Times' Natasha Singer notes UT Austinâ€™s new disruptively priced masterâ€™s in AI with edX has a built-in audience of those thousands affected by recent #TechLayoffs. Theyâ€™ve seen the headlines, theyâ€™ve experienced the tech â€“ now they want the skills. #NoBackRow #AI #ML",Workforce strategy
"We recently had the opportunity to share perspective on BDâ€™s strategy at the recent Wells Fargo Healthcare Conference in Boston. Tom Polen and I sat down for a fireside chat with medical device analyst, Larry Biegelsen, where we discussed progress against our BD 2025 strategic priorities, including the recent FDA 510(k) clearance for our updated BD Alaris Infusion System, key high-growth platforms and new innovations that are contributing to our strong financial performance. Listen in here: https://lnkd.in/ePudMfAF",Workforce strategy
"Ideagen's latest acquisition could revolutionize the way compliance professionals protect the world. Op Central's innovative AI solution creates geographic and industry specific standard operating procedures and training material in seconds, then automatically distributes them into the hands of those on the frontline.
This new partnership enables us to provide something we know is on the wishlist of every compliance professional â€¦ time.
Here's to a new chapter of growth and support to the safe hands and trusted voices that protect the world. ðŸŽ‰ Read more âž¡https://okt.to/21tiyY",Workforce strategy
"Investing in our communities begins with a deep understanding of our neighborhoods and an enduring commitment to help our communities thrive. KeyBank is proudly headquartered in Cleveland, Ohio, a community of diverse people, incredible cultures, and rich history. It was a privilege to recently tour the city with councilmembers, learn more about their wards, and connect with residents. Thank you Council President Blaine Griffin, Councilmember Deborah Gray, and Councilmember Joe Jones for your time and insights. I look forward to working alongside each of you as we continue to invest in the Cleveland community and build brighter futures for the next generation.",Workforce strategy
"Financial services companies donâ€™t have the luxury of making workforce decisions that arenâ€™t cost effective. But by prioritizing strategic skill development, this industry can unlock success without breaking the bank. Find out how:",Workforce strategy
"I've been reading about how ways of working are changing in the Life Sciences industry and found remote workforce strategies, reduction to hiring plans, and a favorable job market for candidates are leading the charge as the top trends to watch this year.
Were you aware of these trends?",Workforce strategy
"Great company culture is hard to define and hard to pursue - but we're starting to crack that nut at Mission Driven Financeâ„¢. Excited to see our Camelid Congress and Vested VicuÃ±a Vehicle coming together to improve how employees engage with each other, the company, and our investment portfolios. (And yes, we're #hiring.)",Workforce strategy
"It was truly a highlight to participate at the Fortuneâ€™s Most Powerful Womenâ€™s event this week. In particular, I had the opportunity to be a part of a panel focused on â€œCreating and Measuring an Engaged Workforceâ€ alongside CHROs, Ellyn Shook, Tracy Layney and Kim Seymour. The discussions ranged from the role companies play in supporting the mental health of employees, embracing GenAI to drive productivity, and driving an always on environment of listening. It was a pleasure to discuss best practices and underscored the role of People/Human Resources is playing to drive business performance across sectors. It was also inspiring to hear from our CEO of Walmart International, Kathryn McLay, on her new role and the potential for impact and growth in our 18 international countries around the world. Finally, it was a great reminder to take time for our own development and networking. There were so many amazing women in attendance who are making this world a better place. Iâ€™m feeling energized heading into the back half of the week. hashtag#FortuneMPW hashtag#Leadership hashtag#TeamWalmart",Workforce strategy
"From a cashier to the campus offices, Heather Oliveri, shares her story that highlights the endless possibilities of a career with Walmart. â€œI thought this was going to be the job that got me through college. I learned you can be ANYTHING at Walmart. There are so many jobs and fascinating career opportunities [here].â€ Associate stories from around the world inspire me every day about whatâ€™s possible for the next generation of leaders at Walmart. Did you know? Our current President and CEO of Walmart, Inc., Doug McMillon, and President and CEO of Walmart U.S., John Furner, both began their careers with the company working in frontline roles over 30 years ago. Whether youâ€™re looking to build a career in retail, business, technology, marketing, healthcare, transportation, supply chain, or more...thereâ€™s a place for you at Walmart. Learn more about Heather and her career journey in the video below. #TeamWalmart #Opportunity #APathforEveryone",Workforce strategy
"I had the honor of doing TWO Gas Up's today! Celebrating THREE Year Licenses at Commonwealth Senior Living at Fredericksburg and Chesterfield! Thank you to both teams for their amazing work to improve the lives of residents, their families, and each other! #celebratesuccess #greatplacetowork #pineapplepeople",Workforce strategy
Had the pleasure of doing another Gas Up for the Commonwealth Senior Living at Churchland House team to celebrate their Two Year license. #celebratesuccess #pineapplepeople #greatplacetowork,Workforce strategy
"Many employers view well-being as a key part of their workforce strategy, more so now than in the past. And despite ongoing economic pressures, the vast majority will maintain or boost their investment in well-being programs, according to the 14th Annual Employer-Sponsored Health & Well-Being Survey, fielded by Fidelity Investments and Business Group on Health. https://okt.to/uagzvQ",Workforce strategy
"No one should need this article. One of the purposes of the enterprise is to create livelihood for people and opportunity for individuals, families, and communities - while still carefully managing the performance of our businesses. And yet, today - and likely for some time to come - hardworking people throughout the US and around the world are likely to be on the receiving end of companies' difficult decisions about their employment.

There are never easy answers, but in this Harvard Business Review article, Jackie Coleman offers a tremendous gift to readers about how to talk with kids about layoffs. Many of her recommendations incorporate wise advice for parents, teachers, and others who work with young people about difficult conversations writ large.",Workforce strategy
"I recently sat down with Thomson Reuters to discuss some of the challenges corporate tax departments are up against in 2023, citing data recently uncovered in KPMG USâ€™ latest Chief Tax Officer report and emphasizing the importance of having a strategic tax voice at the leadership table. From shifts in hiring and a heightened demand for ESG, to evolving regulations and geopolitical factors, CTOs have a lot to think about. Read more:
#ChiefTaxOfficer #tax #taxpolicy #talent #ESG #KPMGTax",Workforce strategy
"As I consider the future of the tax profession, diversity continues to be a top priority. Creating a more diverse, equitable and inclusive workforce is mission critical, and leaders â€“ myself included â€“ need to prioritize tangible solutions that create more opportunities for diverse talent to enter and succeed in our profession. A more balanced workforce ultimately leads to an improved culture and more profitable business. Today, KPMG US launched its 2023 Impact Report sharing the many strides weâ€™ve made as a firm and practice in support of our people and planet. The report is one more great example of our commitment to diversity, transparency, culture, sustainable practices and our principles. In Tax specifically, one tangible example of our commitment to diversity is our recently launched Tax Scholarship Program. The program is designed to enable individuals from traditionally underrepresented groups to further their studies at a school of their choice and grants up to $40K in funding to eligible students, giving them access to the vast KPMG Tax network, including mentors, coaches, internship opportunities and more.
Below are just a few more examples of ways KPMG is working to expand our diversity, as outlined in the report: - Rehires have increased year over year, especially for those from underrepresented backgrounds - 49% of new hires identify as part of an underrepresented racial/ethnic group - Over two-thirds of our FY23 promotion class are from underrepresented backgrounds. To learn more about how a continued investment in our people has been fundamental to our success as a firm, I hope you'll read through this latest Impact Report. While there's always more work to do, we have much to be proud of and I'm looking forward to continuing our important work #Together.
https://lnkd.in/dU79qPdU #KPMGProud #DEI #2023USImpactPlan #CorporateTransparency #ESG",Workforce strategy
BDO USA is taking a transformational step as it plans to establish an Employee Stock Ownership Plan. The ESOP will give all participating U.S. employees a stake in the firmâ€™s success as it pursues a new model for continued investment and growth. Learn more.,Workforce strategy
"It looks like the tech layoffs that made headlines in 2022 will continue, at least for the time being. While this news is unfortunate for all impacted, I like to think that during tech's toughest moments, the next wave of bright minds emerges to disrupt the status quo. Airbnb, founded during the 2008 economic crisis, is a great example of finding innovation during a difficult period. I look forward to seeing what the next great disruption is.
As always, if you were part of the most-recent layoffs, I am happy to help however I can. Please donâ€™t hesitate to reach out.
#techindustry",Workforce strategy
"I asked a generative AI program to write a LinkedIn post about a current tech policy trend. As you can see, AI won't be ascending to the throne of thought leader anytime soon; the post is primarily a fluffed regurgitation of facts. Not bad for some surface-level online engagement, but does it have any unique, thought-provoking perspective? Is it *saying* anything, or is it just *reciting*?
In its current state, generative AI should be considered a tool, not a one-stop shop. These tools could be useful for trend analysis or background research, which can then be incorporated into an individual's own thought leadership. But as companies start rolling out new uses for AI in their business, remember the one thing we all have that this tech doesnâ€™t: our own unique voice.
There are estimates saying generative AI could become a trillion-dollar industry by 2030, so this is definitely an area to keep a very close eye on.
What do you think about the post AI created?
#AI #EthicalAI #Tech #TechPolicy",Workforce strategy
"At Upwork, we're dedicated to unlocking human potential, and our Chief People Officer Sunita Solao is leading the charge in transforming our workforce strategy and team member experience. I loved this Q&A with Sunita on our blog, which illuminates her unique leadership and invaluable perspectives for CPOs and People teams around the trajectory of work as it changes rapidly with the advent of more flexible work and AI.
Sunitaâ€™s insights on the modern world of work are invaluable, and I'm thrilled sheâ€™s here to play a pivotal role in our companyâ€™s next chapter of growth and furtherance of our mission of creating economic opportunities so people have better lives.
Sunita unpacks the power of our hybrid workforce model, where independent talent seamlessly integrates with our full-time employees. Her approach aligns perfectly with our goal of staying nimble, innovative, and adaptable in today's fast-paced business environment and her advice for organizations looking to embrace a similar workforce model isnâ€™t to be missed.
Sunita's leadership extends beyond work, and it's wonderful to learn about her interests outside the office, from her passion for learning languages to her love for exploring new cuisines. And, of course, her dedication to coffee â€“ something many of us can relate to! â˜•ï¸",Workforce strategy
"Between talent shortages, a possible recession and growth projections, conditions are complicated for organizations considering layoffs. Before reducing headcounts, consider some new approaches to lowering costs and streamlining operations without sacrificing talent. #talent #investinpeople",Workforce strategy
"Thank you to Cornell Tech for hosting the Cornell Tech Board Institute in-person on the hashtag#RooseveltIsland campus on Nov. 3-4. The program: Board Governance: Navigating Emerging Technologies and Future Frontiers, featured discussions on a broad range of opportunities and challenges that confront modern boards, including the boardâ€™s role in setting business strategy, the role of data as a strategic asset, AI use cases and risks, digital transformation of supply chains, emerging ransomware and cybersecurity threats, geopolitics, the growing regulatory burden, and uncertainty and challenges posed by activist investors. We also discussed navigating â€œdifficultâ€ boardroom conversations and how to get insurance that maps to business risk. We brought together leading CEOs, directors, jurists, thought-leaders and scholars for a thorough examination of corporate governance and the role of the board of directors. Thank you to our speakers and our participants! Already looking forward to the next event. Jason Smolanoff Devon Ackerman Christopher White Cameron Malin, JD, CISSP Shawn Muma Ira Sager Jon Iwata Irving Wladawsky-Berger David Kappos Noah Phillips Jane Seu Korn Ferry Theodore Flo William Abecassis David N. Lawrence Lisa M. Shalett Machua Millett Bill Priestap Evan Norris",Workforce strategy
"Thank you to the Yahoo Finance Closing Bell team for having me on the show last week! It was great to chat about the latest jobs report, how those numbers are impacting the talent market, and the ways that companies are reconceptualizing their workforce strategies. One of those ways is explored further in RGP's research on the Dynamic Workforce model, in which companies are moving toward a 50-50 split of internal talent and skilled outsiders to create significant competitive business advantages. This approach has gained popularity among companies as they take on more transformation initiatives, such as digitization efforts and technology transformations. https://lnkd.in/gcrhHKtp hashtag#JobsReport hashtag#WorkplaceTrends hashtag#DareToWorkDifferently",Workforce strategy
"Job growth slowed in October, as U.S. employers added 150,000 jobs this past month. The latest figures point to continued labor market normalization, but that doesnâ€™t mean that the skills gap has narrowed for employers.
Large global companies are taking on an average of 20 transformation initiatives this year alone and 4 in 10 leaders we polled said they didnâ€™t have enough talent to staff these efforts last year. More employers are addressing the skills gap by embracing a workforce strategy that blends internal and outside talent, and our research tells us that that balance is nearing a 50-50 split across industries.
https://lnkd.in/eeWCXsgh
#JobsReport #LaborMarket #WorkforceDevelopment #WorkforceStrategy",Workforce strategy
"The latest JOLTS report shows that job openings unexpectedly grew for a second consecutive month. However, the ratio of job openings to unemployed people held steady at 1.5. This discrepancy has subsided from last yearâ€™s peak levels, but employers still face significant skills shortages, and they are responding by adopting new ways of getting work done. Our research shows that more organizations are reconceptualizing their workforce strategies by nearing a greater equilibrium of full-time employees and outside experts.
https://lnkd.in/gK33fy8J
#LaborMarket #WorkforceStrategy #WorkforceDevelopment",Workforce strategy
"The latest jobs report shows that 209,000 jobs were added in June â€“ the lowest monthly gain since a dip in December 2020. While there is a slight cool taking place in the market, the U.S. economy has still added approximately 1.67 million jobs in the first half of the year.
Talent is still in the driver's seat and that hasnâ€™t changed, as the number of quits rose above 4 million in May for the first time since last December. Workers are opting to center their careers around themselves, focusing on flexibility and autonomy. This in turn is forcing employers to think more creatively about workforce strategies and skills acquisition.
https://lnkd.in/gNJvxxxr",Workforce strategy
"Employers added a better-than-expected 253,000 jobs in April, but the revisions of gains from March and February â€“ totaling 149,000 jobs â€“ illustrate a labor market that is strong but moderating. There remain about 1.6 jobs for each available worker.
Given recent mass layoff announcements, the report today may seem somewhat contradictory. The reality is that remote and hybrid work has forever changed the rules, timing, place and pace of work, and caused many organizations to realign their workforce strategies. Industry group Staffing Industry Analysts expects the use of contingent workers in workforce composition to increase from 21% today to nearly 30% over the next 10 years. Our own research supports this trend, as we found that outside talent makes up 45% of critical project teams today and is expected to grow to 48% by 2024.
https://lnkd.in/gc2dtmQv
#JobsReport #WorkforceDevelopment #FutureOfWork #DareToWorkDifferently",Workforce strategy
"What is pay transparency anyway?
Sally Loftis, MSOD, joins me on this weekâ€™s episode to discuss this controversial but important topic. Sally is Managing Director at Loftis Partners, a 100% woman-owned human resources consulting firm specializing in strategy, people, facilitation, and pay justice.
During this episode, Sally and I discuss the impact of pay transparency and equity and the impact it has on building a culture based on trust and fair treatment.
I love what she says, ""Leaders must listen to their employees and hear what they say. They must implement the things their teams are looking for. This is how you build a culture where people want to stay.""
Check it out on all major podcast platforms or watch the episode on YouTube. The link is in the comments.
#reflectFORWARD #podcast #interview #payequity #paytransparency #culture #leadership #success #leader #leaders #leadandbeworthfollowing",Workforce strategy
"Each year the Young Tax Professional of the Year competition gives students an opportunity to showcase a range of tax, legal and general business knowledge in a multi-step, case-study challenge. Iâ€™m thrilled to congratulate this yearâ€™s winners including Aviv Batzalel, Daniela Huerta, Sidney Meyer, Maria Suarez, Yiyang Sun and Eileen Wally who will all compete in our Global competition next month with finalists from more than 30 countries. Best of luck!",Workforce strategy
"The EY 2023 Mobility Reimagined Conference, on March 22-23, will explore key topics in workforce mobility, talent strategy, and technological investment. Learn more below:
https://lnkd.in/e85gQj96",Workforce strategy
