PostContent,Theme
"I was thrilled to attend Oxfam's NYC Climate Week Reception on #climateaction. It was a privilege to hear from climate activist Marinel Ubaldo who is boldly leading the call for urgent action in the Philippines and worldwide. Oxfamâ€™s reception solidified the passion, courage, and commitment to keep fighting for #climatejustice, even in the face of obstacles. Oxfam Americaâ€™s powerful Sisters on the Planet, members of our incredible Leadership Council and Board, amazing public figures and dignitaries, including Winnie Byanyima and esteemed guests from Club de Madrid, and of course Oxfamâ€™s wonderful staff and partners joined. Thank you Brenda Chikwe Mofya for hosting us and to my colleagues Amitabh Behar, Tawanda Future Mutasah, and Fati N'zi-Hassane for your steadfast leadership during #UNGA. Itâ€™s time for world leaders to reaffirm commitments to fighting the climate crisis, hunger, and rising inequality around the world and increase investments and action. #TimeIsRunningOut.",Environmental Sustainability and Climate
"In a moment of extreme inequality, debate about what follows an era of neoliberalism is in full swing. How do we shape an economy that truly delivers on human rights?
Join me with Oxfam America for an exciting dialogue to imagine a new economic era.
Learn more: https://lnkd.in/dnC7vhTa",Geopolitics
"The failure of Congress to extend the expanded child care funding from the American Rescue Plan Act is an inexcusable act that will only lead to further harm for children and their families. Rebecca Rewald, Oxfam Americaâ€™s Senior Gender Policy Advisor, said â€œThe ripple effects of this child care cliff will be felt throughout our economy and communities for years to come.â€",Regulation/Legislation
"When I was in Damascus with international NGOs last week several themes emerged, but one struck me the most: frustration when donors ask to differentiate between earthquake and conflict-related damage. Regardless of how the damage was caused, those who stayed are suffering from a host of issuesâ€”poor economy and lack of basic services, in addition to the ongoing conflictâ€”while living amidst rubble. I was heartened to meet with community members who have taken on incredible leadership roles to support their neighbors and was inspired by the resilient people I met along the way. The stories I heard painted a poignant picture of lives shattered by war, yet still driven by hope for a better future. The international community needs to do more and we canâ€™t neglect the people of Syria.",Economic Outlook
"I had the privilege of being a recipient of Colorado College's inaugural Just World Awards, which recognizes those who demonstrate their dedication to principles that create a more just and equitable world in service to the Sustainable Development Goals. Humbled to be honored by my alma matter, and more so for the award named for fellow CC alumni, US Ambassador to Mexico, Ken Salazar who has dedicated himself to protecting land, water, and people. Moments like this remind us all that the fight towards justice is a movement of many!",Environmental Sustainability and Climate
"Last week I joined Representative Joyce Beatty and esteemed panelists to discuss #WorldBankReform highlighting Oxfam's call for any reform to support low- and middle-income countries meet their development goals, address inequality and the climate crisis, the importance of transparency around reform, and private finance appropriateness and risks associated with the privatization of public service.",Health outcomes
Delighted that Tom Hart will be coming in to serve as the next President and CEO of InterAction! Warm welcome Tom!,MISC
"On Saturday, I was at @UN Headquarters speaking on an UNGA panel during #SDGActionWeekend. Big picture: halfway to 2030, we're just 15% on track to reach our Sustainable Development Goal targets.
The latest UN report confirms that addressing climate change & achieving SDGs must be pursued together. However, thereâ€™s still hope if we course correct now. Itâ€™s critical UNGA leaders prioritize action over talk, and that local leaders and marginalized communities are empowered and have a seat at the table. With proper funding, we can address inequality & realize our SDGs. Hand in hand.",Environmental Sustainability and Climate
"Last week I was honored to join Latanya Mapp Frett @GlobalFundforWomen and Semhar Araia @DAWN for #FeministFund2023 on ""Using a Feminist Foreign Policy to Meet US Aims."" It's time for the United States to join the 14 other countries taking bold action to adopt a Feminist Foreign Policy to tackle global issues related to climate change and inequality",MISC
"Last week I returned from a trip to Senegal, Ghana, and Niger. Joined by VP of Global Partnerships and Impact Tawanda Future Mutasah Mutasah and Board Chair Jamey Shachoy, we visited projects and met with partners, staff, and public figures. I came away feeling inspired and with a deep appreciation for the impactful work we are doing in these contexts. Here are some of my highlights:
--In Senegal, I witnessed the power of Oxfam as a convener and was privileged to be part of an inequality forum with other government and NGO leaders. The atmosphere was vibrant, with people coming together to address crucial issues of extreme inequality, gender justice, climate justice, and humanitarian aid in the Sahel.
--In Bargny, a coastal community south of Dakar, one woman activist shared her heartbreaking experience of losing her home to sea-level rise and erosion. She and other displaced families were promised land to resettle, only to have the government grant that land to a foreign company to build a coal-burning power plant instead. Despite the adversity, unshakable activists in the community were fighting for their rights, and Oxfam and our partners were there to support them.
--In Ghana, I was deeply impressed by our work in bringing civil society together on critical issues such as human rights, shrinking civic space, debt sustainability, and conflicts arising from land use between cocoa and mining. We had meetings with the Commissioner of Human Rights and Administrative Justice and with the International Monetary Fund Resident.
--In transit in Ouagadougou, Burkina Faso, en route to Niger, I could not help noticing the fleet of helicopters and planes of the World Food Programmeâ€”a stark reminder of the food insecurity prevalent in the region. In Niger, this context was front of mind during meetings with Prime Minister Ouhoumoudou Mahamadou, to discuss critical issues of security, humanitarian assistance, and civic space.
As I head into meetings in DC, I will bring these experiences with me and advocate for the people I just met. I will focus on coastal erosion and natural resource exploitation in Senegal, inequality and human rights priorities in Ghana, the closing of civic space in Niger, and the extreme food insecurity in the region.",MISC
"I was deeply honored today to speak on a panel on â€œThe Essential Role of Women Leaders in Global Healthâ€ at the Harvard Radcliffe Institute for #RadDay23, where Ophelia Dahl was awarded the 2023 Radcliffe Medal. I was so moved by the testimonial from Chelsea Clinton about the leadership, moral purpose, and humanity that Ophelia has brought to her work, and both inspired and humbled to speak about Oxfamâ€™s work on health, humanitarian response, and promoting feminist leadership alongside Jacqueline Bhabha, Agnes Binagwaho, Natalia Kanem, and Reema Nanavaty - amazing women who choose to use their time and considerable talents to improve the health and wellbeing of families around the world. (Photo credits Tony Rinaldo)",DEI
"Reflecting on my time at this year's #UNGA78 â€“ thereâ€™s no denying there is so much work still to do. We absolutely cannot delay. If we want to save ourselves, our planet, and our future, we must act now. In my op-ed, I shared my thoughts on what this means.",Environmental Sustainability and Climate
"Rapidly accelerating technology advances, the recognized value of data, and increasing data literacy are changing what it means to be â€œdata driven.â€
By 2025, smart workflows and seamless interactions among humans and machines will likely be as standard as the corporate balance sheet, and most employees will use data to optimize nearly every aspect of their work.
Seven characteristics will define this new data-driven enterprise, according to this McKinsey & Company article.",MISC
"More than 80% of buyers say trust is a deciding factor in purchase decisions. It makes sense, then, that building trust to drive sales is a good strategy. However, many marketers are missing a key driverâ€”understanding how to do it. One of the key factors is having high-quality shared data.",MISC
"A critical issue for companies trying to better leverage Data & AI is the lack of a clear strategy and how to connect their business to Data & AI solutions that will grow their business. Without a well-defined strategy, it is difficult for companies to identify their goals, prioritize their initiatives and allocate resources effectively. Learn more from BDO Digital USA about how to effectively leverage data & AI to increase ROI. https://bit.ly/3tvKC64
hashtag#AI hashtag#DigitalTransformation hashtag#DataSolutions",MISC
"Gartner predicts that by 2025, genAI will be a workforce partner for 90% of companies worldwide. The near future is coming into focus, and AI will perform an increasing role in the workplace. Learn more in this VentureBeat article.",MISC
"From healthcare to financial services, non-profit to tech and retail, the industry you're in is central to your digital strategy approach. Learn more about why an industry lens is important: https://bit.ly/400iyU1
#DigitalStrategy #DigitalTransformation",MISC
"I thought my #marketing colleagues and connections interested in how to approach data measurement might find this VentureBeat article helpful. Let me know what insights you glean!
#marketingstrategy #DataInsights",MISC
"Ready to level up your business? ðŸš€ From cloud infrastructure and cybersecurity to data management and applications, these are the factors that can help you leverage the power of AI. Let's embrace the future together!
#AI #BusinessGrowth",Data privacy and cybersecurity
"Nearly 8 in 10 senior IT and security leaders lack confidence in their company's security posture (via BitSight).
If you're not 100% confident, take this quiz to reveal your Cyber Threats Readiness Score and what actions you can take next:",Data privacy and cybersecurity
"How can tech companies build trust with customers and stakeholders while forging ahead on innovation? Prioritizing privacy and ESG will be critical. Read BDO's survey of tech CFOs to learn more.
#Innovation #Tech",Data privacy and cybersecurity
"Cybercriminals and digital environments have completely changed, but most businesses havenâ€™t evolved their cybersecurity approach along with the changing landscape. Learn how to mitigate cyber threats (via Forbes).
#Cybersecurity",Data privacy and cybersecurity
"With AI processing principally happening in the cloud, the AI/ML revolution has remained largely out of reach for edge devices. This VentureBeat article explains why companies looking to break the next technology barrier in AI/ML must look towards the edge.
#AI #EdgeAI #Technology",MISC
"It is more important than ever for companies to protect their sensitive information from phishing attacks and data breaches. Cybersecurity risks must be assessed and countered to preserve business integrity worldwide. BDO Digital covers 10 of the latest cybersecurity threats to business in 2023:
#Cybersecurity #RiskManagement",Data privacy and cybersecurity
"Weâ€™re at the early stages of potential security risks presented by AI. We're also at the early stages of potential security *benefits* presented by AI. This VentureBeat article explains how self-healing software and AI can strengthen cybersecurity.
https://bit.ly/3pSffRH
#AI #Cybersecurity",Data privacy and cybersecurity
Excited to announce BDO to establish an ESOP for all employees,MISC
"As cyber threats become more complex, so do the cybersecurity strategies used to protect against them. If you're responsible for your organization's security, you might be interested in learning more about the 3 Components of Perpetual Defense: https://bit.ly/3uNHHTL
#Cybersecurity",Data privacy and cybersecurity
"Cloud technology revolutionized the way companies manage their systems and data over the past decade. BDO has 3 top cloud security challenges that organizations should consider when managing risk.
#Cybersecurity #CloudData",Data privacy and cybersecurity
"For global technology companies, AI is both an existential opportunity and a threat with unique challenges for data center capacity planning.
These dynamics will likely result in a period of increased volatility and uncertainty for the industry, and the stakes and degree of difficulty of navigating this environment are higher than ever before.
Learn more in this VentureBeat article.",Cost management / reduction / optimization
"A data discovery workshop can help your organization identify key business drivers and use cases, and create an effective data strategy roadmap.
Harnessing the power of data unlocked valuable insights that helped an energy company be more data-driven and create better processes. The outcomes?
âž¡ï¸ advanced analytics to increase revenue and identify new revenue streams
âž¡ï¸ asset optimization using AI models to improve operations
âž¡ï¸ real-time analytics to streamline processes & make decisions on the fly
âž¡ï¸ new product development to increase competitive advantage
Read their full story here âž¡ï¸ https://bit.ly/3KWFFc3",Cost management / reduction / optimization
"Where did you learn your most valuable business skills?
For one of BDO Digital USA's leaders, Dungeons and Dragons played a role both in complex project management and his ability to adapt to constant change. Here's how âž¡ï¸ https://bit.ly/3AzvZ1I ðŸŽ²",MISC
"MDR is still relatively new in the industry, but by 2025, 50% of organizations will have it, according to Gartner. Click the link below to learn how it can significantly improve your security posture and the proactive steps you can take now. DM me if you have questions or would like to chat!
https://bit.ly/3qWTjlh
#MDR #Cybersecurity",MISC
"If you're like most professionals, you've probably given some thought to the looming recession: How to maintain resilience, what budgetary constraints to put in place, and how to avoid operation disruptions. There are a few resources here that might be helpful. https://bit.ly/3FrSOaQ
#DigitalTransformation",Economic Outlook
"I am thrilled to share that BDO Digital USA is the 2023 Microsoft Security Partner of the Year!
Congratulations to each and every one of our talented team members - your hard work and dedication contributed to this remarkable accomplishment!
Being chosen as the Microsoft Partner of the Year is a true testament to our expertise, cutting-edge solutions, and unwavering commitment to delivering top-notch security services to our valued clients.
I couldn't be more proud!
Learn more: https://bit.ly/44jskSp
#MicrosoftPartner #CyberSecurity #MicrosoftPartnerOfTheYear #MicrosoftInspire",Data privacy and cybersecurity
Thinking about how to leverage AI for your business? Kirstie Tiernan shares her experience on successful AI innovation.,MISC
So great to spend time with our BDO RISE India leadership team in our Oak Brook office. Looking forward to future growth together.,MISC
"Accurate CRM data is critical for effective customer communications. Consider:
âž¡ï¸ Bad Data Frequently Seeds Mistrust
âž¡ï¸ Incomplete Data Often Leaves Money on the Table
âž¡ï¸ Outdated Data Can Lead to Poor Customer Experiences
Customers who have less than optimal experiences are more likely to jump ship. So when you can use your CRM to improve CX, youâ€™re better able to drive demand expansion. Learn how:",MISC
"While digital transformation is nothing new, today's expectations have forced many organizations to speed up adoption in unprecedented ways. But rather than fear the change, or struggle to adapt, we should look to how it actually enables us to achieve important internal milestones. Learn more (via Marketo).
#DigitalTransformation #DigitalMarketing",MISC
"Customer relationship management software, or CRM, is a technology that companies use to manage all customer relationships. Learn what your organization should consider to protect it from potential cyber attacks (via BDO Digital):
#Cybersecurity",Data privacy and cybersecurity
"94% of business leaders believe the right data and insights can help them make better supply chain decisions. Just ahead of Earth Day, this Forbes article reminds leaders that the right type of action begins with the right data. https://bit.ly/3N3QevP
#Data #DataAnalysis",Supply chain
"Data-driven decision making has many advantages. Still, many mid-size organizations have trouble getting their analytics projects off the ground. If this sounds familiar, our latest guide might help. Click here for a quick summary of what's inside: https://bit.ly/3M8DTWD",MISC
"If you're interested in how data collection can revolutionize your business and drive exceptional customer experiences, you might find this VentureBeat article helpful.
#data #businesssuccess #customerexperience",Cost management / reduction / optimization
"Regardless of where your organization sits today, future-proofing your business depends on laying the groundwork for data analytics maturity.
Learn how to ensure that your most valuable asset - your data - is put to use to edge out your competition. https://bit.ly/3SPDh9V
#DataDriven #DataAnalytics #AI",MISC
Iâ€™m happy to share that Iâ€™m starting a new position as Chief Financial Officer at Hilb Group!,MISC
"Humane launched its Ai Pin last week, and itâ€™s a great example of edge AI innovation. Powered by hashtag#Snapdragon, you can send a voice message, listen to music, and get a news update all by simply talking to the device. Thatâ€™s the power of hashtag#AI.",MISC
"Generative hashtag#AI adoption is on the rise, and Qualcomm is pushing the pace of innovation with hashtag#Snapdragon platforms across device ecosystems. Learn more about our leadership in generative AI on-device and at the edge. hashtag#TeamQualcomm",MISC
"Looking forward to Qualcommâ€™s continued partnership with Renault Group as it evolves toward becoming a next-generation automotive company focused on transforming the industry. With a suite of intelligent technologies, Qualcomm is well-equipped to continue helping Renault develop state-of-the-art, software-defined vehicles.",MISC
These benchmarks show that hashtag#Snapdragon X Elite is ushering in a new era of Microsoft Windows PCs. hashtag#TeamQualcomm,MISC
"Qualcomm's relationship with BMW Group continues to gain momentum, enhanced further through our collaboration with Amazon Web Services (AWS). Learn more about how our hashtag#ADAS solutions are coming to life in this November 30th hashtag#AWSreInvent discussionâ€”details below. hashtag#TeamQualcomm",MISC
"The state of hashtag#AI is rapidly changing, with more companies realizing its value every day. Curious where the technology is headed in 2024? Qualcommâ€™s Durga Malladi sat down with TIRIAS Research Principal Analyst Jim McGregor to discuss. hashtag#TeamQualcomm",MISC
"PC applications running on-device hashtag#AI offer more personalized experiences. And because queries donâ€™t have to leave the device, your information and privacy are protected.
This is just one reason why companies are looking to AI to create new opportunities for PC innovation.
To learn more about the impact AI is having on the industry, take a look at this Nasdaq peice.",MISC
"Wishing you and your loved ones a very Happy Diwali. May this festival of lights bring you joy, prosperity and good health.",MISC
"Grateful for family, friendsâ€Œ and the Qualcomm team today. Wishing you all a happy hashtag#Thanksgiving.",MISC
The just-announced hashtag#Snapdragon 8 Gen 3 and Snapdragon X Elite are key to offering on-device hashtag#AI experiences across devices. hashtag#TeamQualcomm hashtag#SnapdragonSummit,MISC
"From tailored experiences to increased productivity, the advantages of personalized on-device hashtag#AI are far-reaching. hashtag#TeamQualcomm",MISC
The hashtag#Snapdragon X Elite makes way for a new era of intelligent PCs packed with powerful on-device hashtag#AI. hashtag#SnapdragonSummit hashtag#TeamQualcomm,MISC
"For the latest hashtag#AI insights, researchâ€Œ and trends, check out Qualcommâ€™s new content series â€œAI on the Edge.â€ hashtag#TeamQualcomm",MISC
"hashtag#SnapdragonSummit starts Tuesday. Be sure to tune in to see Qualcommâ€™s latest innovations across compute, mobile, hashtag#AI, and more.",MISC
Qualcomm and Google are teaming up to enable a new era of premium WearOS devices. hashtag#TeamQualcomm,MISC
"The Qualcomm Oryon CPU will make its debut in powerful new PCs. But the innovation wonâ€™t stop there. Youâ€™ll also see it in future smartphones, cars, hashtag#XR devices, and more. hashtag#TeamQualcomm hashtag#SnapdragonSummit",MISC
"Microsoft CEO Satya Nadella joins Cristiano Amon for a discussion about generative hashtag#AI, and leveraging hashtag#Snapdragon compute platforms to power next-gen Windows PCs. hashtag#SnapdragonSummit hashtag#TeamQualcomm",MISC
"Iâ€™m continually impressed by the talent featured in the Qualcomm Design in India Challenge. The applicants, participants, and winners are unified in their mission to bring technological innovation to India. Congratulations to all.",MISC
"Insight of the day: introducing 20% of connected vehicles on EU city roads can save up to 18% of CO2 emissions. This new research confirms just how important it is to invest in the future of automotive, and Iâ€™m pleased that Qualcomm is at the forefront.
Read the report: http://bit.ly/3M0iChS",Environmental Sustainability and Climate
Very pleased to see India continue its focus on accelerating the adoption of wireless technologies.,MISC
Qualcomm #AI Research explores the differences between floating point and integer quantization in order to remain at the forefront of innovation. Learn more below. #TeamQualcomm,MISC
"Qualcommâ€™s new top-of-the-line QCM8550 and QCS8550 #IoT processors â€œdeliver robust compute power, extreme Edge artificial intelligence (AI) processing, Wi-Fi 7 connectivity, and vivid graphics and video for performance-heavy IoT applications.â€",MISC
NBC 7 San Diego got an up-close look at the powerful technology inside the #Snapdragon #DigitalChassis concept car. Watch the full interview to learn how #TeamQualcomm is leading #DigitalTransformation within the automotive industry.,MISC
"Equipped with the #Snapdragon #DigitalChassis, the Sony Honda Mobility AFEELA is a great example of the kind of immersive experiences automakers can create for their customers.",MISC
"Watch Qualcomm Aware, our new #IoT platform, in action. The video shows how using the Qualcomm Aware dashboard allows you to easily track a packageâ€™s location and condition as itâ€™s in transit. #DigitalTransformation",MISC
"Excellent podcast episode with Dr. Vinesh Sukumar (Senior Director, Head of AI/ML Product Management at Qualcomm) that illustrates the innovative work #TeamQualcomm is doing with generative #AI at the edge. Our vision for the Connected Intelligent Edge is taking shape. Learn more ðŸ‘‡",MISC
"If you want to hear why on-device #AI is such a significant focus for Qualcomm, watch Cristiano Amonâ€™s discussion with Bloomberg. #ArtificialIntelligence",MISC
#snapdragon AI,MISC
Happy World IP Day! I am happy to share my article below on the importance of promoting diversity of inventors.,MISC
Cristiano Amon talks to Barron's about the vast potential of #AI and how Qualcomm is leveraging the technology across industries.,MISC
Qualcomm made the Forbes list of Americaâ€™s Best Employers For Diversity 2023. #TeamQualcomm,MISC
#snapdragon #digitalchasis,MISC
#TeamQualcomm is collaborating with Meta to help accelerate the adoption of on-device #AI.,MISC
"Wonderful collaboration between #TeamQualcomm, Microsoft, and Jabra. Businesses across industries can benefit from this #IoT device.",MISC
The new Qualcomm QCS4490 and QCM4490 processors deliver premium connectivity and next-gen processing for industrial handheld and computing devices.,MISC
The Qualcomm #IoT Accelerator Program will bring together the very best within the ecosystem to enable #DigitalTransformation across industries. Looking forward to the future of this program. #TeamQualcomm,MISC
Qualcomm and Arrow Electronics are working together to facilitate edge computing and #AI adoption through the Edge Labs initiative. More from Kishore Chakravadhanula.,MISC
Great read from analyst Anshel Sag giving a comprehensive overview of Qualcommâ€™s new #Snapdragon Satellite and what it means for the future of smartphone satellite connectivity. #TeamQualcomm,MISC
"Thank you John Furner for the support, leadership and guidance that you have provided to Qualcomm and SES-imagotag in the development of the Bluetooth SIG enabled digital shelf label. We look forward to working closely with the Walmart team to deliver your vision of the future of retail.
Jim Cathey, Robin Heydon, Art Miller, Thierry Gadou, Philippe Bottine",MISC
"However you celebrate the festival of color and love, I wish you and your loved ones a very happy #Holi.",MISC
"Congratulations, ideaForge. Qualcomm Ventures is proud to support your technological contributions to India.",MISC
"With support from partners like HONOR, Motorola Mobility (a Lenovo Company), Nothing, OPPO, vivo and Xiaomi Technology, weâ€™re one step closer to achieving truly global connectivity. #TeamQualcomm
https://lnkd.in/e_rCcRez",MISC
"Qualcommâ€™s Cristiano Amon and Ziad Asghar share how we will lead in brining generative #AI to Handset, PC, Automotive and Industrial IoT. #ArtificialIntelligence",MISC
"Great recap of the powerful technology on display at #MWC23, including #TeamQualcommâ€™s demo of on-device #AI Stable Diffusion.",MISC
"Qualcomm breaks down how hybrid #AI can unlock the full potential of smartphones, cars, personal computers, and #IoT devices in this newly released white paper. #ArtificialIntelligence",MISC
This is a great deep dive into how Qualcommâ€™s hardware-based #IoT security technologies make retail payments safer and seamless.,Data privacy and cybersecurity
The new Qualcomm Aware Platform leverages #TeamQualcommâ€™s advanced #IoT technology to accelerate #DigitalTransformation across industries. Learn more:,MISC
"Thanks to #TeamQualcommâ€™s AI Model Efficiency Toolkit, the @Qualcomm AI Stack, and the Qualcomm #AI Engine, we demonstrated ControlNet running entirely on device. #CVPR2023",MISC
"Rajen Vagadia shares how he and his team are expanding Indiaâ€™s adoption of Qualcomm technologies to new verticals like auto, drones, and cameras.",MISC
#TeamQualcomm officially unveiled the #Snapdragon X75 5G Modem-RF System â€” our newest solution ushering in the next wave of #5G connectivity.,MISC
"Introducing new modems, with satellite coverage in addition to cellular. Both these chips also support Qualcomm Aware and are designed to help #IoT enterprises streamline the complex task of monitoring and tracking assets regardless of cellular coverage. #TeamQualcomm",Cost management / reduction / optimization
Looking forward to #SamsungUnpacked and hearing updates from #TeamQualcommâ€™s long-standing partner Samsung Mobile. https://lnkd.in/gU4GZT9N,MISC
Sony Honda Mobility #AFEELA concept vehicle here on the @Qualcomm campus this week. We are honored to be part of this innovation led by two industry leaders that is built on the #SnapdragonDigitalChassis. Thank you Kawanishi Izumi and team for your partnership! #TeamQualcomm,MISC
Another example of Qualcomm's #IoT opportunity: we're working with SES-imagotag to enable the digital transformation of retail. And this is just the beginning. #TeamQualcomm,MISC
#Snapdragon Automotive Cockpit Platforms will power advanced infotainment systems in Hyundai Motor Groupâ€™s purpose-built vehicles.,MISC
"The #Snapdragon #DigitalChassis is accelerating the #DigitalTransformation of vehicles across the globe, now including motorcycles, scooters, e-bikes, and more. #TeamQualcomm #IAA23",MISC
"Unveiled at #CES2023: #Snapdragon Satellite, the worldâ€™s first satellite-based two-way messaging solution for premium Snapdragon powered smartphones. #TeamQualcomm",MISC
Qualcomm is working with Arrow Electronics to create Edge Labs â€” a tool that uses Qualcomm AI technologies to simplify the edge and #AI solution development process. Learn more:,MISC
Qualcomm has been included in TIMEâ€™s inaugural Worldâ€™s Best Companies list. #TeamQualcomm,MISC
"In case you missed it, Qualcomm shared how #Snapdragon #AI is leading the way for the next generation of PCs at #Computex2023.",MISC
Introducing the #Snapdragon AR1 Gen 1 Platform. #TeamQualcomm,MISC
This is a must-read feature on Qualcomm inventor Lin Lu. She is just one example of the many brilliant minds on #TeamQualcomm helping to bring our technologies to life.,MISC
"Great recap of the powerful technology on display at #MWC23, including #TeamQualcommâ€™s demo of on-device #AI Stable Diffusion.",MISC
"Immensely proud to announce the next step in our long-standing #VR collaboration with Meta to create the next generation of MR and VR together. I canâ€™t wait for you to experience the upcoming Meta Quest 3, powered by our most powerful Qualcomm #XR chipset to date.",MISC
"The #Snapdragon Auto #5G Modem-RF Gen 2 platform will deliver powerful broadband connectivity to connected vehicles, providing more personalized entertainment experiences for passengers and safer autonomous driving for drivers. #MWC23 More via Forbes: https://lnkd.in/gkzrqVBn",MISC
"Exciting announcement today. Extending our leadership with WiFi 7, PON and software defined architecture for services on our platform.
#TeamQualcomm",MISC
"It was great to see Qualcomm partners like Visteon Corporation showcase how #Snapdragon is helping them transform the future of automotive at #CES2023.
https://lnkd.in/gWc2Thsh",MISC
"https://lnkd.in/gt82C5fY An international committee of renowned scientists has selected the winners of the ELLIS PhD Award 2022: Mathilde Caron from France and Taco Cohen (Qualcomm AI Research) from the Netherlands receive the prize for their outstanding achievements during their dissertation phases. Sponsored by the KÃ¼borth Stiftung GmbH. Congratulations, Taco Cohen! (ELLIS is a pan-European AI network of excellence which focuses on fundamental science, technical innovation and societal impact)",MISC
"Weâ€™re hosting our next #SnapdragonSummit, live from Maui, Hawaii. Save the date, and join us virtually on October 24-26.",MISC
"This recent Qualcomm OnQ blog post outlines five benefits of on-device #AI, such as enhancing privacy and security, and reducing energy costs. #ArtificialIntelligence",Data privacy and cybersecurity
"In the future, the Software-Defined-Vehicle, or #SDV, will be an enormous part of the automotive industry. In order to enable this shift, #TeamQualcomm developed the #Snapdragon Ride Flex SoC. Learn more from #CES2023.",MISC
"Wishing India a very happy #RepublicDay. 74 years later, the country is destined for growth and prosperity.",MISC
"â€œThe future of the economy is digital.â€ â€” Cristiano Amon in his interview with CNBC where he discusses how investing in #DigitalTransformation across industries is the key to strengthening the economy. Plus, how Qualcomm continues to grow and diversify by investing in industries like automotive. #WEF23",Economic Outlook
#TeamQualcomm will continue sharing how the #Snapdragon #DigitalChassis is developing technologies for the future of cars at #CES2023. #DigitalTransformation,MISC
Qualcommâ€™s commitment to accelerating Indiaâ€™s #DigitalTransformation is stronger than ever.,MISC
"The Qualcomm QCM5430 and QCS5430 #IoT processors offer the high-quality performance, premium connectivity, and scalability IoT developers are looking for to create innovative IoT solutions. #TeamQualcomm",MISC
My thoughts are with all those affected by the devastating earthquakes in Turkey and Syria. I hope you are able to find strength and stability though the challenges ahead.,MISC
"#TeamQualcomm is ready to share big news about our #5G leadership at #MWC23. In the meantime, learn about 5G Advanced and how it will deliver more sustainable networks and devices by offering lower energy consumption.",Environmental Sustainability and Climate
"Weâ€™re thrilled to welcome the Autotalksâ€™ team to Qualcomm! The #Snapdragon #DigitalChassis is already one of the auto industryâ€™s preferred tech solutions, and integrating their industry-leading vehicle-to-everything (#V2X) tech will make our automotive products even better and roads safer. Thrilled about this acquisition!",MISC
