postContent,theme
"WBA exited a solid second quarter with acceleration in February, adding to our confidence in driving strong growth in the second half of the year. With the closing of VillageMD's acquisition of Summit Health, WBA is now one of the largest players in primary care, with best-in-class assets across the care continuum. Both Walgreens and Boots are performing well by delivering compelling value to consumers, playing a critical role as community health destinations, and successfully navigating a challenging environment. We will continue to take bold actions to create sustainable long-term shareholder value.",
"Great piece by NBC 7 San Diego on the #Snapdragon Digital Chassis concept car with context from #TeamQualcomm auto experts SVP & GM, Automotive Nakul Duggal and Sr. Director of Product Management, Automotive Rob Yeh on how the Snapdragon #DigitalChassis improves the driving experience""and makes it safer.",MISC
"New post! Updated my military analogies by about 1,500 years, so that's good.",
"We know it feels like the world is on fire right now. You can provide some hope and fight with Oxfam for the most vulnerable among us this hashtag#GivingTuesday. All gifts are doubled if you give today. Make a life-changing impact from Ethiopia to Ukraine to Gaza and beyond. You can help fight for a more equal future.
https://lnkd.in/eWJpnd5C",Environmental Sustainability and Climate
"Tremendous story of hope, perseverance, family and love. Thanks for sharing Blue Cross Blue Shield of Michigan",
"I first met Jean Marie Saintyl, CPA and Charles H. (Chuck) Knox, CPA in December at a Florida Institute of CPAs (FICPA)-sponsored disaster relief event. I accepted Jean Marie's invitation to visit Florida Gulf Coast University (FGCU). To be honest, I knew nothing about the university. I'm here at a CLA (CliftonLarsonAllen)-organized event four months later. A lovely dinner with early-career professionals and some FGCU alumni served as a great kick-off. We spoke extensively about the things that excite young professionals, and firm culture frequently came up.

On Friday, I had the honor of being on a panel with Julian Dozier, CPA, Christopher Kessler, CPA, and Dr. Tanya Bendford. Julian and Chris, great advice to the students and Dr. Bendford, enjoyed listening to how you support your students. Fantastic job of kicking off the session, Alexandra Ely, you are amazing! Great questions from the student leaders Ryan Doerr and Paul Reisinger, I am sure that the 70+ students in attendance learned a great deal about the CPA profession and the upcoming changes to the #cpaexam. FGCU should be proud of its outstanding students.

I especially valued our one-on-one conversations with Ryan Doerr, Vanina Nair Speciale, Judith Fenelon, Claire Barghahn, and Brandon Rassavong who are interning or are Associates at CLA. Vanina, your story is inspiring! YTMY14

Alexandra Mitchell, CPA, enjoyed are conversations and thank you. You got thisY

Jean Marie, my friend, you are an amazing leader.

Next Alabama State University and Auburn University.

#career #culture #leaders",
"UMT360, the leader in strategic portfolio management solutions, joins North Highland further amplifying the breadth of proprietary digital enablers for transformation value capture and delivery. Learn more. https://lnkd.in/gxAFGMZx",MISC
"Later this afternoon, Karen Knudsen MBA PhD will join leaders from the #colorectalcancer community at The White House, focused on accelerating efforts to reduce the deadly impact of colorectal cancer. Participants will share updates on the progress of several key initiatives around awareness, prevention, screening, and treatment "" all to deliver on the President and First Lady's re-ignited #CancerMoonshot goal of reducing cancer deaths by 50% over the next 25 years.
The event will be livestreamed at 3pm ET: https://lnkd.in/gm7NGrVZ",
"The month of June is always special to me, and I'm feeling especially proud this year. Newsweek just named Nike one of America's Greatest Workplaces for LGBTQ+, and I had the great honor of appearing on Fast Company's 2023 Queer 50 list. These lists recognize our progress and commitment to diversity, to inclusive benefits, and to our teammates. As CHRO for NIKE and a member of the LGBTQ+ community, there is nothing more important to me than our culture of belonging. We want each and every teammate to feel valued, respected and free to be their most authentic self. As I celebrate PRIDE with my teammates around the world, my heart is full. I am so thankful to be part of this incredible team and caring company that puts its people and purpose first. Y Y3i ""Y Y
#PrideMonth #SwooshLife #FCQueer50
https://lnkd.in/ga_Peewj",
"Great to hear Laurene Powell Jobs interview my friend and former colleague Claire Hughes Johnson on the occasion of her new book ""Scaling People"". The event was hosted at the spectacular CapitalG offices in the Ferry building in San Francisco.
And I loved seeing Francoise Brougher, Gretchen Howard, Laela Sturdy , Gene Frantz , Ian Loughran , Stacy Brown-Philpot , Shishir Mehrotra , Jeff Huber and many other current and former Googlers.",MISC
"A few weeks ago, I saw Taylor Swift perform, and I was blown away.
I am not a huge fan; I like her music on the radio, but I've never bought or downloaded an album. I only know the songs on the radio. But I must say, it was the most inspiring performance I've ever seen. And not just because she's a great entertainer "" there is no doubt that she is "" but because I walked away feeling empowered to go after my dreams.
Why?
Her storytelling and unapologetically authentic love for what she does made me want to be better at what I do. I will be 45 years old this year; I am a reasonably self-confident person. And I walked away feeling empowered. Like I could do anything I put my mind to. And I wanted to go for it!
Now I get why she's loved. She makes people believe in themselves.
And that's what I want to do, too.
So, in this week's episode of Reflect Forward: Advice From a CEO, I share why we should all feel empowered to go after our dreams and create the life we want for ourselves. Have a listen on all major podcast platforms or my YouTube Channel. The link is in the comments.
#reflectFORWARD #podcast #inspiration #leadandbeworthfollowing #leadyourself #theownershipmindset #taylorswift #empoweryourself #gobig #makebighappen",
"Today, on the 22nd anniversary of 9/11, I remember all those who lost their lives, including our five PwC colleagues. For their families and friends, no words can ever ease the sense of loss.
A huge thank you to those who rushed immediately and selflessly to the scene on that day to provide what assistance they could. Their courage continues to inspire and we will #NeverForget.",
"""The Big House"" is being released as an ebook on Amazon tomorrow! You can get a copy for only $2.99 and help me reach my bestseller goal.
This will be a limited-time offer tomorrow, Aug. 15, from 12 pm to 1 pm EST. I will share a direct link tomorrow at Noon! Stay tuned.",
"The Southern Group is looking for highly-motivated, organized and dedicated interns for the 2024 legislative session! We offer interns a unique experience by working alongside our lobbyists during session and committee weeks. See flyer for more details.",
"I'd like to extend a warm welcome to the new members of the Praava Health Global Advisory Council: Dr. Omar Ishrak Robert Berg Fredrik Debong and Lorraine Marchand. Proud to be a part of the incredible team Sylvana Q. Sinha, Esq. has brought together to bring high quality tech-enabled healthcare to Bangladesh and beyond.
https://cutt.ly/s0pdVGd",
"It was a pleasure to meet Mesirow's 2023 Intern class as they begin nine weeks of training, education and job shadowing! I look forward to working with this talented group of young professionals.",
"We are hiring for a Product Manager at Vectara, the role reports directly to our Head of Products (Shane Connelly). Check the requirements and apply directly here:",MISC
"This is an awesome opportunity in an awesome company! This is a key member of my leadership team in a high impact, high visibility role. Check it out! #barrywehmiller #bw #betterworld #financeleadership",
"After 9 months of planning, our Technology M&A Conference line-up is announced! On November 16, twenty industry luminaries will share perspectives on the #MergersandAcquisitions market and the #economy, anti-trust matters, strategies to create value from transformative transactions, and the investing landscape around #AI. If you're an M&A leader and would like an invitation to the event, send me a message! #KPMG https://lnkd.in/esRTsvJn",
"Unpredictability continues to be a theme in my conversations with other finance leaders. Many of them are expressing urgency to develop their teams' skills in ways that maximize their ability to be agile and adapt.
To help finance leaders navigate this demanding but ultimately fulfilling challenge, I shared four steps on how to upskill finance teams with CFO.
Many of the skills needed for finance are not easy to train. However, applying the correct learning methods with an effective curriculum and clear motivations can help you launch a successful upskilling program.
I encourage you to read the article and embrace the journey. #CFO #Upskilling #AnalyticsForAll",Workforce strategy
Putting AI to Work,MISC
"Happy Women's History Month! People have often asked me what's the best thing about being a girl in business, and what's been the hardest? My answer is the same... being underestimated. #MondayMotivation #WomensHistoryMonth",
"So proud that Lee Kiefer, the # 1 ranked women's foil fencer in the world is part of #teamdeloitte along with other amazing athletes in Team USA headed to the Paris Olympics. They represent the best of the us and inspire us everyday. And as a fencing fan with three of my daughters who fence, I have to say this is the coolest thing ever!",
"Thrilled to lead the next phase of research at The Wharton School "" world class insights, even more impactful and accessible. #TheWhartonWay. whr.tn/whartonway",
"Another fantastic line-up for today's #QlikWorldTour Atlanta at the iconic College Football Hall of Fame Museum.
Amazing data insights from our speakers @GeorgiaPacific, @classiccollision and @sdggroup from our Qlik Customer/ Partner Communities and Ryan Germany, Partner at Gilbert, Harrell, Sumerford & Martin PC, who outlined how state election officials in Georgia use data to promote confidence and transparency in elections.
#QlikCustomers #QlikCommunity #QlikPartners",
"EY tax professionals, Grace Kyne and Florian Zawodsky, recently spoke at NFT.NYC on an insightful panel about the role that tax and finance plays in #web3 technologies.
https://lnkd.in/e646g7C8",MISC
Welcome to the Hg family! Y,
We're married and there's no turning back'. Great story of the U.S. Bank - Cognizant 10 year journey to co-create their product platform. Gareth Gaston Meera Krishnamurthy Surya Gummadi Ravi Kumar S #oneoffice #innovation # tech,MISC
Always nice to be recognized for all the hard work our team puts in every day.,
Happy Women's Day to you and all the amazing women in your life!,
"Fun interview with the energetic and insightful Nabil Ahmed.
Me: To begin, then, how did we get here? Which is to say, what are the winds behind the sails of the uber wealthy's super yachts? How have the very wealthy and corporations hijacked our economy? Why has it gotten so much more extreme in the wake of the pandemic?
Nabil Ahmed: The starting point is recognizing that we arrived here not by accident but by economic and political choices that were made by our governments that widened the great divide of economic inequality.
These were already in full swing prior to the pandemic. For decades we've seen structural policy shifts that have increased inequality""from a surge in monopoly power to the erosion of workers' rights and labor market liberalization to the privatization of public goods like health and education to the erosion of tax rates on the richest people and corporations.
Since 1995, for example, the top one percent has grabbed nearly 20 times more wealth than humanity's bottom 50 percent This era has grown the wealth and the power of those at the very top and not so much left but actually pushed so many behind "" and in doing so, made us all less safe, and less resilient to massive shocks.",
"I am deeply humbled and proud to accept the Global Public Health award from University of Michigan, named in honour of the great Dr Thomas Francis Junior. I hope that in the next few years we will witness the final eradication of polio, and the fulfilment of Dr Francis's legacy.",
"I'm proud of how our #TeamCigna co-workers supported the health and vitality of our customers, patients and clients in 2022 with dedication to service and our differentiated clinical programs. Our recent earnings results show how this contributed to a pivotal year for our company with continued innovation, new partnerships and growth.",
Looking for an opportunity in #corporatecommunications? Check out this opportunity at TimkenSteel! #marketingcommunications #employeecommunications,Workforce strategy
"Leaders, we know better. The research is clear. The way we lead impacts the way people live. The way leaders have been leading "" good and bad "" has had a tremendous impact on the people within our span of care, their families and society at large.",
"""I came to Nashville, not to bring inspiration, but to gain inspiration from the great moment that has taken place in this community."" "" Martin Luther King, Jr.
I look to gain inspiration next week at #ViVE2023 (Nashville, TN) during the following sessions:
Monday 3/27 at 12pm. Panel. ""#HealthEquity Activation: Developing a Cross-Sector Approach Across the Health Equity Ecosystem"", alongside Sally Ann Frank (Microsoft for Startups); Dan Desmond (#HealthEquityConsortium); and Bela Matyas (SOLANO COUNTY PUBLIC HEALTH DEPARTMENT)
Monday 3/27 at 11am. ""#Techquity EY panel: Closing Gaps in Community-Based #HealthEquity"", alongside Yele Aluko MD, MBA, FACC, FSCAI. (EY) - moderator; U. Michael Currie (UnitedHealth Group); Paul Black (Community Care Link); Kimberly Lamar, PhD, MPH, MS (Tennessee Department of Health); and
Nwando Anyaoku, MD, MPH, MBA (Providence Swedish)
Wed 3/29 at 9:20am. #ViVE2023 Main Stage Session: ""An Insider's Perspective: #Cybercrime, #Trust and #Privacy in #Healthcare"", alongside Vasu Jakkal (Microsoft).
Please join us, if you can. http://www.viveevent.com",
"Today's fiscal year kick-off was a MIND BLOWING event! Even though we elected to hold the event virtually this year to be frugal, the energy was palpable as ten thousand+ messages streamed over our #all-hands slack channel with Relics passion for our company and our customers on full display. The product innovation roadmap and demos were AMAZING and GTM strategy aligned to go on the OFFENSE. I'm so proud to be part of this amazing company and the transformation we've undergone the past few years as we continue to disrupt our category and serve customers better. Thank you New Relic, Inc.!",
"A week ago today, we were blown away by the energy that filled The Roux Institute at Northeastern University campus for The State of AI in Maine. THANK YOU to our speakers and panelists. Your insights and contributions are what made the day and The State of AI in Maine report meaningful and serve as a clear indicator that AI is both a power in Maine and a power for Maine.
Check out the stunning report: https://lnkd.in/eEzMzqDb
We are so grateful to:
Amanda Stent, Director, Davis Institute for AI, Colby College
Joshua Broder, CEO of Tilson
Dan Fishbein, MD, President at Sun Life
Bob Montgomery-Rice, President and CEO of Bangor Savings Bank
Mike Simonds, Chief Operating Officer for Unum
Melissa D. Smith, Chair and CEO of WEX
Stephen Smith, President and CEO of L.L.Bean
Usama Fayyad, Executive Director of the Institute for Experiential AI at Northeastern University
Margaret Angell, Head of Partnerships and Strategic Initiatives at The Roux Institute at Northeastern University
Michael Pollastri, Senior Vice Provost and Academic Lead of The Roux Institute at Northeastern University
Jason Judd, Ed.D, Executive Director of Educate Maine
Madeleine Braun, Chief of Presidential Initiatives at The Jackson Laboratory
Michael Bennett, Director of Education Curriculum and Business Lead for Responsible AI at the Institute for Experiential AI
Leah Fisher Arsenault, Data Analyst at IV.AI
G
iovanna Guidoboni, Dean of College of Engineering at the University of Maine
Dale Kocevski, Associate Professor of Physics and Astronomy at Colby College
Mohamad Musavi, Interim Dean of the College of Engineering at the University of Maine
Daniel Nigrin, MD, Chief Information Officer at MaineHealth
Jennifer Fogel, Vice President and Regional Nursing Informatics Officer at Northern Light Health
Vivek Kumar, Associate Professor at The Jackson Laboratory in Bar Harbor
Brian Bousquet-Smith, Head of Operations at MedRhythms, Inc.
Raimond Winslow, Director of Life Sciences & Medical Research at the Roux Institute and Core Faculty at the Institute for Experiential AI for Experiential AI
Aileen Huang-Saad, Director of Life Sciences and Engineering Programs at the Roux Institute
Hannah Pingree, Director of Governor Janet Mill's Office of Policy Innovation and the Future
Ashley Ballanger, Continuous Improvement Analyst at J.D. Irving, Limited's Ashland Sawmill
Mark Hager, founder and CEO of New England Marine Monitoring
Nicholas Record, Director, Tandy Center for Ocean Forecasting, Bigelow Laboratory for Ocean Sciences
Aaron Weiskittel, Professor of Forest Biometrics and Modeling, University of Maine
Cansu Canca, Ph.D., Ethics Lead at the Institute for Experiential AI
Rita Heimes, General Counsel and Chief Privacy Officer at the IAPP - International Association of Privacy Professionals
Lucas Ives, AI/ML, Apple
Grayson Lookner, Maine State House Representative
Fernando Nascimento, Assistant Professor in Digital and Computational Studies at Bowdoin College",
"Hey LinkedIn! If you're new to following me, I talk about #goodrxhelps, #health, and #pharmacy. Let me know if you have any suggestions on what to share! ai ",
"Diverse, purpose-driven teams within a culture of innovation and safety builds trust and results in impactful work. #culture #betterworkingworld",
"In this this Q&A with Andy Chasin, Vice President of Federal Policy and Advocacy at Blue Shield of California, he dives into our visionary partnership with CivicaScript that will make insulin and other critical drugs available at lower cost no matter where you get your health insurance. Thank you to the Blue Cross Blue Shield Association for highlighting this important issue and working to make drugs more affordable across the U.S. hashtag#WhatWeStandFor hashtag#healthcare hashtag#pharmacy",Health outcomes
"Like millions of others, my family and I jumped on the Ted Lasso wagon. During a time when people were isolated (the pandemic), it was the perfect antidote to bring people together.
There are far too many takeaways to list, but now that it's ended, I wanted to share some of the lessons that resonated with me.
I hope that we all carry a little Ted in our hearts. And, be a goldfish.
If you watched, drop me a line. I'd love to hear your thoughts about what you enjoyed most about it.
#leadership #empathyinaction #team",
"Mayo Clinic will participate in a four-year data generation project aimed to enhance the use of AI in critical care "" further highlighting the crucial role collaboration plays in advancing data-driven health care.
The project will expand the range of AI-ready data sets to include more geographically and demographically diverse medical information, leading to more research advances and more cures: https://bit.ly/3lBORck",
"Registration for a one-day in-person event: ""Entrepreneurship and Flourishing Workshop"" organized by the Human Flourishing Program at Harvard University is now open. Speakers: Dr. Howard Gardner (Harvard Graduate School of Education), Dr. Tyler VanderWeele (Harvard T.H. Chan School of Public Health), Dr. Eileen McNeely (Harvard T.H. Chan School of Public Health), Ayse Yemiscigil (Fordham Gabelli School of Business), Ashley Whillans (Harvard Business School), Liz Powers (ArtLifting), Nick Appelbaum (Ralph Appelbaum Associates) Ashley Wayman (Shimmy), Emily Cunningham (True Moringa), Matthew Barry (Learn), Akhil Gupta (Blackstone), George Kane (Emerson Collective) & Bob Chapman (Barry-Wehmiller).
Organizer: Christina Hinton;
Co-organizer Wojciech Kaftanski
Moderators+support: David Back, Tyler R. Miller
#business #education #work #school #university #wellbeingatwork #wellbeingintheworkplace #flourishing #entrepreneurship",
"With all the excitement surrounding the transformative potential of #AI in healthcare, health providers must remain vigilant in ensuring that these new tools don't perpetuate long-standing biases in care delivery. By implementing regulations that deter bias from datasets, regulators can better support clinicians in the decision-making process and grant patients equal access to quality care. https://lnkd.in/eezKprPf #Healthcare #HealthEquity",Regulation/Legislation
"Worthy of reflection"".YoY ",
"I'm trying something new this year"" introducing our new film series "" Getting Ahead Together': a spotlight on innovation, and the people who make it happen inside and outside GSK. First up, I'm sitting down with the fantastic Oyiza, Emma and Joshua talking about careers in STEM where the opportunities are just as diverse as the talent is - from chemistry to computer science, molecular biology to machine-learning. But it's really the people behind the science and technology who are helping us to tackle some of the toughest challenges in healthcare. They're inspiring for me and I'm looking forward to the next conversation. #AheadTogether",
"Another example of Qualcomm expanding our #IoT product line with the Qualcomm Video Collaboration Platform, enabling customers to create a wide range of video conferencing products utilizing generative #AI at the edge to improve user experience.",MISC
